[2024/8/17 0:0:50] 物品:六角戒指	怪物:18FDF670骷髅战士	地图:E401	X:13	Y:12 
[2024/8/17 0:54:51] 物品:八荒	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
[2024/8/17 0:54:51] 物品:凌风	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
[2024/8/17 0:54:51] 物品:蓝色水晶戒指	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
[2024/8/17 0:54:51] 物品:魔鬼项链	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
[2024/8/17 0:54:51] 物品:琥珀项链	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
[2024/8/17 0:54:51] 物品:凤凰明珠	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
[2024/8/17 0:54:51] 物品:魔力手镯	怪物:17B6FE20僵尸30	地图:D413	X:45	Y:23 
[2024/8/17 0:55:17] 物品:金创药(小量)	怪物:0D602940僵尸3	地图:D421	X:333	Y:185 
[2024/8/17 0:55:18] 物品:金创药(小量)	怪物:280FCC80僵尸3	地图:D413	X:42	Y:23 
[2024/8/17 0:55:22] 物品:施毒术	怪物:17B6FE20僵尸30	地图:D413	X:43	Y:23 
[2024/8/17 0:55:22] 物品:隐身术	怪物:17B6FE20僵尸30	地图:D413	X:43	Y:23 
[2024/8/17 0:55:22] 物品:诱惑之光	怪物:17B6FE20僵尸30	地图:D413	X:43	Y:23 
[2024/8/17 0:55:22] 物品:蓝色水晶戒指	怪物:17B6FE20僵尸30	地图:D413	X:43	Y:23 
[2024/8/17 0:55:22] 物品:魔鬼项链	怪物:17B6FE20僵尸30	地图:D413	X:43	Y:23 
[2024/8/17 0:55:22] 物品:凤凰明珠	怪物:17B6FE20僵尸30	地图:D413	X:43	Y:23 
[2024/8/17 0:55:22] 物品:魔力手镯	怪物:17B6FE20僵尸30	地图:D413	X:43	Y:23 
[2024/8/17 0:55:22] 物品:金创药(小量)	怪物:17B6FE20僵尸30	地图:D413	X:43	Y:23 
[2024/8/17 0:55:22] 物品:魔法药(小量)	怪物:17B6FE20僵尸30	地图:D413	X:43	Y:23 
[2024/8/17 0:55:31] 物品:金创药(小量)	怪物:1EFDE730僵尸3	地图:D401	X:152	Y:97 
[2024/8/17 0:55:31] 物品:魔法药(小量)	怪物:1EFDE730僵尸3	地图:D401	X:152	Y:97 
[2024/8/17 0:55:41] 物品:魔法药(小量)	怪物:28E27C80僵尸3	地图:D413	X:45	Y:23 
[2024/8/17 0:55:41] 物品:精神力药水	怪物:28E27C80僵尸3	地图:D413	X:45	Y:23 
[2024/8/17 0:56:39] 物品:魔法药(小量)	怪物:19691310僵尸3	地图:D401	X:160	Y:138 
[2024/8/17 0:57:9] 物品:布衣(女)	怪物:17EE2480稻草人	地图:0	X:637	Y:570 
[2024/8/17 0:57:37] 物品:金创药(小量)	怪物:3030D080僵尸3	地图:D401	X:159	Y:160 
[2024/8/17 0:57:53] 物品:金创药(小量)	怪物:19186190僵尸3	地图:D401	X:129	Y:142 
[2024/8/17 0:57:53] 物品:基本剑术	怪物:19186190僵尸3	地图:D401	X:129	Y:142 
[2024/8/17 0:58:0] 物品:金创药(小量)	怪物:2373D230僵尸3	地图:D2002	X:33	Y:38 
[2024/8/17 0:58:18] 物品:金创药(小量)	怪物:29BDA5D0僵尸3	地图:D401	X:30	Y:140 
[2024/8/17 0:58:19] 物品:金创药(小量)	怪物:1CB08DF0僵尸5	地图:E601	X:84	Y:125 
[2024/8/17 0:58:30] 物品:生铁戒指	怪物:2370E150尸王2	地图:D2002	X:22	Y:33 
[2024/8/17 0:58:30] 物品:幽灵盾	怪物:2370E150尸王2	地图:D2002	X:22	Y:33 
[2024/8/17 0:58:30] 物品:爆裂火焰	怪物:2370E150尸王2	地图:D2002	X:22	Y:33 
[2024/8/17 0:58:33] 物品:金创药(小量)	怪物:29BDA5D0僵尸3	地图:D401	X:29	Y:140 
[2024/8/17 0:58:34] 物品:金创药(小量)	怪物:05A01540稻草人	地图:0	X:624	Y:568 
[2024/8/17 0:58:45] 物品:魔法药(小量)	怪物:1CB76980僵尸4	地图:E601	X:83	Y:125 
[2024/8/17 0:58:58] 物品:金创药(小量)	怪物:29BDA5D0僵尸3	地图:D401	X:29	Y:140 
[2024/8/17 0:58:58] 物品:魔法药(小量)	怪物:29BDA5D0僵尸3	地图:D401	X:29	Y:140 
[2024/8/17 0:59:0] 物品:金创药(小量)	怪物:0D64A980僵尸3	地图:D401	X:86	Y:174 
[2024/8/17 0:59:1] 物品:金创药(小量)	怪物:30A2E050稻草人	地图:0	X:635	Y:551 
[2024/8/17 0:59:2] 物品:强效太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:强效太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:强效太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:强效太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:强效太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:太阳水	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:金创药(中量)	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:金创药(中量)	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:金创药(中量)	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:强效金创药	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:强效金创药	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:魔法药(中量)	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:魔法药(中量)	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:魔法药(中量)	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:强效魔法药	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:强效魔法药	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:道德戒指	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:蓝色水晶戒指	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:道士手镯	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:神圣战甲术	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:疾光电影	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:诱惑之光	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:大火球	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:召唤骷髅	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:瞬息移动	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:抗拒火环	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:精神力战法	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:治愈术	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:基本剑术	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:2] 物品:火球术	怪物:23709EC0尸王	地图:D2002	X:21	Y:33 
[2024/8/17 0:59:3] 物品:灵魂火符	怪物:2821CE30僵尸2	地图:D401	X:38	Y:120 
[2024/8/17 0:59:43] 物品:金创药(中量)	怪物:1B963860天狼蜘蛛	地图:11	X:311	Y:99 
[2024/8/17 0:59:43] 物品:魔法药(中量)	怪物:1B963860天狼蜘蛛	地图:11	X:311	Y:99 
[2024/8/17 0:59:43] 物品:八荒	怪物:1B963860天狼蜘蛛	地图:11	X:311	Y:99 
