[2024/8/17 11:0:10] 物品:金创药(中量)	怪物:309A1A60僵尸2	地图:D401	X:126	Y:145 
[2024/8/17 11:51:1] 物品:金创药(中量)	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:金创药(中量)	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:金创药(中量)	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效金创药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效金创药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效金创药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:魔法药(中量)	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:魔法药(中量)	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:魔法药(中量)	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效魔法药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效魔法药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效魔法药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效金创药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效金创药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效金创药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效金创药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效金创药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效金创药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效魔法药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效魔法药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效魔法药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效魔法药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效魔法药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:强效魔法药	怪物:17FD5350白野猪8	地图:H204	X:48	Y:53 
[2024/8/17 11:51:1] 物品:金创药(中量)	怪物:2A9B8A50骷髅战将0	地图:D002	X:325	Y:67 
[2024/8/17 11:51:1] 物品:金创药(中量)	怪物:2A9B8A50骷髅战将0	地图:D002	X:325	Y:67 
[2024/8/17 11:51:1] 物品:金创药(中量)	怪物:2A9B8A50骷髅战将0	地图:D002	X:325	Y:67 
[2024/8/17 11:51:1] 物品:金创药(中量)	怪物:2A9B8A50骷髅战将0	地图:D002	X:325	Y:67 
[2024/8/17 11:51:1] 物品:魔法药(中量)	怪物:2A9B8A50骷髅战将0	地图:D002	X:325	Y:67 
[2024/8/17 11:51:1] 物品:魔法药(中量)	怪物:2A9B8A50骷髅战将0	地图:D002	X:325	Y:67 
[2024/8/17 11:51:1] 物品:魔法药(中量)	怪物:2A9B8A50骷髅战将0	地图:D002	X:325	Y:67 
[2024/8/17 11:51:1] 物品:魔法药(中量)	怪物:2A9B8A50骷髅战将0	地图:D002	X:325	Y:67 
[2024/8/17 11:51:5] 物品:魔法药(中量)	怪物:28FF3860祖玛卫士83	地图:H007	X:167	Y:120 
[2024/8/17 11:51:5] 物品:太阳水	怪物:28FF3860祖玛卫士83	地图:H007	X:167	Y:120 
[2024/8/17 11:51:5] 物品:降魔	怪物:28FF3860祖玛卫士83	地图:H007	X:167	Y:120 
[2024/8/17 11:51:5] 物品:黑色水晶戒指	怪物:28FF3860祖玛卫士83	地图:H007	X:167	Y:120 
[2024/8/17 11:51:5] 物品:躲避手链	怪物:28FF3860祖玛卫士83	地图:H007	X:167	Y:120 
[2024/8/17 11:51:6] 物品:道士手镯	怪物:285EA650跳跳蜂	地图:D601	X:152	Y:55 
[2024/8/17 11:51:10] 物品:银手镯	怪物:308EB7D0骷髅战将	地图:D002	X:75	Y:232 
[2024/8/17 11:51:13] 物品:强效太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:强效太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:强效太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:强效太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:强效太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:太阳水	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:金创药(中量)	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:金创药(中量)	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:强效金创药	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:强效金创药	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:强效金创药	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:魔法药(中量)	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:魔法药(中量)	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:强效魔法药	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:强效魔法药	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:强效魔法药	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:夏普儿手镯	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:魔法盾	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:集体隐身术	怪物:284F4F60沃玛卫士8	地图:H204	X:45	Y:50 
[2024/8/17 11:51:13] 物品:金创药(中量)	怪物:07D75DA0恶灵僵尸8	地图:H001	X:86	Y:140 
[2024/8/17 11:51:19] 物品:黄色水晶项链	怪物:1A143EF0骷髅	地图:D002	X:335	Y:74 
[2024/8/17 11:51:22] 物品:竹笛	怪物:17F4E9E0红野猪8	地图:H002	X:233	Y:106 
[2024/8/17 11:51:31] 物品:金创药(小量)	怪物:30F7DB40山洞蝙蝠	地图:D003	X:177	Y:132 
[2024/8/17 11:51:34] 物品:攻杀剑术	怪物:27EF0DB0僵尸20	地图:D401	X:145	Y:65 
[2024/8/17 11:51:34] 物品:隐身术	怪物:27EF0DB0僵尸20	地图:D401	X:145	Y:65 
[2024/8/17 11:51:34] 物品:魔法药(中量)	怪物:27EF0DB0僵尸20	地图:D401	X:145	Y:65 
[2024/8/17 11:51:35] 物品:灵魂战衣(男)	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:魔法长袍(男)	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:太阳水	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:太阳水	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:太阳水	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:太阳水	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:强效金创药	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:强效金创药	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:强效金创药	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:强效金创药	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:强效魔法药	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:强效魔法药	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:强效魔法药	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:35] 物品:强效魔法药	怪物:1A7404D0大老鼠0	地图:D501	X:323	Y:204 
[2024/8/17 11:51:39] 物品:金创药(小量)	怪物:0584EAF0骷髅战士	地图:D011	X:100	Y:185 
[2024/8/17 11:51:47] 物品:偃月	怪物:28F068A0祖玛雕像8	地图:H007	X:177	Y:86 
[2024/8/17 11:51:47] 物品:坚固手套	怪物:28F068A0祖玛雕像8	地图:H007	X:177	Y:86 
[2024/8/17 11:51:53] 物品:轻型盔甲(男)	怪物:1BF719A0巨型蠕虫	地图:D601	X:158	Y:60 
[2024/8/17 11:51:57] 物品:金创药(小量)	怪物:30AED1D0山洞蝙蝠	地图:D002	X:348	Y:79 
[2024/8/17 11:52:4] 物品:魔法药(小量)	怪物:19245520僵尸3	地图:D401	X:115	Y:103 
[2024/8/17 11:52:8] 物品:魔法药(中量)	怪物:0DA451A0骷髅战将	地图:D003	X:227	Y:169 
[2024/8/17 11:52:9] 物品:金创药(小量)	怪物:23787ED0骷髅战士	地图:D011	X:113	Y:252 
[2024/8/17 11:52:12] 物品:魔法药(中量)	怪物:0D4D4610僵尸2	地图:D401	X:120	Y:109 
[2024/8/17 11:52:13] 物品:太阳水	怪物:28498BA0黑色恶蛆	地图:D602	X:112	Y:108 
[2024/8/17 11:52:17] 物品:太阳水	怪物:18D19430蜈蚣	地图:D601	X:157	Y:58 
[2024/8/17 11:52:23] 物品:太阳水	怪物:29A8C530钳虫	地图:D602	X:112	Y:107 
[2024/8/17 11:52:24] 物品:乌木剑	怪物:27F28970稻草人	地图:0	X:291	Y:666 
[2024/8/17 11:52:28] 物品:金创药(小量)	怪物:185F66F0僵尸3	地图:D401	X:119	Y:105 
[2024/8/17 11:52:29] 物品:金创药(小量)	怪物:2F165A30僵尸3	地图:D401	X:125	Y:121 
[2024/8/17 11:52:30] 物品:重盔甲(女)	怪物:28D11290祖玛弓箭手8	地图:H007	X:146	Y:56 
[2024/8/17 11:52:32] 物品:强效太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:太阳水	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:金创药(中量)	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:金创药(中量)	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:金创药(中量)	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效金创药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效金创药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效金创药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:魔法药(中量)	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:魔法药(中量)	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:魔法药(中量)	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效魔法药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效魔法药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效魔法药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效金创药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效金创药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效金创药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效金创药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效金创药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效金创药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效魔法药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效魔法药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效魔法药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效魔法药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效魔法药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:强效魔法药	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:32] 物品:死神手套	怪物:05888D50虹魔猪卫8	地图:H204	X:35	Y:65 
[2024/8/17 11:52:35] 物品:金创药(中量)	怪物:280AC720骷髅战士0	地图:D002	X:351	Y:82 
[2024/8/17 11:52:35] 物品:金创药(中量)	怪物:280AC720骷髅战士0	地图:D002	X:351	Y:82 
[2024/8/17 11:52:35] 物品:金创药(中量)	怪物:280AC720骷髅战士0	地图:D002	X:351	Y:82 
[2024/8/17 11:52:35] 物品:金创药(中量)	怪物:280AC720骷髅战士0	地图:D002	X:351	Y:82 
[2024/8/17 11:52:35] 物品:魔法药(中量)	怪物:280AC720骷髅战士0	地图:D002	X:351	Y:82 
[2024/8/17 11:52:35] 物品:魔法药(中量)	怪物:280AC720骷髅战士0	地图:D002	X:351	Y:82 
[2024/8/17 11:52:35] 物品:魔法药(中量)	怪物:280AC720骷髅战士0	地图:D002	X:351	Y:82 
[2024/8/17 11:52:35] 物品:魔法药(中量)	怪物:280AC720骷髅战士0	地图:D002	X:351	Y:82 
[2024/8/17 11:52:36] 物品:皮制手套	怪物:1B07FBC0掷斧骷髅	地图:D003	X:258	Y:135 
[2024/8/17 11:52:38] 物品:灵魂战衣(男)	怪物:0DB08640祖玛弓箭手8	地图:H204	X:37	Y:64 
[2024/8/17 11:52:53] 物品:牛角戒指	怪物:30D3DDF0骷髅0	地图:D002	X:331	Y:84 
[2024/8/17 11:52:53] 物品:金创药(小量)	怪物:30D3DDF0骷髅0	地图:D002	X:331	Y:84 
[2024/8/17 11:52:53] 物品:金创药(小量)	怪物:30D3DDF0骷髅0	地图:D002	X:331	Y:84 
[2024/8/17 11:52:53] 物品:金创药(小量)	怪物:30D3DDF0骷髅0	地图:D002	X:331	Y:84 
[2024/8/17 11:52:53] 物品:金创药(小量)	怪物:30D3DDF0骷髅0	地图:D002	X:331	Y:84 
[2024/8/17 11:52:53] 物品:魔法药(小量)	怪物:30D3DDF0骷髅0	地图:D002	X:331	Y:84 
[2024/8/17 11:52:53] 物品:魔法药(小量)	怪物:30D3DDF0骷髅0	地图:D002	X:331	Y:84 
[2024/8/17 11:52:53] 物品:魔法药(小量)	怪物:30D3DDF0骷髅0	地图:D002	X:331	Y:84 
[2024/8/17 11:52:53] 物品:魔法药(小量)	怪物:30D3DDF0骷髅0	地图:D002	X:331	Y:84 
[2024/8/17 11:52:57] 物品:金创药(小量)	怪物:188E1640骷髅战士	地图:D011	X:96	Y:285 
[2024/8/17 11:53:6] 物品:六角戒指	怪物:283B0010骷髅0	地图:D003	X:239	Y:127 
[2024/8/17 11:53:6] 物品:金创药(小量)	怪物:283B0010骷髅0	地图:D003	X:239	Y:127 
[2024/8/17 11:53:6] 物品:金创药(小量)	怪物:283B0010骷髅0	地图:D003	X:239	Y:127 
[2024/8/17 11:53:6] 物品:金创药(小量)	怪物:283B0010骷髅0	地图:D003	X:239	Y:127 
[2024/8/17 11:53:6] 物品:金创药(小量)	怪物:283B0010骷髅0	地图:D003	X:239	Y:127 
[2024/8/17 11:53:6] 物品:魔法药(小量)	怪物:283B0010骷髅0	地图:D003	X:239	Y:127 
[2024/8/17 11:53:6] 物品:魔法药(小量)	怪物:283B0010骷髅0	地图:D003	X:239	Y:127 
[2024/8/17 11:53:6] 物品:魔法药(小量)	怪物:283B0010骷髅0	地图:D003	X:239	Y:127 
[2024/8/17 11:53:6] 物品:魔法药(小量)	怪物:283B0010骷髅0	地图:D003	X:239	Y:127 
[2024/8/17 11:53:11] 物品:太阳水	怪物:2826A730蜈蚣	地图:D601	X:158	Y:58 
[2024/8/17 11:53:11] 物品:太阳水	怪物:1F150520黑色恶蛆	地图:D602	X:119	Y:113 
[2024/8/17 11:53:11] 物品:金创药(中量)	怪物:29953420骷髅战士0	地图:D002	X:336	Y:100 
[2024/8/17 11:53:11] 物品:金创药(中量)	怪物:29953420骷髅战士0	地图:D002	X:336	Y:100 
[2024/8/17 11:53:11] 物品:金创药(中量)	怪物:29953420骷髅战士0	地图:D002	X:336	Y:100 
[2024/8/17 11:53:11] 物品:金创药(中量)	怪物:29953420骷髅战士0	地图:D002	X:336	Y:100 
[2024/8/17 11:53:11] 物品:魔法药(中量)	怪物:29953420骷髅战士0	地图:D002	X:336	Y:100 
[2024/8/17 11:53:11] 物品:魔法药(中量)	怪物:29953420骷髅战士0	地图:D002	X:336	Y:100 
[2024/8/17 11:53:11] 物品:魔法药(中量)	怪物:29953420骷髅战士0	地图:D002	X:336	Y:100 
[2024/8/17 11:53:11] 物品:魔法药(中量)	怪物:29953420骷髅战士0	地图:D002	X:336	Y:100 
[2024/8/17 11:53:17] 物品:金创药(中量)	怪物:291F9CF0角蝇	地图:T3062	X:17	Y:25 
[2024/8/17 11:53:21] 物品:金创药(小量)	怪物:289B4970山洞蝙蝠	地图:D002	X:343	Y:99 
[2024/8/17 11:53:22] 物品:金创药(中量)	怪物:061DCA10骷髅战士0	地图:D011	X:87	Y:302 
[2024/8/17 11:53:22] 物品:金创药(中量)	怪物:061DCA10骷髅战士0	地图:D011	X:87	Y:302 
[2024/8/17 11:53:22] 物品:金创药(中量)	怪物:061DCA10骷髅战士0	地图:D011	X:87	Y:302 
[2024/8/17 11:53:22] 物品:金创药(中量)	怪物:061DCA10骷髅战士0	地图:D011	X:87	Y:302 
[2024/8/17 11:53:22] 物品:魔法药(中量)	怪物:061DCA10骷髅战士0	地图:D011	X:87	Y:302 
[2024/8/17 11:53:22] 物品:魔法药(中量)	怪物:061DCA10骷髅战士0	地图:D011	X:87	Y:302 
[2024/8/17 11:53:22] 物品:魔法药(中量)	怪物:061DCA10骷髅战士0	地图:D011	X:87	Y:302 
[2024/8/17 11:53:22] 物品:魔法药(中量)	怪物:061DCA10骷髅战士0	地图:D011	X:87	Y:302 
[2024/8/17 11:53:35] 物品:精神力药水	怪物:275FEC30僵尸2	地图:D401	X:109	Y:100 
[2024/8/17 11:53:35] 物品:金创药(小量)	怪物:18D2E100骷髅战士	地图:D002	X:344	Y:115 
[2024/8/17 11:53:35] 物品:魔法药(小量)	怪物:18D2E100骷髅战士	地图:D002	X:344	Y:115 
[2024/8/17 11:53:37] 物品:金创药(小量)	怪物:27ECE480山洞蝙蝠	地图:D002	X:342	Y:116 
[2024/8/17 11:53:39] 物品:强效太阳水	怪物:298F1640白野猪80	地图:H006	X:37	Y:27 
[2024/8/17 11:53:39] 物品:太阳水	怪物:298F1640白野猪80	地图:H006	X:37	Y:27 
[2024/8/17 11:53:39] 物品:重盔甲(女)	怪物:298F1640白野猪80	地图:H006	X:37	Y:27 
[2024/8/17 11:53:42] 物品:铁剑	怪物:30FA7650巨型蠕虫	地图:D601	X:162	Y:62 
[2024/8/17 11:53:46] 物品:金创药(中量)	怪物:1F001640骷髅战将0	地图:D003	X:297	Y:166 
[2024/8/17 11:53:46] 物品:金创药(中量)	怪物:1F001640骷髅战将0	地图:D003	X:297	Y:166 
[2024/8/17 11:53:46] 物品:金创药(中量)	怪物:1F001640骷髅战将0	地图:D003	X:297	Y:166 
[2024/8/17 11:53:46] 物品:金创药(中量)	怪物:1F001640骷髅战将0	地图:D003	X:297	Y:166 
[2024/8/17 11:53:46] 物品:魔法药(中量)	怪物:1F001640骷髅战将0	地图:D003	X:297	Y:166 
[2024/8/17 11:53:46] 物品:魔法药(中量)	怪物:1F001640骷髅战将0	地图:D003	X:297	Y:166 
[2024/8/17 11:53:46] 物品:魔法药(中量)	怪物:1F001640骷髅战将0	地图:D003	X:297	Y:166 
[2024/8/17 11:53:46] 物品:魔法药(中量)	怪物:1F001640骷髅战将0	地图:D003	X:297	Y:166 
[2024/8/17 11:53:55] 物品:凌风	怪物:1F158A40黑色恶蛆	地图:D602	X:130	Y:108 
[2024/8/17 11:53:56] 物品:强效太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:强效太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:强效太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:强效太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:强效太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:强效太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:强效太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:强效太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:强效太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:强效太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:太阳水	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:金创药(中量)	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:金创药(中量)	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:金创药(中量)	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
[2024/8/17 11:53:56] 物品:强效金创药	怪物:0386EA20虹魔猪卫8	地图:H204	X:44	Y:57 
