[2024/8/21 22:0:1] 物品:黑铁头盔	怪物:266B0B60祖玛雕像83	地图:H008	X:57	Y:19 
[2024/8/21 22:42:22] 物品:强效金创药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:强效金创药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:强效金创药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:强效金创药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:强效金创药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:强效魔法药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:强效魔法药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:强效金创药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:强效金创药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:强效魔法药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:强效魔法药	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:魔法力药水	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:疾风药水	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:地狱雷光	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:魔法盾	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:22] 物品:群体治疗术	怪物:23C2D890暗之牛魔王8	地图:H010	X:31	Y:380 
[2024/8/21 22:42:25] 物品:金创药(小量)	怪物:28947020僵尸5	地图:H201	X:93	Y:19 
[2024/8/21 22:42:26] 物品:重盔甲(男)	怪物:245AE750牛魔法师8	地图:H010	X:31	Y:379 
[2024/8/21 22:42:26] 物品:金戒指	怪物:245AE750牛魔法师8	地图:H010	X:31	Y:379 
[2024/8/21 22:42:30] 物品:金创药(小量)	怪物:249FB940僵尸3	地图:D401	X:39	Y:181 
[2024/8/21 22:42:36] 物品:金创药(小量)	怪物:23ACC7C0僵尸4	地图:H201	X:87	Y:25 
[2024/8/21 22:42:36] 物品:金创药(小量)	怪物:2CDDDFA0僵尸5	地图:H201	X:93	Y:20 
[2024/8/21 22:42:36] 物品:魔法药(小量)	怪物:2CDDDFA0僵尸5	地图:H201	X:93	Y:20 
[2024/8/21 22:42:38] 物品:金创药(小量)	怪物:2B3DFC10僵尸3	地图:D401	X:37	Y:181 
[2024/8/21 22:42:45] 物品:躲避手链	怪物:28C236B0牛魔法师8	地图:H010	X:29	Y:373 
[2024/8/21 22:42:46] 物品:绿宝石矿	怪物:2AE4FCA0变异史莱姆8	地图:H004	X:148	Y:129 
[2024/8/21 22:42:47] 物品:强效金创药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效金创药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效金创药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效魔法药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效魔法药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效金创药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效金创药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效金创药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效金创药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效金创药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效魔法药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效魔法药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效金创药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效金创药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效魔法药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:强效魔法药	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:攻击力药水	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:47] 物品:幽灵项链	怪物:233AA4B0暗之牛魔王8	地图:H010	X:28	Y:372 
[2024/8/21 22:42:48] 物品:魔法药(小量)	怪物:2482A720僵尸3	地图:D401	X:36	Y:176 
[2024/8/21 22:42:54] 物品:灵魂火符	怪物:2CEDABC0僵尸5	地图:H201	X:80	Y:23 
[2024/8/21 22:42:58] 物品:金创药(小量)	怪物:1747EB90僵尸4	地图:H201	X:77	Y:17 
[2024/8/21 22:42:58] 物品:强效太阳水	怪物:2453C0C0牛魔祭司0	地图:H010	X:27	Y:373 
[2024/8/21 22:42:58] 物品:太阳水	怪物:2453C0C0牛魔祭司0	地图:H010	X:27	Y:373 
[2024/8/21 22:42:58] 物品:太阳水	怪物:2453C0C0牛魔祭司0	地图:H010	X:27	Y:373 
[2024/8/21 22:42:58] 物品:太阳水	怪物:2453C0C0牛魔祭司0	地图:H010	X:27	Y:373 
[2024/8/21 22:43:4] 物品:金创药(小量)	怪物:126ABF30僵尸5	地图:H201	X:81	Y:22 
[2024/8/21 22:43:17] 物品:金创药(小量)	怪物:249381C0僵尸5	地图:H201	X:73	Y:25 
[2024/8/21 22:43:29] 物品:攻杀剑术	怪物:25FA8870恶灵尸王	地图:H201	X:70	Y:27 
[2024/8/21 22:43:29] 物品:灵魂火符	怪物:25FA8870恶灵尸王	地图:H201	X:70	Y:27 
[2024/8/21 22:43:43] 物品:金创药(小量)	怪物:25975FB0僵尸3	地图:D401	X:43	Y:175 
[2024/8/21 22:43:44] 物品:集体隐身术	怪物:14BD64A0僵尸1	地图:H201	X:65	Y:26 
[2024/8/21 22:44:3] 物品:强效太阳水	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:强效太阳水	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:强效太阳水	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:强效太阳水	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:强效太阳水	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:强效金创药	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:强效金创药	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:强效魔法药	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:强效魔法药	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:生铁戒指	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:道德戒指	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:3] 物品:魔力手镯	怪物:2312E3F0尸王8	地图:H201	X:62	Y:24 
[2024/8/21 22:44:5] 物品:金创药(小量)	怪物:25B1C270僵尸5	地图:H201	X:61	Y:24 
[2024/8/21 22:44:14] 物品:雷电术	怪物:28AF5B00僵尸1	地图:H201	X:57	Y:30 
[2024/8/21 22:44:14] 物品:隐身术	怪物:23340010僵尸40	地图:H201	X:56	Y:29 
[2024/8/21 22:44:14] 物品:抗拒火环	怪物:23340010僵尸40	地图:H201	X:56	Y:29 
[2024/8/21 22:44:14] 物品:精神力战法	怪物:23340010僵尸40	地图:H201	X:56	Y:29 
[2024/8/21 22:44:14] 物品:火球术	怪物:23340010僵尸40	地图:H201	X:56	Y:29 
[2024/8/21 22:44:14] 物品:治愈术	怪物:23340010僵尸40	地图:H201	X:56	Y:29 
[2024/8/21 22:44:14] 物品:基本剑术	怪物:23340010僵尸40	地图:H201	X:56	Y:29 
[2024/8/21 22:44:14] 物品:蓝色水晶戒指	怪物:23340010僵尸40	地图:H201	X:56	Y:29 
[2024/8/21 22:44:22] 物品:魔法药(中量)	怪物:28ECF4B0恶灵尸王	地图:H201	X:58	Y:28 
[2024/8/21 22:44:22] 物品:火墙	怪物:28ECF4B0恶灵尸王	地图:H201	X:58	Y:28 
[2024/8/21 22:44:26] 物品:金创药(小量)	怪物:248E5670僵尸5	地图:H201	X:55	Y:22 
[2024/8/21 22:44:27] 物品:爆裂火焰	怪物:28962A60恶灵尸王	地图:H201	X:59	Y:26 
[2024/8/21 22:44:27] 物品:大火球	怪物:28962A60恶灵尸王	地图:H201	X:59	Y:26 
[2024/8/21 22:44:27] 物品:召唤骷髅	怪物:28962A60恶灵尸王	地图:H201	X:59	Y:26 
[2024/8/21 22:44:34] 物品:强效太阳水	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:强效太阳水	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:强效太阳水	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:强效太阳水	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:强效太阳水	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:强效金创药	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:强效金创药	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:强效魔法药	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:强效魔法药	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:骷髅戒指	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:黑檀手镯	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:34] 物品:困魔咒	怪物:22EAE1E0尸王8	地图:H201	X:59	Y:27 
[2024/8/21 22:44:35] 物品:太阳水	怪物:2CE4F850蝙蝠	地图:613	X:51	Y:50 
[2024/8/21 22:44:37] 物品:火球术	怪物:1791D690僵尸1	地图:H201	X:54	Y:25 
[2024/8/21 22:44:38] 物品:火墙	怪物:235EB3B0恶灵尸王	地图:H201	X:54	Y:24 
[2024/8/21 22:44:38] 物品:爆裂火焰	怪物:235EB3B0恶灵尸王	地图:H201	X:54	Y:24 
[2024/8/21 22:44:38] 物品:灵魂火符	怪物:235EB3B0恶灵尸王	地图:H201	X:54	Y:24 
[2024/8/21 22:44:38] 物品:瞬息移动	怪物:235EB3B0恶灵尸王	地图:H201	X:54	Y:24 
[2024/8/21 22:44:41] 物品:刺杀剑术	怪物:2B4B9070恶灵尸王	地图:H201	X:58	Y:31 
[2024/8/21 22:44:41] 物品:神圣战甲术	怪物:2B4B9070恶灵尸王	地图:H201	X:58	Y:31 
[2024/8/21 22:44:41] 物品:攻杀剑术	怪物:2B4B9070恶灵尸王	地图:H201	X:58	Y:31 
[2024/8/21 22:44:41] 物品:诱惑之光	怪物:2B4B9070恶灵尸王	地图:H201	X:58	Y:31 
[2024/8/21 22:44:47] 物品:抗拒火环	怪物:18954390僵尸40	地图:H201	X:51	Y:21 
[2024/8/21 22:44:47] 物品:精神力战法	怪物:18954390僵尸40	地图:H201	X:51	Y:21 
[2024/8/21 22:44:47] 物品:火球术	怪物:18954390僵尸40	地图:H201	X:51	Y:21 
[2024/8/21 22:44:47] 物品:治愈术	怪物:18954390僵尸40	地图:H201	X:51	Y:21 
[2024/8/21 22:44:47] 物品:基本剑术	怪物:18954390僵尸40	地图:H201	X:51	Y:21 
[2024/8/21 22:44:47] 物品:黑色水晶项链	怪物:18954390僵尸40	地图:H201	X:51	Y:21 
[2024/8/21 22:44:47] 物品:青铜头盔	怪物:18954390僵尸40	地图:H201	X:51	Y:21 
[2024/8/21 22:44:47] 物品:金创药(小量)	怪物:18954390僵尸40	地图:H201	X:51	Y:21 
[2024/8/21 22:44:47] 物品:魔法药(小量)	怪物:18954390僵尸40	地图:H201	X:51	Y:21 
[2024/8/21 22:44:51] 物品:大火球	怪物:2331FE00僵尸1	地图:H201	X:50	Y:20 
[2024/8/21 22:44:53] 物品:强效太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:太阳水	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:金创药(中量)	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:金创药(中量)	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:金创药(中量)	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效金创药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效金创药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效金创药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:魔法药(中量)	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:魔法药(中量)	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:魔法药(中量)	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效魔法药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效魔法药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效魔法药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效金创药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效金创药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效金创药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效金创药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效金创药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效金创药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效魔法药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效魔法药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效魔法药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效魔法药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效魔法药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:强效魔法药	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:44:53] 物品:夏普儿手镯	怪物:28F87010白野猪8	地图:H006	X:40	Y:40 
[2024/8/21 22:45:0] 物品:CHILD	怪物:2CDB6310冰雪守卫	地图:JZ001	X:168	Y:210 
[2024/8/21 22:45:0] 物品:战神项链	怪物:2CDB6310冰雪守卫	地图:JZ001	X:168	Y:210 
[2024/8/21 22:45:0] 物品:火墙	怪物:28A0D360僵尸5	地图:H201	X:46	Y:22 
[2024/8/21 22:45:11] 物品:地狱火	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:抗拒火环	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:精神力战法	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:火球术	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:治愈术	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:基本剑术	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:八荒	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:海魂	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:凌风	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:凤凰明珠	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:铁剑	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:短剑	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:轻型盔甲(男)	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:轻型盔甲(女)	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:青铜斧	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:黑檀项链	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:黄色水晶项链	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:黑色水晶项链	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:青铜头盔	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:金创药(小量)	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:金创药(小量)	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:金创药(小量)	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:金创药(小量)	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:魔法药(小量)	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:魔法药(小量)	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:魔法药(小量)	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:11] 物品:魔法药(小量)	怪物:237DB3B0僵尸50	地图:H201	X:45	Y:25 
[2024/8/21 22:45:12] 物品:幽灵盾	怪物:29305A20恶灵尸王	地图:H201	X:45	Y:24 
[2024/8/21 22:45:12] 物品:诱惑之光	怪物:29305A20恶灵尸王	地图:H201	X:45	Y:24 
[2024/8/21 22:45:12] 物品:召唤骷髅	怪物:29305A20恶灵尸王	地图:H201	X:45	Y:24 
[2024/8/21 22:45:14] 物品:魔法药(小量)	怪物:24193E20僵尸5	地图:H201	X:50	Y:20 
[2024/8/21 22:45:19] 物品:强效金创药	怪物:27E06DF0魔龙破甲兵	地图:613	X:47	Y:47 
[2024/8/21 22:45:20] 物品:重盔甲(男)	怪物:230260E0钳虫8	地图:H004	X:60	Y:120 
[2024/8/21 22:45:21] 物品:强效太阳水	怪物:2CD38F70尸王8	地图:H201	X:43	Y:27 
[2024/8/21 22:45:21] 物品:强效太阳水	怪物:2CD38F70尸王8	地图:H201	X:43	Y:27 
[2024/8/21 22:45:21] 物品:强效太阳水	怪物:2CD38F70尸王8	地图:H201	X:43	Y:27 
[2024/8/21 22:45:21] 物品:强效太阳水	怪物:2CD38F70尸王8	地图:H201	X:43	Y:27 
[2024/8/21 22:45:21] 物品:强效太阳水	怪物:2CD38F70尸王8	地图:H201	X:43	Y:27 
[2024/8/21 22:45:21] 物品:强效金创药	怪物:2CD38F70尸王8	地图:H201	X:43	Y:27 
[2024/8/21 22:45:21] 物品:强效金创药	怪物:2CD38F70尸王8	地图:H201	X:43	Y:27 
[2024/8/21 22:45:21] 物品:强效魔法药	怪物:2CD38F70尸王8	地图:H201	X:43	Y:27 
[2024/8/21 22:45:21] 物品:强效魔法药	怪物:2CD38F70尸王8	地图:H201	X:43	Y:27 
[2024/8/21 22:45:21] 物品:魔力手镯	怪物:2CD38F70尸王8	地图:H201	X:43	Y:27 
[2024/8/21 22:45:33] 物品:金创药(小量)	怪物:28D6E0B0僵尸4	地图:H201	X:41	Y:26 
[2024/8/21 22:45:36] 物品:强效金创药	怪物:27CB2B30魔龙刺蛙	地图:613	X:46	Y:48 
[2024/8/21 22:45:36] 物品:道士手镯	怪物:27CB2B30魔龙刺蛙	地图:613	X:46	Y:48 
[2024/8/21 22:45:38] 物品:强效太阳水	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:38] 物品:强效太阳水	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:38] 物品:强效太阳水	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:38] 物品:强效太阳水	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:38] 物品:强效太阳水	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:38] 物品:强效金创药	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:38] 物品:强效金创药	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:38] 物品:强效魔法药	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:38] 物品:强效魔法药	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:38] 物品:凝霜	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:38] 物品:道德戒指	怪物:2459C350尸王8	地图:H201	X:44	Y:30 
[2024/8/21 22:45:44] 物品:竹笛	怪物:27C866B0魔龙刺蛙	地图:613	X:46	Y:48 
[2024/8/21 22:45:44] 物品:凝霜	怪物:27C866B0魔龙刺蛙	地图:613	X:46	Y:48 
[2024/8/21 22:45:48] 物品:强效太阳水	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:强效太阳水	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:强效太阳水	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:强效太阳水	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:强效太阳水	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:强效金创药	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:强效金创药	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:强效魔法药	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:强效魔法药	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:骷髅戒指	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:蓝翡翠项链	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:48] 物品:黑檀手镯	怪物:25B3D6F0尸王8	地图:H201	X:51	Y:28 
[2024/8/21 22:45:55] 物品:火球术	怪物:17626CD0僵尸1	地图:H201	X:42	Y:29 
[2024/8/21 22:45:55] 物品:魔法药(小量)	怪物:2AD49AB0僵尸5	地图:H201	X:50	Y:27 
[2024/8/21 22:46:3] 物品:强效太阳水	怪物:239B27F0石墓尸王8	地图:H006	X:73	Y:30 
[2024/8/21 22:46:3] 物品:强效太阳水	怪物:239B27F0石墓尸王8	地图:H006	X:73	Y:30 
[2024/8/21 22:46:3] 物品:强效太阳水	怪物:239B27F0石墓尸王8	地图:H006	X:73	Y:30 
[2024/8/21 22:46:3] 物品:强效太阳水	怪物:239B27F0石墓尸王8	地图:H006	X:73	Y:30 
[2024/8/21 22:46:3] 物品:强效太阳水	怪物:239B27F0石墓尸王8	地图:H006	X:73	Y:30 
[2024/8/21 22:46:3] 物品:强效太阳水	怪物:239B27F0石墓尸王8	地图:H006	X:73	Y:30 
[2024/8/21 22:46:3] 物品:强效太阳水	怪物:239B27F0石墓尸王8	地图:H006	X:73	Y:30 
[2024/8/21 22:46:3] 物品:强效太阳水	怪物:239B27F0石墓尸王8	地图:H006	X:73	Y:30 
