[2024/8/22 1:0:1] 物品:金创药(小量)	怪物:23698DD0僵尸4	地图:H201	X:176	Y:89 
[2024/8/22 1:51:45] 物品:强效金创药	怪物:26AAD960尸王8	地图:H201	X:35	Y:50 
[2024/8/22 1:51:45] 物品:强效金创药	怪物:26AAD960尸王8	地图:H201	X:35	Y:50 
[2024/8/22 1:51:45] 物品:强效魔法药	怪物:26AAD960尸王8	地图:H201	X:35	Y:50 
[2024/8/22 1:51:45] 物品:强效魔法药	怪物:26AAD960尸王8	地图:H201	X:35	Y:50 
[2024/8/22 1:51:45] 物品:骷髅戒指	怪物:26AAD960尸王8	地图:H201	X:35	Y:50 
[2024/8/22 1:51:45] 物品:魅力戒指	怪物:26AAD960尸王8	地图:H201	X:35	Y:50 
[2024/8/22 1:51:45] 物品:蓝翡翠项链	怪物:26AAD960尸王8	地图:H201	X:35	Y:50 
[2024/8/22 1:51:45] 物品:黑檀手镯	怪物:26AAD960尸王8	地图:H201	X:35	Y:50 
[2024/8/22 1:51:47] 物品:太阳水	怪物:175B1340僵尸5	地图:H201	X:40	Y:47 
[2024/8/22 1:51:49] 物品:魅力戒指	怪物:1DCB89F0魔龙破甲兵	地图:66	X:64	Y:232 
[2024/8/22 1:51:56] 物品:强效太阳水	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:强效太阳水	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:强效太阳水	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:强效太阳水	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:强效太阳水	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:强效金创药	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:强效金创药	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:强效魔法药	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:强效魔法药	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:黑色水晶戒指	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:黑檀手镯	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:魔力手镯	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:56] 物品:烈火剑法	怪物:2CD3FE60尸王8	地图:H201	X:37	Y:53 
[2024/8/22 1:51:58] 物品:强效金创药	怪物:17802C20魔龙射手2	地图:66	X:59	Y:224 
[2024/8/22 1:52:1] 物品:金创药(小量)	怪物:18057CD0僵尸5	地图:H201	X:39	Y:51 
[2024/8/22 1:52:1] 物品:火球术	怪物:18057CD0僵尸5	地图:H201	X:39	Y:51 
[2024/8/22 1:52:4] 物品:强效太阳水	怪物:268A1640魔龙破甲兵1	地图:66	X:59	Y:226 
[2024/8/22 1:52:4] 物品:凝霜	怪物:268A1640魔龙破甲兵1	地图:66	X:59	Y:226 
[2024/8/22 1:52:4] 物品:魔法药(小量)	怪物:28EA9B90僵尸5	地图:H201	X:40	Y:49 
[2024/8/22 1:52:5] 物品:金创药(小量)	怪物:14386900僵尸5	地图:H201	X:37	Y:55 
[2024/8/22 1:52:14] 物品:金创药(小量)	怪物:175B1340僵尸5	地图:H201	X:41	Y:48 
[2024/8/22 1:52:14] 物品:坚固手套	怪物:25F8CE30僵尸10	地图:H201	X:41	Y:59 
[2024/8/22 1:52:14] 物品:青铜斧	怪物:25F8CE30僵尸10	地图:H201	X:41	Y:59 
[2024/8/22 1:52:14] 物品:魔法药(中量)	怪物:25F8CE30僵尸10	地图:H201	X:41	Y:59 
[2024/8/22 1:52:21] 物品:刺杀剑术	怪物:163B81C0僵尸1	地图:H201	X:42	Y:60 
[2024/8/22 1:52:21] 物品:火墙	怪物:2CD2DDF0恶灵尸王	地图:H201	X:41	Y:59 
[2024/8/22 1:52:21] 物品:灵魂火符	怪物:2CD2DDF0恶灵尸王	地图:H201	X:41	Y:59 
[2024/8/22 1:52:21] 物品:诱惑之光	怪物:2CD2DDF0恶灵尸王	地图:H201	X:41	Y:59 
[2024/8/22 1:52:25] 物品:强效魔法药	怪物:24881140魔龙破甲兵1	地图:66	X:52	Y:228 
[2024/8/22 1:52:34] 物品:降妖除魔戒指	怪物:24D63D60魔龙射手1	地图:66	X:48	Y:223 
[2024/8/22 1:52:37] 物品:强效太阳水	怪物:17951640魔龙破甲兵	地图:66	X:54	Y:117 
[2024/8/22 1:52:38] 物品:金创药(小量)	怪物:1398D3B0僵尸4	地图:H201	X:41	Y:62 
[2024/8/22 1:52:38] 物品:灵魂火符	怪物:1398D3B0僵尸4	地图:H201	X:41	Y:62 
[2024/8/22 1:52:43] 物品:强效太阳水	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:43] 物品:强效太阳水	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:43] 物品:强效太阳水	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:43] 物品:强效太阳水	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:43] 物品:强效太阳水	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:43] 物品:强效金创药	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:43] 物品:强效金创药	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:43] 物品:强效魔法药	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:43] 物品:强效魔法药	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:43] 物品:蛇眼戒指	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:43] 物品:魅力戒指	怪物:2CF584B0尸王8	地图:H201	X:42	Y:64 
[2024/8/22 1:52:48] 物品:强效太阳水	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:强效太阳水	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:强效太阳水	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:强效太阳水	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:强效太阳水	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:强效金创药	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:强效金创药	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:强效魔法药	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:强效魔法药	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:蓝翡翠项链	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:黑檀手镯	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:48] 物品:魔力手镯	怪物:2CC1D050尸王8	地图:H201	X:41	Y:65 
[2024/8/22 1:52:49] 物品:太阳水	怪物:275220B0魔龙破甲兵2	地图:66	X:54	Y:119 
[2024/8/22 1:52:49] 物品:凝霜	怪物:275220B0魔龙破甲兵2	地图:66	X:54	Y:119 
[2024/8/22 1:52:49] 物品:重盔甲(女)	怪物:275220B0魔龙破甲兵2	地图:66	X:54	Y:119 
[2024/8/22 1:52:54] 物品:基本剑术	怪物:2CE4E220僵尸10	地图:H201	X:37	Y:68 
[2024/8/22 1:52:54] 物品:琥珀项链	怪物:2CE4E220僵尸10	地图:H201	X:37	Y:68 
[2024/8/22 1:52:54] 物品:金创药(中量)	怪物:2CE4E220僵尸10	地图:H201	X:37	Y:68 
[2024/8/22 1:52:58] 物品:强效金创药	怪物:2CDB1780魔龙射手	地图:66	X:57	Y:196 
[2024/8/22 1:52:58] 物品:强效金创药	怪物:2CDB1780魔龙射手	地图:66	X:57	Y:196 
[2024/8/22 1:52:58] 物品:道士手镯	怪物:2CDB1780魔龙射手	地图:66	X:57	Y:196 
[2024/8/22 1:53:0] 物品:强效金创药	怪物:29BCFB50魔龙射手	地图:66	X:49	Y:124 
[2024/8/22 1:53:0] 物品:道士手镯	怪物:29BCFB50魔龙射手	地图:66	X:49	Y:124 
[2024/8/22 1:53:2] 物品:金创药(小量)	怪物:2598B320僵尸4	地图:H201	X:31	Y:71 
[2024/8/22 1:53:2] 物品:魔法药(小量)	怪物:2598B320僵尸4	地图:H201	X:31	Y:71 
[2024/8/22 1:53:3] 物品:金创药(小量)	怪物:2A9D4060僵尸5	地图:H201	X:31	Y:70 
[2024/8/22 1:53:7] 物品:灵魂火符	怪物:1E29D680僵尸40	地图:H201	X:29	Y:70 
[2024/8/22 1:53:7] 物品:抗拒火环	怪物:1E29D680僵尸40	地图:H201	X:29	Y:70 
[2024/8/22 1:53:7] 物品:精神力战法	怪物:1E29D680僵尸40	地图:H201	X:29	Y:70 
[2024/8/22 1:53:7] 物品:火球术	怪物:1E29D680僵尸40	地图:H201	X:29	Y:70 
[2024/8/22 1:53:7] 物品:治愈术	怪物:1E29D680僵尸40	地图:H201	X:29	Y:70 
[2024/8/22 1:53:7] 物品:基本剑术	怪物:1E29D680僵尸40	地图:H201	X:29	Y:70 
[2024/8/22 1:53:7] 物品:铁剑	怪物:1E29D680僵尸40	地图:H201	X:29	Y:70 
[2024/8/22 1:53:7] 物品:金创药(小量)	怪物:1E29D680僵尸40	地图:H201	X:29	Y:70 
[2024/8/22 1:53:8] 物品:太阳水	怪物:28F8F530黑色恶蛆8	地图:H004	X:183	Y:135 
[2024/8/22 1:53:9] 物品:强效金创药	怪物:13E9C640魔龙射手1	地图:66	X:54	Y:123 
[2024/8/22 1:53:9] 物品:强效太阳水	怪物:13E9C640魔龙射手1	地图:66	X:54	Y:123 
[2024/8/22 1:53:12] 物品:魔法药(小量)	怪物:23DBF420僵尸5	地图:H201	X:30	Y:73 
[2024/8/22 1:53:14] 物品:灵魂火符	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:14] 物品:雷电术	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:14] 物品:抗拒火环	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:14] 物品:精神力战法	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:14] 物品:火球术	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:14] 物品:治愈术	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:14] 物品:基本剑术	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:14] 物品:半月	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:15] 物品:强效太阳水	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:15] 物品:强效太阳水	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:15] 物品:强效太阳水	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:15] 物品:强效太阳水	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:15] 物品:强效太阳水	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:15] 物品:强效金创药	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:15] 物品:强效金创药	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:15] 物品:强效魔法药	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:15] 物品:强效魔法药	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:15] 物品:黑檀手镯	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:15] 物品:魔力手镯	怪物:13AE1860尸王8	地图:H201	X:32	Y:73 
[2024/8/22 1:53:23] 物品:抗拒火环	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:23] 物品:精神力战法	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:23] 物品:火球术	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:23] 物品:治愈术	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:23] 物品:基本剑术	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:23] 物品:中型盔甲(男)	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:23] 物品:金创药(小量)	怪物:156757B0僵尸40	地图:H201	X:31	Y:74 
[2024/8/22 1:53:31] 物品:金创药(小量)	怪物:236AD920僵尸4	地图:H201	X:36	Y:76 
[2024/8/22 1:53:31] 物品:金创药(小量)	怪物:26803920僵尸4	地图:H201	X:34	Y:80 
[2024/8/22 1:53:31] 物品:道士头盔	怪物:28AD58D0魔龙刺蛙	地图:66	X:58	Y:127 
[2024/8/22 1:53:33] 物品:强效魔法药	怪物:2CED6930魔龙射手1	地图:66	X:69	Y:200 
[2024/8/22 1:53:33] 物品:强效金创药	怪物:2CED6930魔龙射手1	地图:66	X:69	Y:200 
[2024/8/22 1:53:33] 物品:重盔甲(男)	怪物:2CED6930魔龙射手1	地图:66	X:69	Y:200 
[2024/8/22 1:53:33] 物品:强效金创药	怪物:24E3EA90魔龙刀兵	地图:66	X:62	Y:126 
[2024/8/22 1:53:46] 物品:强效太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:强效太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:强效太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:强效太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:强效太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:太阳水	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:金创药(中量)	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:金创药(中量)	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:金创药(中量)	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:强效金创药	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:强效金创药	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:魔法药(中量)	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:魔法药(中量)	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:魔法药(中量)	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:强效魔法药	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:强效魔法药	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:蛇眼戒指	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:凝霜	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:道德戒指	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:蓝色水晶戒指	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:心灵启示	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:灵魂火符	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:诱惑之光	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:地狱火	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:抗拒火环	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:精神力战法	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:治愈术	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:基本剑术	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:46] 物品:火球术	怪物:2B79FAF0尸王	地图:H201	X:40	Y:78 
[2024/8/22 1:53:49] 物品:灵魂火符	怪物:140AAF50僵尸5	地图:H201	X:38	Y:82 
[2024/8/22 1:53:51] 物品:强效金创药	怪物:25BDE4B0魔龙射手	地图:66	X:81	Y:200 
[2024/8/22 1:53:52] 物品:魔法药(小量)	怪物:28E90010僵尸4	地图:H201	X:41	Y:83 
[2024/8/22 1:53:53] 物品:强效金创药	怪物:2C4E23F0魔龙射手	地图:66	X:55	Y:136 
[2024/8/22 1:54:0] 物品:强效魔法药	怪物:18933090魔龙刀兵	地图:66	X:88	Y:206 
[2024/8/22 1:54:0] 物品:强效金创药	怪物:2CCCC560魔龙射手	地图:66	X:59	Y:138 
[2024/8/22 1:54:0] 物品:强效金创药	怪物:2CCCC560魔龙射手	地图:66	X:59	Y:138 
[2024/8/22 1:54:0] 物品:强效魔法药	怪物:2CCCC560魔龙射手	地图:66	X:59	Y:138 
[2024/8/22 1:54:0] 物品:降妖除魔戒指	怪物:2CCCC560魔龙射手	地图:66	X:59	Y:138 
[2024/8/22 1:54:2] 物品:强效太阳水	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:强效太阳水	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:强效太阳水	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:强效太阳水	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:强效太阳水	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:强效金创药	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:强效金创药	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:强效魔法药	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:强效魔法药	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:珍珠戒指	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:黑檀手镯	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:2] 物品:冰咆哮	怪物:13BDD610尸王8	地图:H201	X:36	Y:87 
[2024/8/22 1:54:13] 物品:强效太阳水	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:强效太阳水	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:强效太阳水	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:强效太阳水	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:强效太阳水	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:强效金创药	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:强效金创药	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:强效魔法药	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:强效魔法药	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:道德戒指	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:黑檀手镯	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:13] 物品:烈火剑法	怪物:28E5E930尸王8	地图:H201	X:41	Y:89 
[2024/8/22 1:54:18] 物品:强效太阳水	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:强效太阳水	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:强效太阳水	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:强效太阳水	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:强效太阳水	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:强效金创药	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:强效金创药	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:强效魔法药	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:强效魔法药	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:骷髅戒指	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:生铁戒指	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:死神手套	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:黑檀手镯	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:18] 物品:地狱雷光	怪物:2B405530尸王8	地图:H201	X:44	Y:87 
[2024/8/22 1:54:19] 物品:强效魔法药	怪物:24E0B160魔龙破甲兵	地图:66	X:71	Y:225 
[2024/8/22 1:54:30] 物品:重盔甲(男)	怪物:0627ABD0蜈蚣8	地图:H004	X:112	Y:127 
[2024/8/22 1:54:30] 物品:强效魔法药	怪物:2398E3F0魔龙射手2	地图:66	X:78	Y:232 
[2024/8/22 1:54:32] 物品:布鞋	怪物:2509DEF0魔龙射手	地图:66	X:58	Y:135 
[2024/8/22 1:54:32] 物品:鹿皮靴	怪物:2509DEF0魔龙射手	地图:66	X:58	Y:135 
[2024/8/22 1:54:32] 物品:金创药(中量)	怪物:2ADCC9D0恶灵尸王	地图:H201	X:46	Y:91 
[2024/8/22 1:54:32] 物品:施毒术	怪物:2ADCC9D0恶灵尸王	地图:H201	X:46	Y:91 
[2024/8/22 1:54:37] 物品:金手镯	怪物:2CF54220魔龙射手	地图:66	X:85	Y:232 
[2024/8/22 1:54:38] 物品:火墙	怪物:23312020恶灵尸王	地图:H201	X:40	Y:92 
[2024/8/22 1:54:38] 物品:灵魂火符	怪物:23312020恶灵尸王	地图:H201	X:40	Y:92 
[2024/8/22 1:54:38] 物品:召唤骷髅	怪物:23312020恶灵尸王	地图:H201	X:40	Y:92 
[2024/8/22 1:54:43] 物品:强效金创药	怪物:28312980魔龙破甲兵	地图:66	X:88	Y:233 
[2024/8/22 1:54:43] 物品:强效魔法药	怪物:28312980魔龙破甲兵	地图:66	X:88	Y:233 
[2024/8/22 1:54:43] 物品:灵魂战衣(女)	怪物:28312980魔龙破甲兵	地图:66	X:88	Y:233 
[2024/8/22 1:55:5] 物品:强效太阳水	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:强效太阳水	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:强效太阳水	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:强效太阳水	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:强效太阳水	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:强效金创药	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:强效金创药	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:强效魔法药	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:强效魔法药	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:珍珠戒指	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:凝霜	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:道德戒指	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:黑檀手镯	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:5] 物品:魔力手镯	怪物:2CE53AE0尸王8	地图:H201	X:31	Y:101 
[2024/8/22 1:55:7] 物品:魔法药(小量)	怪物:234F9540僵尸5	地图:H201	X:39	Y:94 
[2024/8/22 1:55:10] 物品:金创药(小量)	怪物:13974450僵尸4	地图:H201	X:36	Y:97 
[2024/8/22 1:55:10] 物品:魔法药(小量)	怪物:13974450僵尸4	地图:H201	X:36	Y:97 
[2024/8/22 1:55:19] 物品:强效金创药	怪物:15A23FD0魔龙破甲兵	地图:66	X:64	Y:136 
[2024/8/22 1:55:19] 物品:太阳水	怪物:15A23FD0魔龙破甲兵	地图:66	X:64	Y:136 
[2024/8/22 1:55:19] 物品:降妖除魔戒指	怪物:15A23FD0魔龙破甲兵	地图:66	X:64	Y:136 
[2024/8/22 1:55:19] 物品:重盔甲(男)	怪物:15A23FD0魔龙破甲兵	地图:66	X:64	Y:136 
[2024/8/22 1:55:20] 物品:金创药(小量)	怪物:1588BBC0僵尸5	地图:H201	X:27	Y:106 
[2024/8/22 1:55:22] 物品:魔法药(小量)	怪物:2BC71FC0僵尸4	地图:H201	X:27	Y:103 
[2024/8/22 1:55:23] 物品:魔法药(小量)	怪物:264E2C70僵尸4	地图:H201	X:24	Y:105 
