[2024/8/19 6:0:1] 物品:魔法药(小量)	怪物:190D3B70僵尸4	地图:H201	X:180	Y:58 
[2024/8/19 6:41:26] 物品:强效魔法药	怪物:30F9EAF0尸王8	地图:H201	X:35	Y:140 
[2024/8/19 6:41:26] 物品:强效魔法药	怪物:30F9EAF0尸王8	地图:H201	X:35	Y:140 
[2024/8/19 6:41:26] 物品:骷髅戒指	怪物:30F9EAF0尸王8	地图:H201	X:35	Y:140 
[2024/8/19 6:41:26] 物品:蛇眼戒指	怪物:30F9EAF0尸王8	地图:H201	X:35	Y:140 
[2024/8/19 6:41:28] 物品:抗拒火环	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:精神力战法	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:火球术	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:治愈术	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:基本剑术	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:八荒	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:半月	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:蓝色水晶戒指	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:凤凰明珠	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:坚固手套	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:灯笼项链	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:铁剑	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:短剑	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:轻型盔甲(男)	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:轻型盔甲(女)	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:青铜斧	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:黑檀项链	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:黄色水晶项链	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:黑色水晶项链	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:青铜头盔	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:金创药(小量)	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:金创药(小量)	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:金创药(小量)	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:金创药(小量)	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:魔法药(小量)	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:魔法药(小量)	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:魔法药(小量)	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:28] 物品:魔法药(小量)	怪物:2DEF6420僵尸50	地图:H201	X:101	Y:97 
[2024/8/19 6:41:35] 物品:金创药(小量)	怪物:1C1E9600僵尸5	地图:H201	X:88	Y:87 
[2024/8/19 6:41:35] 物品:魔法药(小量)	怪物:1C1E9600僵尸5	地图:H201	X:88	Y:87 
[2024/8/19 6:41:39] 物品:抗拒火环	怪物:0D9F3610僵尸1	地图:H201	X:89	Y:84 
[2024/8/19 6:41:40] 物品:太阳水	怪物:2D8F32E0跳跳蜂	地图:D601	X:163	Y:207 
[2024/8/19 6:41:42] 物品:精神力战法	怪物:23C25640僵尸10	地图:H201	X:29	Y:135 
[2024/8/19 6:41:42] 物品:魔力手镯	怪物:23C25640僵尸10	地图:H201	X:29	Y:135 
[2024/8/19 6:41:42] 物品:魔法头盔	怪物:23C25640僵尸10	地图:H201	X:29	Y:135 
[2024/8/19 6:41:42] 物品:黑色水晶项链	怪物:23C25640僵尸10	地图:H201	X:29	Y:135 
[2024/8/19 6:41:42] 物品:琥珀项链	怪物:055E8CE0祖玛弓箭手8	地图:H204	X:28	Y:75 
[2024/8/19 6:41:44] 物品:治愈术	怪物:0D587410僵尸10	地图:H201	X:31	Y:133 
[2024/8/19 6:41:44] 物品:黑檀手镯	怪物:2F1E7C70祖玛雕像	地图:H204	X:27	Y:74 
[2024/8/19 6:41:44] 物品:道士手镯	怪物:2F1E7C70祖玛雕像	地图:H204	X:27	Y:74 
[2024/8/19 6:41:53] 物品:金手镯	怪物:18CF10C0祖玛弓箭手	地图:H204	X:26	Y:71 
[2024/8/19 6:41:57] 物品:金创药(小量)	怪物:1A1C08D0僵尸5	地图:H201	X:32	Y:133 
[2024/8/19 6:41:57] 物品:强效太阳水	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:强效太阳水	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:强效太阳水	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:强效太阳水	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:强效太阳水	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:强效金创药	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:强效金创药	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:强效魔法药	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:强效魔法药	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:黑色水晶戒指	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:死神手套	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:魅力戒指	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:57] 物品:魔力手镯	怪物:28653D40尸王8	地图:H201	X:88	Y:79 
[2024/8/19 6:41:59] 物品:强效太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:太阳水	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:金创药(中量)	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:金创药(中量)	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:金创药(中量)	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效金创药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效金创药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效金创药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:魔法药(中量)	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:魔法药(中量)	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:魔法药(中量)	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效魔法药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效魔法药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效魔法药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效金创药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效金创药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效金创药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效金创药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效金创药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效金创药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效魔法药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效魔法药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效魔法药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效魔法药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效魔法药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:强效魔法药	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:41:59] 物品:魅力戒指	怪物:236014C0白野猪8	地图:H204	X:24	Y:78 
[2024/8/19 6:42:3] 物品:强效太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:强效太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:强效太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:强效太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:强效太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:太阳水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:金创药(中量)	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:金创药(中量)	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:强效金创药	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:强效金创药	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:强效金创药	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:魔法药(中量)	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:魔法药(中量)	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:强效魔法药	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:强效魔法药	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:强效魔法药	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:HP强化药水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:攻击神水	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:琥珀项链	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:黑色水晶戒指	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:集体隐身术	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:火墙	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:3] 物品:地狱火	怪物:1E59F050沃玛卫士8	地图:H204	X:25	Y:79 
[2024/8/19 6:42:4] 物品:幽灵盾	怪物:21F3D160恶灵尸王	地图:H201	X:89	Y:78 
[2024/8/19 6:42:4] 物品:爆裂火焰	怪物:21F3D160恶灵尸王	地图:H201	X:89	Y:78 
[2024/8/19 6:42:4] 物品:攻杀剑术	怪物:21F3D160恶灵尸王	地图:H201	X:89	Y:78 
[2024/8/19 6:42:9] 物品:强效太阳水	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:强效太阳水	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:强效太阳水	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:强效太阳水	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:强效太阳水	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:强效金创药	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:强效金创药	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:强效魔法药	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:强效魔法药	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:凝霜	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:道德戒指	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:黑檀手镯	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:魔力手镯	怪物:274F3670尸王8	地图:H201	X:56	Y:101 
[2024/8/19 6:42:9] 物品:凤凰明珠	怪物:2DD39480祖玛雕像8	地图:H204	X:18	Y:82 
[2024/8/19 6:42:9] 物品:金戒指	怪物:2DD39480祖玛雕像8	地图:H204	X:18	Y:82 
[2024/8/19 6:42:11] 物品:施毒术	怪物:2821A1D0恶灵尸王	地图:H201	X:90	Y:79 
[2024/8/19 6:42:11] 物品:攻杀剑术	怪物:2821A1D0恶灵尸王	地图:H201	X:90	Y:79 
[2024/8/19 6:42:13] 物品:强效太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:强效太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:强效太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:强效太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:强效太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:太阳水	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:金创药(中量)	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:金创药(中量)	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:强效金创药	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:强效金创药	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:强效金创药	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:魔法药(中量)	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:魔法药(中量)	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:强效魔法药	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:强效魔法药	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:13] 物品:强效魔法药	怪物:2B1CD1A0沃玛卫士8	地图:H204	X:19	Y:82 
[2024/8/19 6:42:14] 物品:金创药(小量)	怪物:2EC2B0F0僵尸4	地图:H201	X:88	Y:78 
[2024/8/19 6:42:20] 物品:强效太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:太阳水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效金创药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效金创药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效金创药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效金创药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效金创药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效金创药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效金创药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效金创药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效金创药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效金创药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效魔法药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效魔法药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效魔法药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效魔法药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效魔法药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效魔法药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效魔法药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效魔法药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效魔法药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:强效魔法药	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:20] 物品:HP强化药水	怪物:30D7E9F0虹魔蝎卫8	地图:H204	X:18	Y:81 
[2024/8/19 6:42:25] 物品:强效太阳水	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:强效太阳水	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:强效太阳水	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:强效太阳水	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:强效太阳水	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:强效金创药	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:强效金创药	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:强效魔法药	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:强效魔法药	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:骷髅戒指	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:蛇眼戒指	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:珍珠戒指	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:魅力戒指	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:黑檀手镯	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:25] 物品:魔力手镯	怪物:18BAC9F0尸王8	地图:H201	X:90	Y:78 
[2024/8/19 6:42:35] 物品:太阳水	怪物:1CCB2350魔龙射手	地图:66	X:155	Y:195 
[2024/8/19 6:42:35] 物品:心灵手镯	怪物:1CCB2350魔龙射手	地图:66	X:155	Y:195 
