[2024/8/18 4:0:0] 物品:破魂	怪物:297F8BA0牛魔将军8	地图:H010	X:213	Y:133 
[2024/8/18 4:53:0] 物品:金创药(小量)	怪物:304E9FF0僵尸5	地图:H201	X:95	Y:104 
[2024/8/18 4:53:3] 物品:强效魔法药	怪物:1E8F99E0牛魔法师8	地图:H010	X:159	Y:86 
[2024/8/18 4:53:4] 物品:魔法药(小量)	怪物:1874CA90僵尸4	地图:H201	X:96	Y:103 
[2024/8/18 4:53:9] 物品:火墙	怪物:17BFF050恶灵尸王	地图:H201	X:91	Y:54 
[2024/8/18 4:53:9] 物品:施毒术	怪物:17BFF050恶灵尸王	地图:H201	X:91	Y:54 
[2024/8/18 4:53:9] 物品:雷电术	怪物:17BFF050恶灵尸王	地图:H201	X:91	Y:54 
[2024/8/18 4:53:9] 物品:召唤骷髅	怪物:17BFF050恶灵尸王	地图:H201	X:91	Y:54 
[2024/8/18 4:53:10] 物品:强效金创药	怪物:29E6B010牛魔祭司8	地图:H010	X:160	Y:85 
[2024/8/18 4:53:15] 物品:金手镯	怪物:31AD5420牛魔法师8	地图:H010	X:159	Y:83 
[2024/8/18 4:53:15] 物品:金戒指	怪物:1CCA8800牛魔法师8	地图:H010	X:158	Y:83 
[2024/8/18 4:53:20] 物品:强效太阳水	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:强效太阳水	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:强效太阳水	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:强效太阳水	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:强效太阳水	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:强效金创药	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:强效金创药	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:强效魔法药	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:强效魔法药	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:蛇眼戒指	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:生铁戒指	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:凝霜	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:蓝翡翠项链	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:20] 物品:魔力手镯	怪物:2751A3B0尸王8	地图:H001	X:75	Y:75 
[2024/8/18 4:53:23] 物品:金创药(小量)	怪物:0D6C9C30僵尸4	地图:H201	X:99	Y:63 
[2024/8/18 4:53:24] 物品:金创药(小量)	怪物:1874CA90僵尸4	地图:H201	X:95	Y:100 
[2024/8/18 4:53:25] 物品:灵魂战衣(女)	怪物:2DCC26F0牛魔法师8	地图:H010	X:161	Y:91 
[2024/8/18 4:53:26] 物品:强效太阳水	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:强效太阳水	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:强效太阳水	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:强效太阳水	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:强效太阳水	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:强效金创药	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:强效金创药	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:强效魔法药	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:强效魔法药	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:黑色水晶戒指	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:珍珠戒指	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:26] 物品:黑檀手镯	怪物:27EEE150尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:34] 物品:重盔甲(女)	怪物:2A449DB0牛魔法师8	地图:H010	X:161	Y:91 
[2024/8/18 4:53:35] 物品:强效太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:强效太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:强效太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:强效太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:强效太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:太阳水	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:金创药(中量)	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:金创药(中量)	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:金创药(中量)	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:强效金创药	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:强效金创药	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:魔法药(中量)	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:魔法药(中量)	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:魔法药(中量)	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:强效魔法药	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:强效魔法药	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:珍珠戒指	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:死神手套	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:凝霜	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:黑檀手镯	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:魔力手镯	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:刺杀剑术	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:地狱火	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:召唤骷髅	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:抗拒火环	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:精神力战法	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:治愈术	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:基本剑术	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:35] 物品:火球术	怪物:0C495E40尸王	地图:H201	X:95	Y:98 
[2024/8/18 4:53:36] 物品:魔法长袍(女)	怪物:2983B320牛魔将军8	地图:H010	X:162	Y:91 
[2024/8/18 4:53:36] 物品:白金项链	怪物:2983B320牛魔将军8	地图:H010	X:162	Y:91 
[2024/8/18 4:53:36] 物品:金戒指	怪物:2983B320牛魔将军8	地图:H010	X:162	Y:91 
[2024/8/18 4:53:37] 物品:强效太阳水	怪物:2A919CF0尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:37] 物品:强效太阳水	怪物:2A919CF0尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:37] 物品:强效太阳水	怪物:2A919CF0尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:37] 物品:强效太阳水	怪物:2A919CF0尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:37] 物品:强效太阳水	怪物:2A919CF0尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:37] 物品:强效金创药	怪物:2A919CF0尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:37] 物品:强效金创药	怪物:2A919CF0尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:37] 物品:强效魔法药	怪物:2A919CF0尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:37] 物品:强效魔法药	怪物:2A919CF0尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:37] 物品:凝霜	怪物:2A919CF0尸王8	地图:H201	X:99	Y:61 
[2024/8/18 4:53:38] 物品:金创药(小量)	怪物:0D6C9C30僵尸4	地图:H201	X:100	Y:61 
[2024/8/18 4:53:39] 物品:诱惑之光	怪物:1874CA90僵尸4	地图:H201	X:94	Y:100 
[2024/8/18 4:53:42] 物品:金创药(小量)	怪物:27E22BD0僵尸4	地图:H201	X:100	Y:61 
[2024/8/18 4:53:43] 物品:魔法长袍(男)	怪物:0B85AF80牛魔法师8	地图:H010	X:167	Y:86 
[2024/8/18 4:53:51] 物品:降魔	怪物:2F0ABEC0牛魔侍卫8	地图:H010	X:171	Y:86 
[2024/8/18 4:53:54] 物品:坚固手套	怪物:30DE6FD0掷斧骷髅	地图:D002	X:67	Y:196 
[2024/8/18 4:53:54] 物品:攻击力药水	怪物:30DE6FD0掷斧骷髅	地图:D002	X:67	Y:196 
[2024/8/18 4:53:56] 物品:强效太阳水	怪物:2A118800牛魔将军0	地图:H010	X:171	Y:86 
[2024/8/18 4:53:56] 物品:强效太阳水	怪物:2A118800牛魔将军0	地图:H010	X:171	Y:86 
[2024/8/18 4:53:56] 物品:强效太阳水	怪物:2A118800牛魔将军0	地图:H010	X:171	Y:86 
[2024/8/18 4:53:56] 物品:太阳水	怪物:2A118800牛魔将军0	地图:H010	X:171	Y:86 
[2024/8/18 4:53:56] 物品:太阳水	怪物:2A118800牛魔将军0	地图:H010	X:171	Y:86 
[2024/8/18 4:53:56] 物品:道士手镯	怪物:2A118800牛魔将军0	地图:H010	X:171	Y:86 
[2024/8/18 4:53:58] 物品:重盔甲(男)	怪物:2A601310牛魔法师8	地图:H010	X:171	Y:88 
[2024/8/18 4:53:58] 物品:重盔甲(女)	怪物:2A601310牛魔法师8	地图:H010	X:171	Y:88 
[2024/8/18 4:53:58] 物品:金戒指	怪物:2A601310牛魔法师8	地图:H010	X:171	Y:88 
[2024/8/18 4:53:58] 物品:道士手镯	怪物:2A601310牛魔法师8	地图:H010	X:171	Y:88 
[2024/8/18 4:54:0] 物品:重盔甲(男)	怪物:1A3A9CF0红野猪8	地图:H002	X:113	Y:263 
[2024/8/18 4:54:1] 物品:强效太阳水	怪物:1830E9E0牛魔祭司0	地图:H010	X:171	Y:86 
[2024/8/18 4:54:1] 物品:太阳水	怪物:1830E9E0牛魔祭司0	地图:H010	X:171	Y:86 
[2024/8/18 4:54:1] 物品:幽灵战衣(女)	怪物:1830E9E0牛魔祭司0	地图:H010	X:171	Y:86 
[2024/8/18 4:54:3] 物品:强效太阳水	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:强效太阳水	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:强效太阳水	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:强效太阳水	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:强效太阳水	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:强效金创药	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:强效金创药	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:强效魔法药	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:强效魔法药	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:骷髅戒指	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:生铁戒指	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:凝霜	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:道德戒指	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:蓝翡翠项链	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:3] 物品:黑檀手镯	怪物:23494C00尸王8	地图:H201	X:102	Y:68 
[2024/8/18 4:54:5] 物品:强效太阳水	怪物:2B4E7C80牛魔祭司8	地图:H010	X:171	Y:85 
[2024/8/18 4:54:6] 物品:金创药(小量)	怪物:0D6C9C30僵尸4	地图:H201	X:101	Y:66 
[2024/8/18 4:54:8] 物品:强效太阳水	怪物:19B43670牛魔祭司8	地图:H010	X:171	Y:87 
[2024/8/18 4:54:8] 物品:MP强化药水	怪物:19B43670牛魔祭司8	地图:H010	X:171	Y:87 
[2024/8/18 4:54:8] 物品:降魔	怪物:19B43670牛魔祭司8	地图:H010	X:171	Y:87 
[2024/8/18 4:54:8] 物品:道德戒指	怪物:19B43670牛魔祭司8	地图:H010	X:171	Y:87 
[2024/8/18 4:54:9] 物品:精神力战法	怪物:31A67150僵尸1	地图:H201	X:103	Y:67 
[2024/8/18 4:54:9] 物品:强效太阳水	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:强效太阳水	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:强效太阳水	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:强效太阳水	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:强效太阳水	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:强效金创药	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:强效金创药	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:强效魔法药	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:强效魔法药	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:死神手套	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:黑檀手镯	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:9] 物品:圣言术	怪物:1EF8F800尸王8	地图:H201	X:100	Y:103 
[2024/8/18 4:54:13] 物品:金创药(小量)	怪物:03B8D6C0骷髅战士	地图:D002	X:79	Y:179 
[2024/8/18 4:54:15] 物品:道德戒指	怪物:17D23490牛魔侍卫8	地图:H010	X:175	Y:88 
[2024/8/18 4:54:16] 物品:火墙	怪物:1C2BC240僵尸1	地图:H201	X:99	Y:74 
[2024/8/18 4:54:17] 物品:魔法药(小量)	怪物:304E9FF0僵尸5	地图:H201	X:97	Y:102 
[2024/8/18 4:54:21] 物品:太阳水	怪物:2D2E5750僵尸5	地图:H201	X:97	Y:73 
[2024/8/18 4:54:22] 物品:强效太阳水	怪物:1F0865D0牛魔将军0	地图:H010	X:175	Y:90 
[2024/8/18 4:54:22] 物品:强效太阳水	怪物:1F0865D0牛魔将军0	地图:H010	X:175	Y:90 
[2024/8/18 4:54:22] 物品:太阳水	怪物:1F0865D0牛魔将军0	地图:H010	X:175	Y:90 
[2024/8/18 4:54:22] 物品:降魔	怪物:1F0865D0牛魔将军0	地图:H010	X:175	Y:90 
[2024/8/18 4:54:22] 物品:道士头盔	怪物:1F0865D0牛魔将军0	地图:H010	X:175	Y:90 
[2024/8/18 4:54:22] 物品:放大镜	怪物:1F0865D0牛魔将军0	地图:H010	X:175	Y:90 
[2024/8/18 4:54:22] 物品:精神力药水	怪物:297C8490牛魔将军8	地图:H010	X:174	Y:91 
[2024/8/18 4:54:22] 物品:破魂	怪物:297C8490牛魔将军8	地图:H010	X:174	Y:91 
[2024/8/18 4:54:27] 物品:强效太阳水	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:强效太阳水	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:强效太阳水	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:强效太阳水	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:强效太阳水	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:强效金创药	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:强效金创药	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:强效魔法药	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:强效魔法药	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:蛇眼戒指	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:生铁戒指	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:死神手套	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:道德戒指	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:27] 物品:黑檀手镯	怪物:1EFC6F80尸王8	地图:H201	X:98	Y:74 
[2024/8/18 4:54:30] 物品:强效太阳水	怪物:2A0A6E20牛魔祭司0	地图:H010	X:174	Y:92 
[2024/8/18 4:54:30] 物品:太阳水	怪物:2A0A6E20牛魔祭司0	地图:H010	X:174	Y:92 
[2024/8/18 4:54:30] 物品:太阳水	怪物:2A0A6E20牛魔祭司0	地图:H010	X:174	Y:92 
[2024/8/18 4:54:30] 物品:太阳水	怪物:2A0A6E20牛魔祭司0	地图:H010	X:174	Y:92 
[2024/8/18 4:54:31] 物品:强效太阳水	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:31] 物品:强效太阳水	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:31] 物品:强效太阳水	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:31] 物品:强效太阳水	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:31] 物品:强效太阳水	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:31] 物品:强效金创药	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:31] 物品:强效金创药	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:31] 物品:强效魔法药	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:31] 物品:强效魔法药	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:31] 物品:困魔咒	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:31] 物品:地狱雷光	怪物:2DADFE80尸王8	地图:H201	X:97	Y:74 
[2024/8/18 4:54:38] 物品:强效太阳水	怪物:2A07A9A0牛魔祭司0	地图:H010	X:176	Y:91 
[2024/8/18 4:54:38] 物品:强效太阳水	怪物:2A07A9A0牛魔祭司0	地图:H010	X:176	Y:91 
[2024/8/18 4:54:38] 物品:强效太阳水	怪物:2A07A9A0牛魔祭司0	地图:H010	X:176	Y:91 
[2024/8/18 4:54:38] 物品:太阳水	怪物:2A07A9A0牛魔祭司0	地图:H010	X:176	Y:91 
[2024/8/18 4:54:38] 物品:骑士手镯	怪物:2A07A9A0牛魔祭司0	地图:H010	X:176	Y:91 
[2024/8/18 4:54:38] 物品:红宝石戒指	怪物:2A07A9A0牛魔祭司0	地图:H010	X:176	Y:91 
[2024/8/18 4:54:39] 物品:魔法药(小量)	怪物:186A1C00僵尸4	地图:H201	X:91	Y:72 
[2024/8/18 4:54:40] 物品:生铁戒指	怪物:29ECADC0牛魔法师8	地图:H010	X:175	Y:92 
[2024/8/18 4:54:44] 物品:太阳水	怪物:29E0A070恶灵尸王	地图:H201	X:92	Y:72 
[2024/8/18 4:54:44] 物品:太阳水	怪物:29E0A070恶灵尸王	地图:H201	X:92	Y:72 
[2024/8/18 4:54:44] 物品:神圣战甲术	怪物:29E0A070恶灵尸王	地图:H201	X:92	Y:72 
[2024/8/18 4:54:44] 物品:攻杀剑术	怪物:29E0A070恶灵尸王	地图:H201	X:92	Y:72 
[2024/8/18 4:54:45] 物品:太阳水	怪物:2A63CBA0黑野猪8	地图:H002	X:161	Y:141 
[2024/8/18 4:54:45] 物品:金创药(小量)	怪物:304E9FF0僵尸5	地图:H201	X:98	Y:96 
[2024/8/18 4:54:45] 物品:强效太阳水	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:强效太阳水	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:强效太阳水	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:强效太阳水	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:强效太阳水	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:强效金创药	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:强效金创药	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:强效魔法药	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:强效魔法药	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:凝霜	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:蓝翡翠项链	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:45] 物品:黑檀手镯	怪物:30DD0010尸王8	地图:H001	X:68	Y:86 
[2024/8/18 4:54:49] 物品:金创药(小量)	怪物:2D9F5FE0骷髅战士	地图:D002	X:97	Y:156 
[2024/8/18 4:54:50] 物品:强效太阳水	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:强效太阳水	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:强效太阳水	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:强效太阳水	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:强效太阳水	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:强效金创药	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:强效金创药	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:强效魔法药	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:强效魔法药	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:骷髅戒指	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:黑色水晶戒指	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:道德戒指	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:魅力戒指	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:黑檀手镯	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:50] 物品:魔力手镯	怪物:2A792EA0尸王8	地图:H201	X:91	Y:72 
[2024/8/18 4:54:51] 物品:太阳水	怪物:2F642500黑野猪8	地图:H002	X:161	Y:140 
[2024/8/18 4:54:52] 物品:金创药(小量)	怪物:29721890僵尸5	地图:H201	X:93	Y:73 
[2024/8/18 4:54:52] 物品:魔法药(小量)	怪物:29721890僵尸5	地图:H201	X:93	Y:73 
[2024/8/18 4:54:52] 物品:攻杀剑术	怪物:29721890僵尸5	地图:H201	X:93	Y:73 
[2024/8/18 4:54:52] 物品:金创药(小量)	怪物:2EC3BB30僵尸5	地图:H201	X:91	Y:73 
[2024/8/18 4:54:57] 物品:强效太阳水	怪物:1B545520牛魔将军0	地图:H010	X:179	Y:88 
[2024/8/18 4:54:57] 物品:强效太阳水	怪物:1B545520牛魔将军0	地图:H010	X:179	Y:88 
[2024/8/18 4:54:57] 物品:强效太阳水	怪物:1B545520牛魔将军0	地图:H010	X:179	Y:88 
[2024/8/18 4:54:57] 物品:太阳水	怪物:1B545520牛魔将军0	地图:H010	X:179	Y:88 
[2024/8/18 4:54:57] 物品:太阳水	怪物:1B545520牛魔将军0	地图:H010	X:179	Y:88 
[2024/8/18 4:54:57] 物品:蛇眼戒指	怪物:1B545520牛魔将军0	地图:H010	X:179	Y:88 
[2024/8/18 4:54:58] 物品:强效太阳水	怪物:1A442CB0尸王8	地图:H201	X:99	Y:93 
[2024/8/18 4:54:58] 物品:强效太阳水	怪物:1A442CB0尸王8	地图:H201	X:99	Y:93 
[2024/8/18 4:54:58] 物品:强效太阳水	怪物:1A442CB0尸王8	地图:H201	X:99	Y:93 
[2024/8/18 4:54:58] 物品:强效太阳水	怪物:1A442CB0尸王8	地图:H201	X:99	Y:93 
[2024/8/18 4:54:58] 物品:强效太阳水	怪物:1A442CB0尸王8	地图:H201	X:99	Y:93 
[2024/8/18 4:54:58] 物品:强效金创药	怪物:1A442CB0尸王8	地图:H201	X:99	Y:93 
[2024/8/18 4:54:58] 物品:强效金创药	怪物:1A442CB0尸王8	地图:H201	X:99	Y:93 
