[2024/8/19 20:0:0] 物品:金创药(小量)	怪物:28BC2210僵尸5	地图:H201	X:109	Y:137 
[2024/8/19 20:56:16] 物品:强效魔法药	怪物:1BE2AAB0白野猪8	地图:H204	X:70	Y:30 
[2024/8/19 20:56:16] 物品:思贝儿手镯	怪物:1BE2AAB0白野猪8	地图:H204	X:70	Y:30 
[2024/8/19 20:56:17] 物品:召唤骷髅	怪物:28C9CBA0恶灵尸王	地图:H201	X:40	Y:124 
[2024/8/19 20:56:20] 物品:道德戒指	怪物:2938B0B0红野猪8	地图:H002	X:182	Y:222 
[2024/8/19 20:56:24] 物品:魔法药(小量)	怪物:0DCD7090僵尸4	地图:H201	X:48	Y:128 
[2024/8/19 20:56:28] 物品:强效太阳水	怪物:27651DF0牛魔将军	地图:D2079	X:39	Y:25 
[2024/8/19 20:56:28] 物品:HP强化药水	怪物:27651DF0牛魔将军	地图:D2079	X:39	Y:25 
[2024/8/19 20:56:28] 物品:修罗	怪物:27651DF0牛魔将军	地图:D2079	X:39	Y:25 
[2024/8/19 20:56:28] 物品:魅力戒指	怪物:27651DF0牛魔将军	地图:D2079	X:39	Y:25 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效太阳水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效金创药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效金创药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效金创药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效金创药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效金创药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效金创药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效金创药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效金创药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效金创药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效金创药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效魔法药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效魔法药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效魔法药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效魔法药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效魔法药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效魔法药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效魔法药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效魔法药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效魔法药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:强效魔法药	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:MP强化药水	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:祖玛头像	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:黑铁头盔	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:红宝石戒指	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:重盔甲(男)	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:灵魂战衣(男)	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:偃月	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:破魂	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:降魔	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:斩马刀	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:修罗	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:骷髅头盔	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:道士头盔	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:蓝翡翠项链	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:放大镜	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:竹笛	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:小手镯	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:魔法手镯	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:黑檀手镯	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:道士手镯	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:死神手套	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:金手镯	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:黑色水晶戒指	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:蛇眼戒指	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:珍珠戒指	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:金戒指	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:骷髅戒指	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:魅力戒指	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:道德戒指	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:降妖除魔戒指	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:珊瑚戒指	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:地狱雷光	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:30] 物品:圣言术	怪物:28A7F5B0祖玛教主	地图:H204	X:31	Y:33 
[2024/8/19 20:56:33] 物品:强效太阳水	怪物:22588160牛魔祭司	地图:D2079	X:40	Y:23 
[2024/8/19 20:56:33] 物品:强效太阳水	怪物:22588160牛魔祭司	地图:D2079	X:40	Y:23 
[2024/8/19 20:56:33] 物品:强效太阳水	怪物:22588160牛魔祭司	地图:D2079	X:40	Y:23 
[2024/8/19 20:56:33] 物品:重盔甲(男)	怪物:22588160牛魔祭司	地图:D2079	X:40	Y:23 
[2024/8/19 20:56:33] 物品:珍珠戒指	怪物:22588160牛魔祭司	地图:D2079	X:40	Y:23 
[2024/8/19 20:56:34] 物品:强效太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:强效太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:强效太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:强效太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:强效太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:太阳水	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:金创药(中量)	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:金创药(中量)	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:强效金创药	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:强效金创药	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:强效金创药	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:魔法药(中量)	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:魔法药(中量)	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:强效魔法药	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:强效魔法药	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:强效魔法药	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:魔法手镯	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:半月弯刀	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:34] 物品:困魔咒	怪物:27720BE0沃玛卫士8	地图:H204	X:61	Y:40 
[2024/8/19 20:56:35] 物品:攻杀剑术	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:35] 物品:隐身术	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:35] 物品:雷电术	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:35] 物品:抗拒火环	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:35] 物品:精神力战法	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:35] 物品:火球术	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:35] 物品:治愈术	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:35] 物品:基本剑术	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:35] 物品:铁剑	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:35] 物品:魔法药(小量)	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:35] 物品:魔法药(小量)	怪物:30E30FD0僵尸40	地图:H201	X:175	Y:42 
[2024/8/19 20:56:36] 物品:金创药(小量)	怪物:2DBFD710僵尸5	地图:H201	X:49	Y:138 
[2024/8/19 20:56:36] 物品:强效太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:强效太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:强效太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:强效太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:强效太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:太阳水	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:金创药(中量)	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:金创药(中量)	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:强效金创药	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:强效金创药	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:强效金创药	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:魔法药(中量)	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:魔法药(中量)	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:强效魔法药	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:强效魔法药	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:强效魔法药	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:雷电术	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:36] 物品:诱惑之光	怪物:296217F0沃玛卫士8	地图:H204	X:57	Y:50 
[2024/8/19 20:56:39] 物品:强效金创药	怪物:27EC3300牛魔将军	地图:D2079	X:46	Y:24 
[2024/8/19 20:56:40] 物品:万年雪霜	怪物:1F20A380牛魔侍卫	地图:D2079	X:40	Y:24 
[2024/8/19 20:56:40] 物品:灯笼项链	怪物:1F20A380牛魔侍卫	地图:D2079	X:40	Y:24 
[2024/8/19 20:56:40] 物品:强效太阳水	怪物:2928ABD0牛魔将军	地图:D2079	X:41	Y:25 
[2024/8/19 20:56:40] 物品:强效魔法药	怪物:2928ABD0牛魔将军	地图:D2079	X:41	Y:25 
[2024/8/19 20:56:40] 物品:泰坦戒指	怪物:2928ABD0牛魔将军	地图:D2079	X:41	Y:25 
[2024/8/19 20:56:41] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:金创药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:金创药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:金创药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:魔法药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:魔法药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:魔法药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:41] 物品:战神盔甲(男)	怪物:1A6004D0白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 20:56:43] 物品:强效太阳水	怪物:28EF49B0牛魔祭司	地图:D2079	X:39	Y:26 
[2024/8/19 20:56:48] 物品:精神力药水	怪物:27613780牛魔祭司	地图:D2079	X:40	Y:27 
[2024/8/19 20:56:48] 物品:红宝石戒指	怪物:27613780牛魔祭司	地图:D2079	X:40	Y:27 
[2024/8/19 20:56:48] 物品:斩马刀	怪物:27613780牛魔祭司	地图:D2079	X:40	Y:27 
[2024/8/19 20:56:48] 物品:白色虎齿项链	怪物:27613780牛魔祭司	地图:D2079	X:40	Y:27 
[2024/8/19 20:56:48] 物品:放大镜	怪物:27613780牛魔祭司	地图:D2079	X:40	Y:27 
[2024/8/19 20:56:48] 物品:珍珠戒指	怪物:27613780牛魔祭司	地图:D2079	X:40	Y:27 
[2024/8/19 20:56:52] 物品:白色虎齿项链	怪物:289292B0牛魔将军	地图:D2079	X:41	Y:23 
[2024/8/19 20:56:53] 物品:强效太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:太阳水	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效金创药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效金创药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效金创药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效金创药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效金创药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
[2024/8/19 20:56:53] 物品:强效金创药	怪物:3047D6E0虹魔蝎卫8	地图:H204	X:60	Y:38 
