[2024/8/22 18:0:5] 物品:太阳水	怪物:23A047C0黑色恶蛆8	地图:H004	X:80	Y:68 
[2024/8/22 18:49:43] 物品:强效太阳水	怪物:1ACB4DB0尸王8	地图:H201	X:179	Y:61 
[2024/8/22 18:49:43] 物品:强效太阳水	怪物:1ACB4DB0尸王8	地图:H201	X:179	Y:61 
[2024/8/22 18:49:43] 物品:强效金创药	怪物:1ACB4DB0尸王8	地图:H201	X:179	Y:61 
[2024/8/22 18:49:43] 物品:强效金创药	怪物:1ACB4DB0尸王8	地图:H201	X:179	Y:61 
[2024/8/22 18:49:43] 物品:强效魔法药	怪物:1ACB4DB0尸王8	地图:H201	X:179	Y:61 
[2024/8/22 18:49:43] 物品:强效魔法药	怪物:1ACB4DB0尸王8	地图:H201	X:179	Y:61 
[2024/8/22 18:49:43] 物品:珍珠戒指	怪物:1ACB4DB0尸王8	地图:H201	X:179	Y:61 
[2024/8/22 18:49:43] 物品:凝霜	怪物:1ACB4DB0尸王8	地图:H201	X:179	Y:61 
[2024/8/22 18:49:43] 物品:魔力手镯	怪物:1ACB4DB0尸王8	地图:H201	X:179	Y:61 
[2024/8/22 18:49:45] 物品:强效金创药	怪物:2BC5DD00魔龙血蛙	地图:66	X:157	Y:143 
[2024/8/22 18:50:13] 物品:强效金创药	怪物:181286E0魔龙破甲兵2	地图:66	X:159	Y:151 
[2024/8/22 18:50:13] 物品:强效金创药	怪物:181286E0魔龙破甲兵2	地图:66	X:159	Y:151 
[2024/8/22 18:50:13] 物品:强效太阳水	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:13] 物品:强效太阳水	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:13] 物品:强效太阳水	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:13] 物品:强效太阳水	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:13] 物品:强效太阳水	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:13] 物品:强效金创药	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:13] 物品:强效金创药	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:13] 物品:强效魔法药	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:13] 物品:强效魔法药	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:13] 物品:道德戒指	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:13] 物品:魅力戒指	怪物:17530E90尸王8	地图:H201	X:153	Y:41 
[2024/8/22 18:50:22] 物品:强效魔法药	怪物:26730B80魔龙破甲兵	地图:66	X:158	Y:155 
[2024/8/22 18:50:22] 物品:金戒指	怪物:26730B80魔龙破甲兵	地图:66	X:158	Y:155 
[2024/8/22 18:50:22] 物品:金创药(小量)	怪物:25B658E0僵尸4	地图:H201	X:154	Y:32 
[2024/8/22 18:50:54] 物品:强效魔法药	怪物:2893D090魔龙刺蛙	地图:66	X:153	Y:157 
[2024/8/22 18:50:54] 物品:魔法长袍(女)	怪物:2893D090魔龙刺蛙	地图:66	X:153	Y:157 
[2024/8/22 18:50:54] 物品:强效金创药	怪物:2542FEA0魔龙破甲兵1	地图:66	X:151	Y:157 
[2024/8/22 18:50:54] 物品:龙纹剑	怪物:2542FEA0魔龙破甲兵1	地图:66	X:151	Y:157 
[2024/8/22 18:50:54] 物品:井中月	怪物:2542FEA0魔龙破甲兵1	地图:66	X:151	Y:157 
[2024/8/22 18:51:1] 物品:强效金创药	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:1] 物品:强效魔法药	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:1] 物品:强效金创药	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:1] 物品:强效魔法药	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:1] 物品:强效金创药	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:1] 物品:强效魔法药	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:1] 物品:强效金创药	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:1] 物品:强效魔法药	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:1] 物品:强效金创药	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:1] 物品:强效魔法药	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:1] 物品:祝福油	怪物:1B173120暗之魔龙教主	地图:H008	X:30	Y:31 
[2024/8/22 18:51:2] 物品:重盔甲(男)	怪物:2CDB1480魔龙射手	地图:66	X:152	Y:160 
[2024/8/22 18:51:17] 物品:金创药(小量)	怪物:2933B3A0僵尸4	地图:H201	X:134	Y:26 
[2024/8/22 18:51:25] 物品:强效太阳水	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:强效太阳水	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:强效太阳水	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:强效太阳水	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:强效太阳水	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:强效金创药	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:强效金创药	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:强效魔法药	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:强效魔法药	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:珍珠戒指	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:凝霜	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:道德戒指	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:蓝翡翠项链	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:黑檀手镯	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:25] 物品:魔力手镯	怪物:137AE2B0尸王8	地图:H201	X:132	Y:24 
[2024/8/22 18:51:28] 物品:金创药(中量)	怪物:1D964C60祖玛弓箭手83	地图:H008	X:29	Y:45 
[2024/8/22 18:51:28] 物品:降魔	怪物:1D964C60祖玛弓箭手83	地图:H008	X:29	Y:45 
[2024/8/22 18:51:31] 物品:放大镜	怪物:1EE8FE60魔龙射手	地图:66	X:148	Y:165 
[2024/8/22 18:51:31] 物品:珊瑚戒指	怪物:1EE8FE60魔龙射手	地图:66	X:148	Y:165 
[2024/8/22 18:51:31] 物品:施毒术	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:抗拒火环	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:精神力战法	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:火球术	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:治愈术	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:基本剑术	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:海魂	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:凌风	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:坚固手套	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:铁剑	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:短剑	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:轻型盔甲(男)	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:轻型盔甲(女)	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:青铜斧	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:黑檀项链	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:黄色水晶项链	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:黑色水晶项链	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:青铜头盔	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:金创药(小量)	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:金创药(小量)	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:金创药(小量)	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:金创药(小量)	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:魔法药(小量)	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:魔法药(小量)	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:魔法药(小量)	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:31] 物品:魔法药(小量)	怪物:27C63C00僵尸50	地图:H201	X:124	Y:25 
[2024/8/22 18:51:36] 物品:太阳水	怪物:2AE7AAF0魔龙射手	地图:66	X:147	Y:168 
[2024/8/22 18:51:36] 物品:强效魔法药	怪物:2AE7AAF0魔龙射手	地图:66	X:147	Y:168 
[2024/8/22 18:51:47] 物品:强效太阳水	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:强效太阳水	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:强效太阳水	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:强效太阳水	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:强效太阳水	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:强效金创药	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:强效金创药	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:强效魔法药	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:强效魔法药	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:珊瑚戒指	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:黑色水晶戒指	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:47] 物品:野蛮冲撞	怪物:25D88DE0尸王8	地图:H201	X:127	Y:18 
[2024/8/22 18:51:58] 物品:强效魔法药	怪物:14BDBD60魔龙刀兵1	地图:66	X:150	Y:166 
[2024/8/22 18:52:0] 物品:抗拒火环	怪物:17810010僵尸1	地图:H201	X:121	Y:16 
[2024/8/22 18:52:1] 物品:金创药(小量)	怪物:1438D7F0僵尸4	地图:H201	X:121	Y:15 
[2024/8/22 18:52:2] 物品:强效太阳水	怪物:23BA1710魔龙破甲兵2	地图:66	X:146	Y:166 
[2024/8/22 18:52:7] 物品:强效太阳水	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:强效太阳水	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:强效太阳水	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:强效太阳水	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:强效太阳水	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:强效金创药	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:强效金创药	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:强效魔法药	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:强效魔法药	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:黑色水晶戒指	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:生铁戒指	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:黑檀手镯	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:7] 物品:魔力手镯	怪物:29F81C30尸王8	地图:H201	X:123	Y:15 
[2024/8/22 18:52:14] 物品:降魔	怪物:23EBB060魔龙射手	地图:66	X:140	Y:165 
[2024/8/22 18:52:14] 物品:修罗	怪物:23C5C970祖玛雕像83	地图:H008	X:23	Y:49 
[2024/8/22 18:52:25] 物品:魔法药(小量)	怪物:232FA6F0僵尸5	地图:H201	X:114	Y:16 
[2024/8/22 18:52:31] 物品:金创药(小量)	怪物:268CB4A0僵尸4	地图:H201	X:112	Y:13 
[2024/8/22 18:52:31] 物品:魔法药(小量)	怪物:2CEB9740僵尸5	地图:H201	X:112	Y:15 
[2024/8/22 18:52:31] 物品:抗拒火环	怪物:2CEB9740僵尸5	地图:H201	X:112	Y:15 
[2024/8/22 18:52:33] 物品:强效太阳水	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:33] 物品:强效太阳水	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:33] 物品:强效太阳水	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:33] 物品:强效太阳水	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:33] 物品:强效太阳水	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:33] 物品:强效金创药	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:33] 物品:强效金创药	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:33] 物品:强效魔法药	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:33] 物品:强效魔法药	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:33] 物品:生铁戒指	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:33] 物品:魔力手镯	怪物:1DCC2540尸王8	地图:H201	X:113	Y:15 
[2024/8/22 18:52:35] 物品:灵魂项链	怪物:2CCD0DF0祖玛弓箭手83	地图:H008	X:7	Y:59 
[2024/8/22 18:52:37] 物品:魔法药(小量)	怪物:23EA4D60僵尸4	地图:H201	X:111	Y:13 
[2024/8/22 18:52:43] 物品:召唤骷髅	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:地狱火	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:诱惑之光	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:抗拒火环	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:精神力战法	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:火球术	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:治愈术	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:基本剑术	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:八荒	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:半月	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:凌风	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:蓝色水晶戒指	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:坚固手套	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:魔力手镯	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:灯笼项链	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:铁剑	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:短剑	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:轻型盔甲(男)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:轻型盔甲(女)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:中型盔甲(男)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:青铜斧	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:黑檀项链	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:黄色水晶项链	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:黑色水晶项链	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:青铜头盔	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:金创药(小量)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:金创药(小量)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:金创药(小量)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:金创药(小量)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:魔法药(小量)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:魔法药(小量)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:魔法药(小量)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:43] 物品:魔法药(小量)	怪物:25401230僵尸50	地图:H201	X:109	Y:11 
[2024/8/22 18:52:47] 物品:魔法药(小量)	怪物:23EA4D60僵尸4	地图:H201	X:111	Y:13 
[2024/8/22 18:52:50] 物品:强效太阳水	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:强效太阳水	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:强效太阳水	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:强效太阳水	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:强效太阳水	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:强效金创药	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:强效金创药	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:强效魔法药	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:强效魔法药	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:骷髅戒指	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:黑色水晶戒指	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:珍珠戒指	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:生铁戒指	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:50] 物品:黑檀手镯	怪物:23B87180尸王8	地图:H201	X:107	Y:11 
[2024/8/22 18:52:51] 物品:魔法药(中量)	怪物:1391BD60祖玛弓箭手83	地图:H008	X:21	Y:67 
[2024/8/22 18:52:51] 物品:炼狱	怪物:1391BD60祖玛弓箭手83	地图:H008	X:21	Y:67 
[2024/8/22 18:52:54] 物品:魔法力药水	怪物:1BD45760僵尸5	地图:H201	X:111	Y:12 
[2024/8/22 18:52:56] 物品:金创药(小量)	怪物:04F89D10僵尸5	地图:H201	X:109	Y:14 
[2024/8/22 18:52:56] 物品:强效太阳水	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:56] 物品:强效太阳水	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:56] 物品:强效太阳水	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:56] 物品:强效太阳水	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:56] 物品:强效太阳水	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:56] 物品:强效金创药	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:56] 物品:强效金创药	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:56] 物品:强效魔法药	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:56] 物品:强效魔法药	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:56] 物品:凝霜	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:56] 物品:魔法盾	怪物:13BAE530尸王8	地图:H201	X:108	Y:13 
[2024/8/22 18:52:57] 物品:强效太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:强效太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:强效太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:强效太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:强效太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:太阳水	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:金创药(中量)	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:金创药(中量)	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:金创药(中量)	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:强效金创药	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:强效金创药	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:魔法药(中量)	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:魔法药(中量)	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:魔法药(中量)	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:强效魔法药	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:强效魔法药	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:珍珠戒指	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:道士手镯	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:魔力手镯	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:雷电术	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:地狱火	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:大火球	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:召唤骷髅	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:瞬息移动	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:抗拒火环	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:精神力战法	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:治愈术	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:基本剑术	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:57] 物品:火球术	怪物:2D0D0410尸王	地图:H201	X:109	Y:13 
[2024/8/22 18:52:59] 物品:强效金创药	怪物:25C5D750魔龙巨蛾	地图:66	X:140	Y:166 
[2024/8/22 18:52:59] 物品:强效魔法药	怪物:25C5D750魔龙巨蛾	地图:66	X:140	Y:166 
[2024/8/22 18:53:5] 物品:强效魔法药	怪物:122306F0祖玛雕像83	地图:H008	X:25	Y:62 
[2024/8/22 18:53:17] 物品:强效太阳水	怪物:251471F0尸王8	地图:H201	X:102	Y:14 
[2024/8/22 18:53:17] 物品:强效太阳水	怪物:251471F0尸王8	地图:H201	X:102	Y:14 
[2024/8/22 18:53:17] 物品:强效太阳水	怪物:251471F0尸王8	地图:H201	X:102	Y:14 
[2024/8/22 18:53:17] 物品:强效太阳水	怪物:251471F0尸王8	地图:H201	X:102	Y:14 
[2024/8/22 18:53:17] 物品:强效太阳水	怪物:251471F0尸王8	地图:H201	X:102	Y:14 
[2024/8/22 18:53:17] 物品:强效金创药	怪物:251471F0尸王8	地图:H201	X:102	Y:14 
[2024/8/22 18:53:17] 物品:强效金创药	怪物:251471F0尸王8	地图:H201	X:102	Y:14 
