[2024/8/22 12:0:2] 物品:竹笛	怪物:17311640魔龙破甲兵	地图:66	X:230	Y:194 
[2024/8/22 12:55:10] 物品:强效魔法药	怪物:2CA06AF0虹魔蝎卫8	地图:H204	X:71	Y:31 
[2024/8/22 12:55:10] 物品:蓝翡翠项链	怪物:2CA06AF0虹魔蝎卫8	地图:H204	X:71	Y:31 
[2024/8/22 12:55:12] 物品:强效太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:太阳水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效金创药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效金创药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效金创药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效金创药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效金创药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效金创药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效金创药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效金创药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效金创药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效金创药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效魔法药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效魔法药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效魔法药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效魔法药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效魔法药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效魔法药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效魔法药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效魔法药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效魔法药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:强效魔法药	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:魔法力药水	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:祝福油	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:12] 物品:白色虎齿项链	怪物:2331D1A0虹魔蝎卫8	地图:H204	X:71	Y:32 
[2024/8/22 12:55:19] 物品:攻杀剑术	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:19] 物品:召唤骷髅	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:19] 物品:抗拒火环	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:19] 物品:精神力战法	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:19] 物品:火球术	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:19] 物品:治愈术	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:19] 物品:基本剑术	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:19] 物品:凤凰明珠	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:19] 物品:中型盔甲(男)	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:19] 物品:青铜斧	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:19] 物品:黑色水晶项链	怪物:1BDA84E0僵尸40	地图:H201	X:112	Y:161 
[2024/8/22 12:55:24] 物品:灯笼项链	怪物:1DBBA9A0祖玛卫士8	地图:H204	X:69	Y:30 
[2024/8/22 12:55:24] 物品:蓝色水晶戒指	怪物:1DBBA9A0祖玛卫士8	地图:H204	X:69	Y:30 
[2024/8/22 12:55:26] 物品:金创药(小量)	怪物:1286FC40僵尸5	地图:H201	X:121	Y:159 
[2024/8/22 12:55:30] 物品:强效太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:强效太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:强效太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:强效太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:强效太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:太阳水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:金创药(中量)	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:金创药(中量)	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:强效金创药	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:强效金创药	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:强效金创药	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:魔法药(中量)	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:魔法药(中量)	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:强效魔法药	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:强效魔法药	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:强效魔法药	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:MP强化药水	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:灵魂战衣(女)	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:爆裂火焰	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:30] 物品:集体隐身术	怪物:29092BE0沃玛卫士8	地图:H204	X:68	Y:29 
[2024/8/22 12:55:31] 物品:强效金创药	怪物:2400A840魔龙战将	地图:66	X:57	Y:68 
[2024/8/22 12:55:31] 物品:青铜腰带	怪物:2400A840魔龙战将	地图:66	X:57	Y:68 
[2024/8/22 12:55:34] 物品:强效太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:强效太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:强效太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:强效太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:强效太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:太阳水	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:金创药(中量)	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:金创药(中量)	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:金创药(中量)	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:强效金创药	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:强效金创药	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:魔法药(中量)	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:魔法药(中量)	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:魔法药(中量)	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:强效魔法药	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:强效魔法药	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:黑檀手镯	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:魔力手镯	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:小手镯	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:神圣战甲术	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:灵魂火符	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:大火球	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:召唤骷髅	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:抗拒火环	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:精神力战法	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:治愈术	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:基本剑术	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:火球术	怪物:1EEAAC40尸王	地图:H201	X:124	Y:160 
[2024/8/22 12:55:34] 物品:强效太阳水	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:强效太阳水	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:强效太阳水	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:强效太阳水	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:强效太阳水	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:强效金创药	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:强效金创药	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:强效魔法药	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:强效魔法药	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:蓝翡翠项链	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:黑檀手镯	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:34] 物品:魔力手镯	怪物:2CEBC3A0尸王8	地图:H201	X:124	Y:158 
[2024/8/22 12:55:37] 物品:太阳水	怪物:1286FC40僵尸5	地图:H201	X:122	Y:159 
[2024/8/22 12:55:38] 物品:强效金创药	怪物:184DBCD0魔龙刀兵	地图:66	X:56	Y:69 
[2024/8/22 12:55:38] 物品:神圣战甲术	怪物:17F5F340僵尸1	地图:H201	X:132	Y:159 
[2024/8/22 12:55:45] 物品:疾光电影	怪物:258A00F0恶灵尸王	地图:H201	X:130	Y:159 
[2024/8/22 12:55:45] 物品:隐身术	怪物:258A00F0恶灵尸王	地图:H201	X:130	Y:159 
[2024/8/22 12:55:45] 物品:地狱火	怪物:258A00F0恶灵尸王	地图:H201	X:130	Y:159 
[2024/8/22 12:55:45] 物品:召唤骷髅	怪物:258A00F0恶灵尸王	地图:H201	X:130	Y:159 
[2024/8/22 12:55:45] 物品:强效太阳水	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:强效太阳水	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:强效太阳水	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:强效太阳水	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:强效太阳水	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:强效金创药	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:强效金创药	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:强效魔法药	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:强效魔法药	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:珍珠戒指	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:魅力戒指	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:蓝翡翠项链	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:45] 物品:黑檀手镯	怪物:2A87BE10尸王8	地图:H201	X:129	Y:159 
[2024/8/22 12:55:50] 物品:魔法药(小量)	怪物:1413D5A0僵尸5	地图:H201	X:133	Y:157 
[2024/8/22 12:55:51] 物品:小手镯	怪物:063FB3C0祖玛卫士8	地图:H204	X:64	Y:36 
[2024/8/22 12:55:54] 物品:放大镜	怪物:25A41AF0祖玛雕像8	地图:H204	X:64	Y:37 
[2024/8/22 12:55:58] 物品:轻型盔甲(女)	怪物:23D2C530僵尸10	地图:H201	X:138	Y:156 
[2024/8/22 12:55:58] 物品:金创药(中量)	怪物:23D2C530僵尸10	地图:H201	X:138	Y:156 
[2024/8/22 12:55:58] 物品:魔法药(中量)	怪物:23D2C530僵尸10	地图:H201	X:138	Y:156 
[2024/8/22 12:56:0] 物品:偃月	怪物:1BE61470祖玛卫士8	地图:H204	X:63	Y:35 
[2024/8/22 12:56:1] 物品:强效金创药	怪物:1ECDE590魔龙射手	地图:66	X:52	Y:63 
[2024/8/22 12:56:1] 物品:凝霜	怪物:1ECDE590魔龙射手	地图:66	X:52	Y:63 
[2024/8/22 12:56:1] 物品:海魂	怪物:2AB38640祖玛卫士8	地图:H204	X:63	Y:37 
[2024/8/22 12:56:1] 物品:琥珀项链	怪物:2AB38640祖玛卫士8	地图:H204	X:63	Y:37 
[2024/8/22 12:56:5] 物品:强效太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:强效太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:强效太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:强效太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:强效太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:太阳水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:金创药(中量)	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:金创药(中量)	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:强效金创药	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:强效金创药	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:强效金创药	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:魔法药(中量)	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:魔法药(中量)	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:强效魔法药	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:强效魔法药	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:强效魔法药	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:攻击神水	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:红宝石戒指	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:冰咆哮	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:5] 物品:刺杀剑术	怪物:29066760沃玛卫士8	地图:H204	X:63	Y:38 
[2024/8/22 12:56:12] 物品:道士手镯	怪物:24526EB0魔龙破甲兵	地图:66	X:52	Y:65 
[2024/8/22 12:56:13] 物品:强效太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:太阳水	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:金创药(中量)	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:金创药(中量)	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:金创药(中量)	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效金创药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效金创药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效金创药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:魔法药(中量)	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:魔法药(中量)	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:魔法药(中量)	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效魔法药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效魔法药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效魔法药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效金创药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效金创药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效金创药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效金创药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效金创药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效金创药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效魔法药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效魔法药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效魔法药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
[2024/8/22 12:56:13] 物品:强效魔法药	怪物:29EB4070白野猪8	地图:H204	X:59	Y:40 
