[2024/8/19 13:0:2] 物品:魔法药(小量)	怪物:03B19080僵尸4	地图:H201	X:149	Y:37 
[2024/8/19 13:54:1] 物品:太阳水	怪物:05A5A1F0奴隶	地图:F004	X:68	Y:47 
[2024/8/19 13:54:1] 物品:强效魔法药	怪物:05A5A1F0奴隶	地图:F004	X:68	Y:47 
[2024/8/19 13:54:6] 物品:青铜剑	怪物:1C992E20骷髅战将0	地图:D002	X:371	Y:372 
[2024/8/19 13:54:6] 物品:金创药(中量)	怪物:1C992E20骷髅战将0	地图:D002	X:371	Y:372 
[2024/8/19 13:54:6] 物品:金创药(中量)	怪物:1C992E20骷髅战将0	地图:D002	X:371	Y:372 
[2024/8/19 13:54:6] 物品:金创药(中量)	怪物:1C992E20骷髅战将0	地图:D002	X:371	Y:372 
[2024/8/19 13:54:6] 物品:金创药(中量)	怪物:1C992E20骷髅战将0	地图:D002	X:371	Y:372 
[2024/8/19 13:54:6] 物品:魔法药(中量)	怪物:1C992E20骷髅战将0	地图:D002	X:371	Y:372 
[2024/8/19 13:54:6] 物品:魔法药(中量)	怪物:1C992E20骷髅战将0	地图:D002	X:371	Y:372 
[2024/8/19 13:54:6] 物品:魔法药(中量)	怪物:1C992E20骷髅战将0	地图:D002	X:371	Y:372 
[2024/8/19 13:54:6] 物品:魔法药(中量)	怪物:1C992E20骷髅战将0	地图:D002	X:371	Y:372 
[2024/8/19 13:54:10] 物品:神圣战甲术	怪物:15AE4410恶灵尸王	地图:H201	X:44	Y:116 
[2024/8/19 13:54:10] 物品:施毒术	怪物:15AE4410恶灵尸王	地图:H201	X:44	Y:116 
[2024/8/19 13:54:10] 物品:地狱火	怪物:15AE4410恶灵尸王	地图:H201	X:44	Y:116 
[2024/8/19 13:54:11] 物品:施毒术	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:大火球	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:抗拒火环	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:精神力战法	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:火球术	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:治愈术	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:基本剑术	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:八荒	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:半月	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:海魂	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:琥珀项链	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:坚固手套	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:魔力手镯	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:铁剑	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:短剑	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:轻型盔甲(男)	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:轻型盔甲(女)	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:青铜斧	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:黑檀项链	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:黄色水晶项链	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:黑色水晶项链	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:青铜头盔	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:金创药(小量)	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:金创药(小量)	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:金创药(小量)	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:金创药(小量)	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:魔法药(小量)	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:魔法药(小量)	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:魔法药(小量)	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:11] 物品:魔法药(小量)	怪物:1EF649B0僵尸50	地图:H201	X:44	Y:117 
[2024/8/19 13:54:13] 物品:抗拒火环	怪物:30818980僵尸10	地图:H201	X:43	Y:116 
[2024/8/19 13:54:13] 物品:铁剑	怪物:30818980僵尸10	地图:H201	X:43	Y:116 
[2024/8/19 13:54:13] 物品:金创药(中量)	怪物:30818980僵尸10	地图:H201	X:43	Y:116 
[2024/8/19 13:54:13] 物品:魔法药(中量)	怪物:30818980僵尸10	地图:H201	X:43	Y:116 
[2024/8/19 13:54:16] 物品:太阳水	怪物:223FF600黑野猪8	地图:H002	X:214	Y:70 
[2024/8/19 13:54:17] 物品:强效太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:强效太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:强效太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:强效太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:强效太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:太阳水	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:金创药(中量)	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:金创药(中量)	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:强效金创药	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:强效金创药	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:强效金创药	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:魔法药(中量)	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:魔法药(中量)	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:强效魔法药	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:强效魔法药	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:强效魔法药	怪物:1E9FB150沃玛卫士8	地图:H204	X:53	Y:14 
[2024/8/19 13:54:17] 物品:金创药(小量)	怪物:17DAADE0山洞蝙蝠	地图:D002	X:322	Y:123 
[2024/8/19 13:54:20] 物品:强效太阳水	怪物:2EB8E140魔龙射手	地图:66	X:98	Y:122 
[2024/8/19 13:54:21] 物品:大火球	怪物:29D2C200僵尸1	地图:H201	X:42	Y:116 
[2024/8/19 13:54:21] 物品:诱惑之光	怪物:29D2C200僵尸1	地图:H201	X:42	Y:116 
[2024/8/19 13:54:21] 物品:攻杀剑术	怪物:2DCDA020僵尸40	地图:H201	X:43	Y:116 
[2024/8/19 13:54:21] 物品:大火球	怪物:2DCDA020僵尸40	地图:H201	X:43	Y:116 
[2024/8/19 13:54:21] 物品:抗拒火环	怪物:2DCDA020僵尸40	地图:H201	X:43	Y:116 
[2024/8/19 13:54:21] 物品:精神力战法	怪物:2DCDA020僵尸40	地图:H201	X:43	Y:116 
[2024/8/19 13:54:21] 物品:火球术	怪物:2DCDA020僵尸40	地图:H201	X:43	Y:116 
[2024/8/19 13:54:21] 物品:治愈术	怪物:2DCDA020僵尸40	地图:H201	X:43	Y:116 
[2024/8/19 13:54:21] 物品:基本剑术	怪物:2DCDA020僵尸40	地图:H201	X:43	Y:116 
[2024/8/19 13:54:21] 物品:魔法药(小量)	怪物:2DCDA020僵尸40	地图:H201	X:43	Y:116 
[2024/8/19 13:54:24] 物品:金创药(中量)	怪物:309BBF80掷斧骷髅0	地图:D002	X:370	Y:371 
[2024/8/19 13:54:24] 物品:金创药(中量)	怪物:309BBF80掷斧骷髅0	地图:D002	X:370	Y:371 
[2024/8/19 13:54:24] 物品:金创药(中量)	怪物:309BBF80掷斧骷髅0	地图:D002	X:370	Y:371 
[2024/8/19 13:54:24] 物品:金创药(中量)	怪物:309BBF80掷斧骷髅0	地图:D002	X:370	Y:371 
[2024/8/19 13:54:24] 物品:魔法药(中量)	怪物:309BBF80掷斧骷髅0	地图:D002	X:370	Y:371 
[2024/8/19 13:54:24] 物品:魔法药(中量)	怪物:309BBF80掷斧骷髅0	地图:D002	X:370	Y:371 
[2024/8/19 13:54:24] 物品:魔法药(中量)	怪物:309BBF80掷斧骷髅0	地图:D002	X:370	Y:371 
[2024/8/19 13:54:24] 物品:魔法药(中量)	怪物:309BBF80掷斧骷髅0	地图:D002	X:370	Y:371 
[2024/8/19 13:54:29] 物品:强效魔法药	怪物:1CAF4120魔龙破甲兵	地图:66	X:104	Y:128 
[2024/8/19 13:54:29] 物品:六角戒指	怪物:18CF5350骷髅战士0	地图:D002	X:322	Y:122 
[2024/8/19 13:54:29] 物品:金创药(中量)	怪物:18CF5350骷髅战士0	地图:D002	X:322	Y:122 
[2024/8/19 13:54:29] 物品:金创药(中量)	怪物:18CF5350骷髅战士0	地图:D002	X:322	Y:122 
[2024/8/19 13:54:29] 物品:金创药(中量)	怪物:18CF5350骷髅战士0	地图:D002	X:322	Y:122 
[2024/8/19 13:54:29] 物品:金创药(中量)	怪物:18CF5350骷髅战士0	地图:D002	X:322	Y:122 
[2024/8/19 13:54:29] 物品:魔法药(中量)	怪物:18CF5350骷髅战士0	地图:D002	X:322	Y:122 
[2024/8/19 13:54:29] 物品:魔法药(中量)	怪物:18CF5350骷髅战士0	地图:D002	X:322	Y:122 
[2024/8/19 13:54:29] 物品:魔法药(中量)	怪物:18CF5350骷髅战士0	地图:D002	X:322	Y:122 
[2024/8/19 13:54:29] 物品:魔法药(中量)	怪物:18CF5350骷髅战士0	地图:D002	X:322	Y:122 
[2024/8/19 13:54:30] 物品:强效太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:太阳水	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效金创药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效金创药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效金创药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效金创药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效金创药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效金创药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效金创药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效金创药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效金创药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效金创药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效魔法药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效魔法药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效魔法药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效魔法药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效魔法药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效魔法药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效魔法药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效魔法药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效魔法药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:强效魔法药	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:夏普儿手镯	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:30] 物品:道士头盔	怪物:1A125A60虹魔蝎卫8	地图:H204	X:54	Y:12 
[2024/8/19 13:54:32] 物品:强效太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:强效太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:强效太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:强效太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:强效太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:太阳水	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:金创药(中量)	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:金创药(中量)	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:强效金创药	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:强效金创药	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:强效金创药	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:魔法药(中量)	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:魔法药(中量)	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:强效魔法药	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:强效魔法药	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:强效魔法药	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:蓝翡翠项链	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:32] 物品:召唤骷髅	怪物:1A4D7C80沃玛卫士8	地图:H204	X:54	Y:14 
[2024/8/19 13:54:33] 物品:集体隐身术	怪物:0DA35D90恶灵尸王	地图:H201	X:44	Y:110 
[2024/8/19 13:54:33] 物品:灵魂火符	怪物:0DA35D90恶灵尸王	地图:H201	X:44	Y:110 
[2024/8/19 13:54:33] 物品:大火球	怪物:0DA35D90恶灵尸王	地图:H201	X:44	Y:110 
[2024/8/19 13:54:37] 物品:金创药(小量)	怪物:28ECB010僵尸5	地图:H201	X:45	Y:111 
[2024/8/19 13:54:38] 物品:强效魔法药	怪物:184B9790魔龙射手	地图:66	X:107	Y:120 
[2024/8/19 13:54:42] 物品:太阳水	怪物:1A2FF2A0黑野猪8	地图:H002	X:252	Y:150 
[2024/8/19 13:54:42] 物品:灵魂战衣(女)	怪物:1A2FF2A0黑野猪8	地图:H002	X:252	Y:150 
[2024/8/19 13:54:44] 物品:强效太阳水	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:强效太阳水	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:强效太阳水	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:强效太阳水	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:强效太阳水	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:强效金创药	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:强效金创药	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:强效魔法药	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:强效魔法药	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:珍珠戒指	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:黑檀手镯	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:魔力手镯	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:44] 物品:圣言术	怪物:2EC867D0尸王8	地图:H201	X:45	Y:110 
[2024/8/19 13:54:58] 物品:强效太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:强效太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:强效太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:强效太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:强效太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:太阳水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:金创药(中量)	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:金创药(中量)	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:强效金创药	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:强效金创药	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:强效金创药	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:魔法药(中量)	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:魔法药(中量)	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:强效魔法药	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:强效魔法药	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:强效魔法药	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:攻击神水	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:灵魂战衣(女)	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:凌风	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:琥珀项链	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:54:58] 物品:神圣战甲术	怪物:054865D0沃玛卫士8	地图:H204	X:39	Y:19 
[2024/8/19 13:55:2] 物品:强效太阳水	怪物:206FE460奴隶	地图:F004	X:38	Y:40 
[2024/8/19 13:55:7] 物品:强效太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:强效太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:强效太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:强效太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:强效太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
[2024/8/19 13:55:7] 物品:太阳水	怪物:2A80E300沃玛卫士8	地图:H204	X:41	Y:20 
