[2024/8/19 7:0:2] 物品:金创药(中量)	怪物:28E5A3E0祖玛雕像8	地图:H204	X:88	Y:51 
[2024/8/19 7:47:16] 物品:太阳水	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:太阳水	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:太阳水	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:太阳水	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:金创药(中量)	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:金创药(中量)	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:金创药(中量)	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:金创药(中量)	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:魔法药(中量)	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:魔法药(中量)	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:魔法药(中量)	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:16] 物品:魔法药(中量)	怪物:18EF42A0跳跳蜂0	地图:D601	X:30	Y:149 
[2024/8/19 7:47:18] 物品:强效太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:强效太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:强效太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:强效太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:强效太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:太阳水	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:金创药(中量)	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:金创药(中量)	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:强效金创药	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:强效金创药	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:强效金创药	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:魔法药(中量)	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:魔法药(中量)	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:强效魔法药	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:强效魔法药	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:强效魔法药	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:夏普儿手镯	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:辟邪手镯	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:生铁戒指	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:群体治疗术	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:18] 物品:刺杀剑术	怪物:0DA35D90沃玛卫士8	地图:H204	X:39	Y:20 
[2024/8/19 7:47:23] 物品:刺杀剑术	怪物:2B5E52E0恶灵尸王	地图:H201	X:42	Y:116 
[2024/8/19 7:47:23] 物品:神圣战甲术	怪物:2B5E52E0恶灵尸王	地图:H201	X:42	Y:116 
[2024/8/19 7:47:23] 物品:集体隐身术	怪物:2B5E52E0恶灵尸王	地图:H201	X:42	Y:116 
[2024/8/19 7:47:23] 物品:雷电术	怪物:2B5E52E0恶灵尸王	地图:H201	X:42	Y:116 
[2024/8/19 7:47:23] 物品:瞬息移动	怪物:2B5E52E0恶灵尸王	地图:H201	X:42	Y:116 
[2024/8/19 7:47:28] 物品:魅力戒指	怪物:2847A380祖玛卫士8	地图:H204	X:48	Y:12 
[2024/8/19 7:47:30] 物品:灵魂战衣(女)	怪物:2FB07710魔龙破甲兵	地图:66	X:107	Y:195 
[2024/8/19 7:47:30] 物品:金手镯	怪物:2FB07710魔龙破甲兵	地图:66	X:107	Y:195 
[2024/8/19 7:47:31] 物品:强效太阳水	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:强效太阳水	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:强效太阳水	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:强效太阳水	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:强效太阳水	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:强效金创药	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:强效金创药	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:强效魔法药	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:强效魔法药	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:生铁戒指	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:魔力手镯	怪物:19395560尸王8	地图:H201	X:46	Y:112 
[2024/8/19 7:47:31] 物品:强效太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:强效太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:强效太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:强效太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:强效太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:太阳水	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:金创药(中量)	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:金创药(中量)	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:强效金创药	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:强效金创药	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:强效金创药	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:魔法药(中量)	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:魔法药(中量)	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:强效魔法药	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:强效魔法药	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:强效魔法药	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:灯笼项链	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:蛇眼戒指	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:珍珠戒指	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:召唤神兽	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:31] 物品:地狱火	怪物:281DD310沃玛卫士8	地图:H204	X:64	Y:60 
[2024/8/19 7:47:34] 物品:强效太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:太阳水	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:金创药(中量)	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:金创药(中量)	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:金创药(中量)	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效金创药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效金创药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效金创药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:魔法药(中量)	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:魔法药(中量)	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:魔法药(中量)	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效魔法药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效魔法药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效魔法药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效金创药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效金创药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效金创药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效金创药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效金创药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效金创药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效魔法药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效魔法药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效魔法药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效魔法药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效魔法药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:强效魔法药	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:34] 物品:魅力戒指	怪物:2836EEA0虹魔猪卫8	地图:H204	X:47	Y:13 
[2024/8/19 7:47:35] 物品:火墙	怪物:0D5DD530恶灵尸王	地图:H201	X:47	Y:112 
[2024/8/19 7:47:35] 物品:幽灵盾	怪物:0D5DD530恶灵尸王	地图:H201	X:47	Y:112 
[2024/8/19 7:47:35] 物品:爆裂火焰	怪物:0D5DD530恶灵尸王	地图:H201	X:47	Y:112 
[2024/8/19 7:47:35] 物品:隐身术	怪物:0D5DD530恶灵尸王	地图:H201	X:47	Y:112 
[2024/8/19 7:47:35] 物品:攻杀剑术	怪物:0D5DD530恶灵尸王	地图:H201	X:47	Y:112 
[2024/8/19 7:47:35] 物品:召唤骷髅	怪物:0D5DD530恶灵尸王	地图:H201	X:47	Y:112 
[2024/8/19 7:47:40] 物品:强效太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:太阳水	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:金创药(中量)	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:金创药(中量)	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:金创药(中量)	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效金创药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效金创药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效金创药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:魔法药(中量)	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:魔法药(中量)	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:魔法药(中量)	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效魔法药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效魔法药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效魔法药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效金创药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效金创药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效金创药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效金创药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效金创药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效金创药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效魔法药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效魔法药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效魔法药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效魔法药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效魔法药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:强效魔法药	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:40] 物品:偃月	怪物:2842DC70虹魔猪卫8	地图:H204	X:47	Y:11 
[2024/8/19 7:47:42] 物品:强效太阳水	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:强效太阳水	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:强效太阳水	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:强效太阳水	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:强效太阳水	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:强效金创药	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:强效金创药	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:强效魔法药	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:强效魔法药	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:黑色水晶戒指	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:蛇眼戒指	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:魅力戒指	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:蓝翡翠项链	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:魔力手镯	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:42] 物品:困魔咒	怪物:31B3DD00尸王8	地图:H201	X:48	Y:107 
[2024/8/19 7:47:47] 物品:强效魔法药	怪物:1BFF5270魔龙射手	地图:66	X:102	Y:191 
[2024/8/19 7:47:47] 物品:魔法长袍(男)	怪物:1BFF5270魔龙射手	地图:66	X:102	Y:191 
[2024/8/19 7:47:49] 物品:强效太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:强效太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:强效太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:强效太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:强效太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:金创药(中量)	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:金创药(中量)	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:强效金创药	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:强效金创药	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:强效金创药	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:魔法药(中量)	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:魔法药(中量)	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:强效魔法药	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:强效魔法药	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:强效魔法药	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:思贝儿手镯	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:烈火剑法	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:49] 物品:地狱雷光	怪物:2DD814C0沃玛卫士8	地图:H204	X:56	Y:16 
[2024/8/19 7:47:54] 物品:强效太阳水	怪物:2DF18D50白野猪8	地图:H204	X:61	Y:20 
[2024/8/19 7:47:54] 物品:强效太阳水	怪物:2DF18D50白野猪8	地图:H204	X:61	Y:20 
[2024/8/19 7:47:54] 物品:强效太阳水	怪物:2DF18D50白野猪8	地图:H204	X:61	Y:20 
[2024/8/19 7:47:54] 物品:强效太阳水	怪物:2DF18D50白野猪8	地图:H204	X:61	Y:20 
