[2024/8/19 14:0:0] 物品:金创药(小量)	怪物:28C42270僵尸4	地图:H201	X:29	Y:70 
[2024/8/19 14:48:44] 物品:强效太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:太阳水	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效金创药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效金创药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效金创药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效金创药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效金创药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效金创药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效金创药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效金创药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效金创药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效金创药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效魔法药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效魔法药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效魔法药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效魔法药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效魔法药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效魔法药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效魔法药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效魔法药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效魔法药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:强效魔法药	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:44] 物品:虹魔手镯	怪物:1C7A0680虹魔蝎卫8	地图:H204	X:79	Y:19 
[2024/8/19 14:48:46] 物品:隐身术	怪物:28351CB0僵尸40	地图:H201	X:104	Y:170 
[2024/8/19 14:48:46] 物品:大火球	怪物:28351CB0僵尸40	地图:H201	X:104	Y:170 
[2024/8/19 14:48:46] 物品:抗拒火环	怪物:28351CB0僵尸40	地图:H201	X:104	Y:170 
[2024/8/19 14:48:46] 物品:精神力战法	怪物:28351CB0僵尸40	地图:H201	X:104	Y:170 
[2024/8/19 14:48:46] 物品:火球术	怪物:28351CB0僵尸40	地图:H201	X:104	Y:170 
[2024/8/19 14:48:46] 物品:治愈术	怪物:28351CB0僵尸40	地图:H201	X:104	Y:170 
[2024/8/19 14:48:46] 物品:基本剑术	怪物:28351CB0僵尸40	地图:H201	X:104	Y:170 
[2024/8/19 14:48:49] 物品:强效金创药	怪物:2902DAC0魔龙邪眼	地图:66	X:35	Y:235 
[2024/8/19 14:48:49] 物品:金戒指	怪物:2902DAC0魔龙邪眼	地图:66	X:35	Y:235 
[2024/8/19 14:48:51] 物品:攻击力药水	怪物:2069A9E0僵尸4	地图:H201	X:105	Y:169 
[2024/8/19 14:48:52] 物品:强效魔法药	怪物:24498C40魔龙射手1	地图:66	X:39	Y:236 
[2024/8/19 14:48:52] 物品:魅力戒指	怪物:18B07860祖玛雕像8	地图:H204	X:83	Y:23 
[2024/8/19 14:48:53] 物品:古铜戒指	怪物:1F930240稻草人	地图:0	X:515	Y:574 
[2024/8/19 14:48:54] 物品:金创药(小量)	怪物:2EBC83A0僵尸3	地图:D402	X:155	Y:148 
[2024/8/19 14:48:57] 物品:金创药(小量)	怪物:1AE2D3B0骷髅战士	地图:4	X:122	Y:94 
[2024/8/19 14:48:58] 物品:治愈术	怪物:1A350E30僵尸1	地图:H201	X:104	Y:169 
[2024/8/19 14:48:58] 物品:金创药(小量)	怪物:303077C0僵尸4	地图:H201	X:104	Y:168 
[2024/8/19 14:48:58] 物品:魔法药(小量)	怪物:303077C0僵尸4	地图:H201	X:104	Y:168 
[2024/8/19 14:49:0] 物品:魔法药(小量)	怪物:15B1BBC0僵尸5	地图:H201	X:105	Y:169 
[2024/8/19 14:49:3] 物品:金创药(中量)	怪物:1B17BD60骷髅战将	地图:4	X:115	Y:96 
[2024/8/19 14:49:4] 物品:金创药(小量)	怪物:0598E270稻草人	地图:0	X:499	Y:568 
[2024/8/19 14:49:4] 物品:疾风药水	怪物:0598E270稻草人	地图:0	X:499	Y:568 
[2024/8/19 14:49:5] 物品:魔法药(小量)	怪物:31F5D110僵尸5	地图:H201	X:104	Y:168 
[2024/8/19 14:49:9] 物品:疾光电影	怪物:1B36CED0恶灵尸王	地图:H201	X:106	Y:168 
[2024/8/19 14:49:9] 物品:地狱火	怪物:1B36CED0恶灵尸王	地图:H201	X:106	Y:168 
[2024/8/19 14:49:9] 物品:召唤骷髅	怪物:1B36CED0恶灵尸王	地图:H201	X:106	Y:168 
[2024/8/19 14:49:9] 物品:瞬息移动	怪物:1B36CED0恶灵尸王	地图:H201	X:106	Y:168 
[2024/8/19 14:49:10] 物品:强效金创药	怪物:2DAD7960魔龙破甲兵2	地图:66	X:34	Y:245 
[2024/8/19 14:49:12] 物品:黑色水晶戒指	怪物:2DC7A6B0祖玛卫士8	地图:H204	X:66	Y:37 
[2024/8/19 14:49:13] 物品:铁剑	怪物:31AEADF0僵尸10	地图:H201	X:106	Y:168 
[2024/8/19 14:49:13] 物品:金创药(中量)	怪物:31AEADF0僵尸10	地图:H201	X:106	Y:168 
[2024/8/19 14:49:13] 物品:金创药(中量)	怪物:31AEADF0僵尸10	地图:H201	X:106	Y:168 
[2024/8/19 14:49:14] 物品:魔法药(小量)	怪物:309EDFC0僵尸5	地图:H201	X:105	Y:167 
[2024/8/19 14:49:16] 物品:施毒术	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:召唤骷髅	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:地狱火	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:抗拒火环	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:精神力战法	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:火球术	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:治愈术	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:基本剑术	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:青铜斧	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:黑檀项链	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:魔法药(小量)	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:16] 物品:魔法药(小量)	怪物:28351CB0僵尸40	地图:H201	X:104	Y:169 
[2024/8/19 14:49:18] 物品:大手镯	怪物:1EA8DE30骷髅战士	地图:4	X:103	Y:103 
[2024/8/19 14:49:21] 物品:强效魔法药	怪物:07CBAAE0魔龙射手	地图:66	X:30	Y:246 
[2024/8/19 14:49:24] 物品:强效魔法药	怪物:24AAE0B0祖玛雕像8	地图:H204	X:63	Y:38 
[2024/8/19 14:49:24] 物品:道德戒指	怪物:18B35310奴隶	地图:F004	X:48	Y:42 
[2024/8/19 14:49:24] 物品:强效金创药	怪物:18B35310奴隶	地图:F004	X:48	Y:42 
[2024/8/19 14:49:26] 物品:太阳水	怪物:1828DF80魔龙破甲兵	地图:66	X:29	Y:245 
[2024/8/19 14:49:30] 物品:金创药(小量)	怪物:28DDE1D0僵尸4	地图:H201	X:108	Y:184 
[2024/8/19 14:49:34] 物品:太阳水	怪物:310484E0大老鼠	地图:D501	X:183	Y:133 
[2024/8/19 14:49:35] 物品:强效魔法药	怪物:24AC2D80魔龙血蛙	地图:66	X:29	Y:238 
[2024/8/19 14:49:35] 物品:道士头盔	怪物:24AC2D80魔龙血蛙	地图:66	X:29	Y:238 
[2024/8/19 14:49:35] 物品:灵魂战衣(男)	怪物:24AC2D80魔龙血蛙	地图:66	X:29	Y:238 
[2024/8/19 14:49:38] 物品:魔法药(小量)	怪物:06337260僵尸5	地图:H201	X:110	Y:179 
[2024/8/19 14:49:41] 物品:强效太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:太阳水	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:金创药(中量)	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:金创药(中量)	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:金创药(中量)	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效金创药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效金创药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效金创药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:魔法药(中量)	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:魔法药(中量)	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:魔法药(中量)	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效魔法药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效魔法药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效魔法药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效金创药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效金创药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效金创药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效金创药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效金创药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效金创药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效魔法药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效魔法药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效魔法药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效魔法药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效魔法药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:强效魔法药	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:降魔	怪物:19F399E0白野猪8	地图:H204	X:58	Y:41 
[2024/8/19 14:49:41] 物品:竹笛	怪物:17C28870魔龙射手	地图:66	X:22	Y:237 
[2024/8/19 14:49:46] 物品:金手镯	怪物:296A9790魔龙邪眼	地图:66	X:24	Y:236 
[2024/8/19 14:49:49] 物品:金创药(小量)	怪物:2944EEA0僵尸4	地图:H201	X:90	Y:170 
[2024/8/19 14:49:53] 物品:强效魔法药	怪物:2A57EC30魔龙破甲兵	地图:66	X:33	Y:227 
[2024/8/19 14:49:53] 物品:太阳水	怪物:1A9AFA90黑野猪8	地图:H002	X:114	Y:203 
[2024/8/19 14:50:2] 物品:强效太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:太阳水	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:金创药(中量)	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:金创药(中量)	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:金创药(中量)	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效金创药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效金创药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效金创药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:魔法药(中量)	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:魔法药(中量)	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:魔法药(中量)	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效魔法药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效魔法药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效魔法药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效金创药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效金创药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效金创药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效金创药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效金创药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效金创药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效魔法药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效魔法药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效魔法药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效魔法药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效魔法药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:强效魔法药	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:2] 物品:恶魔长袍(女)	怪物:05BCA4C0白野猪8	地图:H204	X:51	Y:42 
[2024/8/19 14:50:3] 物品:金创药(小量)	怪物:1A032B90僵尸3	地图:D402	X:160	Y:131 
[2024/8/19 14:50:4] 物品:重盔甲(女)	怪物:1A25BF10奴隶	地图:F004	X:49	Y:27 
[2024/8/19 14:50:4] 物品:降魔	怪物:1A25BF10奴隶	地图:F004	X:49	Y:27 
[2024/8/19 14:50:4] 物品:太阳水	怪物:1A25BF10奴隶	地图:F004	X:49	Y:27 
[2024/8/19 14:50:6] 物品:强效魔法药	怪物:1A8F19A0魔龙破甲兵	地图:66	X:34	Y:227 
[2024/8/19 14:50:6] 物品:魅力戒指	怪物:1A8F19A0魔龙破甲兵	地图:66	X:34	Y:227 
[2024/8/19 14:50:9] 物品:幽灵盾	怪物:03AD1040僵尸2	地图:D2000	X:172	Y:98 
[2024/8/19 14:50:16] 物品:强效金创药	怪物:274F2040魔龙射手	地图:66	X:37	Y:227 
[2024/8/19 14:50:16] 物品:强效魔法药	怪物:274F2040魔龙射手	地图:66	X:37	Y:227 
[2024/8/19 14:50:16] 物品:攻杀剑术	怪物:27818BA0僵尸4	地图:H201	X:104	Y:177 
[2024/8/19 14:50:24] 物品:魔法药(小量)	怪物:1A3F92A0僵尸4	地图:H201	X:104	Y:160 
[2024/8/19 14:50:28] 物品:魔法药(小量)	怪物:17E23AF0僵尸4	地图:H201	X:105	Y:161 
[2024/8/19 14:50:29] 物品:强效太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:太阳水	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:金创药(中量)	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:金创药(中量)	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:金创药(中量)	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效金创药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效金创药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效金创药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:魔法药(中量)	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:魔法药(中量)	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:魔法药(中量)	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效魔法药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效魔法药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效魔法药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效金创药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效金创药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效金创药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效金创药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效金创药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效金创药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效魔法药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
[2024/8/19 14:50:29] 物品:强效魔法药	怪物:249A6CE0白野猪8	地图:H204	X:47	Y:55 
