[2024/8/18 11:0:0] 物品:魔法药(小量)	怪物:223423C0僵尸4	地图:H201	X:82	Y:59 
[2024/8/18 11:57:14] 物品:强效太阳水	怪物:227117D0尸王8	地图:H201	X:58	Y:162 
[2024/8/18 11:57:14] 物品:强效太阳水	怪物:227117D0尸王8	地图:H201	X:58	Y:162 
[2024/8/18 11:57:14] 物品:强效太阳水	怪物:227117D0尸王8	地图:H201	X:58	Y:162 
[2024/8/18 11:57:14] 物品:强效金创药	怪物:227117D0尸王8	地图:H201	X:58	Y:162 
[2024/8/18 11:57:14] 物品:强效金创药	怪物:227117D0尸王8	地图:H201	X:58	Y:162 
[2024/8/18 11:57:14] 物品:强效魔法药	怪物:227117D0尸王8	地图:H201	X:58	Y:162 
[2024/8/18 11:57:14] 物品:强效魔法药	怪物:227117D0尸王8	地图:H201	X:58	Y:162 
[2024/8/18 11:57:14] 物品:道德戒指	怪物:227117D0尸王8	地图:H201	X:58	Y:162 
[2024/8/18 11:57:14] 物品:魅力戒指	怪物:227117D0尸王8	地图:H201	X:58	Y:162 
[2024/8/18 11:57:14] 物品:魔力手镯	怪物:227117D0尸王8	地图:H201	X:58	Y:162 
[2024/8/18 11:57:17] 物品:魔法药(小量)	怪物:2CC22390僵尸3	地图:D401	X:118	Y:158 
[2024/8/18 11:57:17] 物品:战神油	怪物:23C34A50钳虫8	地图:H001	X:14	Y:117 
[2024/8/18 11:57:19] 物品:魔法药(小量)	怪物:0D91DF80僵尸4	地图:H201	X:64	Y:174 
[2024/8/18 11:57:20] 物品:黑檀手镯	怪物:2A944410牛魔侍卫8	地图:H010	X:89	Y:349 
[2024/8/18 11:57:20] 物品:白色虎齿项链	怪物:2A944410牛魔侍卫8	地图:H010	X:89	Y:349 
[2024/8/18 11:57:22] 物品:强效太阳水	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:强效太阳水	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:强效太阳水	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:强效太阳水	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:强效太阳水	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:强效金创药	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:强效金创药	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:强效魔法药	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:强效魔法药	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:骷髅戒指	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:蛇眼戒指	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:蓝翡翠项链	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:22] 物品:黑檀手镯	怪物:2ABE1B20尸王8	地图:H201	X:65	Y:176 
[2024/8/18 11:57:23] 物品:强效太阳水	怪物:29162940尸王8	地图:H201	X:57	Y:164 
[2024/8/18 11:57:23] 物品:强效太阳水	怪物:29162940尸王8	地图:H201	X:57	Y:164 
[2024/8/18 11:57:23] 物品:强效太阳水	怪物:29162940尸王8	地图:H201	X:57	Y:164 
[2024/8/18 11:57:23] 物品:强效太阳水	怪物:29162940尸王8	地图:H201	X:57	Y:164 
[2024/8/18 11:57:23] 物品:强效太阳水	怪物:29162940尸王8	地图:H201	X:57	Y:164 
[2024/8/18 11:57:23] 物品:强效金创药	怪物:29162940尸王8	地图:H201	X:57	Y:164 
[2024/8/18 11:57:23] 物品:强效金创药	怪物:29162940尸王8	地图:H201	X:57	Y:164 
[2024/8/18 11:57:23] 物品:强效魔法药	怪物:29162940尸王8	地图:H201	X:57	Y:164 
[2024/8/18 11:57:23] 物品:强效魔法药	怪物:29162940尸王8	地图:H201	X:57	Y:164 
[2024/8/18 11:57:23] 物品:黑色水晶戒指	怪物:29162940尸王8	地图:H201	X:57	Y:164 
[2024/8/18 11:57:26] 物品:强效太阳水	怪物:28A9BE50尸王8	地图:H201	X:58	Y:163 
[2024/8/18 11:57:26] 物品:强效太阳水	怪物:28A9BE50尸王8	地图:H201	X:58	Y:163 
[2024/8/18 11:57:26] 物品:强效太阳水	怪物:28A9BE50尸王8	地图:H201	X:58	Y:163 
[2024/8/18 11:57:26] 物品:强效太阳水	怪物:28A9BE50尸王8	地图:H201	X:58	Y:163 
[2024/8/18 11:57:26] 物品:强效太阳水	怪物:28A9BE50尸王8	地图:H201	X:58	Y:163 
[2024/8/18 11:57:26] 物品:强效金创药	怪物:28A9BE50尸王8	地图:H201	X:58	Y:163 
[2024/8/18 11:57:26] 物品:强效金创药	怪物:28A9BE50尸王8	地图:H201	X:58	Y:163 
[2024/8/18 11:57:26] 物品:强效魔法药	怪物:28A9BE50尸王8	地图:H201	X:58	Y:163 
[2024/8/18 11:57:26] 物品:强效魔法药	怪物:28A9BE50尸王8	地图:H201	X:58	Y:163 
[2024/8/18 11:57:26] 物品:黑檀手镯	怪物:28A9BE50尸王8	地图:H201	X:58	Y:163 
[2024/8/18 11:57:28] 物品:火球术	怪物:1B764570僵尸5	地图:H201	X:88	Y:170 
[2024/8/18 11:57:32] 物品:强效太阳水	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:强效太阳水	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:强效太阳水	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:强效太阳水	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:强效太阳水	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:强效金创药	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:强效金创药	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:强效魔法药	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:强效魔法药	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:蛇眼戒指	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:黑檀手镯	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:魔力手镯	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:圣言术	怪物:223F4480尸王8	地图:H201	X:87	Y:169 
[2024/8/18 11:57:32] 物品:强效太阳水	怪物:295D28C0牛魔祭司0	地图:H010	X:86	Y:351 
[2024/8/18 11:57:32] 物品:强效太阳水	怪物:295D28C0牛魔祭司0	地图:H010	X:86	Y:351 
[2024/8/18 11:57:32] 物品:太阳水	怪物:295D28C0牛魔祭司0	地图:H010	X:86	Y:351 
[2024/8/18 11:57:32] 物品:太阳水	怪物:295D28C0牛魔祭司0	地图:H010	X:86	Y:351 
[2024/8/18 11:57:32] 物品:力量戒指	怪物:295D28C0牛魔祭司0	地图:H010	X:86	Y:351 
[2024/8/18 11:57:32] 物品:龙之手镯	怪物:295D28C0牛魔祭司0	地图:H010	X:86	Y:351 
[2024/8/18 11:57:34] 物品:强效太阳水	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:34] 物品:强效太阳水	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:34] 物品:强效太阳水	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:34] 物品:强效太阳水	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:34] 物品:强效太阳水	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:34] 物品:强效金创药	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:34] 物品:强效金创药	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:34] 物品:强效魔法药	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:34] 物品:强效魔法药	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:34] 物品:珍珠戒指	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:34] 物品:魔力手镯	怪物:28C0EF00尸王8	地图:H201	X:88	Y:172 
[2024/8/18 11:57:35] 物品:魔法长袍(男)	怪物:2E1F1390牛魔法师8	地图:H010	X:86	Y:352 
[2024/8/18 11:57:35] 物品:道德戒指	怪物:2E1F1390牛魔法师8	地图:H010	X:86	Y:352 
[2024/8/18 11:57:35] 物品:降魔	怪物:2E1F1390牛魔法师8	地图:H010	X:86	Y:352 
[2024/8/18 11:57:36] 物品:强效太阳水	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:36] 物品:强效太阳水	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:36] 物品:强效太阳水	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:36] 物品:强效太阳水	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:36] 物品:强效太阳水	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:36] 物品:强效金创药	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:36] 物品:强效金创药	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:36] 物品:强效魔法药	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:36] 物品:强效魔法药	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:36] 物品:骷髅戒指	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:36] 物品:魔力手镯	怪物:22658B60尸王8	地图:H201	X:57	Y:161 
[2024/8/18 11:57:37] 物品:强效太阳水	怪物:2B2BE900尸王8	地图:H201	X:87	Y:171 
[2024/8/18 11:57:37] 物品:强效太阳水	怪物:2B2BE900尸王8	地图:H201	X:87	Y:171 
[2024/8/18 11:57:37] 物品:强效太阳水	怪物:2B2BE900尸王8	地图:H201	X:87	Y:171 
[2024/8/18 11:57:37] 物品:强效太阳水	怪物:2B2BE900尸王8	地图:H201	X:87	Y:171 
[2024/8/18 11:57:37] 物品:强效太阳水	怪物:2B2BE900尸王8	地图:H201	X:87	Y:171 
[2024/8/18 11:57:37] 物品:强效金创药	怪物:2B2BE900尸王8	地图:H201	X:87	Y:171 
[2024/8/18 11:57:37] 物品:强效金创药	怪物:2B2BE900尸王8	地图:H201	X:87	Y:171 
[2024/8/18 11:57:37] 物品:强效魔法药	怪物:2B2BE900尸王8	地图:H201	X:87	Y:171 
[2024/8/18 11:57:37] 物品:强效魔法药	怪物:2B2BE900尸王8	地图:H201	X:87	Y:171 
[2024/8/18 11:57:39] 物品:太阳水	怪物:2C7D9080僵尸5	地图:H201	X:57	Y:162 
[2024/8/18 11:57:41] 物品:金创药(小量)	怪物:1A61C090僵尸4	地图:H201	X:58	Y:163 
[2024/8/18 11:57:44] 物品:强效太阳水	怪物:18E95B20尸王8	地图:H201	X:89	Y:171 
[2024/8/18 11:57:44] 物品:强效太阳水	怪物:18E95B20尸王8	地图:H201	X:89	Y:171 
[2024/8/18 11:57:44] 物品:强效太阳水	怪物:18E95B20尸王8	地图:H201	X:89	Y:171 
[2024/8/18 11:57:44] 物品:强效太阳水	怪物:18E95B20尸王8	地图:H201	X:89	Y:171 
[2024/8/18 11:57:44] 物品:强效太阳水	怪物:18E95B20尸王8	地图:H201	X:89	Y:171 
[2024/8/18 11:57:44] 物品:强效金创药	怪物:18E95B20尸王8	地图:H201	X:89	Y:171 
[2024/8/18 11:57:44] 物品:强效金创药	怪物:18E95B20尸王8	地图:H201	X:89	Y:171 
[2024/8/18 11:57:44] 物品:强效魔法药	怪物:18E95B20尸王8	地图:H201	X:89	Y:171 
[2024/8/18 11:57:44] 物品:强效魔法药	怪物:18E95B20尸王8	地图:H201	X:89	Y:171 
[2024/8/18 11:57:44] 物品:凝霜	怪物:18E95B20尸王8	地图:H201	X:89	Y:171 
[2024/8/18 11:57:46] 物品:强效太阳水	怪物:2B3A23C0牛魔祭司8	地图:H010	X:93	Y:343 
[2024/8/18 11:57:46] 物品:强效太阳水	怪物:2B3A23C0牛魔祭司8	地图:H010	X:93	Y:343 
[2024/8/18 11:57:46] 物品:强效太阳水	怪物:2B3A23C0牛魔祭司8	地图:H010	X:93	Y:343 
[2024/8/18 11:57:46] 物品:强效太阳水	怪物:2B3A23C0牛魔祭司8	地图:H010	X:93	Y:343 
[2024/8/18 11:57:46] 物品:幽灵盾	怪物:18F1DAC0恶灵尸王	地图:H201	X:88	Y:171 
[2024/8/18 11:57:46] 物品:诱惑之光	怪物:18F1DAC0恶灵尸王	地图:H201	X:88	Y:171 
[2024/8/18 11:57:50] 物品:金戒指	怪物:29C58BA0牛魔法师8	地图:H010	X:93	Y:343 
[2024/8/18 11:57:51] 物品:强效太阳水	怪物:2275ED40尸王8	地图:H201	X:56	Y:162 
[2024/8/18 11:57:51] 物品:强效太阳水	怪物:2275ED40尸王8	地图:H201	X:56	Y:162 
[2024/8/18 11:57:51] 物品:强效太阳水	怪物:2275ED40尸王8	地图:H201	X:56	Y:162 
[2024/8/18 11:57:51] 物品:强效太阳水	怪物:2275ED40尸王8	地图:H201	X:56	Y:162 
[2024/8/18 11:57:51] 物品:强效太阳水	怪物:2275ED40尸王8	地图:H201	X:56	Y:162 
[2024/8/18 11:57:51] 物品:强效金创药	怪物:2275ED40尸王8	地图:H201	X:56	Y:162 
[2024/8/18 11:57:51] 物品:强效金创药	怪物:2275ED40尸王8	地图:H201	X:56	Y:162 
[2024/8/18 11:57:51] 物品:强效魔法药	怪物:2275ED40尸王8	地图:H201	X:56	Y:162 
[2024/8/18 11:57:51] 物品:强效魔法药	怪物:2275ED40尸王8	地图:H201	X:56	Y:162 
[2024/8/18 11:57:51] 物品:凝霜	怪物:2275ED40尸王8	地图:H201	X:56	Y:162 
[2024/8/18 11:57:51] 物品:偃月	怪物:27CE15A0祖玛雕像8	地图:H202	X:26	Y:19 
[2024/8/18 11:57:51] 物品:强效金创药	怪物:27B9B2E0祖玛卫士8	地图:H202	X:28	Y:19 
[2024/8/18 11:57:52] 物品:金创药(小量)	怪物:1EEF0370僵尸3	地图:D401	X:137	Y:146 
[2024/8/18 11:57:52] 物品:魔法药(小量)	怪物:1EEF0370僵尸3	地图:D401	X:137	Y:146 
[2024/8/18 11:58:0] 物品:蓝色水晶戒指	怪物:0388A460祖玛卫士8	地图:H202	X:27	Y:21 
[2024/8/18 11:58:0] 物品:强效太阳水	怪物:23F3F650牛魔祭司8	地图:H010	X:98	Y:337 
[2024/8/18 11:58:1] 物品:刺杀剑术	怪物:2DB4DD50恶灵尸王	地图:H201	X:61	Y:156 
[2024/8/18 11:58:1] 物品:灵魂火符	怪物:2DB4DD50恶灵尸王	地图:H201	X:61	Y:156 
[2024/8/18 11:58:1] 物品:诱惑之光	怪物:2DB4DD50恶灵尸王	地图:H201	X:61	Y:156 
[2024/8/18 11:58:1] 物品:瞬息移动	怪物:2DB4DD50恶灵尸王	地图:H201	X:61	Y:156 
[2024/8/18 11:58:5] 物品:强效太阳水	怪物:2976F5D0牛魔将军0	地图:H010	X:99	Y:337 
[2024/8/18 11:58:5] 物品:太阳水	怪物:2976F5D0牛魔将军0	地图:H010	X:99	Y:337 
[2024/8/18 11:58:5] 物品:太阳水	怪物:2976F5D0牛魔将军0	地图:H010	X:99	Y:337 
[2024/8/18 11:58:5] 物品:三眼手镯	怪物:2976F5D0牛魔将军0	地图:H010	X:99	Y:337 
[2024/8/18 11:58:11] 物品:强效太阳水	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:强效太阳水	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:强效太阳水	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:强效太阳水	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:强效太阳水	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:强效金创药	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:强效金创药	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:强效魔法药	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:强效魔法药	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:黑檀手镯	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:烈火剑法	怪物:1C19BF10尸王8	地图:H201	X:61	Y:156 
[2024/8/18 11:58:11] 物品:金创药(小量)	怪物:2A81AAB0僵尸5	地图:H201	X:61	Y:157 
[2024/8/18 11:58:14] 物品:强效太阳水	怪物:2A3A2790牛魔祭司8	地图:H010	X:106	Y:345 
[2024/8/18 11:58:14] 物品:强效太阳水	怪物:2A3A2790牛魔祭司8	地图:H010	X:106	Y:345 
[2024/8/18 11:58:14] 物品:强效太阳水	怪物:2A3A2790牛魔祭司8	地图:H010	X:106	Y:345 
[2024/8/18 11:58:14] 物品:珍珠戒指	怪物:2A3A2790牛魔祭司8	地图:H010	X:106	Y:345 
[2024/8/18 11:58:14] 物品:强效太阳水	怪物:29C9F5B0尸王8	地图:H201	X:61	Y:155 
[2024/8/18 11:58:14] 物品:强效太阳水	怪物:29C9F5B0尸王8	地图:H201	X:61	Y:155 
[2024/8/18 11:58:14] 物品:强效太阳水	怪物:29C9F5B0尸王8	地图:H201	X:61	Y:155 
[2024/8/18 11:58:14] 物品:强效太阳水	怪物:29C9F5B0尸王8	地图:H201	X:61	Y:155 
[2024/8/18 11:58:14] 物品:强效太阳水	怪物:29C9F5B0尸王8	地图:H201	X:61	Y:155 
[2024/8/18 11:58:14] 物品:强效金创药	怪物:29C9F5B0尸王8	地图:H201	X:61	Y:155 
[2024/8/18 11:58:14] 物品:强效金创药	怪物:29C9F5B0尸王8	地图:H201	X:61	Y:155 
[2024/8/18 11:58:14] 物品:强效魔法药	怪物:29C9F5B0尸王8	地图:H201	X:61	Y:155 
[2024/8/18 11:58:14] 物品:强效魔法药	怪物:29C9F5B0尸王8	地图:H201	X:61	Y:155 
[2024/8/18 11:58:15] 物品:强效魔法药	怪物:2282AC10祖玛卫士8	地图:H202	X:90	Y:22 
[2024/8/18 11:58:19] 物品:爆裂火焰	怪物:1CA28BA0恶灵尸王	地图:H201	X:61	Y:156 
[2024/8/18 11:58:19] 物品:雷电术	怪物:1CA28BA0恶灵尸王	地图:H201	X:61	Y:156 
[2024/8/18 11:58:23] 物品:强效魔法药	怪物:30EAC920牛魔将军8	地图:H010	X:105	Y:345 
[2024/8/18 11:58:23] 物品:强效金创药	怪物:30EAC920牛魔将军8	地图:H010	X:105	Y:345 
[2024/8/18 11:58:24] 物品:灵魂战衣(女)	怪物:29FEDBD0牛魔法师8	地图:H010	X:106	Y:345 
[2024/8/18 11:58:24] 物品:魅力戒指	怪物:29FEDBD0牛魔法师8	地图:H010	X:106	Y:345 
[2024/8/18 11:58:25] 物品:强效太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:太阳水	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效金创药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效金创药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效金创药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效金创药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效金创药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效金创药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效金创药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效金创药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效金创药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效金创药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效魔法药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效魔法药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效魔法药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效魔法药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效魔法药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效魔法药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效魔法药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效魔法药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效魔法药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:25] 物品:强效魔法药	怪物:27B57530祖玛卫士00	地图:H202	X:89	Y:23 
[2024/8/18 11:58:27] 物品:攻杀剑术	怪物:2A2D9CF0恶灵尸王	地图:H201	X:62	Y:157 
[2024/8/18 11:58:27] 物品:地狱火	怪物:2A2D9CF0恶灵尸王	地图:H201	X:62	Y:157 
[2024/8/18 11:58:28] 物品:斩马刀	怪物:27B80ED0祖玛卫士8	地图:H202	X:88	Y:22 
[2024/8/18 11:58:33] 物品:强效太阳水	怪物:29216710牛魔祭司0	地图:H010	X:110	Y:345 
[2024/8/18 11:58:33] 物品:强效太阳水	怪物:29216710牛魔祭司0	地图:H010	X:110	Y:345 
[2024/8/18 11:58:33] 物品:强效太阳水	怪物:29216710牛魔祭司0	地图:H010	X:110	Y:345 
[2024/8/18 11:58:33] 物品:太阳水	怪物:29216710牛魔祭司0	地图:H010	X:110	Y:345 
[2024/8/18 11:58:33] 物品:太阳水	怪物:29216710牛魔祭司0	地图:H010	X:110	Y:345 
[2024/8/18 11:58:33] 物品:龙纹剑	怪物:29216710牛魔祭司0	地图:H010	X:110	Y:345 
[2024/8/18 11:58:33] 物品:魔杖	怪物:29216710牛魔祭司0	地图:H010	X:110	Y:345 
[2024/8/18 11:58:33] 物品:红宝石戒指	怪物:29216710牛魔祭司0	地图:H010	X:110	Y:345 
[2024/8/18 11:58:36] 物品:强效太阳水	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:强效太阳水	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:强效太阳水	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:强效太阳水	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:强效太阳水	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:强效金创药	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:强效金创药	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:强效魔法药	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:强效魔法药	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:魅力戒指	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:黑檀手镯	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:36] 物品:地狱雷光	怪物:2A49CF70尸王8	地图:H201	X:57	Y:150 
[2024/8/18 11:58:37] 物品:魔法药(小量)	怪物:0D4EEA20僵尸4	地图:H201	X:59	Y:150 
[2024/8/18 11:58:37] 物品:琥珀项链	怪物:27D09910祖玛雕像8	地图:H202	X:89	Y:21 
[2024/8/18 11:58:40] 物品:强效太阳水	怪物:18653840牛魔祭司8	地图:H010	X:109	Y:345 
[2024/8/18 11:58:40] 物品:强效太阳水	怪物:18653840牛魔祭司8	地图:H010	X:109	Y:345 
[2024/8/18 11:58:40] 物品:强效金创药	怪物:18653840牛魔祭司8	地图:H010	X:109	Y:345 
[2024/8/18 11:58:40] 物品:疾风药水	怪物:18653840牛魔祭司8	地图:H010	X:109	Y:345 
[2024/8/18 11:58:44] 物品:强效太阳水	怪物:1A298A40尸王8	地图:H201	X:57	Y:151 
