[2024/8/20 23:0:52] 物品:金创药(中量)	怪物:23A41B70祖玛弓箭手8	地图:H204	X:76	Y:21 
[2024/8/20 23:47:15] 物品:金创药(小量)	怪物:28E48630僵尸5	地图:H201	X:46	Y:35 
[2024/8/20 23:47:17] 物品:金创药(中量)	怪物:24F2E0F0祖玛弓箭手83	地图:H007	X:135	Y:47 
[2024/8/20 23:47:17] 物品:降妖除魔戒指	怪物:24D790D0祖玛卫士8	地图:H007	X:125	Y:34 
[2024/8/20 23:47:18] 物品:坚固手套	怪物:28B46DD0魔龙血蛙	地图:66	X:133	Y:194 
[2024/8/20 23:47:19] 物品:金创药(小量)	怪物:2338FC20僵尸5	地图:H201	X:44	Y:31 
[2024/8/20 23:47:22] 物品:精神力药水	怪物:2BC7DD60僵尸4	地图:H201	X:42	Y:28 
[2024/8/20 23:47:24] 物品:重盔甲(女)	怪物:24E485E0祖玛雕像8	地图:H007	X:123	Y:35 
[2024/8/20 23:47:25] 物品:强效太阳水	怪物:23489B60尸王8	地图:H201	X:40	Y:28 
[2024/8/20 23:47:25] 物品:强效太阳水	怪物:23489B60尸王8	地图:H201	X:40	Y:28 
[2024/8/20 23:47:25] 物品:强效太阳水	怪物:23489B60尸王8	地图:H201	X:40	Y:28 
[2024/8/20 23:47:25] 物品:强效太阳水	怪物:23489B60尸王8	地图:H201	X:40	Y:28 
[2024/8/20 23:47:25] 物品:强效太阳水	怪物:23489B60尸王8	地图:H201	X:40	Y:28 
[2024/8/20 23:47:25] 物品:强效金创药	怪物:23489B60尸王8	地图:H201	X:40	Y:28 
[2024/8/20 23:47:25] 物品:强效金创药	怪物:23489B60尸王8	地图:H201	X:40	Y:28 
[2024/8/20 23:47:25] 物品:强效魔法药	怪物:23489B60尸王8	地图:H201	X:40	Y:28 
[2024/8/20 23:47:25] 物品:强效魔法药	怪物:23489B60尸王8	地图:H201	X:40	Y:28 
[2024/8/20 23:47:25] 物品:魔力手镯	怪物:23489B60尸王8	地图:H201	X:40	Y:28 
[2024/8/20 23:47:27] 物品:抗拒火环	怪物:23E1CF20僵尸10	地图:H201	X:39	Y:29 
[2024/8/20 23:47:27] 物品:中型盔甲(女)	怪物:23E1CF20僵尸10	地图:H201	X:39	Y:29 
[2024/8/20 23:47:27] 物品:魔法药(中量)	怪物:23E1CF20僵尸10	地图:H201	X:39	Y:29 
[2024/8/20 23:47:27] 物品:魔法长袍(男)	怪物:24649900跳跳蜂8	地图:H004	X:75	Y:173 
[2024/8/20 23:47:29] 物品:金创药(小量)	怪物:28C43380僵尸5	地图:H201	X:43	Y:34 
[2024/8/20 23:47:29] 物品:魔法药(小量)	怪物:28C43380僵尸5	地图:H201	X:43	Y:34 
[2024/8/20 23:47:31] 物品:竹笛	怪物:292478C0魔龙射手1	地图:66	X:135	Y:191 
[2024/8/20 23:47:34] 物品:强效太阳水	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:强效太阳水	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:强效太阳水	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:强效太阳水	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:强效太阳水	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:强效金创药	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:强效金创药	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:强效魔法药	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:强效魔法药	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:骷髅戒指	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:死神手套	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:黑檀手镯	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:34] 物品:魔力手镯	怪物:23F6BA00尸王8	地图:H201	X:48	Y:29 
[2024/8/20 23:47:39] 物品:金创药(小量)	怪物:2BC58440僵尸5	地图:H201	X:50	Y:22 
[2024/8/20 23:47:46] 物品:回城卷	怪物:2C287880蝙蝠	地图:T3062	X:21	Y:21 
[2024/8/20 23:47:46] 物品:强效魔法药	怪物:28EA5900魔龙巨蛾	地图:66	X:133	Y:194 
[2024/8/20 23:47:48] 物品:魔法药(小量)	怪物:23E10770僵尸5	地图:H201	X:59	Y:23 
[2024/8/20 23:47:54] 物品:金创药(小量)	怪物:2B3B4800僵尸4	地图:H201	X:67	Y:27 
[2024/8/20 23:47:57] 物品:强效太阳水	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:47:57] 物品:强效太阳水	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:47:57] 物品:强效太阳水	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:47:57] 物品:强效太阳水	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:47:57] 物品:强效太阳水	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:47:57] 物品:强效金创药	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:47:57] 物品:强效金创药	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:47:57] 物品:强效魔法药	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:47:57] 物品:强效魔法药	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:47:57] 物品:魅力戒指	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:47:57] 物品:蓝翡翠项链	怪物:234FEE00尸王8	地图:H201	X:66	Y:33 
[2024/8/20 23:48:3] 物品:强效魔法药	怪物:28DDC420魔龙射手	地图:66	X:135	Y:199 
[2024/8/20 23:48:6] 物品:隐身术	怪物:28D7EAF0僵尸1	地图:H201	X:74	Y:16 
[2024/8/20 23:48:11] 物品:魔法长袍(女)	怪物:290103A0魔龙破甲兵1	地图:66	X:138	Y:200 
[2024/8/20 23:48:13] 物品:强效太阳水	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:强效太阳水	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:强效太阳水	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:强效太阳水	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:强效太阳水	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:强效金创药	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:强效金创药	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:强效魔法药	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:强效魔法药	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:蛇眼戒指	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:凝霜	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:蓝翡翠项链	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:黑檀手镯	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:魔力手镯	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:13] 物品:群体治疗术	怪物:24C0F1B0尸王8	地图:H201	X:76	Y:24 
[2024/8/20 23:48:17] 物品:金创药(小量)	怪物:233CF0C0僵尸4	地图:H201	X:85	Y:22 
[2024/8/20 23:48:24] 物品:强效太阳水	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:强效太阳水	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:强效太阳水	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:强效太阳水	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:强效太阳水	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:强效金创药	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:强效金创药	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:强效魔法药	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:强效魔法药	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:凝霜	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:魅力戒指	怪物:28E7E780尸王8	地图:H201	X:94	Y:22 
[2024/8/20 23:48:24] 物品:太阳水	怪物:2509DEF0祖玛弓箭手83	地图:H008	X:16	Y:34 
[2024/8/20 23:48:24] 物品:重盔甲(男)	怪物:2509DEF0祖玛弓箭手83	地图:H008	X:16	Y:34 
[2024/8/20 23:48:24] 物品:强效太阳水	怪物:2A94B9B0祖玛弓箭手83	地图:H008	X:16	Y:35 
[2024/8/20 23:48:24] 物品:竹笛	怪物:2A94B9B0祖玛弓箭手83	地图:H008	X:16	Y:35 
[2024/8/20 23:48:25] 物品:强效魔法药	怪物:2A90A290祖玛卫士83	地图:H008	X:22	Y:32 
[2024/8/20 23:48:25] 物品:蛇眼戒指	怪物:2A90A290祖玛卫士83	地图:H008	X:22	Y:32 
[2024/8/20 23:48:26] 物品:强效魔法药	怪物:2A967570祖玛卫士83	地图:H008	X:19	Y:36 
[2024/8/20 23:48:26] 物品:强效金创药	怪物:28FBDF80魔龙射手	地图:66	X:142	Y:194 
[2024/8/20 23:48:26] 物品:强效魔法药	怪物:28FBDF80魔龙射手	地图:66	X:142	Y:194 
[2024/8/20 23:48:26] 物品:鹿皮靴	怪物:28FBDF80魔龙射手	地图:66	X:142	Y:194 
[2024/8/20 23:48:26] 物品:灵魂战衣(女)	怪物:28FBDF80魔龙射手	地图:66	X:142	Y:194 
[2024/8/20 23:48:34] 物品:强效太阳水	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:34] 物品:强效太阳水	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:34] 物品:强效太阳水	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:34] 物品:强效太阳水	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:34] 物品:强效太阳水	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:34] 物品:强效金创药	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:34] 物品:强效金创药	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:34] 物品:强效魔法药	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:34] 物品:强效魔法药	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:34] 物品:凝霜	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:34] 物品:魅力戒指	怪物:2B278530尸王8	地图:H201	X:91	Y:18 
[2024/8/20 23:48:36] 物品:金创药(小量)	怪物:23DCBBD0僵尸4	地图:H201	X:94	Y:18 
[2024/8/20 23:48:38] 物品:珊瑚戒指	怪物:2A8E92F0祖玛弓箭手83	地图:H008	X:18	Y:42 
[2024/8/20 23:48:41] 物品:强效魔法药	怪物:28C4A270魔龙破甲兵	地图:66	X:136	Y:206 
[2024/8/20 23:48:41] 物品:道德戒指	怪物:28C4A270魔龙破甲兵	地图:66	X:136	Y:206 
[2024/8/20 23:48:42] 物品:魔法药(小量)	怪物:28ED2110僵尸5	地图:H201	X:90	Y:20 
[2024/8/20 23:48:44] 物品:灵魂战衣(女)	怪物:246363E0跳跳蜂8	地图:H004	X:48	Y:161 
[2024/8/20 23:48:45] 物品:强效金创药	怪物:2BE96050魔龙刺蛙	地图:66	X:139	Y:205 
[2024/8/20 23:48:47] 物品:蓝翡翠项链	怪物:232058D0祖玛雕像8	地图:H204	X:42	Y:56 
[2024/8/20 23:48:50] 物品:隐身术	怪物:235A09A0恶灵尸王	地图:H201	X:93	Y:29 
[2024/8/20 23:48:50] 物品:攻杀剑术	怪物:235A09A0恶灵尸王	地图:H201	X:93	Y:29 
[2024/8/20 23:48:50] 物品:地狱火	怪物:235A09A0恶灵尸王	地图:H201	X:93	Y:29 
[2024/8/20 23:48:52] 物品:放大镜	怪物:234476B0祖玛雕像8	地图:H204	X:43	Y:57 
[2024/8/20 23:48:56] 物品:基本剑术	怪物:2A4139D0僵尸5	地图:H201	X:94	Y:35 
[2024/8/20 23:48:57] 物品:金创药(中量)	怪物:244B2AD0恶灵尸王	地图:H201	X:95	Y:34 
[2024/8/20 23:48:57] 物品:爆裂火焰	怪物:244B2AD0恶灵尸王	地图:H201	X:95	Y:34 
[2024/8/20 23:48:57] 物品:攻杀剑术	怪物:244B2AD0恶灵尸王	地图:H201	X:95	Y:34 
[2024/8/20 23:48:57] 物品:雷电术	怪物:244B2AD0恶灵尸王	地图:H201	X:95	Y:34 
[2024/8/20 23:48:59] 物品:海魂	怪物:23312020祖玛卫士8	地图:H204	X:43	Y:54 
[2024/8/20 23:48:59] 物品:魅力戒指	怪物:23312020祖玛卫士8	地图:H204	X:43	Y:54 
[2024/8/20 23:49:1] 物品:太阳水	怪物:28D92190魔龙射手	地图:66	X:126	Y:210 
[2024/8/20 23:49:1] 物品:道士头盔	怪物:28D92190魔龙射手	地图:66	X:126	Y:210 
[2024/8/20 23:49:1] 物品:强效太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:疗伤药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:疗伤药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:疗伤药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:疗伤药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:疗伤药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:疗伤药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:疗伤药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:太阳水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:金创药(中量)	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:金创药(中量)	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效金创药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效金创药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效金创药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:魔法药(中量)	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:魔法药(中量)	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效魔法药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效魔法药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效魔法药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效金创药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效金创药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效金创药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效金创药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效金创药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效魔法药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效魔法药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效魔法药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效魔法药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:强效魔法药	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:魔法力药水	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:力量戒指	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:龙之手镯	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:夏普儿手镯	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:战神盔甲(男)	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:偃月	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:破魂	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:降魔	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:斩马刀	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:修罗	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:骷髅头盔	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:道士头盔	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:蓝翡翠项链	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:放大镜	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:竹笛	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:小手镯	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:魔法手镯	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:黑檀手镯	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:道士手镯	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:死神手套	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:金手镯	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:黑色水晶戒指	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:蛇眼戒指	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:珍珠戒指	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:金戒指	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:骷髅戒指	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:魅力戒指	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:道德戒指	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:降妖除魔戒指	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:1] 物品:珊瑚戒指	怪物:2639B140虹魔教主8	地图:H008	X:17	Y:39 
[2024/8/20 23:49:2] 物品:魔法药(小量)	怪物:234BC470僵尸4	地图:H201	X:96	Y:34 
[2024/8/20 23:49:4] 物品:强效太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:太阳水	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:金创药(中量)	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:金创药(中量)	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:金创药(中量)	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效金创药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效金创药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效金创药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:魔法药(中量)	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:魔法药(中量)	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:魔法药(中量)	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效魔法药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效魔法药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效魔法药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效金创药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效金创药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效金创药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效金创药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
[2024/8/20 23:49:4] 物品:强效金创药	怪物:28ADDDF0白野猪8	地图:H204	X:45	Y:54 
