[2024/8/18 20:0:1] 物品:紫碧螺	怪物:29028200祖玛弓箭手83	地图:H007	X:140	Y:152 
[2024/8/18 20:42:30] 物品:强效太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:太阳水	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:金创药(中量)	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:金创药(中量)	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:金创药(中量)	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效金创药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效金创药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效金创药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:魔法药(中量)	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:魔法药(中量)	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:魔法药(中量)	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效魔法药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效魔法药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效魔法药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效金创药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效金创药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效金创药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效金创药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效金创药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效金创药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效魔法药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效魔法药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效魔法药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效魔法药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效魔法药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:强效魔法药	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:虹魔项链	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:30] 物品:幽灵战衣(男)	怪物:2890BE00虹魔猪卫8	地图:H204	X:64	Y:22 
[2024/8/18 20:42:31] 物品:强效太阳水	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:强效太阳水	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:强效太阳水	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:强效太阳水	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:强效太阳水	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:强效金创药	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:强效金创药	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:强效魔法药	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:强效魔法药	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:死神手套	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:道德戒指	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:31] 物品:魔力手镯	怪物:2ECD1210尸王8	地图:H201	X:90	Y:102 
[2024/8/18 20:42:33] 物品:强效金创药	怪物:17E1CC00魔龙射手	地图:66	X:39	Y:60 
[2024/8/18 20:42:34] 物品:魔法药(中量)	怪物:1BA25BE0恶灵尸王	地图:H201	X:76	Y:171 
[2024/8/18 20:42:34] 物品:施毒术	怪物:1BA25BE0恶灵尸王	地图:H201	X:76	Y:171 
[2024/8/18 20:42:34] 物品:雷电术	怪物:1BA25BE0恶灵尸王	地图:H201	X:76	Y:171 
[2024/8/18 20:42:34] 物品:瞬息移动	怪物:1BA25BE0恶灵尸王	地图:H201	X:76	Y:171 
[2024/8/18 20:42:36] 物品:隐身术	怪物:1CDDDA20恶灵尸王	地图:H201	X:91	Y:101 
[2024/8/18 20:42:36] 物品:施毒术	怪物:1CDDDA20恶灵尸王	地图:H201	X:91	Y:101 
[2024/8/18 20:42:36] 物品:灵魂火符	怪物:1CDDDA20恶灵尸王	地图:H201	X:91	Y:101 
[2024/8/18 20:42:36] 物品:雷电术	怪物:1CDDDA20恶灵尸王	地图:H201	X:91	Y:101 
[2024/8/18 20:42:36] 物品:大火球	怪物:1CDDDA20恶灵尸王	地图:H201	X:91	Y:101 
[2024/8/18 20:42:38] 物品:治愈术	怪物:1C2C3130僵尸1	地图:H201	X:82	Y:172 
[2024/8/18 20:42:43] 物品:魔法药(中量)	怪物:28EEDAC0僵尸1	地图:H201	X:84	Y:103 
[2024/8/18 20:42:46] 物品:太阳水	怪物:2AB20BA0蜈蚣	地图:D601	X:85	Y:100 
[2024/8/18 20:42:47] 物品:太阳水	怪物:189FBF10黑野猪8	地图:H002	X:194	Y:119 
[2024/8/18 20:42:54] 物品:魔力手镯	怪物:28E763E0祖玛卫士8	地图:H007	X:106	Y:58 
[2024/8/18 20:42:54] 物品:珍珠戒指	怪物:28E763E0祖玛卫士8	地图:H007	X:106	Y:58 
[2024/8/18 20:42:58] 物品:幽灵盾	怪物:0DDC5500恶灵尸王	地图:H201	X:86	Y:168 
[2024/8/18 20:42:58] 物品:爆裂火焰	怪物:0DDC5500恶灵尸王	地图:H201	X:86	Y:168 
[2024/8/18 20:42:58] 物品:施毒术	怪物:0DDC5500恶灵尸王	地图:H201	X:86	Y:168 
[2024/8/18 20:42:58] 物品:诱惑之光	怪物:0DDC5500恶灵尸王	地图:H201	X:86	Y:168 
[2024/8/18 20:43:1] 物品:金创药(小量)	怪物:286B8DF0骷髅战士	地图:D012	X:84	Y:153 
[2024/8/18 20:43:1] 物品:强效太阳水	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:强效太阳水	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:强效太阳水	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:强效太阳水	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:强效太阳水	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:强效金创药	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:强效金创药	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:强效魔法药	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:强效魔法药	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:骷髅戒指	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:魅力戒指	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:魔力手镯	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:1] 物品:困魔咒	怪物:2F295B00尸王8	地图:H201	X:82	Y:103 
[2024/8/18 20:43:6] 物品:金创药(小量)	怪物:17CFDF00僵尸5	地图:H201	X:88	Y:173 
[2024/8/18 20:43:8] 物品:魔法长袍(男)	怪物:209696E0祖玛雕像8	地图:H007	X:106	Y:57 
[2024/8/18 20:43:8] 物品:破魂	怪物:209696E0祖玛雕像8	地图:H007	X:106	Y:57 
[2024/8/18 20:43:12] 物品:狮子吼	怪物:2DF38BA0魔龙战将	地图:66	X:36	Y:57 
[2024/8/18 20:43:13] 物品:金创药(小量)	怪物:1EF07CA0僵尸4	地图:H201	X:88	Y:110 
[2024/8/18 20:43:19] 物品:太阳水	怪物:29246E20黑色恶蛆8	地图:H104	X:124	Y:30 
[2024/8/18 20:43:19] 物品:幽灵盾	怪物:27BBDD90恶灵尸王	地图:H201	X:87	Y:111 
[2024/8/18 20:43:19] 物品:爆裂火焰	怪物:27BBDD90恶灵尸王	地图:H201	X:87	Y:111 
[2024/8/18 20:43:19] 物品:雷电术	怪物:27BBDD90恶灵尸王	地图:H201	X:87	Y:111 
[2024/8/18 20:43:19] 物品:诱惑之光	怪物:27BBDD90恶灵尸王	地图:H201	X:87	Y:111 
[2024/8/18 20:43:19] 物品:召唤骷髅	怪物:27BBDD90恶灵尸王	地图:H201	X:87	Y:111 
[2024/8/18 20:43:19] 物品:瞬息移动	怪物:27BBDD90恶灵尸王	地图:H201	X:87	Y:111 
[2024/8/18 20:43:23] 物品:凌风	怪物:1A2E4D10掷斧骷髅	地图:D012	X:89	Y:156 
[2024/8/18 20:43:23] 物品:太阳水	怪物:28FBED40祖玛弓箭手83	地图:H007	X:108	Y:58 
[2024/8/18 20:43:25] 物品:金创药(小量)	怪物:2BF21B50僵尸4	地图:H201	X:87	Y:114 
[2024/8/18 20:43:27] 物品:强效太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:太阳水	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:金创药(中量)	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:金创药(中量)	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:金创药(中量)	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效金创药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效金创药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效金创药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:魔法药(中量)	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:魔法药(中量)	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:魔法药(中量)	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效魔法药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效魔法药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效魔法药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效金创药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效金创药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效金创药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效金创药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效金创药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效金创药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效魔法药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效魔法药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效魔法药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效魔法药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效魔法药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:27] 物品:强效魔法药	怪物:0DB532E0白野猪8	地图:H204	X:68	Y:26 
[2024/8/18 20:43:28] 物品:金创药(小量)	怪物:1C2BC240僵尸4	地图:H201	X:105	Y:183 
[2024/8/18 20:43:30] 物品:强效金创药	怪物:1A0D8F10魔龙破甲兵	地图:66	X:39	Y:66 
[2024/8/18 20:43:33] 物品:强效太阳水	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:33] 物品:强效太阳水	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:33] 物品:强效太阳水	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:33] 物品:强效太阳水	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:33] 物品:强效太阳水	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:33] 物品:强效金创药	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:33] 物品:强效金创药	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:33] 物品:强效魔法药	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:33] 物品:强效魔法药	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:33] 物品:蓝翡翠项链	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:33] 物品:黑檀手镯	怪物:199B4E70尸王8	地图:H201	X:88	Y:117 
[2024/8/18 20:43:35] 物品:金创药(小量)	怪物:20AB17C0僵尸4	地图:H201	X:90	Y:116 
[2024/8/18 20:43:37] 物品:降魔	怪物:28D30F60祖玛弓箭手8	地图:H007	X:108	Y:61 
[2024/8/18 20:43:37] 物品:小手镯	怪物:28D30F60祖玛弓箭手8	地图:H007	X:108	Y:61 
[2024/8/18 20:43:37] 物品:蓝色水晶戒指	怪物:28D30F60祖玛弓箭手8	地图:H007	X:108	Y:61 
[2024/8/18 20:43:37] 物品:骷髅戒指	怪物:28D30F60祖玛弓箭手8	地图:H007	X:108	Y:61 
[2024/8/18 20:43:40] 物品:强效太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:太阳水	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:金创药(中量)	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:金创药(中量)	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:金创药(中量)	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效金创药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效金创药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效金创药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:魔法药(中量)	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:魔法药(中量)	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:魔法药(中量)	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效魔法药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效魔法药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效魔法药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效金创药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效金创药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效金创药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效金创药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效金创药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效金创药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效魔法药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效魔法药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效魔法药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效魔法药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效魔法药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:40] 物品:强效魔法药	怪物:1BFB4120白野猪8	地图:H204	X:68	Y:27 
[2024/8/18 20:43:45] 物品:灵魂火符	怪物:2844F530僵尸1	地图:H201	X:95	Y:120 
[2024/8/18 20:43:49] 物品:金创药(小量)	怪物:1A7473C0僵尸5	地图:H201	X:107	Y:176 
[2024/8/18 20:43:50] 物品:白金项链	怪物:28ED08D0祖玛雕像8	地图:H007	X:113	Y:66 
[2024/8/18 20:43:50] 物品:降妖除魔戒指	怪物:28ED08D0祖玛雕像8	地图:H007	X:113	Y:66 
[2024/8/18 20:43:53] 物品:强效金创药	怪物:18343380魔龙射手2	地图:66	X:40	Y:68 
[2024/8/18 20:43:53] 物品:重盔甲(女)	怪物:18343380魔龙射手2	地图:66	X:40	Y:68 
[2024/8/18 20:43:57] 物品:太阳水	怪物:2A2549B0僵尸5	地图:H201	X:94	Y:119 
[2024/8/18 20:44:3] 物品:魔法药(小量)	怪物:278EB010僵尸4	地图:H201	X:94	Y:121 
[2024/8/18 20:44:5] 物品:偃月	怪物:2875DF80祖玛弓箭手83	地图:H007	X:113	Y:62 
[2024/8/18 20:44:5] 物品:破魂	怪物:2875DF80祖玛弓箭手83	地图:H007	X:113	Y:62 
[2024/8/18 20:44:5] 物品:金手镯	怪物:2875DF80祖玛弓箭手83	地图:H007	X:113	Y:62 
[2024/8/18 20:44:6] 物品:强效太阳水	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:强效太阳水	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:强效太阳水	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:强效太阳水	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:强效太阳水	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:强效金创药	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:强效金创药	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:强效魔法药	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:强效魔法药	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:黑色水晶戒指	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:生铁戒指	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:死神手套	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:道德戒指	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:6] 物品:魔力手镯	怪物:2E990DD0尸王8	地图:H201	X:95	Y:121 
[2024/8/18 20:44:12] 物品:强效金创药	怪物:03985A80魔龙破甲兵	地图:66	X:54	Y:49 
[2024/8/18 20:44:12] 物品:竹笛	怪物:03985A80魔龙破甲兵	地图:66	X:54	Y:49 
[2024/8/18 20:44:12] 物品:金手镯	怪物:03985A80魔龙破甲兵	地图:66	X:54	Y:49 
[2024/8/18 20:44:15] 物品:魔法药(小量)	怪物:02DD56A0骷髅战士	地图:D012	X:262	Y:73 
[2024/8/18 20:44:17] 物品:海魂	怪物:2279D230祖玛弓箭手8	地图:H007	X:114	Y:60 
[2024/8/18 20:44:27] 物品:太阳水	怪物:1C67EEA0魔龙破甲兵2	地图:66	X:59	Y:44 
[2024/8/18 20:44:27] 物品:黑铁头盔	怪物:1C67EEA0魔龙破甲兵2	地图:66	X:59	Y:44 
[2024/8/18 20:44:29] 物品:斩马刀	怪物:1945F050祖玛卫士8	地图:H007	X:113	Y:62 
[2024/8/18 20:44:33] 物品:金创药(小量)	怪物:2A570E50稻草人	地图:0	X:321	Y:604 
[2024/8/18 20:44:33] 物品:魔法药(小量)	怪物:2A570E50稻草人	地图:0	X:321	Y:604 
