[2024/8/20 20:0:1] 物品:治愈术	怪物:1C832FD0僵尸1	地图:H201	X:84	Y:79 
[2024/8/20 20:52:40] 物品:强效魔法药	怪物:2A476230白野猪8	地图:H204	X:46	Y:48 
[2024/8/20 20:52:40] 物品:强效魔法药	怪物:2A476230白野猪8	地图:H204	X:46	Y:48 
[2024/8/20 20:52:42] 物品:白色虎齿项链	怪物:2DBB45B0祖玛卫士8	地图:H204	X:48	Y:49 
[2024/8/20 20:52:42] 物品:道德戒指	怪物:2DBB45B0祖玛卫士8	地图:H204	X:48	Y:49 
[2024/8/20 20:52:42] 物品:珊瑚戒指	怪物:2DBB45B0祖玛卫士8	地图:H204	X:48	Y:49 
[2024/8/20 20:52:42] 物品:金创药(中量)	怪物:17C8FF30祖玛卫士8	地图:H204	X:47	Y:49 
[2024/8/20 20:52:43] 物品:强效太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:强效太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:强效太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:强效太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:强效太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:太阳水	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:金创药(中量)	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:金创药(中量)	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:强效金创药	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:强效金创药	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:强效金创药	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:魔法药(中量)	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:魔法药(中量)	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:强效魔法药	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:强效魔法药	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:强效魔法药	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:地狱雷光	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:43] 物品:爆裂火焰	怪物:1DEB6E20沃玛卫士8	地图:H204	X:46	Y:49 
[2024/8/20 20:52:44] 物品:魔法药(小量)	怪物:19201B00僵尸3	地图:D402	X:10	Y:147 
[2024/8/20 20:52:44] 物品:魔法长袍(男)	怪物:18952AF0祖玛雕像8	地图:H204	X:47	Y:47 
[2024/8/20 20:52:44] 物品:骷髅头盔	怪物:18952AF0祖玛雕像8	地图:H204	X:47	Y:47 
[2024/8/20 20:52:45] 物品:凤凰明珠	怪物:18645A60祖玛卫士8	地图:H204	X:46	Y:47 
[2024/8/20 20:52:45] 物品:白金项链	怪物:18645A60祖玛卫士8	地图:H204	X:46	Y:47 
[2024/8/20 20:52:45] 物品:强效太阳水	怪物:278664A0牛魔将军8	地图:H010	X:197	Y:369 
[2024/8/20 20:52:45] 物品:强效魔法药	怪物:278664A0牛魔将军8	地图:H010	X:197	Y:369 
[2024/8/20 20:52:45] 物品:强效金创药	怪物:278664A0牛魔将军8	地图:H010	X:197	Y:369 
[2024/8/20 20:52:45] 物品:蛇眼戒指	怪物:278664A0牛魔将军8	地图:H010	X:197	Y:369 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:太阳水	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:金创药(中量)	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:金创药(中量)	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:金创药(中量)	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:魔法药(中量)	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:魔法药(中量)	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:魔法药(中量)	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:银蛇	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:道德戒指	怪物:27253780白野猪8	地图:H006	X:50	Y:19 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:强效太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:太阳水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:金创药(中量)	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:金创药(中量)	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:强效金创药	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:魔法药(中量)	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:魔法药(中量)	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:强效魔法药	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:攻击神水	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:斩马刀	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:蓝翡翠项链	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:地狱雷光	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:集体隐身术	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:瞬息移动	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:49] 物品:地狱火	怪物:1B100830沃玛卫士8	地图:H204	X:48	Y:51 
[2024/8/20 20:52:50] 物品:强效金创药	怪物:2FD1EFE0魔龙破甲兵	地图:66	X:193	Y:71 
[2024/8/20 20:52:50] 物品:强效金创药	怪物:2FD1EFE0魔龙破甲兵	地图:66	X:193	Y:71 
[2024/8/20 20:52:51] 物品:鹿皮靴	怪物:2B507AD0魔龙破甲兵	地图:66	X:192	Y:71 
[2024/8/20 20:52:52] 物品:强效太阳水	怪物:0DE29100牛魔将军0	地图:H010	X:195	Y:370 
[2024/8/20 20:52:52] 物品:太阳水	怪物:0DE29100牛魔将军0	地图:H010	X:195	Y:370 
[2024/8/20 20:52:52] 物品:太阳水	怪物:0DE29100牛魔将军0	地图:H010	X:195	Y:370 
[2024/8/20 20:52:52] 物品:太阳水	怪物:0DE29100牛魔将军0	地图:H010	X:195	Y:370 
[2024/8/20 20:52:58] 物品:降魔	怪物:2A6F3670牛魔法师8	地图:H010	X:192	Y:366 
[2024/8/20 20:53:0] 物品:强效太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:太阳水	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效金创药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效金创药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效金创药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效金创药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效金创药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效金创药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效金创药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效金创药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效金创药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效金创药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效魔法药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效魔法药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效魔法药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效魔法药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效魔法药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效魔法药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效魔法药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效魔法药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效魔法药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:0] 物品:强效魔法药	怪物:05252460虹魔蝎卫8	地图:H204	X:50	Y:50 
[2024/8/20 20:53:2] 物品:强效太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:太阳水	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:金创药(中量)	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:金创药(中量)	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:金创药(中量)	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效金创药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效金创药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效金创药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:魔法药(中量)	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:魔法药(中量)	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:魔法药(中量)	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效魔法药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效魔法药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效魔法药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效金创药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效金创药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效金创药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效金创药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效金创药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效金创药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效魔法药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效魔法药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效魔法药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效魔法药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效魔法药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:强效魔法药	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:2] 物品:记忆头盔	怪物:2BC8E9C0白野猪8	地图:H204	X:49	Y:51 
[2024/8/20 20:53:6] 物品:重盔甲(女)	怪物:2D9B0C00牛魔法师8	地图:H010	X:204	Y:376 
[2024/8/20 20:53:6] 物品:道德戒指	怪物:2D9B0C00牛魔法师8	地图:H010	X:204	Y:376 
[2024/8/20 20:53:6] 物品:死神手套	怪物:2A0586C0魔龙射手	地图:66	X:194	Y:63 
[2024/8/20 20:53:10] 物品:魔法药(小量)	怪物:18385F40僵尸3	地图:D402	X:13	Y:146 
[2024/8/20 20:53:12] 物品:重盔甲(女)	怪物:15276740牛魔侍卫8	地图:H010	X:211	Y:382 
[2024/8/20 20:53:12] 物品:黑檀手镯	怪物:15276740牛魔侍卫8	地图:H010	X:211	Y:382 
[2024/8/20 20:53:12] 物品:偃月	怪物:15276740牛魔侍卫8	地图:H010	X:211	Y:382 
[2024/8/20 20:53:14] 物品:强效太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:强效太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:强效太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:强效太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:强效太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:强效太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:强效太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:强效太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:强效太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:强效太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:太阳水	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
[2024/8/20 20:53:14] 物品:强效金创药	怪物:2386A5A0虹魔蝎卫8	地图:H204	X:56	Y:49 
