[2024/8/21 4:0:2] 物品:降魔	怪物:25BC94E0牛魔法师8	地图:H010	X:338	Y:196 
[2024/8/21 4:43:4] 物品:强效太阳水	怪物:25A4E2A0牛魔祭司0	地图:H010	X:259	Y:130 
[2024/8/21 4:43:4] 物品:太阳水	怪物:25A4E2A0牛魔祭司0	地图:H010	X:259	Y:130 
[2024/8/21 4:43:4] 物品:太阳水	怪物:25A4E2A0牛魔祭司0	地图:H010	X:259	Y:130 
[2024/8/21 4:43:4] 物品:夏普儿手镯	怪物:25A4E2A0牛魔祭司0	地图:H010	X:259	Y:130 
[2024/8/21 4:43:4] 物品:降魔	怪物:25A4E2A0牛魔祭司0	地图:H010	X:259	Y:130 
[2024/8/21 4:43:4] 物品:黑檀手镯	怪物:25A4E2A0牛魔祭司0	地图:H010	X:259	Y:130 
[2024/8/21 4:43:13] 物品:强效魔法药	怪物:25814F10牛魔法师8	地图:H010	X:253	Y:125 
[2024/8/21 4:43:13] 物品:魅力戒指	怪物:25814F10牛魔法师8	地图:H010	X:253	Y:125 
[2024/8/21 4:43:15] 物品:强效太阳水	怪物:2ADBF7E0牛魔将军0	地图:H010	X:254	Y:124 
[2024/8/21 4:43:15] 物品:太阳水	怪物:2ADBF7E0牛魔将军0	地图:H010	X:254	Y:124 
[2024/8/21 4:43:15] 物品:太阳水	怪物:2ADBF7E0牛魔将军0	地图:H010	X:254	Y:124 
[2024/8/21 4:43:15] 物品:死神手套	怪物:2ADBF7E0牛魔将军0	地图:H010	X:254	Y:124 
[2024/8/21 4:43:17] 物品:灵魂战衣(女)	怪物:2CB3DBA0牛魔侍卫8	地图:H010	X:252	Y:126 
[2024/8/21 4:43:17] 物品:黑檀手镯	怪物:2CB3DBA0牛魔侍卫8	地图:H010	X:252	Y:126 
[2024/8/21 4:43:22] 物品:天珠项链	怪物:254D22D0牛魔将军8	地图:H010	X:255	Y:124 
[2024/8/21 4:43:23] 物品:强效太阳水	怪物:2CC492F0牛魔将军8	地图:H010	X:253	Y:125 
[2024/8/21 4:43:23] 物品:精神力药水	怪物:2CC492F0牛魔将军8	地图:H010	X:253	Y:125 
[2024/8/21 4:43:27] 物品:强效魔法药	怪物:25C603B0牛魔将军8	地图:H010	X:254	Y:124 
[2024/8/21 4:43:27] 物品:魔法手镯	怪物:25C603B0牛魔将军8	地图:H010	X:254	Y:124 
[2024/8/21 4:43:27] 物品:蛇眼戒指	怪物:25C603B0牛魔将军8	地图:H010	X:254	Y:124 
[2024/8/21 4:43:33] 物品:黑檀手镯	怪物:232975E0牛魔侍卫8	地图:H010	X:250	Y:126 
[2024/8/21 4:43:33] 物品:降魔	怪物:232975E0牛魔侍卫8	地图:H010	X:250	Y:126 
[2024/8/21 4:43:38] 物品:魔法长袍(女)	怪物:2AAC3FE0牛魔侍卫8	地图:H010	X:250	Y:124 
[2024/8/21 4:43:38] 物品:生铁戒指	怪物:2AAC3FE0牛魔侍卫8	地图:H010	X:250	Y:124 
[2024/8/21 4:43:42] 物品:白色虎齿项链	怪物:25F8B800牛魔法师8	地图:H010	X:247	Y:124 
[2024/8/21 4:43:42] 物品:躲避手链	怪物:25F8B800牛魔法师8	地图:H010	X:247	Y:124 
[2024/8/21 4:43:47] 物品:道士手镯	怪物:2329E4D0牛魔将军8	地图:H010	X:245	Y:121 
[2024/8/21 4:43:51] 物品:白色虎齿项链	怪物:2ACE1630牛魔将军8	地图:H010	X:244	Y:122 
[2024/8/21 4:43:57] 物品:魔法长袍(男)	怪物:2AB73540牛魔侍卫8	地图:H010	X:245	Y:120 
[2024/8/21 4:43:57] 物品:降魔	怪物:2AB73540牛魔侍卫8	地图:H010	X:245	Y:120 
[2024/8/21 4:43:57] 物品:偃月	怪物:2AB73540牛魔侍卫8	地图:H010	X:245	Y:120 
[2024/8/21 4:43:59] 物品:蓝翡翠项链	怪物:25C14E70牛魔法师8	地图:H010	X:245	Y:122 
[2024/8/21 4:44:1] 物品:道士手镯	怪物:2BC383E0牛魔侍卫8	地图:H010	X:246	Y:120 
[2024/8/21 4:44:2] 物品:绿宝石矿	怪物:2BD56030变异史莱姆8	地图:H004	X:81	Y:167 
[2024/8/21 4:44:12] 物品:重盔甲(女)	怪物:2AE46150牛魔法师8	地图:H010	X:245	Y:118 
[2024/8/21 4:44:12] 物品:道士手镯	怪物:2AE46150牛魔法师8	地图:H010	X:245	Y:118 
[2024/8/21 4:44:17] 物品:白色虎齿项链	怪物:256886A0牛魔将军8	地图:H010	X:243	Y:119 
[2024/8/21 4:44:17] 物品:珍珠戒指	怪物:256886A0牛魔将军8	地图:H010	X:243	Y:119 
[2024/8/21 4:44:22] 物品:灵魂战衣(男)	怪物:23580940跳跳蜂8	地图:H004	X:19	Y:31 
[2024/8/21 4:44:25] 物品:灵魂战衣(女)	怪物:2AA3DDA0牛魔侍卫8	地图:H010	X:243	Y:112 
[2024/8/21 4:44:27] 物品:祝福油	怪物:141AE2B0钳虫8	地图:H004	X:69	Y:152 
[2024/8/21 4:44:39] 物品:强效太阳水	怪物:25581090牛魔祭司0	地图:H010	X:237	Y:113 
[2024/8/21 4:44:39] 物品:太阳水	怪物:25581090牛魔祭司0	地图:H010	X:237	Y:113 
[2024/8/21 4:44:39] 物品:太阳水	怪物:25581090牛魔祭司0	地图:H010	X:237	Y:113 
[2024/8/21 4:44:39] 物品:太阳水	怪物:25581090牛魔祭司0	地图:H010	X:237	Y:113 
[2024/8/21 4:44:52] 物品:灵魂战衣(女)	怪物:25B1AC40牛魔法师8	地图:H010	X:236	Y:106 
[2024/8/21 4:45:1] 物品:强效太阳水	怪物:2C462C70牛魔祭司0	地图:H010	X:235	Y:107 
[2024/8/21 4:45:1] 物品:太阳水	怪物:2C462C70牛魔祭司0	地图:H010	X:235	Y:107 
[2024/8/21 4:45:1] 物品:太阳水	怪物:2C462C70牛魔祭司0	地图:H010	X:235	Y:107 
[2024/8/21 4:45:1] 物品:泰坦戒指	怪物:2C462C70牛魔祭司0	地图:H010	X:235	Y:107 
[2024/8/21 4:45:1] 物品:生铁戒指	怪物:2C462C70牛魔祭司0	地图:H010	X:235	Y:107 
[2024/8/21 4:45:1] 物品:道德戒指	怪物:2C462C70牛魔祭司0	地图:H010	X:235	Y:107 
[2024/8/21 4:45:15] 物品:降魔	怪物:2AC2D390牛魔法师8	地图:H010	X:231	Y:106 
[2024/8/21 4:45:19] 物品:黑檀手镯	怪物:25F232D0牛魔法师8	地图:H010	X:229	Y:105 
[2024/8/21 4:45:29] 物品:魔法长袍(女)	怪物:23489B60牛魔法师8	地图:H010	X:225	Y:103 
[2024/8/21 4:45:29] 物品:黑檀手镯	怪物:23489B60牛魔法师8	地图:H010	X:225	Y:103 
[2024/8/21 4:45:34] 物品:强效太阳水	怪物:2ADDE440牛魔将军0	地图:H010	X:225	Y:102 
[2024/8/21 4:45:34] 物品:强效太阳水	怪物:2ADDE440牛魔将军0	地图:H010	X:225	Y:102 
[2024/8/21 4:45:34] 物品:太阳水	怪物:2ADDE440牛魔将军0	地图:H010	X:225	Y:102 
[2024/8/21 4:45:34] 物品:太阳水	怪物:2ADDE440牛魔将军0	地图:H010	X:225	Y:102 
[2024/8/21 4:45:34] 物品:道士手镯	怪物:2ADDE440牛魔将军0	地图:H010	X:225	Y:102 
[2024/8/21 4:45:34] 物品:珊瑚戒指	怪物:2ADDE440牛魔将军0	地图:H010	X:225	Y:102 
[2024/8/21 4:45:43] 物品:重盔甲(女)	怪物:2C9EF1C0牛魔法师8	地图:H010	X:224	Y:101 
[2024/8/21 4:45:43] 物品:生铁戒指	怪物:2C9EF1C0牛魔法师8	地图:H010	X:224	Y:101 
[2024/8/21 4:45:46] 物品:灵魂战衣(男)	怪物:2B5BB8E0牛魔侍卫8	地图:H010	X:224	Y:99 
[2024/8/21 4:45:46] 物品:偃月	怪物:2B5BB8E0牛魔侍卫8	地图:H010	X:224	Y:99 
[2024/8/21 4:45:50] 物品:白金项链	怪物:23698DD0祖玛卫士8	地图:H202	X:79	Y:30 
[2024/8/21 4:45:54] 物品:半月	怪物:2366AF90祖玛卫士8	地图:H202	X:80	Y:30 
[2024/8/21 4:45:54] 物品:降魔	怪物:2366AF90祖玛卫士8	地图:H202	X:80	Y:30 
[2024/8/21 4:45:55] 物品:强效太阳水	怪物:25E7A8E0牛魔将军8	地图:H010	X:220	Y:95 
[2024/8/21 4:45:55] 物品:力量戒指	怪物:25E7A8E0牛魔将军8	地图:H010	X:220	Y:95 
[2024/8/21 4:46:5] 物品:强效太阳水	怪物:2B57BDC0牛魔将军0	地图:H010	X:221	Y:91 
[2024/8/21 4:46:5] 物品:太阳水	怪物:2B57BDC0牛魔将军0	地图:H010	X:221	Y:91 
[2024/8/21 4:46:5] 物品:太阳水	怪物:2B57BDC0牛魔将军0	地图:H010	X:221	Y:91 
[2024/8/21 4:46:5] 物品:太阳水	怪物:2B57BDC0牛魔将军0	地图:H010	X:221	Y:91 
[2024/8/21 4:46:5] 物品:太阳水	怪物:2B57BDC0牛魔将军0	地图:H010	X:221	Y:91 
[2024/8/21 4:46:5] 物品:心灵手镯	怪物:2B57BDC0牛魔将军0	地图:H010	X:221	Y:91 
[2024/8/21 4:46:5] 物品:降妖除魔戒指	怪物:2B57BDC0牛魔将军0	地图:H010	X:221	Y:91 
[2024/8/21 4:46:7] 物品:夏普儿手镯	怪物:2CBB4E10祖玛雕像	地图:H202	X:79	Y:28 
[2024/8/21 4:46:9] 物品:灵魂战衣(女)	怪物:2AD65670牛魔法师8	地图:H010	X:219	Y:92 
[2024/8/21 4:46:9] 物品:魅力戒指	怪物:2AD65670牛魔法师8	地图:H010	X:219	Y:92 
[2024/8/21 4:46:11] 物品:强效太阳水	怪物:25CA80D0牛魔祭司8	地图:H010	X:220	Y:91 
[2024/8/21 4:46:11] 物品:强效太阳水	怪物:25CA80D0牛魔祭司8	地图:H010	X:220	Y:91 
[2024/8/21 4:46:11] 物品:强效魔法药	怪物:25CA80D0牛魔祭司8	地图:H010	X:220	Y:91 
[2024/8/21 4:46:12] 物品:强效太阳水	怪物:2B622660牛魔将军8	地图:H010	X:221	Y:91 
[2024/8/21 4:46:12] 物品:强效太阳水	怪物:2B622660牛魔将军8	地图:H010	X:221	Y:91 
[2024/8/21 4:46:21] 物品:蓝色水晶戒指	怪物:2382D150祖玛雕像8	地图:H202	X:80	Y:28 
[2024/8/21 4:46:21] 物品:强效太阳水	怪物:2C962C70牛魔祭司8	地图:H010	X:214	Y:90 
[2024/8/21 4:46:21] 物品:强效太阳水	怪物:2C962C70牛魔祭司8	地图:H010	X:214	Y:90 
[2024/8/21 4:46:21] 物品:攻击力药水	怪物:2C962C70牛魔祭司8	地图:H010	X:214	Y:90 
[2024/8/21 4:46:24] 物品:重盔甲(男)	怪物:29B3BA30牛魔法师8	地图:H010	X:214	Y:91 
[2024/8/21 4:46:24] 物品:重盔甲(女)	怪物:29B3BA30牛魔法师8	地图:H010	X:214	Y:91 
[2024/8/21 4:46:25] 物品:强效金创药	怪物:13EEB9B0牛魔法师8	地图:H010	X:215	Y:89 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:太阳水	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效金创药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效金创药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效金创药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效金创药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效金创药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效金创药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效金创药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效金创药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效金创药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效金创药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效魔法药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效魔法药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效魔法药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效魔法药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效魔法药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效魔法药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效魔法药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效魔法药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效魔法药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效魔法药	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:记忆头盔	怪物:2B692E50祖玛卫士00	地图:H203	X:49	Y:87 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:25A024F0牛魔祭司8	地图:H010	X:214	Y:89 
[2024/8/21 4:46:36] 物品:强效太阳水	怪物:25A024F0牛魔祭司8	地图:H010	X:214	Y:89 
[2024/8/21 4:46:36] 物品:魅力戒指	怪物:25A024F0牛魔祭司8	地图:H010	X:214	Y:89 
[2024/8/21 4:46:36] 物品:斩马刀	怪物:072512F0牛魔祭司8	地图:H010	X:214	Y:92 
[2024/8/21 4:46:37] 物品:强效太阳水	怪物:25A28D10牛魔祭司0	地图:H010	X:214	Y:90 
[2024/8/21 4:46:37] 物品:强效太阳水	怪物:25A28D10牛魔祭司0	地图:H010	X:214	Y:90 
[2024/8/21 4:46:37] 物品:太阳水	怪物:25A28D10牛魔祭司0	地图:H010	X:214	Y:90 
[2024/8/21 4:46:37] 物品:太阳水	怪物:25A28D10牛魔祭司0	地图:H010	X:214	Y:90 
[2024/8/21 4:46:37] 物品:太阳水	怪物:25A28D10牛魔祭司0	地图:H010	X:214	Y:90 
[2024/8/21 4:46:41] 物品:黑色水晶戒指	怪物:2ACA5910牛魔祭司8	地图:H010	X:214	Y:90 
[2024/8/21 4:46:41] 物品:道德戒指	怪物:2ACA5910牛魔祭司8	地图:H010	X:214	Y:90 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效太阳水	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效金创药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效金创药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效金创药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效金创药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效金创药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效金创药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效金创药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效金创药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效金创药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效金创药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效魔法药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效魔法药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效魔法药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效魔法药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效魔法药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效魔法药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效魔法药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效魔法药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效魔法药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:强效魔法药	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:黑铁头盔(封印)	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:心灵手镯	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:龙之戒指	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:恶魔长袍(女)	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:魔法长袍(男)	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:偃月	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:破魂	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:降魔	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:斩马刀	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:修罗	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:骷髅头盔	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:道士头盔	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:蓝翡翠项链	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:放大镜	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:竹笛	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:小手镯	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:魔法手镯	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:黑檀手镯	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:道士手镯	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:死神手套	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:金手镯	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:黑色水晶戒指	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:蛇眼戒指	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:珍珠戒指	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:金戒指	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:骷髅戒指	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:魅力戒指	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:51] 物品:道德戒指	怪物:249FE5A0黄泉教主8	地图:H005	X:54	Y:236 
[2024/8/21 4:46:52] 物品:太阳水	怪物:2AB97830牛魔将军8	地图:H010	X:216	Y:83 
[2024/8/21 4:46:56] 物品:强效太阳水	怪物:258CD160牛魔将军0	地图:H010	X:216	Y:84 
[2024/8/21 4:46:56] 物品:太阳水	怪物:258CD160牛魔将军0	地图:H010	X:216	Y:84 
[2024/8/21 4:46:56] 物品:太阳水	怪物:258CD160牛魔将军0	地图:H010	X:216	Y:84 
[2024/8/21 4:46:56] 物品:白色虎齿项链	怪物:258CD160牛魔将军0	地图:H010	X:216	Y:84 
[2024/8/21 4:47:19] 物品:强效太阳水	怪物:25622A50牛魔将军0	地图:H010	X:209	Y:78 
[2024/8/21 4:47:19] 物品:强效太阳水	怪物:25622A50牛魔将军0	地图:H010	X:209	Y:78 
[2024/8/21 4:47:19] 物品:太阳水	怪物:25622A50牛魔将军0	地图:H010	X:209	Y:78 
[2024/8/21 4:47:19] 物品:太阳水	怪物:25622A50牛魔将军0	地图:H010	X:209	Y:78 
[2024/8/21 4:47:22] 物品:强效太阳水	怪物:2AA2A2C0牛魔祭司8	地图:H010	X:208	Y:78 
[2024/8/21 4:47:22] 物品:强效太阳水	怪物:2AA2A2C0牛魔祭司8	地图:H010	X:208	Y:78 
[2024/8/21 4:47:23] 物品:强效太阳水	怪物:2C715FE0牛魔祭司0	地图:H010	X:207	Y:78 
[2024/8/21 4:47:23] 物品:强效太阳水	怪物:2C715FE0牛魔祭司0	地图:H010	X:207	Y:78 
[2024/8/21 4:47:23] 物品:强效太阳水	怪物:2C715FE0牛魔祭司0	地图:H010	X:207	Y:78 
[2024/8/21 4:47:23] 物品:强效太阳水	怪物:2C715FE0牛魔祭司0	地图:H010	X:207	Y:78 
[2024/8/21 4:47:23] 物品:太阳水	怪物:2C715FE0牛魔祭司0	地图:H010	X:207	Y:78 
[2024/8/21 4:47:23] 物品:太阳水	怪物:2C715FE0牛魔祭司0	地图:H010	X:207	Y:78 
[2024/8/21 4:47:29] 物品:强效太阳水	怪物:2461DA70牛魔将军0	地图:H010	X:209	Y:77 
[2024/8/21 4:47:29] 物品:太阳水	怪物:2461DA70牛魔将军0	地图:H010	X:209	Y:77 
[2024/8/21 4:47:29] 物品:太阳水	怪物:2461DA70牛魔将军0	地图:H010	X:209	Y:77 
[2024/8/21 4:47:29] 物品:记忆头盔	怪物:2461DA70牛魔将军0	地图:H010	X:209	Y:77 
[2024/8/21 4:47:29] 物品:幽灵战衣(女)	怪物:2461DA70牛魔将军0	地图:H010	X:209	Y:77 
[2024/8/21 4:47:44] 物品:强效太阳水	怪物:237B6000祖玛卫士8	地图:H203	X:77	Y:17 
[2024/8/21 4:47:44] 物品:凤凰明珠	怪物:237B6000祖玛卫士8	地图:H203	X:77	Y:17 
