[2024/8/17 22:0:1] 物品:魔法药(小量)	怪物:057E6C60僵尸5	地图:H201	X:112	Y:17 
[2024/8/17 22:49:10] 物品:火墙	怪物:2A180950沃玛卫士8	地图:H204	X:29	Y:73 
[2024/8/17 22:49:10] 物品:瞬息移动	怪物:2A180950沃玛卫士8	地图:H204	X:29	Y:73 
[2024/8/17 22:49:10] 物品:攻杀剑术	怪物:2A180950沃玛卫士8	地图:H204	X:29	Y:73 
[2024/8/17 22:49:10] 物品:施毒术	怪物:2A180950沃玛卫士8	地图:H204	X:29	Y:73 
[2024/8/17 22:49:11] 物品:太阳水	怪物:1BEAA0F0黑色恶蛆8	地图:H004	X:99	Y:106 
[2024/8/17 22:49:20] 物品:魔法药(中量)	怪物:1DF6CE30恶灵僵尸8	地图:H001	X:92	Y:45 
[2024/8/17 22:49:27] 物品:抗拒火环	怪物:18435A80僵尸1	地图:H201	X:171	Y:72 
[2024/8/17 22:49:27] 物品:强效金创药	怪物:2F41B320魔龙邪眼	地图:66	X:51	Y:123 
[2024/8/17 22:49:28] 物品:强效太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:太阳水	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:金创药(中量)	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:金创药(中量)	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:金创药(中量)	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效金创药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效金创药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效金创药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:魔法药(中量)	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:魔法药(中量)	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:魔法药(中量)	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效魔法药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效魔法药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效魔法药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效金创药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效金创药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效金创药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效金创药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效金创药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效金创药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效魔法药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效魔法药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效魔法药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效魔法药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效魔法药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:强效魔法药	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:红宝石戒指	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:28] 物品:蓝翡翠项链	怪物:2232AC10白野猪8	地图:H204	X:33	Y:79 
[2024/8/17 22:49:37] 物品:金创药(小量)	怪物:1EF101C0僵尸4	地图:H201	X:172	Y:82 
[2024/8/17 22:49:49] 物品:灵魂战衣(男)	怪物:23746D80祖玛卫士8	地图:H204	X:42	Y:89 
[2024/8/17 22:49:49] 物品:降魔	怪物:23746D80祖玛卫士8	地图:H204	X:42	Y:89 
[2024/8/17 22:49:50] 物品:强效金创药	怪物:29CA9100魔龙刀兵	地图:66	X:52	Y:125 
[2024/8/17 22:49:53] 物品:重盔甲(女)	怪物:0D7F9370黑野猪8	地图:H002	X:275	Y:151 
[2024/8/17 22:49:53] 物品:太阳水	怪物:2DD3ED40魔龙射手	地图:66	X:51	Y:122 
[2024/8/17 22:49:53] 物品:太阳水	怪物:2DD3ED40魔龙射手	地图:66	X:51	Y:122 
[2024/8/17 22:49:53] 物品:强效金创药	怪物:2DD3ED40魔龙射手	地图:66	X:51	Y:122 
[2024/8/17 22:50:2] 物品:强效太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:太阳水	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:金创药(中量)	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:金创药(中量)	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:金创药(中量)	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效金创药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效金创药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效金创药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:魔法药(中量)	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:魔法药(中量)	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:魔法药(中量)	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效魔法药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效魔法药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效魔法药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效金创药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效金创药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效金创药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效金创药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效金创药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效金创药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效魔法药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效魔法药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效魔法药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效魔法药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效魔法药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:强效魔法药	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:2] 物品:道德戒指	怪物:0DCC23C0白野猪8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:10] 物品:半月	怪物:27806B30祖玛卫士8	地图:H204	X:51	Y:91 
[2024/8/17 22:50:14] 物品:强效魔法药	怪物:2EBCC630魔龙破甲兵	地图:66	X:52	Y:120 
[2024/8/17 22:50:17] 物品:强效太阳水	怪物:2EC9C950尸王8	地图:H201	X:166	Y:63 
[2024/8/17 22:50:17] 物品:强效太阳水	怪物:2EC9C950尸王8	地图:H201	X:166	Y:63 
[2024/8/17 22:50:17] 物品:强效太阳水	怪物:2EC9C950尸王8	地图:H201	X:166	Y:63 
[2024/8/17 22:50:17] 物品:强效太阳水	怪物:2EC9C950尸王8	地图:H201	X:166	Y:63 
[2024/8/17 22:50:17] 物品:强效太阳水	怪物:2EC9C950尸王8	地图:H201	X:166	Y:63 
[2024/8/17 22:50:17] 物品:强效金创药	怪物:2EC9C950尸王8	地图:H201	X:166	Y:63 
[2024/8/17 22:50:17] 物品:强效金创药	怪物:2EC9C950尸王8	地图:H201	X:166	Y:63 
[2024/8/17 22:50:17] 物品:强效魔法药	怪物:2EC9C950尸王8	地图:H201	X:166	Y:63 
[2024/8/17 22:50:17] 物品:强效魔法药	怪物:2EC9C950尸王8	地图:H201	X:166	Y:63 
[2024/8/17 22:50:17] 物品:道德戒指	怪物:2EC9C950尸王8	地图:H201	X:166	Y:63 
[2024/8/17 22:50:18] 物品:强效金创药	怪物:2DF495E0魔龙巨蛾	地图:66	X:60	Y:146 
[2024/8/17 22:50:22] 物品:太阳水	怪物:2DD592D0魔龙射手	地图:66	X:50	Y:116 
[2024/8/17 22:50:22] 物品:强效魔法药	怪物:2DD592D0魔龙射手	地图:66	X:50	Y:116 
[2024/8/17 22:50:24] 物品:强效金创药	怪物:2DE4D390魔龙射手	地图:66	X:64	Y:147 
[2024/8/17 22:50:24] 物品:太阳水	怪物:2DE4D390魔龙射手	地图:66	X:64	Y:147 
[2024/8/17 22:50:24] 物品:太阳水	怪物:27C57C30黑野猪8	地图:H002	X:169	Y:238 
[2024/8/17 22:50:27] 物品:强效太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:太阳水	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:金创药(中量)	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:金创药(中量)	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:金创药(中量)	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效金创药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效金创药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效金创药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:魔法药(中量)	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:魔法药(中量)	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:魔法药(中量)	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效魔法药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效魔法药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效魔法药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效金创药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效金创药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效金创药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效金创药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效金创药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效金创药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效魔法药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效魔法药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效魔法药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效魔法药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效魔法药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:强效魔法药	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:虹魔戒指	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:27] 物品:修罗	怪物:28F47FB0虹魔猪卫8	地图:H204	X:51	Y:92 
[2024/8/17 22:50:30] 物品:强效太阳水	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:强效太阳水	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:强效太阳水	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:强效太阳水	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:强效太阳水	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:强效金创药	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:强效金创药	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:强效魔法药	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:强效魔法药	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:魅力戒指	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:黑檀手镯	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:30] 物品:群体治疗术	怪物:28897420尸王8	地图:H201	X:174	Y:63 
[2024/8/17 22:50:35] 物品:凝霜	怪物:2DEE8640魔龙射手	地图:66	X:46	Y:112 
[2024/8/17 22:50:37] 物品:竹笛	怪物:2DD50DB0魔龙射手	地图:66	X:64	Y:144 
[2024/8/17 22:50:37] 物品:金手镯	怪物:2DD50DB0魔龙射手	地图:66	X:64	Y:144 
[2024/8/17 22:50:38] 物品:强效太阳水	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:强效太阳水	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:强效太阳水	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:强效太阳水	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:强效太阳水	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:强效金创药	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:强效金创药	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:强效魔法药	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:强效魔法药	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:黑色水晶戒指	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:蛇眼戒指	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:道德戒指	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:38] 物品:魔力手镯	怪物:1DF75350尸王8	地图:H201	X:171	Y:61 
[2024/8/17 22:50:43] 物品:强效魔法药	怪物:2DD3D710魔龙射手	地图:66	X:46	Y:111 
[2024/8/17 22:50:43] 物品:凝霜	怪物:2DD3D710魔龙射手	地图:66	X:46	Y:111 
[2024/8/17 22:50:43] 物品:灵魂战衣(男)	怪物:2DD3D710魔龙射手	地图:66	X:46	Y:111 
[2024/8/17 22:50:45] 物品:魔法药(小量)	怪物:06427090僵尸5	地图:H201	X:169	Y:66 
[2024/8/17 22:50:51] 物品:强效太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:强效太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:强效太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:强效太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:强效太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:太阳水	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:金创药(中量)	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:金创药(中量)	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:强效金创药	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:强效金创药	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:强效金创药	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:魔法药(中量)	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:魔法药(中量)	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:强效魔法药	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:强效魔法药	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:强效魔法药	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:偃月	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:魔法盾	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:51] 物品:幽灵盾	怪物:1E82FA90沃玛卫士8	地图:H204	X:57	Y:43 
[2024/8/17 22:50:52] 物品:火球术	怪物:2DE26650僵尸1	地图:H201	X:178	Y:58 
[2024/8/17 22:50:57] 物品:强效太阳水	怪物:31DA0290沃玛卫士8	地图:H204	X:56	Y:42 
[2024/8/17 22:50:57] 物品:强效太阳水	怪物:31DA0290沃玛卫士8	地图:H204	X:56	Y:42 
[2024/8/17 22:50:57] 物品:强效太阳水	怪物:31DA0290沃玛卫士8	地图:H204	X:56	Y:42 
[2024/8/17 22:50:57] 物品:强效太阳水	怪物:31DA0290沃玛卫士8	地图:H204	X:56	Y:42 
[2024/8/17 22:50:57] 物品:强效太阳水	怪物:31DA0290沃玛卫士8	地图:H204	X:56	Y:42 
[2024/8/17 22:50:57] 物品:太阳水	怪物:31DA0290沃玛卫士8	地图:H204	X:56	Y:42 
[2024/8/17 22:50:57] 物品:太阳水	怪物:31DA0290沃玛卫士8	地图:H204	X:56	Y:42 
[2024/8/17 22:50:57] 物品:太阳水	怪物:31DA0290沃玛卫士8	地图:H204	X:56	Y:42 
[2024/8/17 22:50:57] 物品:太阳水	怪物:31DA0290沃玛卫士8	地图:H204	X:56	Y:42 
[2024/8/17 22:50:57] 物品:太阳水	怪物:31DA0290沃玛卫士8	地图:H204	X:56	Y:42 
