[2024/8/20 15:0:3] 物品:金创药(小量)	怪物:1B029CF0僵尸3	地图:D401	X:128	Y:117 
[2024/8/20 15:42:43] 物品:金创药(中量)	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:金创药(中量)	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效金创药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效金创药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效金创药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:魔法药(中量)	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:魔法药(中量)	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:魔法药(中量)	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效魔法药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效魔法药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效魔法药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效金创药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效金创药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效金创药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效金创药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效金创药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效金创药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效魔法药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效魔法药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效魔法药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效魔法药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效魔法药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:43] 物品:强效魔法药	怪物:19274600白野猪8	地图:H204	X:57	Y:51 
[2024/8/20 15:42:48] 物品:魔法药(小量)	怪物:2F0930E0僵尸3	地图:D401	X:32	Y:165 
[2024/8/20 15:42:50] 物品:强效太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:太阳水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:金创药(中量)	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:金创药(中量)	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:金创药(中量)	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效金创药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效金创药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效金创药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:魔法药(中量)	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:魔法药(中量)	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:魔法药(中量)	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效魔法药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效魔法药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效魔法药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效金创药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效金创药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效金创药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效金创药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效金创药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效金创药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效魔法药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效魔法药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效魔法药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效魔法药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效魔法药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:强效魔法药	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:50] 物品:精神力药水	怪物:191319A0白野猪8	地图:H204	X:57	Y:52 
[2024/8/20 15:42:51] 物品:强效太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:疗伤药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:疗伤药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:疗伤药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:疗伤药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:疗伤药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:疗伤药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:疗伤药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:太阳水	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:金创药(中量)	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:金创药(中量)	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效金创药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效金创药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效金创药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:魔法药(中量)	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:魔法药(中量)	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效魔法药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效魔法药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效魔法药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效金创药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效金创药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效金创药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效金创药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效金创药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效魔法药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效魔法药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效魔法药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效魔法药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:强效魔法药	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:魔杖	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:偃月	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:破魂	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:降魔	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:斩马刀	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:修罗	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:骷髅头盔	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:道士头盔	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:蓝翡翠项链	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:放大镜	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:竹笛	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:小手镯	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:魔法手镯	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:黑檀手镯	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:道士手镯	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:死神手套	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:金手镯	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:黑色水晶戒指	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:蛇眼戒指	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:珍珠戒指	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:金戒指	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:骷髅戒指	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:魅力戒指	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:道德戒指	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:降妖除魔戒指	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:42:51] 物品:珊瑚戒指	怪物:1CE9A940虹魔教主8	地图:H008	X:42	Y:21 
[2024/8/20 15:43:2] 物品:魔法长袍(女)	怪物:0DA451A0祖玛弓箭手8	地图:H204	X:61	Y:58 
[2024/8/20 15:43:4] 物品:强效太阳水	怪物:052472E0牛魔将军8	地图:H010	X:302	Y:83 
[2024/8/20 15:43:4] 物品:强效魔法药	怪物:052472E0牛魔将军8	地图:H010	X:302	Y:83 
[2024/8/20 15:43:10] 物品:强效魔法药	怪物:30DA8480祖玛雕像8	地图:H204	X:61	Y:58 
[2024/8/20 15:43:11] 物品:魔法药(中量)	怪物:2DB37A50祖玛弓箭手83	地图:H008	X:36	Y:33 
[2024/8/20 15:43:11] 物品:强效金创药	怪物:2DB37A50祖玛弓箭手83	地图:H008	X:36	Y:33 
[2024/8/20 15:43:11] 物品:降魔	怪物:2DB37A50祖玛弓箭手83	地图:H008	X:36	Y:33 
[2024/8/20 15:43:16] 物品:生铁戒指	怪物:0DAEF6E0祖玛雕像8	地图:H204	X:60	Y:56 
[2024/8/20 15:43:17] 物品:阎罗手套	怪物:0D97EB90祖玛弓箭手83	地图:H008	X:35	Y:37 
[2024/8/20 15:43:21] 物品:蓝翡翠项链	怪物:1A56E9E0牛魔侍卫8	地图:H010	X:301	Y:85 
[2024/8/20 15:43:21] 物品:恶魔长袍(男)	怪物:1A56E9E0牛魔侍卫8	地图:H010	X:301	Y:85 
[2024/8/20 15:43:22] 物品:强效太阳水	怪物:28F0D790祖玛弓箭手83	地图:H008	X:34	Y:38 
[2024/8/20 15:43:25] 物品:修罗	怪物:2B4D2FB0祖玛弓箭手8	地图:H204	X:64	Y:60 
[2024/8/20 15:43:33] 物品:强效太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:太阳水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:金创药(中量)	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:金创药(中量)	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:金创药(中量)	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效金创药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效金创药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效金创药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:魔法药(中量)	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:魔法药(中量)	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:魔法药(中量)	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效魔法药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效魔法药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效魔法药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效金创药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效金创药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效金创药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效金创药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效金创药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效金创药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效魔法药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效魔法药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效魔法药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效魔法药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:强效魔法药	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:33] 物品:HP强化药水	怪物:1A7EBE20白野猪8	地图:H204	X:64	Y:61 
[2024/8/20 15:43:34] 物品:灵魂战衣(女)	怪物:0D8B1BA0牛魔将军8	地图:H010	X:301	Y:90 
[2024/8/20 15:43:34] 物品:骷髅头盔	怪物:0D8B1BA0牛魔将军8	地图:H010	X:301	Y:90 
[2024/8/20 15:43:34] 物品:放大镜	怪物:0D8B1BA0牛魔将军8	地图:H010	X:301	Y:90 
[2024/8/20 15:43:34] 物品:竹笛	怪物:0D8B1BA0牛魔将军8	地图:H010	X:301	Y:90 
[2024/8/20 15:43:37] 物品:躲避手链	怪物:1A7404D0祖玛弓箭手83	地图:H008	X:43	Y:35 
[2024/8/20 15:43:44] 物品:道士手镯	怪物:19023420牛魔侍卫8	地图:H010	X:300	Y:89 
[2024/8/20 15:43:44] 物品:偃月	怪物:19023420牛魔侍卫8	地图:H010	X:300	Y:89 
[2024/8/20 15:43:49] 物品:强效太阳水	怪物:2B429750牛魔祭司0	地图:H010	X:300	Y:90 
[2024/8/20 15:43:49] 物品:强效太阳水	怪物:2B429750牛魔祭司0	地图:H010	X:300	Y:90 
[2024/8/20 15:43:49] 物品:太阳水	怪物:2B429750牛魔祭司0	地图:H010	X:300	Y:90 
[2024/8/20 15:43:49] 物品:太阳水	怪物:2B429750牛魔祭司0	地图:H010	X:300	Y:90 
[2024/8/20 15:43:49] 物品:修罗	怪物:2B429750牛魔祭司0	地图:H010	X:300	Y:90 
[2024/8/20 15:43:49] 物品:珍珠戒指	怪物:2B429750牛魔祭司0	地图:H010	X:300	Y:90 
[2024/8/20 15:43:52] 物品:回城卷	怪物:2BFF32E0电僵王8	地图:H008	X:43	Y:35 
[2024/8/20 15:43:52] 物品:回城卷	怪物:2BFF32E0电僵王8	地图:H008	X:43	Y:35 
[2024/8/20 15:43:52] 物品:祝福油	怪物:2BFF32E0电僵王8	地图:H008	X:43	Y:35 
[2024/8/20 15:43:58] 物品:强效太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:太阳水	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:金创药(中量)	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:金创药(中量)	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:金创药(中量)	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效金创药	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 15:43:58] 物品:强效金创药	怪物:22FC3B70白野猪8	地图:H204	X:66	Y:66 
