[2024/8/17 1:0:0] 物品:太阳水	怪物:29A39370黑色恶蛆8	地图:H004	X:88	Y:67 
[2024/8/17 1:48:27] 物品:金创药(小量)	怪物:061CA9A0僵尸3	地图:D413	X:29	Y:44 
[2024/8/17 1:48:31] 物品:回城卷	怪物:1901DB60山洞蝙蝠	地图:D003	X:103	Y:191 
[2024/8/17 1:48:32] 物品:火球术	怪物:29C4ADC0僵尸3	地图:D413	X:28	Y:44 
[2024/8/17 1:48:36] 物品:金创药(小量)	怪物:1C0B11C0骷髅战士	地图:D011	X:160	Y:76 
[2024/8/17 1:48:46] 物品:金创药(中量)	怪物:29BF8DF0僵尸2	地图:D401	X:47	Y:85 
[2024/8/17 1:48:46] 物品:精神力战法	怪物:31ABDAF0僵尸3	地图:D413	X:24	Y:34 
[2024/8/17 1:49:0] 物品:金创药(小量)	怪物:31A9C670僵尸3	地图:D413	X:26	Y:35 
[2024/8/17 1:49:1] 物品:金创药(小量)	怪物:199804D0僵尸3	地图:D401	X:87	Y:46 
[2024/8/17 1:49:34] 物品:钢手镯	怪物:18C17590骷髅战士	地图:D003	X:238	Y:67 
[2024/8/17 1:49:48] 物品:金创药(小量)	怪物:30DECB90僵尸3	地图:D413	X:25	Y:33 
[2024/8/17 1:50:1] 物品:金创药(小量)	怪物:1918A420僵尸3	地图:D413	X:20	Y:46 
[2024/8/17 1:50:26] 物品:金创药(小量)	怪物:061CA9A0僵尸3	地图:D413	X:26	Y:46 
[2024/8/17 1:50:54] 物品:凤凰明珠	怪物:196714C0骷髅战将	地图:D003	X:228	Y:88 
[2024/8/17 1:50:54] 物品:钢手镯	怪物:196714C0骷髅战将	地图:D003	X:228	Y:88 
[2024/8/17 1:50:59] 物品:金创药(小量)	怪物:31ABF120僵尸3	地图:D413	X:50	Y:21 
[2024/8/17 1:51:5] 物品:玻璃戒指	怪物:061EA670骷髅战士	地图:D003	X:69	Y:152 
[2024/8/17 1:51:13] 物品:金创药(小量)	怪物:1918BA50僵尸3	地图:D413	X:48	Y:22 
[2024/8/17 1:51:14] 物品:魔法药(小量)	怪物:038E3320山洞蝙蝠	地图:D003	X:63	Y:161 
[2024/8/17 1:51:35] 物品:金创药(小量)	怪物:1881FFD0骷髅0	地图:D003	X:227	Y:93 
[2024/8/17 1:51:35] 物品:金创药(小量)	怪物:1881FFD0骷髅0	地图:D003	X:227	Y:93 
[2024/8/17 1:51:35] 物品:金创药(小量)	怪物:1881FFD0骷髅0	地图:D003	X:227	Y:93 
[2024/8/17 1:51:35] 物品:金创药(小量)	怪物:1881FFD0骷髅0	地图:D003	X:227	Y:93 
[2024/8/17 1:51:35] 物品:魔法药(小量)	怪物:1881FFD0骷髅0	地图:D003	X:227	Y:93 
[2024/8/17 1:51:35] 物品:魔法药(小量)	怪物:1881FFD0骷髅0	地图:D003	X:227	Y:93 
[2024/8/17 1:51:35] 物品:魔法药(小量)	怪物:1881FFD0骷髅0	地图:D003	X:227	Y:93 
[2024/8/17 1:51:35] 物品:魔法药(小量)	怪物:1881FFD0骷髅0	地图:D003	X:227	Y:93 
[2024/8/17 1:51:36] 物品:小手镯	怪物:0D601310骷髅	地图:D003	X:65	Y:188 
[2024/8/17 1:51:44] 物品:乌木剑	怪物:192C1F00森林雪人	地图:1	X:316	Y:66 
[2024/8/17 1:51:46] 物品:金创药(中量)	怪物:29A5BCA0恶灵僵尸8	地图:H001	X:84	Y:82 
[2024/8/17 1:51:49] 物品:回城卷	怪物:27BF2B70山洞蝙蝠0	地图:D003	X:223	Y:95 
[2024/8/17 1:51:49] 物品:回城卷	怪物:27BF2B70山洞蝙蝠0	地图:D003	X:223	Y:95 
[2024/8/17 1:51:49] 物品:回城卷	怪物:27BF2B70山洞蝙蝠0	地图:D003	X:223	Y:95 
[2024/8/17 1:51:49] 物品:回城卷	怪物:27BF2B70山洞蝙蝠0	地图:D003	X:223	Y:95 
[2024/8/17 1:51:49] 物品:回城卷	怪物:27BF2B70山洞蝙蝠0	地图:D003	X:223	Y:95 
[2024/8/17 1:51:50] 物品:黑檀项链	怪物:0C2BCC00骷髅战士	地图:D003	X:232	Y:94 
[2024/8/17 1:51:51] 物品:金创药(小量)	怪物:31ABF120僵尸3	地图:D413	X:51	Y:18 
[2024/8/17 1:51:51] 物品:魔法药(小量)	怪物:31ABF120僵尸3	地图:D413	X:51	Y:18 
[2024/8/17 1:51:51] 物品:魔法药(小量)	怪物:30F5DCF0山洞蝙蝠	地图:D003	X:231	Y:94 
[2024/8/17 1:51:56] 物品:小手镯	怪物:27764600掷斧骷髅	地图:D003	X:37	Y:171 
[2024/8/17 1:51:56] 物品:牛角戒指	怪物:27764600掷斧骷髅	地图:D003	X:37	Y:171 
[2024/8/17 1:52:15] 物品:诱惑之光	怪物:2835E460僵尸30	地图:D413	X:72	Y:35 
[2024/8/17 1:52:15] 物品:精神力战法	怪物:2835E460僵尸30	地图:D413	X:72	Y:35 
[2024/8/17 1:52:15] 物品:火球术	怪物:2835E460僵尸30	地图:D413	X:72	Y:35 
[2024/8/17 1:52:15] 物品:半月	怪物:2835E460僵尸30	地图:D413	X:72	Y:35 
[2024/8/17 1:52:15] 物品:魔鬼项链	怪物:2835E460僵尸30	地图:D413	X:72	Y:35 
[2024/8/17 1:52:15] 物品:凤凰明珠	怪物:2835E460僵尸30	地图:D413	X:72	Y:35 
[2024/8/17 1:52:15] 物品:坚固手套	怪物:2835E460僵尸30	地图:D413	X:72	Y:35 
[2024/8/17 1:52:15] 物品:魔力手镯	怪物:2835E460僵尸30	地图:D413	X:72	Y:35 
[2024/8/17 1:52:15] 物品:灯笼项链	怪物:2835E460僵尸30	地图:D413	X:72	Y:35 
[2024/8/17 1:52:20] 物品:金创药(小量)	怪物:1B8E2E00僵尸3	地图:D413	X:73	Y:34 
[2024/8/17 1:52:20] 物品:魔法药(小量)	怪物:1B8E2E00僵尸3	地图:D413	X:73	Y:34 
[2024/8/17 1:52:26] 物品:魔法药(小量)	怪物:1F115020僵尸3	地图:D401	X:82	Y:34 
[2024/8/17 1:52:28] 物品:银手镯	怪物:1523FA20骷髅战将	地图:D003	X:221	Y:102 
[2024/8/17 1:52:31] 物品:金戒指	怪物:0641D540蜈蚣8	地图:H004	X:80	Y:95 
[2024/8/17 1:52:44] 物品:瞬息移动	怪物:2835E460僵尸30	地图:D413	X:72	Y:34 
[2024/8/17 1:52:44] 物品:凌风	怪物:2835E460僵尸30	地图:D413	X:72	Y:34 
[2024/8/17 1:52:44] 物品:魔鬼项链	怪物:2835E460僵尸30	地图:D413	X:72	Y:34 
[2024/8/17 1:52:44] 物品:琥珀项链	怪物:2835E460僵尸30	地图:D413	X:72	Y:34 
[2024/8/17 1:52:44] 物品:凤凰明珠	怪物:2835E460僵尸30	地图:D413	X:72	Y:34 
[2024/8/17 1:52:44] 物品:魔力手镯	怪物:2835E460僵尸30	地图:D413	X:72	Y:34 
[2024/8/17 1:52:44] 物品:灯笼项链	怪物:2835E460僵尸30	地图:D413	X:72	Y:34 
[2024/8/17 1:52:44] 物品:黑檀项链	怪物:2835E460僵尸30	地图:D413	X:72	Y:34 
[2024/8/17 1:52:50] 物品:金创药(小量)	怪物:0597ABD0森林雪人	地图:1	X:333	Y:88 
[2024/8/17 1:53:0] 物品:布衣(男)	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:布衣(女)	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:匕首	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:古铜戒指	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:铁手镯	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:传统项链	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:金创药(小量)	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:金创药(小量)	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:金创药(小量)	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:金创药(小量)	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:魔法药(小量)	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:魔法药(小量)	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:魔法药(小量)	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:0] 物品:魔法药(小量)	怪物:190B3D20多钩猫0	地图:1	X:345	Y:99 
[2024/8/17 1:53:5] 物品:银手镯	怪物:30F1E300掷斧骷髅	地图:D003	X:99	Y:240 
[2024/8/17 1:53:5] 物品:HP强化药水	怪物:30F1E300掷斧骷髅	地图:D003	X:99	Y:240 
[2024/8/17 1:53:9] 物品:魔法药(小量)	怪物:30759390山洞蝙蝠	地图:D011	X:88	Y:69 
[2024/8/17 1:53:11] 物品:金手镯	怪物:03872CB0钳虫8	地图:H004	X:81	Y:106 
[2024/8/17 1:53:12] 物品:太阳水	怪物:2A9B7420黑色恶蛆8	地图:H004	X:78	Y:103 
[2024/8/17 1:53:14] 物品:金创药(小量)	怪物:18359680僵尸3	地图:D413	X:69	Y:18 
[2024/8/17 1:53:37] 物品:金创药(小量)	怪物:30F42130僵尸3	地图:D413	X:47	Y:37 
[2024/8/17 1:53:42] 物品:强效太阳水	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:强效太阳水	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:金创药(中量)	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:破魂	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:生铁戒指	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:大火球	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:瞬息移动	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:隐身术	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:凤凰明珠	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:坚固手套	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:轻型盔甲(男)	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:轻型盔甲(女)	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:青铜斧	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:皮制手套	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:42] 物品:基本剑术	怪物:0DA586C0骷髅精灵	地图:D003	X:207	Y:78 
[2024/8/17 1:53:45] 物品:大手镯	怪物:0EE74270掷斧骷髅0	地图:D003	X:96	Y:285 
[2024/8/17 1:53:45] 物品:金创药(中量)	怪物:0EE74270掷斧骷髅0	地图:D003	X:96	Y:285 
[2024/8/17 1:53:45] 物品:金创药(中量)	怪物:0EE74270掷斧骷髅0	地图:D003	X:96	Y:285 
[2024/8/17 1:53:45] 物品:金创药(中量)	怪物:0EE74270掷斧骷髅0	地图:D003	X:96	Y:285 
[2024/8/17 1:53:45] 物品:金创药(中量)	怪物:0EE74270掷斧骷髅0	地图:D003	X:96	Y:285 
[2024/8/17 1:53:45] 物品:魔法药(中量)	怪物:0EE74270掷斧骷髅0	地图:D003	X:96	Y:285 
[2024/8/17 1:53:45] 物品:魔法药(中量)	怪物:0EE74270掷斧骷髅0	地图:D003	X:96	Y:285 
[2024/8/17 1:53:45] 物品:魔法药(中量)	怪物:0EE74270掷斧骷髅0	地图:D003	X:96	Y:285 
[2024/8/17 1:53:45] 物品:魔法药(中量)	怪物:0EE74270掷斧骷髅0	地图:D003	X:96	Y:285 
[2024/8/17 1:53:46] 物品:铁剑	怪物:064364A0骷髅战士0	地图:D011	X:90	Y:75 
[2024/8/17 1:53:46] 物品:金创药(中量)	怪物:064364A0骷髅战士0	地图:D011	X:90	Y:75 
[2024/8/17 1:53:46] 物品:金创药(中量)	怪物:064364A0骷髅战士0	地图:D011	X:90	Y:75 
[2024/8/17 1:53:46] 物品:金创药(中量)	怪物:064364A0骷髅战士0	地图:D011	X:90	Y:75 
[2024/8/17 1:53:46] 物品:金创药(中量)	怪物:064364A0骷髅战士0	地图:D011	X:90	Y:75 
[2024/8/17 1:53:46] 物品:魔法药(中量)	怪物:064364A0骷髅战士0	地图:D011	X:90	Y:75 
[2024/8/17 1:53:46] 物品:魔法药(中量)	怪物:064364A0骷髅战士0	地图:D011	X:90	Y:75 
[2024/8/17 1:53:46] 物品:魔法药(中量)	怪物:064364A0骷髅战士0	地图:D011	X:90	Y:75 
[2024/8/17 1:53:46] 物品:魔法药(中量)	怪物:064364A0骷髅战士0	地图:D011	X:90	Y:75 
[2024/8/17 1:53:57] 物品:金创药(小量)	怪物:1B8E5A60僵尸3	地图:D413	X:62	Y:62 
[2024/8/17 1:54:20] 物品:回城卷	怪物:309337F0山洞蝙蝠0	地图:D003	X:212	Y:69 
[2024/8/17 1:54:20] 物品:回城卷	怪物:309337F0山洞蝙蝠0	地图:D003	X:212	Y:69 
[2024/8/17 1:54:20] 物品:回城卷	怪物:309337F0山洞蝙蝠0	地图:D003	X:212	Y:69 
[2024/8/17 1:54:20] 物品:回城卷	怪物:309337F0山洞蝙蝠0	地图:D003	X:212	Y:69 
[2024/8/17 1:54:20] 物品:回城卷	怪物:309337F0山洞蝙蝠0	地图:D003	X:212	Y:69 
[2024/8/17 1:54:36] 物品:太阳水	怪物:1CE47780钳虫	地图:E603	X:69	Y:168 
[2024/8/17 1:54:48] 物品:金创药(小量)	怪物:192E0720森林雪人	地图:1	X:326	Y:143 
[2024/8/17 1:54:49] 物品:回城卷	怪物:0DE039F0山洞蝙蝠0	地图:D011	X:75	Y:62 
[2024/8/17 1:54:49] 物品:回城卷	怪物:0DE039F0山洞蝙蝠0	地图:D011	X:75	Y:62 
[2024/8/17 1:54:49] 物品:回城卷	怪物:0DE039F0山洞蝙蝠0	地图:D011	X:75	Y:62 
[2024/8/17 1:54:49] 物品:回城卷	怪物:0DE039F0山洞蝙蝠0	地图:D011	X:75	Y:62 
[2024/8/17 1:54:49] 物品:回城卷	怪物:0DE039F0山洞蝙蝠0	地图:D011	X:75	Y:62 
[2024/8/17 1:54:57] 物品:古铜戒指	怪物:03BA2210森林雪人	地图:1	X:318	Y:141 
[2024/8/17 1:54:59] 物品:金创药(小量)	怪物:1CD47CA0僵尸3	地图:E603	X:68	Y:170 
[2024/8/17 1:55:0] 物品:魔法药(小量)	怪物:28D883B0山洞蝙蝠	地图:D003	X:144	Y:340 
[2024/8/17 1:55:5] 物品:传统项链	怪物:30DB09A0半兽人	地图:1	X:323	Y:149 
[2024/8/17 1:55:10] 物品:金创药(小量)	怪物:05936E20森林雪人	地图:1	X:330	Y:154 
[2024/8/17 1:55:12] 物品:金创药(小量)	怪物:29CA64A0僵尸3	地图:D413	X:52	Y:55 
[2024/8/17 1:55:13] 物品:太阳水	怪物:1CE9BF70跳跳蜂	地图:E603	X:21	Y:182 
[2024/8/17 1:55:16] 物品:金创药(小量)	怪物:0DB01750僵尸3	地图:D413	X:52	Y:53 
[2024/8/17 1:55:21] 物品:火球术	怪物:1D0B0BE0僵尸10	地图:E603	X:24	Y:180 
[2024/8/17 1:55:21] 物品:治愈术	怪物:1D0B0BE0僵尸10	地图:E603	X:24	Y:180 
[2024/8/17 1:55:21] 物品:八荒	怪物:1D0B0BE0僵尸10	地图:E603	X:24	Y:180 
[2024/8/17 1:55:21] 物品:黑檀项链	怪物:1D0B0BE0僵尸10	地图:E603	X:24	Y:180 
[2024/8/17 1:55:21] 物品:魔法药(中量)	怪物:1D0B0BE0僵尸10	地图:E603	X:24	Y:180 
[2024/8/17 1:55:24] 物品:布衣(男)	怪物:0570BE90半兽人	地图:1	X:317	Y:172 
[2024/8/17 1:55:28] 物品:匕首	怪物:19269480森林雪人	地图:1	X:308	Y:177 
[2024/8/17 1:55:37] 物品:金创药(小量)	怪物:1CF64430僵尸5	地图:E603	X:25	Y:180 
[2024/8/17 1:55:46] 物品:木剑	怪物:17CDB010森林雪人	地图:1	X:308	Y:163 
[2024/8/17 1:55:47] 物品:金创药(小量)	怪物:30F3B4F0僵尸3	地图:D413	X:55	Y:48 
[2024/8/17 1:55:53] 物品:轻型盔甲(男)	怪物:18F1DAC0掷斧骷髅0	地图:D003	X:191	Y:322 
[2024/8/17 1:55:53] 物品:金创药(中量)	怪物:18F1DAC0掷斧骷髅0	地图:D003	X:191	Y:322 
[2024/8/17 1:55:53] 物品:金创药(中量)	怪物:18F1DAC0掷斧骷髅0	地图:D003	X:191	Y:322 
[2024/8/17 1:55:53] 物品:金创药(中量)	怪物:18F1DAC0掷斧骷髅0	地图:D003	X:191	Y:322 
[2024/8/17 1:55:53] 物品:金创药(中量)	怪物:18F1DAC0掷斧骷髅0	地图:D003	X:191	Y:322 
[2024/8/17 1:55:53] 物品:魔法药(中量)	怪物:18F1DAC0掷斧骷髅0	地图:D003	X:191	Y:322 
[2024/8/17 1:55:53] 物品:魔法药(中量)	怪物:18F1DAC0掷斧骷髅0	地图:D003	X:191	Y:322 
[2024/8/17 1:55:53] 物品:魔法药(中量)	怪物:18F1DAC0掷斧骷髅0	地图:D003	X:191	Y:322 
[2024/8/17 1:55:53] 物品:魔法药(中量)	怪物:18F1DAC0掷斧骷髅0	地图:D003	X:191	Y:322 
[2024/8/17 1:55:55] 物品:青铜剑	怪物:309E1510森林雪人	地图:1	X:296	Y:151 
[2024/8/17 1:55:58] 物品:金创药(小量)	怪物:192428C0森林雪人	地图:1	X:296	Y:151 
[2024/8/17 1:56:1] 物品:魔力手镯	怪物:061D1890骷髅战将	地图:D003	X:177	Y:77 
[2024/8/17 1:56:1] 物品:金创药(小量)	怪物:28BFB860稻草人	地图:0	X:302	Y:596 
[2024/8/17 1:56:14] 物品:攻击力药水	怪物:1832FCE0半兽人	地图:1	X:293	Y:167 
[2024/8/17 1:56:27] 物品:青铜剑	怪物:03B1D310掷斧骷髅	地图:D003	X:177	Y:65 
[2024/8/17 1:56:28] 物品:黑檀项链	怪物:18D30D60骷髅战将	地图:D003	X:172	Y:306 
[2024/8/17 1:56:28] 物品:魔法长袍(女)	怪物:288E8FB0跳跳蜂8	地图:H004	X:54	Y:123 
[2024/8/17 1:56:30] 物品:魔法药(小量)	怪物:0DA77D40僵尸3	地图:D413	X:75	Y:28 
[2024/8/17 1:56:31] 物品:金创药(小量)	怪物:03B6D870山洞蝙蝠	地图:D011	X:64	Y:102 
[2024/8/17 1:56:36] 物品:金创药(小量)	怪物:05805480森林雪人	地图:1	X:274	Y:152 
[2024/8/17 1:56:44] 物品:金创药(小量)	怪物:1ADD1450骷髅战士	地图:D003	X:147	Y:296 
[2024/8/17 1:56:49] 物品:太阳水	怪物:18C18BC0骷髅战将	地图:D003	X:175	Y:58 
[2024/8/17 1:56:52] 物品:魔法药(小量)	怪物:1841CB20骷髅战士	地图:D003	X:174	Y:58 
[2024/8/17 1:56:55] 物品:金创药(小量)	怪物:0525D5E0稻草人	地图:0	X:313	Y:576 
[2024/8/17 1:56:57] 物品:金创药(小量)	怪物:05DB95E0僵尸3	地图:D401	X:49	Y:75 
[2024/8/17 1:57:13] 物品:金创药(小量)	怪物:05977F70山洞蝙蝠	地图:D011	X:55	Y:133 
[2024/8/17 1:57:25] 物品:钢手镯	怪物:29BEB010骷髅战士	地图:D011	X:66	Y:141 
[2024/8/17 1:57:26] 物品:乌木剑	怪物:228664A0半兽战士	地图:1	X:279	Y:182 
[2024/8/17 1:57:28] 物品:玻璃戒指	怪物:05700D10半兽人	地图:1	X:279	Y:182 
[2024/8/17 1:57:28] 物品:布衣(男)	怪物:05700D10半兽人	地图:1	X:279	Y:182 
[2024/8/17 1:57:35] 物品:金创药(小量)	怪物:28A665B0稻草人	地图:0	X:269	Y:601 
[2024/8/17 1:57:37] 物品:金创药(小量)	怪物:18E6CAD0骷髅战士	地图:D003	X:164	Y:46 
[2024/8/17 1:57:52] 物品:金创药(小量)	怪物:30D7A760僵尸3	地图:D413	X:37	Y:25 
[2024/8/17 1:57:55] 物品:强效太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:太阳水	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效金创药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效金创药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效金创药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效金创药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效金创药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效金创药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效金创药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效金创药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效金创药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效金创药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效魔法药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效魔法药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效魔法药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效魔法药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效魔法药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效魔法药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效魔法药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效魔法药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效魔法药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:强效魔法药	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:躲避手链	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:55] 物品:魅力戒指	怪物:3075EC50触龙神8	地图:H004	X:59	Y:140 
[2024/8/17 1:57:58] 物品:魔法药(小量)	怪物:17CC4D10森林雪人	地图:1	X:318	Y:214 
[2024/8/17 1:57:58] 物品:金创药(小量)	怪物:2F165A30僵尸3	地图:D401	X:57	Y:49 
[2024/8/17 1:58:8] 物品:金创药(中量)	怪物:0D8122D0骷髅战将0	地图:D003	X:158	Y:54 
[2024/8/17 1:58:8] 物品:金创药(中量)	怪物:0D8122D0骷髅战将0	地图:D003	X:158	Y:54 
[2024/8/17 1:58:8] 物品:金创药(中量)	怪物:0D8122D0骷髅战将0	地图:D003	X:158	Y:54 
[2024/8/17 1:58:8] 物品:金创药(中量)	怪物:0D8122D0骷髅战将0	地图:D003	X:158	Y:54 
[2024/8/17 1:58:8] 物品:魔法药(中量)	怪物:0D8122D0骷髅战将0	地图:D003	X:158	Y:54 
[2024/8/17 1:58:8] 物品:魔法药(中量)	怪物:0D8122D0骷髅战将0	地图:D003	X:158	Y:54 
[2024/8/17 1:58:8] 物品:魔法药(中量)	怪物:0D8122D0骷髅战将0	地图:D003	X:158	Y:54 
[2024/8/17 1:58:8] 物品:魔法药(中量)	怪物:0D8122D0骷髅战将0	地图:D003	X:158	Y:54 
[2024/8/17 1:58:9] 物品:短剑	怪物:1B790D90掷斧骷髅	地图:D003	X:72	Y:256 
[2024/8/17 1:58:9] 物品:魔法药(小量)	怪物:30E889C0骷髅战士	地图:D003	X:157	Y:54 
[2024/8/17 1:58:12] 物品:轻型盔甲(男)	怪物:15276740骷髅战士0	地图:D011	X:64	Y:151 
[2024/8/17 1:58:12] 物品:皮制手套	怪物:15276740骷髅战士0	地图:D011	X:64	Y:151 
[2024/8/17 1:58:12] 物品:金创药(中量)	怪物:15276740骷髅战士0	地图:D011	X:64	Y:151 
[2024/8/17 1:58:12] 物品:金创药(中量)	怪物:15276740骷髅战士0	地图:D011	X:64	Y:151 
[2024/8/17 1:58:12] 物品:金创药(中量)	怪物:15276740骷髅战士0	地图:D011	X:64	Y:151 
[2024/8/17 1:58:12] 物品:金创药(中量)	怪物:15276740骷髅战士0	地图:D011	X:64	Y:151 
[2024/8/17 1:58:12] 物品:魔法药(中量)	怪物:15276740骷髅战士0	地图:D011	X:64	Y:151 
[2024/8/17 1:58:12] 物品:魔法药(中量)	怪物:15276740骷髅战士0	地图:D011	X:64	Y:151 
