[2024/8/18 8:0:2] 物品:魅力戒指	怪物:17C8E900牛魔侍卫8	地图:H010	X:22	Y:311 
[2024/8/18 8:52:58] 物品:太阳水	怪物:0F6F7C10牛魔将军0	地图:H010	X:139	Y:273 
[2024/8/18 8:52:58] 物品:夏普儿手镯	怪物:0F6F7C10牛魔将军0	地图:H010	X:139	Y:273 
[2024/8/18 8:53:2] 物品:强效太阳水	怪物:29712480牛魔祭司0	地图:H010	X:139	Y:273 
[2024/8/18 8:53:2] 物品:太阳水	怪物:29712480牛魔祭司0	地图:H010	X:139	Y:273 
[2024/8/18 8:53:2] 物品:太阳水	怪物:29712480牛魔祭司0	地图:H010	X:139	Y:273 
[2024/8/18 8:53:2] 物品:太阳水	怪物:29712480牛魔祭司0	地图:H010	X:139	Y:273 
[2024/8/18 8:53:4] 物品:魔法长袍(男)	怪物:31B44BF0牛魔侍卫8	地图:H010	X:139	Y:273 
[2024/8/18 8:53:16] 物品:重盔甲(男)	怪物:1C54CC80牛魔法师8	地图:H010	X:131	Y:271 
[2024/8/18 8:53:16] 物品:道德戒指	怪物:1C54CC80牛魔法师8	地图:H010	X:131	Y:271 
[2024/8/18 8:53:16] 物品:恶魔长袍(女)	怪物:1C54CC80牛魔法师8	地图:H010	X:131	Y:271 
[2024/8/18 8:53:20] 物品:强效太阳水	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:强效太阳水	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:强效太阳水	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:强效太阳水	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:强效太阳水	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:强效金创药	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:强效金创药	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:强效魔法药	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:强效魔法药	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:骷髅戒指	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:黑檀手镯	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:魔力手镯	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:圣言术	怪物:296D4760尸王8	地图:H201	X:97	Y:37 
[2024/8/18 8:53:20] 物品:金创药(中量)	怪物:1A2D01C0恶灵僵尸8	地图:H001	X:32	Y:15 
[2024/8/18 8:53:26] 物品:强效太阳水	怪物:19C823E0牛魔祭司0	地图:H010	X:132	Y:264 
[2024/8/18 8:53:26] 物品:强效太阳水	怪物:19C823E0牛魔祭司0	地图:H010	X:132	Y:264 
[2024/8/18 8:53:26] 物品:太阳水	怪物:19C823E0牛魔祭司0	地图:H010	X:132	Y:264 
[2024/8/18 8:53:26] 物品:太阳水	怪物:19C823E0牛魔祭司0	地图:H010	X:132	Y:264 
[2024/8/18 8:53:26] 物品:太阳水	怪物:19C823E0牛魔祭司0	地图:H010	X:132	Y:264 
[2024/8/18 8:53:26] 物品:重盔甲(女)	怪物:19C823E0牛魔祭司0	地图:H010	X:132	Y:264 
[2024/8/18 8:53:26] 物品:白金项链	怪物:19C823E0牛魔祭司0	地图:H010	X:132	Y:264 
[2024/8/18 8:53:26] 物品:强效太阳水	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:强效太阳水	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:强效太阳水	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:强效太阳水	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:强效太阳水	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:强效金创药	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:强效金创药	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:强效魔法药	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:强效魔法药	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:骷髅戒指	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:蛇眼戒指	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:魅力戒指	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:黑檀手镯	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:26] 物品:魔力手镯	怪物:19D166F0尸王8	地图:H201	X:97	Y:36 
[2024/8/18 8:53:31] 物品:魔法药(小量)	怪物:0394FAB0僵尸5	地图:H201	X:97	Y:43 
[2024/8/18 8:53:36] 物品:魔法药(小量)	怪物:28B14720僵尸3	地图:D401	X:159	Y:36 
[2024/8/18 8:53:40] 物品:魔法药(小量)	怪物:05362F40僵尸4	地图:H201	X:98	Y:50 
[2024/8/18 8:53:48] 物品:金创药(小量)	怪物:27D2C240僵尸3	地图:D401	X:152	Y:37 
[2024/8/18 8:53:50] 物品:强效太阳水	怪物:2ECE7390牛魔祭司8	地图:H010	X:125	Y:259 
[2024/8/18 8:53:50] 物品:蛇眼戒指	怪物:2ECE7390牛魔祭司8	地图:H010	X:125	Y:259 
[2024/8/18 8:53:51] 物品:金手镯	怪物:0595F010牛魔侍卫8	地图:H010	X:125	Y:258 
[2024/8/18 8:53:51] 物品:白色虎齿项链	怪物:0595F010牛魔侍卫8	地图:H010	X:125	Y:258 
[2024/8/18 8:53:52] 物品:强效太阳水	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:52] 物品:强效太阳水	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:52] 物品:强效太阳水	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:52] 物品:强效太阳水	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:52] 物品:强效太阳水	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:52] 物品:强效金创药	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:52] 物品:强效金创药	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:52] 物品:强效魔法药	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:52] 物品:强效魔法药	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:52] 物品:蓝翡翠项链	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:52] 物品:黑檀手镯	怪物:31AA61C0尸王8	地图:H201	X:91	Y:54 
[2024/8/18 8:53:55] 物品:金创药(小量)	怪物:299E3D20僵尸4	地图:H201	X:93	Y:56 
[2024/8/18 8:53:56] 物品:太阳水	怪物:1D746230黑色恶蛆8	地图:H001	X:87	Y:48 
[2024/8/18 8:53:58] 物品:魅力戒指	怪物:2B454720牛魔侍卫8	地图:H010	X:125	Y:257 
[2024/8/18 8:54:2] 物品:金创药(小量)	怪物:28B14720僵尸3	地图:D401	X:157	Y:35 
[2024/8/18 8:54:6] 物品:太阳水	怪物:0549F530黑野猪8	地图:H002	X:295	Y:100 
[2024/8/18 8:54:6] 物品:大火球	怪物:0D481010僵尸1	地图:H201	X:97	Y:61 
[2024/8/18 8:54:10] 物品:强效太阳水	怪物:22913380牛魔祭司0	地图:H010	X:118	Y:253 
[2024/8/18 8:54:10] 物品:太阳水	怪物:22913380牛魔祭司0	地图:H010	X:118	Y:253 
[2024/8/18 8:54:10] 物品:太阳水	怪物:22913380牛魔祭司0	地图:H010	X:118	Y:253 
[2024/8/18 8:54:10] 物品:灯笼项链	怪物:22913380牛魔祭司0	地图:H010	X:118	Y:253 
[2024/8/18 8:54:10] 物品:黑檀手镯	怪物:22913380牛魔祭司0	地图:H010	X:118	Y:253 
[2024/8/18 8:54:10] 物品:金手镯	怪物:1DEFC200牛魔侍卫8	地图:H010	X:120	Y:254 
[2024/8/18 8:54:13] 物品:金创药(小量)	怪物:2797F320僵尸4	地图:H201	X:95	Y:62 
[2024/8/18 8:54:15] 物品:魅力戒指	怪物:2A34DFA0牛魔法师8	地图:H010	X:118	Y:254 
[2024/8/18 8:54:15] 物品:生铁戒指	怪物:2A34DFA0牛魔法师8	地图:H010	X:118	Y:254 
[2024/8/18 8:54:16] 物品:金创药(小量)	怪物:28B14720僵尸3	地图:D401	X:157	Y:35 
[2024/8/18 8:54:18] 物品:基本剑术	怪物:05D252D0僵尸5	地图:H201	X:97	Y:61 
[2024/8/18 8:54:21] 物品:强效太阳水	怪物:2A3F4760牛魔祭司0	地图:H010	X:118	Y:252 
[2024/8/18 8:54:21] 物品:强效太阳水	怪物:2A3F4760牛魔祭司0	地图:H010	X:118	Y:252 
[2024/8/18 8:54:21] 物品:太阳水	怪物:2A3F4760牛魔祭司0	地图:H010	X:118	Y:252 
[2024/8/18 8:54:21] 物品:太阳水	怪物:2A3F4760牛魔祭司0	地图:H010	X:118	Y:252 
[2024/8/18 8:54:21] 物品:太阳水	怪物:2A3F4760牛魔祭司0	地图:H010	X:118	Y:252 
[2024/8/18 8:54:21] 物品:夏普儿手镯	怪物:2A3F4760牛魔祭司0	地图:H010	X:118	Y:252 
[2024/8/18 8:54:21] 物品:灵魂战衣(男)	怪物:2A3F4760牛魔祭司0	地图:H010	X:118	Y:252 
[2024/8/18 8:54:21] 物品:魔法药(小量)	怪物:1954EAF0僵尸3	地图:D401	X:152	Y:37 
[2024/8/18 8:54:26] 物品:金创药(小量)	怪物:05D252D0僵尸5	地图:H201	X:96	Y:61 
[2024/8/18 8:54:26] 物品:神圣战甲术	怪物:05D252D0僵尸5	地图:H201	X:96	Y:61 
[2024/8/18 8:54:28] 物品:金创药(小量)	怪物:29CD63E0僵尸5	地图:H201	X:95	Y:60 
[2024/8/18 8:54:28] 物品:雷电术	怪物:29CD63E0僵尸5	地图:H201	X:95	Y:60 
[2024/8/18 8:54:28] 物品:降魔	怪物:17F80720蜈蚣8	地图:H104	X:50	Y:28 
[2024/8/18 8:54:28] 物品:魔法力药水	怪物:0598B610牛魔将军8	地图:H010	X:114	Y:247 
[2024/8/18 8:54:28] 物品:黑檀手镯	怪物:0598B610牛魔将军8	地图:H010	X:114	Y:247 
[2024/8/18 8:54:30] 物品:偃月	怪物:189B3ED0牛魔法师8	地图:H010	X:113	Y:247 
[2024/8/18 8:54:30] 物品:白色虎齿项链	怪物:189B3ED0牛魔法师8	地图:H010	X:113	Y:247 
[2024/8/18 8:54:35] 物品:强效太阳水	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:35] 物品:强效太阳水	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:35] 物品:强效太阳水	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:35] 物品:强效太阳水	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:35] 物品:强效太阳水	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:35] 物品:强效金创药	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:35] 物品:强效金创药	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:35] 物品:强效魔法药	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:35] 物品:强效魔法药	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:35] 物品:道德戒指	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:35] 物品:魔力手镯	怪物:1C7E2E00尸王8	地图:H201	X:95	Y:58 
[2024/8/18 8:54:40] 物品:魔法长袍(女)	怪物:296E2540牛魔法师8	地图:H010	X:110	Y:242 
[2024/8/18 8:54:40] 物品:道德戒指	怪物:296E2540牛魔法师8	地图:H010	X:110	Y:242 
[2024/8/18 8:54:41] 物品:基本剑术	怪物:29E8AE60僵尸2	地图:D401	X:147	Y:42 
[2024/8/18 8:54:45] 物品:强效金创药	怪物:2A2A10C0牛魔将军8	地图:H010	X:111	Y:242 
[2024/8/18 8:54:45] 物品:道士手镯	怪物:2A2A10C0牛魔将军8	地图:H010	X:111	Y:242 
[2024/8/18 8:54:46] 物品:重盔甲(女)	怪物:29608890牛魔侍卫8	地图:H010	X:110	Y:244 
[2024/8/18 8:54:47] 物品:魔法药(小量)	怪物:2797F320僵尸4	地图:H201	X:94	Y:65 
[2024/8/18 8:54:48] 物品:金创药(小量)	怪物:2C8C17F0僵尸4	地图:D406	X:64	Y:36 
[2024/8/18 8:54:48] 物品:偃月	怪物:297BFF70牛魔法师8	地图:H010	X:110	Y:242 
[2024/8/18 8:54:56] 物品:金创药(小量)	怪物:1A1D8200僵尸4	地图:H201	X:93	Y:66 
[2024/8/18 8:54:56] 物品:强效太阳水	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:强效太阳水	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:强效太阳水	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:强效太阳水	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:强效太阳水	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:强效金创药	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:强效金创药	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:强效魔法药	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:强效魔法药	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:黑色水晶戒指	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:珍珠戒指	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:生铁戒指	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:56] 物品:死神手套	怪物:29F06650尸王8	地图:H201	X:93	Y:67 
[2024/8/18 8:54:59] 物品:魔法药(小量)	怪物:1A2150C0僵尸4	地图:D406	X:66	Y:36 
[2024/8/18 8:54:59] 物品:强效太阳水	怪物:282C86E0牛魔祭司0	地图:H010	X:106	Y:237 
[2024/8/18 8:54:59] 物品:太阳水	怪物:282C86E0牛魔祭司0	地图:H010	X:106	Y:237 
[2024/8/18 8:55:0] 物品:隐身术	怪物:29671D50僵尸1	地图:H201	X:95	Y:65 
[2024/8/18 8:55:3] 物品:道士手镯	怪物:29E13BC0牛魔侍卫8	地图:H010	X:106	Y:237 
[2024/8/18 8:55:4] 物品:降魔	怪物:29035FE0黑野猪8	地图:H002	X:100	Y:105 
[2024/8/18 8:55:5] 物品:魔法长袍(女)	怪物:18307AF0牛魔法师8	地图:H010	X:106	Y:239 
[2024/8/18 8:55:6] 物品:强效太阳水	怪物:2A149350牛魔祭司0	地图:H010	X:107	Y:239 
[2024/8/18 8:55:6] 物品:强效太阳水	怪物:2A149350牛魔祭司0	地图:H010	X:107	Y:239 
[2024/8/18 8:55:6] 物品:强效太阳水	怪物:2A149350牛魔祭司0	地图:H010	X:107	Y:239 
[2024/8/18 8:55:6] 物品:太阳水	怪物:2A149350牛魔祭司0	地图:H010	X:107	Y:239 
[2024/8/18 8:55:6] 物品:太阳水	怪物:2A149350牛魔祭司0	地图:H010	X:107	Y:239 
[2024/8/18 8:55:6] 物品:太阳水	怪物:2A149350牛魔祭司0	地图:H010	X:107	Y:239 
[2024/8/18 8:55:7] 物品:集体隐身术	怪物:18F41BA0僵尸1	地图:D406	X:65	Y:35 
[2024/8/18 8:55:12] 物品:强效太阳水	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:12] 物品:强效太阳水	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:12] 物品:强效太阳水	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:12] 物品:强效太阳水	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:12] 物品:强效太阳水	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:12] 物品:强效金创药	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:12] 物品:强效金创药	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:12] 物品:强效魔法药	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:12] 物品:强效魔法药	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:12] 物品:黑檀手镯	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:12] 物品:魔力手镯	怪物:28E1CB00尸王8	地图:H201	X:93	Y:71 
[2024/8/18 8:55:15] 物品:魔法长袍(男)	怪物:0D89CA90牛魔法师8	地图:H010	X:103	Y:245 
[2024/8/18 8:55:24] 物品:蓝翡翠项链	怪物:2AADC9B0牛魔侍卫8	地图:H010	X:96	Y:237 
[2024/8/18 8:55:25] 物品:强效太阳水	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:25] 物品:强效太阳水	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:25] 物品:强效太阳水	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:25] 物品:强效太阳水	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:25] 物品:强效太阳水	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:25] 物品:强效金创药	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:25] 物品:强效金创药	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:25] 物品:强效魔法药	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:25] 物品:强效魔法药	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:25] 物品:黑色水晶戒指	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:25] 物品:生铁戒指	怪物:2DD883B0尸王8	地图:H201	X:98	Y:74 
[2024/8/18 8:55:27] 物品:疾光电影	怪物:2DCB8BA0僵尸1	地图:H201	X:100	Y:72 
[2024/8/18 8:55:27] 物品:偃月	怪物:27F932E0牛魔侍卫8	地图:H010	X:96	Y:238 
[2024/8/18 8:55:29] 物品:金创药(小量)	怪物:28990A10僵尸5	地图:H201	X:99	Y:72 
[2024/8/18 8:55:30] 物品:强效魔法药	怪物:27A4AE60牛魔法师8	地图:H010	X:96	Y:238 
[2024/8/18 8:55:30] 物品:重盔甲(女)	怪物:27A4AE60牛魔法师8	地图:H010	X:96	Y:238 
[2024/8/18 8:55:30] 物品:道德戒指	怪物:27A4AE60牛魔法师8	地图:H010	X:96	Y:238 
[2024/8/18 8:55:30] 物品:生铁戒指	怪物:27A4AE60牛魔法师8	地图:H010	X:96	Y:238 
[2024/8/18 8:55:30] 物品:白色虎齿项链	怪物:27A4AE60牛魔法师8	地图:H010	X:96	Y:238 
[2024/8/18 8:55:31] 物品:强效太阳水	怪物:2967E500牛魔祭司8	地图:H010	X:96	Y:237 
[2024/8/18 8:55:34] 物品:强效太阳水	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:强效太阳水	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:强效太阳水	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:强效太阳水	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:强效太阳水	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:强效金创药	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:强效金创药	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:强效魔法药	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:强效魔法药	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:生铁戒指	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:魅力戒指	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:34] 物品:魔力手镯	怪物:2B2ADEC0尸王8	地图:H201	X:100	Y:73 
[2024/8/18 8:55:37] 物品:地狱火	怪物:1A62E100僵尸1	地图:H201	X:99	Y:74 
[2024/8/18 8:55:39] 物品:强效太阳水	怪物:30D2E9E0牛魔祭司0	地图:H010	X:91	Y:233 
[2024/8/18 8:55:39] 物品:太阳水	怪物:30D2E9E0牛魔祭司0	地图:H010	X:91	Y:233 
[2024/8/18 8:55:39] 物品:太阳水	怪物:30D2E9E0牛魔祭司0	地图:H010	X:91	Y:233 
[2024/8/18 8:55:39] 物品:躲避手链	怪物:30D2E9E0牛魔祭司0	地图:H010	X:91	Y:233 
[2024/8/18 8:55:39] 物品:记忆头盔	怪物:30D2E9E0牛魔祭司0	地图:H010	X:91	Y:233 
[2024/8/18 8:55:47] 物品:大火球	怪物:28588200僵尸1	地图:H201	X:108	Y:71 
[2024/8/18 8:55:49] 物品:黑檀手镯	怪物:28832FA0牛魔侍卫8	地图:H010	X:88	Y:227 
[2024/8/18 8:55:49] 物品:降魔	怪物:28832FA0牛魔侍卫8	地图:H010	X:88	Y:227 
[2024/8/18 8:55:50] 物品:火球术	怪物:1F080D10僵尸1	地图:H201	X:105	Y:68 
[2024/8/18 8:55:52] 物品:强效太阳水	怪物:1F150520牛魔将军0	地图:H010	X:89	Y:227 
[2024/8/18 8:55:52] 物品:强效太阳水	怪物:1F150520牛魔将军0	地图:H010	X:89	Y:227 
[2024/8/18 8:55:52] 物品:强效太阳水	怪物:1F150520牛魔将军0	地图:H010	X:89	Y:227 
[2024/8/18 8:55:52] 物品:凝霜	怪物:1F150520牛魔将军0	地图:H010	X:89	Y:227 
[2024/8/18 8:56:1] 物品:金创药(小量)	怪物:280F73C0僵尸5	地图:H201	X:105	Y:69 
[2024/8/18 8:56:1] 物品:强效魔法药	怪物:2A659D90牛魔将军8	地图:H010	X:83	Y:225 
[2024/8/18 8:56:5] 物品:瞬息移动	怪物:223A97E0僵尸1	地图:H201	X:106	Y:77 
[2024/8/18 8:56:6] 物品:魅力戒指	怪物:28C1B6B0牛魔侍卫8	地图:H010	X:84	Y:224 
[2024/8/18 8:56:10] 物品:黑色水晶戒指	怪物:2A923840牛魔将军8	地图:H010	X:83	Y:224 
[2024/8/18 8:56:11] 物品:灵魂战衣(女)	怪物:059E1870黑野猪8	地图:H002	X:354	Y:94 
[2024/8/18 8:56:12] 物品:太阳水	怪物:18F513F0黑色恶蛆8	地图:H001	X:64	Y:17 
[2024/8/18 8:56:15] 物品:强效太阳水	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:强效太阳水	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:强效太阳水	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:强效太阳水	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:强效太阳水	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:强效金创药	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:强效金创药	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:强效魔法药	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:强效魔法药	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:黑色水晶戒指	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:凝霜	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:道德戒指	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:黑檀手镯	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:15] 物品:冰咆哮	怪物:19754370尸王8	地图:H201	X:107	Y:79 
[2024/8/18 8:56:17] 物品:强效太阳水	怪物:29F6B0B0牛魔祭司8	地图:H010	X:81	Y:221 
[2024/8/18 8:56:17] 物品:强效魔法药	怪物:29F6B0B0牛魔祭司8	地图:H010	X:81	Y:221 
[2024/8/18 8:56:17] 物品:降妖除魔戒指	怪物:29F6B0B0牛魔祭司8	地图:H010	X:81	Y:221 
[2024/8/18 8:56:18] 物品:金创药(小量)	怪物:2FAF2A40僵尸4	地图:D406	X:58	Y:20 
[2024/8/18 8:56:18] 物品:魔法药(小量)	怪物:19D1EC10僵尸5	地图:H201	X:106	Y:78 
[2024/8/18 8:56:21] 物品:强效太阳水	怪物:2A9521F0牛魔将军8	地图:H010	X:81	Y:220 
[2024/8/18 8:56:21] 物品:偃月	怪物:2A9521F0牛魔将军8	地图:H010	X:81	Y:220 
[2024/8/18 8:56:25] 物品:强效太阳水	怪物:17EB3B70牛魔祭司0	地图:H010	X:80	Y:220 
[2024/8/18 8:56:25] 物品:强效太阳水	怪物:17EB3B70牛魔祭司0	地图:H010	X:80	Y:220 
[2024/8/18 8:56:25] 物品:太阳水	怪物:17EB3B70牛魔祭司0	地图:H010	X:80	Y:220 
[2024/8/18 8:56:30] 物品:强效太阳水	怪物:2A388200尸王8	地图:H201	X:108	Y:85 
[2024/8/18 8:56:30] 物品:强效太阳水	怪物:2A388200尸王8	地图:H201	X:108	Y:85 
[2024/8/18 8:56:30] 物品:强效太阳水	怪物:2A388200尸王8	地图:H201	X:108	Y:85 
[2024/8/18 8:56:30] 物品:强效太阳水	怪物:2A388200尸王8	地图:H201	X:108	Y:85 
[2024/8/18 8:56:30] 物品:强效太阳水	怪物:2A388200尸王8	地图:H201	X:108	Y:85 
[2024/8/18 8:56:30] 物品:强效金创药	怪物:2A388200尸王8	地图:H201	X:108	Y:85 
[2024/8/18 8:56:30] 物品:强效金创药	怪物:2A388200尸王8	地图:H201	X:108	Y:85 
[2024/8/18 8:56:30] 物品:强效魔法药	怪物:2A388200尸王8	地图:H201	X:108	Y:85 
[2024/8/18 8:56:30] 物品:强效魔法药	怪物:2A388200尸王8	地图:H201	X:108	Y:85 
