[2024/8/18 18:0:2] 物品:幽灵手套	怪物:29166BD0祖玛雕像83	地图:H008	X:60	Y:53 
[2024/8/18 18:53:12] 物品:蛇眼戒指	怪物:23973D40祖玛弓箭手	地图:H204	X:62	Y:61 
[2024/8/18 18:53:12] 物品:金创药(中量)	怪物:249859E0祖玛雕像83	地图:H008	X:47	Y:67 
[2024/8/18 18:53:12] 物品:泰坦戒指	怪物:249859E0祖玛雕像83	地图:H008	X:47	Y:67 
[2024/8/18 18:53:17] 物品:太阳水	怪物:2A05B320黑野猪8	地图:H002	X:258	Y:140 
[2024/8/18 18:53:22] 物品:太阳水	怪物:1BE955A0恶灵尸王	地图:H201	X:63	Y:160 
[2024/8/18 18:53:22] 物品:隐身术	怪物:1BE955A0恶灵尸王	地图:H201	X:63	Y:160 
[2024/8/18 18:53:22] 物品:诱惑之光	怪物:1BE955A0恶灵尸王	地图:H201	X:63	Y:160 
[2024/8/18 18:53:26] 物品:强效金创药	怪物:17FF2540祖玛雕像83	地图:H008	X:50	Y:66 
[2024/8/18 18:53:26] 物品:强效魔法药	怪物:17FF2540祖玛雕像83	地图:H008	X:50	Y:66 
[2024/8/18 18:53:26] 物品:辟邪手镯	怪物:17FF2540祖玛雕像83	地图:H008	X:50	Y:66 
[2024/8/18 18:53:35] 物品:魔法药(小量)	怪物:1E20F760僵尸5	地图:H201	X:62	Y:150 
[2024/8/18 18:53:38] 物品:太阳水	怪物:31AFB830黑野猪8	地图:H002	X:254	Y:145 
[2024/8/18 18:53:46] 物品:火球术	怪物:22DACB20僵尸1	地图:H201	X:59	Y:143 
[2024/8/18 18:53:46] 物品:治愈术	怪物:22DACB20僵尸1	地图:H201	X:59	Y:143 
[2024/8/18 18:53:46] 物品:太阳水	怪物:1A5050E0祖玛卫士83	地图:H008	X:51	Y:68 
[2024/8/18 18:53:50] 物品:战神油	怪物:24944890蜈蚣8	地图:H004	X:104	Y:109 
[2024/8/18 18:53:52] 物品:回城卷	怪物:2A6D7AB0山洞蝙蝠0	地图:D011	X:198	Y:195 
[2024/8/18 18:53:52] 物品:回城卷	怪物:2A6D7AB0山洞蝙蝠0	地图:D011	X:198	Y:195 
[2024/8/18 18:53:52] 物品:回城卷	怪物:2A6D7AB0山洞蝙蝠0	地图:D011	X:198	Y:195 
[2024/8/18 18:53:52] 物品:回城卷	怪物:2A6D7AB0山洞蝙蝠0	地图:D011	X:198	Y:195 
[2024/8/18 18:53:52] 物品:回城卷	怪物:2A6D7AB0山洞蝙蝠0	地图:D011	X:198	Y:195 
[2024/8/18 18:53:53] 物品:金创药(小量)	怪物:1E20F760僵尸5	地图:H201	X:61	Y:149 
[2024/8/18 18:53:57] 物品:太阳水	怪物:1A397C80黑色恶蛆8	地图:H006	X:39	Y:68 
[2024/8/18 18:54:4] 物品:金创药(小量)	怪物:2EBF31F0僵尸5	地图:H201	X:55	Y:151 
[2024/8/18 18:54:7] 物品:金创药(小量)	怪物:1E96CE30骷髅战士	地图:D011	X:198	Y:198 
[2024/8/18 18:54:15] 物品:琥珀项链	怪物:181C4E90祖玛卫士8	地图:H204	X:61	Y:41 
[2024/8/18 18:54:19] 物品:金创药(小量)	怪物:1E20F760僵尸5	地图:H201	X:58	Y:151 
[2024/8/18 18:54:20] 物品:魔法药(小量)	怪物:0563A870稻草人	地图:0	X:325	Y:610 
[2024/8/18 18:54:21] 物品:灵魂战衣(男)	怪物:31F613A0黑野猪8	地图:H002	X:234	Y:143 
[2024/8/18 18:54:26] 物品:道士手镯	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:黑檀手镯	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:降魔	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:破魂	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:生铁戒指	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:白金项链	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:骷髅戒指	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:海魂	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:凌风	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:魔鬼项链	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:琥珀项链	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:凤凰明珠	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:太阳水	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:太阳水	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:太阳水	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:太阳水	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:金创药(中量)	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:金创药(中量)	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:金创药(中量)	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:金创药(中量)	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:魔法药(中量)	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:魔法药(中量)	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:魔法药(中量)	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:26] 物品:魔法药(中量)	怪物:0DB43ED0巨型蠕虫0	地图:D601	X:95	Y:95 
[2024/8/18 18:54:34] 物品:破魂	怪物:27AD98B0祖玛雕像8	地图:H204	X:59	Y:40 
[2024/8/18 18:54:45] 物品:强效太阳水	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:强效太阳水	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:强效太阳水	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:强效太阳水	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:强效太阳水	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:强效金创药	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:强效金创药	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:强效魔法药	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:强效魔法药	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:骷髅戒指	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:道德戒指	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:黑檀手镯	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:45] 物品:魔力手镯	怪物:0DE1F5B0尸王8	地图:H201	X:43	Y:170 
[2024/8/18 18:54:46] 物品:强效太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:太阳水	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效金创药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效金创药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效金创药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效金创药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效金创药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效金创药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效金创药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效金创药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效金创药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效金创药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效魔法药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效魔法药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效魔法药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效魔法药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效魔法药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效魔法药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效魔法药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效魔法药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效魔法药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:强效魔法药	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:虹魔戒指	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:46] 物品:生命项链	怪物:286CC490虹魔蝎卫8	地图:H204	X:59	Y:41 
[2024/8/18 18:54:50] 物品:强效太阳水	怪物:206C9AC0虹魔猪卫80	地图:H008	X:50	Y:72 
[2024/8/18 18:54:50] 物品:强效太阳水	怪物:206C9AC0虹魔猪卫80	地图:H008	X:50	Y:72 
[2024/8/18 18:54:50] 物品:强效太阳水	怪物:206C9AC0虹魔猪卫80	地图:H008	X:50	Y:72 
[2024/8/18 18:54:50] 物品:太阳水	怪物:206C9AC0虹魔猪卫80	地图:H008	X:50	Y:72 
[2024/8/18 18:54:50] 物品:太阳水	怪物:206C9AC0虹魔猪卫80	地图:H008	X:50	Y:72 
[2024/8/18 18:54:50] 物品:太阳水	怪物:206C9AC0虹魔猪卫80	地图:H008	X:50	Y:72 
[2024/8/18 18:54:50] 物品:求婚戒指	怪物:206C9AC0虹魔猪卫80	地图:H008	X:50	Y:72 
[2024/8/18 18:54:50] 物品:魅力戒指	怪物:206C9AC0虹魔猪卫80	地图:H008	X:50	Y:72 
[2024/8/18 18:54:51] 物品:海魂	怪物:1BE15DE0跳跳蜂	地图:D601	X:93	Y:96 
[2024/8/18 18:54:51] 物品:强效太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:强效太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:强效太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:强效太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:强效太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:太阳水	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:金创药(中量)	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:金创药(中量)	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:强效金创药	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:强效金创药	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:强效金创药	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:魔法药(中量)	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:魔法药(中量)	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:强效魔法药	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:强效魔法药	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:强效魔法药	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:珊瑚戒指	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:群体治疗术	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:51] 物品:施毒术	怪物:24A186C0沃玛卫士8	地图:H204	X:59	Y:42 
[2024/8/18 18:54:54] 物品:强效太阳水	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:强效太阳水	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:强效太阳水	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:强效太阳水	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:强效太阳水	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:强效金创药	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:强效金创药	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:强效魔法药	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:强效魔法药	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:黑色水晶戒指	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:死神手套	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:凝霜	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:蓝翡翠项链	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:54:54] 物品:黑檀手镯	怪物:18DB58D0尸王8	地图:H201	X:44	Y:166 
[2024/8/18 18:55:6] 物品:强效太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:太阳水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:金创药(中量)	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:金创药(中量)	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:金创药(中量)	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效金创药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效金创药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效金创药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:魔法药(中量)	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:魔法药(中量)	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:魔法药(中量)	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效魔法药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效魔法药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效魔法药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效金创药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效金创药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效金创药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效金创药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效金创药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效金创药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效魔法药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效魔法药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效魔法药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效魔法药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效魔法药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:强效魔法药	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:MP强化药水	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:魔法长袍(女)	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:降妖除魔戒指	怪物:1C0C3230白野猪8	地图:H204	X:60	Y:42 
[2024/8/18 18:55:6] 物品:魔法药(中量)	怪物:27997090恶灵僵尸8	地图:H001	X:51	Y:92 
[2024/8/18 18:55:11] 物品:金创药(小量)	怪物:15B598C0僵尸5	地图:H201	X:38	Y:158 
[2024/8/18 18:55:14] 物品:隐身术	怪物:1BE81F00僵尸5	地图:H201	X:36	Y:158 
[2024/8/18 18:55:20] 物品:强效太阳水	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:强效太阳水	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:强效太阳水	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:强效太阳水	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:强效太阳水	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:强效金创药	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:强效金创药	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:强效魔法药	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:强效魔法药	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:骷髅戒指	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:凝霜	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:蓝翡翠项链	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:20] 物品:魔力手镯	怪物:2DBAC090尸王8	地图:H201	X:37	Y:159 
[2024/8/18 18:55:23] 物品:治愈术	怪物:1C6C50E0僵尸4	地图:H201	X:35	Y:158 
[2024/8/18 18:55:27] 物品:金创药(小量)	怪物:299296E0骷髅战士	地图:D011	X:219	Y:199 
[2024/8/18 18:55:34] 物品:魔法长袍(男)	怪物:21ED2230蝎蛇8	地图:H002	X:213	Y:123 
[2024/8/18 18:56:4] 物品:强效太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:强效太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:强效太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:强效太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:强效太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:强效太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:强效太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:强效太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:强效太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:强效太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
[2024/8/18 18:56:4] 物品:太阳水	怪物:1F047CA0沃玛教主	地图:H204	X:69	Y:33 
