[2024/8/19 18:0:4] 物品:太阳水	怪物:2A9FDE30黑色恶蛆8	地图:H006	X:50	Y:79 
[2024/8/19 18:33:32] 物品:强效太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:太阳水	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:金创药(中量)	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:金创药(中量)	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:金创药(中量)	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效金创药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效金创药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效金创药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:魔法药(中量)	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:魔法药(中量)	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:魔法药(中量)	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效魔法药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效魔法药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效魔法药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效金创药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效金创药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效金创药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效金创药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效金创药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效金创药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效魔法药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效魔法药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效魔法药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效魔法药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效魔法药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:强效魔法药	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:32] 物品:记忆项链	怪物:2768C050白野猪8	地图:H204	X:67	Y:65 
[2024/8/19 18:33:36] 物品:金创药(小量)	怪物:17F60A50僵尸5	地图:H201	X:95	Y:109 
[2024/8/19 18:33:38] 物品:蓝色水晶戒指	怪物:19ED3300祖玛卫士8	地图:H204	X:63	Y:22 
[2024/8/19 18:33:40] 物品:金创药(小量)	怪物:198617D0僵尸4	地图:H201	X:95	Y:109 
[2024/8/19 18:33:40] 物品:攻杀剑术	怪物:198617D0僵尸4	地图:H201	X:95	Y:109 
[2024/8/19 18:33:40] 物品:太阳水	怪物:2A7DF5B0黑野猪8	地图:H002	X:292	Y:145 
[2024/8/19 18:33:45] 物品:金创药(小量)	怪物:1E96E460僵尸4	地图:H201	X:95	Y:109 
[2024/8/19 18:33:46] 物品:珊瑚戒指	怪物:1CE9BF70祖玛卫士8	地图:H204	X:63	Y:23 
[2024/8/19 18:33:47] 物品:金创药(小量)	怪物:27381890僵尸4	地图:H201	X:95	Y:109 
[2024/8/19 18:33:51] 物品:强效金创药	怪物:1AF1B6A0祖玛雕像8	地图:H204	X:79	Y:66 
[2024/8/19 18:33:51] 物品:强效太阳水	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:强效太阳水	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:强效太阳水	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:强效太阳水	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:强效太阳水	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:强效金创药	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:强效金创药	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:强效魔法药	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:强效魔法药	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:魅力戒指	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:蓝翡翠项链	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:51] 物品:黑檀手镯	怪物:278ACB20尸王8	地图:H201	X:96	Y:110 
[2024/8/19 18:33:52] 物品:金创药(小量)	怪物:1E0DD540僵尸4	地图:H201	X:95	Y:109 
[2024/8/19 18:33:52] 物品:生铁戒指	怪物:2A2D86C0祖玛弓箭手8	地图:H204	X:61	Y:20 
[2024/8/19 18:33:56] 物品:太阳水	怪物:2DCBE460黑色恶蛆8	地图:H006	X:63	Y:42 
[2024/8/19 18:34:0] 物品:火墙	怪物:18B07860恶灵尸王	地图:H201	X:97	Y:109 
[2024/8/19 18:34:0] 物品:爆裂火焰	怪物:18B07860恶灵尸王	地图:H201	X:97	Y:109 
[2024/8/19 18:34:0] 物品:诱惑之光	怪物:18B07860恶灵尸王	地图:H201	X:97	Y:109 
[2024/8/19 18:34:0] 物品:大火球	怪物:18B07860恶灵尸王	地图:H201	X:97	Y:109 
[2024/8/19 18:34:2] 物品:金创药(小量)	怪物:0D53D950僵尸4	地图:H201	X:97	Y:108 
[2024/8/19 18:34:2] 物品:魔法药(小量)	怪物:0D53D950僵尸4	地图:H201	X:97	Y:108 
[2024/8/19 18:34:3] 物品:金创药(小量)	怪物:29A17090僵尸5	地图:H201	X:96	Y:108 
[2024/8/19 18:34:9] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:太阳水	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:金创药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:金创药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:金创药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:魔法药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:魔法药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:魔法药(中量)	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效金创药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:强效魔法药	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:9] 物品:珍珠戒指	怪物:1A6004D0白野猪8	地图:H204	X:92	Y:56 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:太阳水	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:金创药(中量)	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:金创药(中量)	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:魔法药(中量)	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:魔法药(中量)	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:灵魂战衣(男)	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:小手镯	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:野蛮冲撞	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:集体隐身术	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:灵魂火符	怪物:226F9EA0沃玛卫士8	地图:H204	X:91	Y:54 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:太阳水	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:金创药(中量)	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:金创药(中量)	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:金创药(中量)	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:魔法药(中量)	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:魔法药(中量)	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:魔法药(中量)	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:2869BD80白野猪8	地图:H204	X:91	Y:55 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:太阳水	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:金创药(中量)	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:金创药(中量)	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:金创药(中量)	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:魔法药(中量)	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:魔法药(中量)	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:魔法药(中量)	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效金创药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:13] 物品:强效魔法药	怪物:17D19940白野猪8	地图:H204	X:55	Y:12 
[2024/8/19 18:34:18] 物品:太阳水	怪物:180558F0黑野猪8	地图:H002	X:271	Y:115 
[2024/8/19 18:34:20] 物品:强效太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:强效太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:强效太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:强效太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:强效太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
[2024/8/19 18:34:20] 物品:太阳水	怪物:2DD814C0沃玛卫士8	地图:H204	X:55	Y:13 
