[2024/8/18 0:0:1] 物品:召唤骷髅	怪物:28BF1D10僵尸1	地图:H201	X:35	Y:89 
[2024/8/18 0:52:13] 物品:强效太阳水	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:13] 物品:强效太阳水	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:13] 物品:强效金创药	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:13] 物品:强效金创药	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:13] 物品:强效魔法药	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:13] 物品:强效魔法药	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:13] 物品:骷髅戒指	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:13] 物品:黑色水晶戒指	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:13] 物品:生铁戒指	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:13] 物品:黑檀手镯	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:13] 物品:魔力手镯	怪物:285C0E30尸王8	地图:H201	X:80	Y:84 
[2024/8/18 0:52:16] 物品:金创药(小量)	怪物:1CA70BE0僵尸5	地图:H201	X:158	Y:45 
[2024/8/18 0:52:19] 物品:偃月	怪物:29A7FD80黑野猪8	地图:H002	X:317	Y:49 
[2024/8/18 0:52:23] 物品:强效太阳水	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:23] 物品:强效太阳水	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:23] 物品:强效太阳水	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:23] 物品:强效太阳水	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:23] 物品:强效太阳水	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:23] 物品:强效金创药	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:23] 物品:强效金创药	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:23] 物品:强效魔法药	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:23] 物品:强效魔法药	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:23] 物品:魅力戒指	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:23] 物品:魔力手镯	怪物:2E1F8280尸王8	地图:H201	X:157	Y:45 
[2024/8/18 0:52:27] 物品:回城卷	怪物:2A622790电僵王8	地图:H003	X:61	Y:35 
[2024/8/18 0:52:27] 物品:回城卷	怪物:2A622790电僵王8	地图:H003	X:61	Y:35 
[2024/8/18 0:52:37] 物品:神圣战甲术	怪物:2A0439F0恶灵尸王	地图:H201	X:163	Y:38 
[2024/8/18 0:52:37] 物品:攻杀剑术	怪物:2A0439F0恶灵尸王	地图:H201	X:163	Y:38 
[2024/8/18 0:52:37] 物品:地狱火	怪物:2A0439F0恶灵尸王	地图:H201	X:163	Y:38 
[2024/8/18 0:52:37] 物品:召唤骷髅	怪物:2A0439F0恶灵尸王	地图:H201	X:163	Y:38 
[2024/8/18 0:52:37] 物品:瞬息移动	怪物:2A0439F0恶灵尸王	地图:H201	X:163	Y:38 
[2024/8/18 0:52:46] 物品:强效太阳水	怪物:28C438A0尸王8	地图:H201	X:161	Y:38 
[2024/8/18 0:52:46] 物品:强效太阳水	怪物:28C438A0尸王8	地图:H201	X:161	Y:38 
[2024/8/18 0:52:46] 物品:强效太阳水	怪物:28C438A0尸王8	地图:H201	X:161	Y:38 
[2024/8/18 0:52:46] 物品:强效太阳水	怪物:28C438A0尸王8	地图:H201	X:161	Y:38 
[2024/8/18 0:52:46] 物品:强效太阳水	怪物:28C438A0尸王8	地图:H201	X:161	Y:38 
[2024/8/18 0:52:46] 物品:强效金创药	怪物:28C438A0尸王8	地图:H201	X:161	Y:38 
[2024/8/18 0:52:46] 物品:强效金创药	怪物:28C438A0尸王8	地图:H201	X:161	Y:38 
[2024/8/18 0:52:46] 物品:强效魔法药	怪物:28C438A0尸王8	地图:H201	X:161	Y:38 
[2024/8/18 0:52:46] 物品:强效魔法药	怪物:28C438A0尸王8	地图:H201	X:161	Y:38 
[2024/8/18 0:52:46] 物品:魔力手镯	怪物:28C438A0尸王8	地图:H201	X:161	Y:38 
[2024/8/18 0:52:54] 物品:强效魔法药	怪物:2D9A17F0恶灵尸王	地图:H201	X:161	Y:39 
[2024/8/18 0:52:54] 物品:心灵启示	怪物:2D9A17F0恶灵尸王	地图:H201	X:161	Y:39 
[2024/8/18 0:52:54] 物品:火墙	怪物:2D9A17F0恶灵尸王	地图:H201	X:161	Y:39 
[2024/8/18 0:52:54] 物品:爆裂火焰	怪物:2D9A17F0恶灵尸王	地图:H201	X:161	Y:39 
[2024/8/18 0:52:54] 物品:施毒术	怪物:2D9A17F0恶灵尸王	地图:H201	X:161	Y:39 
[2024/8/18 0:52:54] 物品:雷电术	怪物:2D9A17F0恶灵尸王	地图:H201	X:161	Y:39 
[2024/8/18 0:52:54] 物品:地狱火	怪物:2D9A17F0恶灵尸王	地图:H201	X:161	Y:39 
[2024/8/18 0:52:54] 物品:瞬息移动	怪物:2D9A17F0恶灵尸王	地图:H201	X:161	Y:39 
[2024/8/18 0:52:56] 物品:攻杀剑术	怪物:2EB751E0僵尸40	地图:H201	X:162	Y:38 
[2024/8/18 0:52:56] 物品:隐身术	怪物:2EB751E0僵尸40	地图:H201	X:162	Y:38 
[2024/8/18 0:52:56] 物品:抗拒火环	怪物:2EB751E0僵尸40	地图:H201	X:162	Y:38 
[2024/8/18 0:52:56] 物品:精神力战法	怪物:2EB751E0僵尸40	地图:H201	X:162	Y:38 
[2024/8/18 0:52:56] 物品:火球术	怪物:2EB751E0僵尸40	地图:H201	X:162	Y:38 
[2024/8/18 0:52:56] 物品:治愈术	怪物:2EB751E0僵尸40	地图:H201	X:162	Y:38 
[2024/8/18 0:52:56] 物品:基本剑术	怪物:2EB751E0僵尸40	地图:H201	X:162	Y:38 
[2024/8/18 0:52:56] 物品:坚固手套	怪物:2EB751E0僵尸40	地图:H201	X:162	Y:38 
[2024/8/18 0:52:56] 物品:黑檀项链	怪物:2EB751E0僵尸40	地图:H201	X:162	Y:38 
[2024/8/18 0:52:59] 物品:金创药(小量)	怪物:19F68C40僵尸4	地图:H201	X:162	Y:40 
[2024/8/18 0:53:4] 物品:玻璃戒指	怪物:1E687C00骷髅战士	地图:D002	X:109	Y:224 
[2024/8/18 0:53:11] 物品:金创药(小量)	怪物:284BB4D0僵尸3	地图:D401	X:24	Y:178 
[2024/8/18 0:53:15] 物品:强效太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:强效太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:强效太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:强效太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:强效太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:太阳水	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:金创药(中量)	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:金创药(中量)	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:金创药(中量)	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:强效金创药	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:强效金创药	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:魔法药(中量)	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:魔法药(中量)	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:魔法药(中量)	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:强效魔法药	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:强效魔法药	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:蛇眼戒指	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:黑檀手镯	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:野蛮冲撞	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:雷电术	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:诱惑之光	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:大火球	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:召唤骷髅	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:抗拒火环	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:精神力战法	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:治愈术	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:基本剑术	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:15] 物品:火球术	怪物:1861C240尸王	地图:H201	X:167	Y:45 
[2024/8/18 0:53:21] 物品:太阳水	怪物:2D9ADFA0黑野猪8	地图:H002	X:101	Y:266 
[2024/8/18 0:53:22] 物品:强效太阳水	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:强效太阳水	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:强效太阳水	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:强效太阳水	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:强效太阳水	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:强效金创药	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:强效金创药	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:强效魔法药	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:强效魔法药	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:骷髅戒指	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:道德戒指	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:黑檀手镯	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:魔力手镯	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:22] 物品:地狱雷光	怪物:2A5D07C0尸王8	地图:H201	X:167	Y:45 
[2024/8/18 0:53:23] 物品:强效太阳水	怪物:0D5DD530恶灵尸王	地图:H201	X:71	Y:64 
[2024/8/18 0:53:23] 物品:强效金创药	怪物:0D5DD530恶灵尸王	地图:H201	X:71	Y:64 
[2024/8/18 0:53:23] 物品:灵魂火符	怪物:0D5DD530恶灵尸王	地图:H201	X:71	Y:64 
[2024/8/18 0:53:23] 物品:诱惑之光	怪物:0D5DD530恶灵尸王	地图:H201	X:71	Y:64 
[2024/8/18 0:53:29] 物品:金创药(小量)	怪物:2A14D5E0僵尸4	地图:H201	X:73	Y:63 
[2024/8/18 0:53:30] 物品:强效太阳水	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:强效太阳水	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:强效太阳水	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:强效太阳水	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:强效太阳水	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:强效金创药	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:强效金创药	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:强效魔法药	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:强效魔法药	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:珊瑚戒指	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:黑色水晶戒指	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:道德戒指	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:魅力戒指	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:黑檀手镯	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:30] 物品:魔力手镯	怪物:279A0BE0尸王8	地图:H201	X:168	Y:45 
[2024/8/18 0:53:32] 物品:回城卷	怪物:1B7E1D10电僵王8	地图:H003	X:72	Y:45 
[2024/8/18 0:53:32] 物品:回城卷	怪物:1B7E1D10电僵王8	地图:H003	X:72	Y:45 
[2024/8/18 0:53:33] 物品:魔法药(中量)	怪物:28827E20恶灵尸王	地图:H201	X:168	Y:43 
[2024/8/18 0:53:33] 物品:灵魂火符	怪物:28827E20恶灵尸王	地图:H201	X:168	Y:43 
[2024/8/18 0:53:33] 物品:大火球	怪物:28827E20恶灵尸王	地图:H201	X:168	Y:43 
[2024/8/18 0:53:33] 物品:瞬息移动	怪物:28827E20恶灵尸王	地图:H201	X:168	Y:43 
[2024/8/18 0:53:33] 物品:金创药(小量)	怪物:2D4F4330僵尸3	地图:D401	X:138	Y:78 
[2024/8/18 0:53:34] 物品:召唤骷髅	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:地狱火	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:抗拒火环	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:精神力战法	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:火球术	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:治愈术	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:基本剑术	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:海魂	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:凌风	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:魔鬼项链	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:魔力手镯	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:灯笼项链	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:铁剑	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:短剑	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:轻型盔甲(男)	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:轻型盔甲(女)	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:青铜斧	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:黑檀项链	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:黄色水晶项链	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:黑色水晶项链	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:青铜头盔	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:金创药(小量)	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:金创药(小量)	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:金创药(小量)	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:金创药(小量)	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:魔法药(小量)	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:魔法药(小量)	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:魔法药(小量)	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:34] 物品:魔法药(小量)	怪物:1F0D8160僵尸50	地图:H201	X:71	Y:62 
[2024/8/18 0:53:35] 物品:金创药(小量)	怪物:1CA70BE0僵尸5	地图:H201	X:167	Y:45 
[2024/8/18 0:53:37] 物品:金创药(小量)	怪物:2F42BD60僵尸3	地图:D401	X:137	Y:78 
[2024/8/18 0:53:44] 物品:强效太阳水	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:强效太阳水	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:强效太阳水	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:强效太阳水	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:强效太阳水	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:强效金创药	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:强效金创药	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:强效魔法药	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:强效魔法药	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:骷髅戒指	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:黑色水晶戒指	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:蛇眼戒指	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:道德戒指	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:44] 物品:黑檀手镯	怪物:2DF46980尸王8	地图:H201	X:168	Y:44 
[2024/8/18 0:53:54] 物品:金创药(小量)	怪物:2888BE60僵尸5	地图:H201	X:166	Y:44 
[2024/8/18 0:53:55] 物品:强效太阳水	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:55] 物品:强效太阳水	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:55] 物品:强效太阳水	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:55] 物品:强效太阳水	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:55] 物品:强效太阳水	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:55] 物品:强效金创药	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:55] 物品:强效金创药	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:55] 物品:强效魔法药	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:55] 物品:强效魔法药	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:55] 物品:黑檀手镯	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:55] 物品:魔力手镯	怪物:1971D540尸王8	地图:H201	X:166	Y:43 
[2024/8/18 0:53:56] 物品:金创药(小量)	怪物:19DFEE60山洞蝙蝠	地图:D002	X:113	Y:221 
[2024/8/18 0:53:57] 物品:瞬息移动	怪物:23660E30僵尸1	地图:H201	X:67	Y:56 
[2024/8/18 0:53:57] 物品:魔法药(小量)	怪物:17FEE2B0僵尸4	地图:H201	X:167	Y:45 
[2024/8/18 0:54:5] 物品:金创药(小量)	怪物:28D65A80僵尸5	地图:H201	X:67	Y:57 
[2024/8/18 0:54:5] 物品:魔法药(小量)	怪物:28D65A80僵尸5	地图:H201	X:67	Y:57 
[2024/8/18 0:54:6] 物品:火球术	怪物:0598B610僵尸5	地图:H201	X:173	Y:45 
[2024/8/18 0:54:7] 物品:魔法药(小量)	怪物:050EB8A0僵尸4	地图:H201	X:67	Y:58 
[2024/8/18 0:54:11] 物品:金创药(小量)	怪物:1988AA40僵尸5	地图:H201	X:173	Y:45 
[2024/8/18 0:54:11] 物品:地狱火	怪物:1988AA40僵尸5	地图:H201	X:173	Y:45 
[2024/8/18 0:54:12] 物品:金创药(小量)	怪物:19D539F0僵尸4	地图:H201	X:172	Y:45 
[2024/8/18 0:54:14] 物品:蓝翡翠项链	怪物:2DC8C720蝎蛇8	地图:H002	X:212	Y:283 
[2024/8/18 0:54:16] 物品:铁剑	怪物:283FA560掷斧骷髅	地图:D002	X:99	Y:243 
[2024/8/18 0:54:25] 物品:魔法药(小量)	怪物:2230C3F0僵尸5	地图:H201	X:174	Y:45 
[2024/8/18 0:54:26] 物品:强效太阳水	怪物:0562E0C0尸王8	地图:H201	X:174	Y:46 
[2024/8/18 0:54:26] 物品:强效太阳水	怪物:0562E0C0尸王8	地图:H201	X:174	Y:46 
[2024/8/18 0:54:26] 物品:强效太阳水	怪物:0562E0C0尸王8	地图:H201	X:174	Y:46 
[2024/8/18 0:54:26] 物品:强效太阳水	怪物:0562E0C0尸王8	地图:H201	X:174	Y:46 
[2024/8/18 0:54:26] 物品:强效太阳水	怪物:0562E0C0尸王8	地图:H201	X:174	Y:46 
[2024/8/18 0:54:26] 物品:强效金创药	怪物:0562E0C0尸王8	地图:H201	X:174	Y:46 
[2024/8/18 0:54:26] 物品:强效金创药	怪物:0562E0C0尸王8	地图:H201	X:174	Y:46 
[2024/8/18 0:54:26] 物品:强效魔法药	怪物:0562E0C0尸王8	地图:H201	X:174	Y:46 
[2024/8/18 0:54:26] 物品:强效魔法药	怪物:0562E0C0尸王8	地图:H201	X:174	Y:46 
[2024/8/18 0:54:26] 物品:蓝翡翠项链	怪物:0562E0C0尸王8	地图:H201	X:174	Y:46 
[2024/8/18 0:54:28] 物品:抗拒火环	怪物:2A9F2CB0僵尸4	地图:H201	X:172	Y:47 
[2024/8/18 0:54:29] 物品:骷髅头盔	怪物:2CAE7AD0黑野猪8	地图:H002	X:238	Y:146 
[2024/8/18 0:54:34] 物品:攻击力药水	怪物:18EA0CA0僵尸5	地图:H201	X:173	Y:45 
[2024/8/18 0:54:40] 物品:太阳水	怪物:308941F0骷髅战将	地图:D002	X:82	Y:253 
[2024/8/18 0:54:41] 物品:魔法药(小量)	怪物:1C0AE560僵尸5	地图:H201	X:176	Y:51 
[2024/8/18 0:54:46] 物品:金创药(小量)	怪物:1A442CB0僵尸5	地图:H201	X:176	Y:51 
[2024/8/18 0:54:47] 物品:强效太阳水	怪物:2A52EA60尸王8	地图:H201	X:177	Y:51 
[2024/8/18 0:54:47] 物品:强效太阳水	怪物:2A52EA60尸王8	地图:H201	X:177	Y:51 
[2024/8/18 0:54:47] 物品:强效太阳水	怪物:2A52EA60尸王8	地图:H201	X:177	Y:51 
[2024/8/18 0:54:47] 物品:强效太阳水	怪物:2A52EA60尸王8	地图:H201	X:177	Y:51 
[2024/8/18 0:54:47] 物品:强效太阳水	怪物:2A52EA60尸王8	地图:H201	X:177	Y:51 
[2024/8/18 0:54:47] 物品:强效金创药	怪物:2A52EA60尸王8	地图:H201	X:177	Y:51 
[2024/8/18 0:54:47] 物品:强效金创药	怪物:2A52EA60尸王8	地图:H201	X:177	Y:51 
[2024/8/18 0:54:47] 物品:强效魔法药	怪物:2A52EA60尸王8	地图:H201	X:177	Y:51 
[2024/8/18 0:54:47] 物品:强效魔法药	怪物:2A52EA60尸王8	地图:H201	X:177	Y:51 
[2024/8/18 0:54:47] 物品:黑檀手镯	怪物:2A52EA60尸王8	地图:H201	X:177	Y:51 
[2024/8/18 0:54:50] 物品:魔法药(小量)	怪物:22670490僵尸4	地图:H201	X:178	Y:50 
[2024/8/18 0:54:58] 物品:强效太阳水	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:强效太阳水	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:强效太阳水	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:强效太阳水	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:强效太阳水	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:强效金创药	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:强效金创药	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:强效魔法药	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:强效魔法药	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:珍珠戒指	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:死神手套	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
[2024/8/18 0:54:58] 物品:蓝翡翠项链	怪物:1E147CA0尸王8	地图:H201	X:98	Y:45 
