[2024/8/17 8:0:6] 物品:死神手套	怪物:27827FB0恶灵尸王8	地图:H001	X:38	Y:16 
[2024/8/17 8:52:17] 物品:珍珠戒指	怪物:27A8A980尸王8	地图:H201	X:175	Y:149 
[2024/8/17 8:52:17] 物品:凝霜	怪物:27A8A980尸王8	地图:H201	X:175	Y:149 
[2024/8/17 8:52:17] 物品:金创药(小量)	怪物:187C6820僵尸3	地图:D413	X:41	Y:39 
[2024/8/17 8:52:18] 物品:金创药(小量)	怪物:18D892D0山洞蝙蝠	地图:D002	X:283	Y:280 
[2024/8/17 8:52:20] 物品:魔法药(小量)	怪物:278F1F00僵尸4	地图:H201	X:176	Y:149 
[2024/8/17 8:52:23] 物品:隐身术	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:23] 物品:雷电术	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:23] 物品:抗拒火环	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:23] 物品:精神力战法	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:23] 物品:火球术	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:23] 物品:治愈术	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:23] 物品:基本剑术	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:23] 物品:半月	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:23] 物品:凌风	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:23] 物品:黑色水晶项链	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:23] 物品:金创药(小量)	怪物:27BCEC10僵尸40	地图:H201	X:173	Y:147 
[2024/8/17 8:52:31] 物品:施毒术	怪物:1F099C70僵尸3	地图:D413	X:39	Y:34 
[2024/8/17 8:52:41] 物品:金创药(中量)	怪物:052722B0恶灵僵尸8	地图:H001	X:106	Y:128 
[2024/8/17 8:52:44] 物品:金创药(小量)	怪物:30CCD1B0僵尸4	地图:H201	X:164	Y:76 
[2024/8/17 8:52:45] 物品:基本剑术	怪物:281C2940僵尸1	地图:H201	X:159	Y:71 
[2024/8/17 8:52:50] 物品:魔法力药水	怪物:196F7FB0僵尸5	地图:D406	X:47	Y:31 
[2024/8/17 8:52:51] 物品:强效太阳水	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:强效太阳水	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:强效太阳水	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:强效太阳水	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:强效太阳水	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:强效金创药	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:强效金创药	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:强效魔法药	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:强效魔法药	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:珍珠戒指	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:生铁戒指	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:黑檀手镯	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:51] 物品:魔力手镯	怪物:288AAAC0尸王8	地图:H201	X:166	Y:76 
[2024/8/17 8:52:53] 物品:金创药(小量)	怪物:0D45E560僵尸3	地图:D413	X:50	Y:45 
[2024/8/17 8:53:1] 物品:金创药(小量)	怪物:0D4F1680僵尸4	地图:D406	X:58	Y:37 
[2024/8/17 8:53:8] 物品:强效太阳水	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:强效太阳水	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:强效太阳水	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:强效太阳水	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:强效太阳水	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:强效金创药	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:强效金创药	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:强效魔法药	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:强效魔法药	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:黑色水晶戒指	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:蛇眼戒指	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:道德戒指	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:黑檀手镯	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:8] 物品:魔力手镯	怪物:27BF1540尸王8	地图:H201	X:164	Y:77 
[2024/8/17 8:53:9] 物品:攻杀剑术	怪物:17DB8BC0僵尸30	地图:D413	X:49	Y:45 
[2024/8/17 8:53:9] 物品:瞬息移动	怪物:17DB8BC0僵尸30	地图:D413	X:49	Y:45 
[2024/8/17 8:53:9] 物品:地狱火	怪物:17DB8BC0僵尸30	地图:D413	X:49	Y:45 
[2024/8/17 8:53:9] 物品:半月	怪物:17DB8BC0僵尸30	地图:D413	X:49	Y:45 
[2024/8/17 8:53:9] 物品:海魂	怪物:17DB8BC0僵尸30	地图:D413	X:49	Y:45 
[2024/8/17 8:53:9] 物品:魔鬼项链	怪物:17DB8BC0僵尸30	地图:D413	X:49	Y:45 
[2024/8/17 8:53:17] 物品:魔法药(小量)	怪物:17BA47C0僵尸4	地图:H201	X:164	Y:75 
[2024/8/17 8:53:17] 物品:金创药(中量)	怪物:29A5BCA0掷斧骷髅0	地图:D002	X:286	Y:300 
[2024/8/17 8:53:17] 物品:金创药(中量)	怪物:29A5BCA0掷斧骷髅0	地图:D002	X:286	Y:300 
[2024/8/17 8:53:17] 物品:金创药(中量)	怪物:29A5BCA0掷斧骷髅0	地图:D002	X:286	Y:300 
[2024/8/17 8:53:17] 物品:金创药(中量)	怪物:29A5BCA0掷斧骷髅0	地图:D002	X:286	Y:300 
[2024/8/17 8:53:17] 物品:魔法药(中量)	怪物:29A5BCA0掷斧骷髅0	地图:D002	X:286	Y:300 
[2024/8/17 8:53:17] 物品:魔法药(中量)	怪物:29A5BCA0掷斧骷髅0	地图:D002	X:286	Y:300 
[2024/8/17 8:53:17] 物品:魔法药(中量)	怪物:29A5BCA0掷斧骷髅0	地图:D002	X:286	Y:300 
[2024/8/17 8:53:17] 物品:魔法药(中量)	怪物:29A5BCA0掷斧骷髅0	地图:D002	X:286	Y:300 
[2024/8/17 8:53:20] 物品:抗拒火环	怪物:279BBE50僵尸40	地图:H201	X:168	Y:81 
[2024/8/17 8:53:20] 物品:精神力战法	怪物:279BBE50僵尸40	地图:H201	X:168	Y:81 
[2024/8/17 8:53:20] 物品:火球术	怪物:279BBE50僵尸40	地图:H201	X:168	Y:81 
[2024/8/17 8:53:20] 物品:治愈术	怪物:279BBE50僵尸40	地图:H201	X:168	Y:81 
[2024/8/17 8:53:20] 物品:基本剑术	怪物:279BBE50僵尸40	地图:H201	X:168	Y:81 
[2024/8/17 8:53:20] 物品:蓝色水晶戒指	怪物:279BBE50僵尸40	地图:H201	X:168	Y:81 
[2024/8/17 8:53:20] 物品:金创药(小量)	怪物:279BBE50僵尸40	地图:H201	X:168	Y:81 
[2024/8/17 8:53:20] 物品:魔法药(小量)	怪物:279BBE50僵尸40	地图:H201	X:168	Y:81 
[2024/8/17 8:53:21] 物品:神圣战甲术	怪物:1DFAC950僵尸5	地图:H201	X:166	Y:81 
[2024/8/17 8:53:26] 物品:铁手镯	怪物:30817350稻草人	地图:0	X:110	Y:315 
[2024/8/17 8:53:27] 物品:金创药(小量)	怪物:1F105D90僵尸3	地图:D401	X:142	Y:122 
[2024/8/17 8:53:31] 物品:抗拒火环	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:31] 物品:精神力战法	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:31] 物品:火球术	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:31] 物品:治愈术	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:31] 物品:基本剑术	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:31] 物品:蓝色水晶戒指	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:31] 物品:金创药(小量)	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:31] 物品:魔法药(小量)	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:33] 物品:金创药(小量)	怪物:30CC4070稻草人	地图:0	X:128	Y:91 
[2024/8/17 8:53:34] 物品:治愈术	怪物:286A2C70僵尸3	地图:D401	X:142	Y:121 
[2024/8/17 8:53:40] 物品:金创药(小量)	怪物:2884D970僵尸5	地图:H201	X:165	Y:79 
[2024/8/17 8:53:43] 物品:火墙	怪物:27995A60僵尸1	地图:H201	X:172	Y:73 
[2024/8/17 8:53:50] 物品:魔法药(小量)	怪物:17E42190森林雪人	地图:0	X:128	Y:344 
[2024/8/17 8:53:50] 物品:攻杀剑术	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:50] 物品:灵魂火符	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:50] 物品:抗拒火环	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:50] 物品:精神力战法	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:50] 物品:火球术	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:50] 物品:治愈术	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:50] 物品:基本剑术	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:50] 物品:黑色水晶项链	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:50] 物品:魔法药(小量)	怪物:279BBE50僵尸40	地图:H201	X:169	Y:81 
[2024/8/17 8:53:51] 物品:金创药(小量)	怪物:189F23C0僵尸3	地图:D413	X:55	Y:53 
[2024/8/17 8:54:0] 物品:金创药(中量)	怪物:2803BAF0骷髅战士0	地图:D011	X:168	Y:328 
[2024/8/17 8:54:0] 物品:金创药(中量)	怪物:2803BAF0骷髅战士0	地图:D011	X:168	Y:328 
[2024/8/17 8:54:0] 物品:金创药(中量)	怪物:2803BAF0骷髅战士0	地图:D011	X:168	Y:328 
[2024/8/17 8:54:0] 物品:金创药(中量)	怪物:2803BAF0骷髅战士0	地图:D011	X:168	Y:328 
[2024/8/17 8:54:0] 物品:魔法药(中量)	怪物:2803BAF0骷髅战士0	地图:D011	X:168	Y:328 
[2024/8/17 8:54:0] 物品:魔法药(中量)	怪物:2803BAF0骷髅战士0	地图:D011	X:168	Y:328 
[2024/8/17 8:54:0] 物品:魔法药(中量)	怪物:2803BAF0骷髅战士0	地图:D011	X:168	Y:328 
[2024/8/17 8:54:0] 物品:魔法药(中量)	怪物:2803BAF0骷髅战士0	地图:D011	X:168	Y:328 
[2024/8/17 8:54:0] 物品:强效太阳水	怪物:18DA3860骷髅精灵	地图:D002	X:302	Y:274 
[2024/8/17 8:54:0] 物品:魔法药(中量)	怪物:18DA3860骷髅精灵	地图:D002	X:302	Y:274 
[2024/8/17 8:54:0] 物品:生铁戒指	怪物:18DA3860骷髅精灵	地图:D002	X:302	Y:274 
[2024/8/17 8:54:0] 物品:灵魂火符	怪物:18DA3860骷髅精灵	地图:D002	X:302	Y:274 
[2024/8/17 8:54:0] 物品:攻杀剑术	怪物:18DA3860骷髅精灵	地图:D002	X:302	Y:274 
[2024/8/17 8:54:0] 物品:幽灵盾	怪物:18DA3860骷髅精灵	地图:D002	X:302	Y:274 
[2024/8/17 8:54:0] 物品:HP强化药水	怪物:18DA3860骷髅精灵	地图:D002	X:302	Y:274 
[2024/8/17 8:54:0] 物品:强效太阳水	怪物:27A7B570尸王8	地图:H201	X:165	Y:75 
[2024/8/17 8:54:0] 物品:强效太阳水	怪物:27A7B570尸王8	地图:H201	X:165	Y:75 
[2024/8/17 8:54:0] 物品:强效太阳水	怪物:27A7B570尸王8	地图:H201	X:165	Y:75 
[2024/8/17 8:54:0] 物品:强效太阳水	怪物:27A7B570尸王8	地图:H201	X:165	Y:75 
[2024/8/17 8:54:0] 物品:强效太阳水	怪物:27A7B570尸王8	地图:H201	X:165	Y:75 
[2024/8/17 8:54:0] 物品:强效金创药	怪物:27A7B570尸王8	地图:H201	X:165	Y:75 
[2024/8/17 8:54:0] 物品:强效金创药	怪物:27A7B570尸王8	地图:H201	X:165	Y:75 
[2024/8/17 8:54:0] 物品:强效魔法药	怪物:27A7B570尸王8	地图:H201	X:165	Y:75 
[2024/8/17 8:54:0] 物品:强效魔法药	怪物:27A7B570尸王8	地图:H201	X:165	Y:75 
[2024/8/17 8:54:0] 物品:死神手套	怪物:27A7B570尸王8	地图:H201	X:165	Y:75 
[2024/8/17 8:54:2] 物品:疾光电影	怪物:27923C40恶灵尸王	地图:H201	X:171	Y:79 
[2024/8/17 8:54:2] 物品:地狱火	怪物:27923C40恶灵尸王	地图:H201	X:171	Y:79 
[2024/8/17 8:54:2] 物品:瞬息移动	怪物:27923C40恶灵尸王	地图:H201	X:171	Y:79 
[2024/8/17 8:54:4] 物品:火墙	怪物:03ACE3E0僵尸4	地图:H201	X:164	Y:78 
[2024/8/17 8:54:8] 物品:魔法药(中量)	怪物:18C05520恶灵尸王	地图:H201	X:165	Y:77 
[2024/8/17 8:54:8] 物品:爆裂火焰	怪物:18C05520恶灵尸王	地图:H201	X:165	Y:77 
[2024/8/17 8:54:8] 物品:施毒术	怪物:18C05520恶灵尸王	地图:H201	X:165	Y:77 
[2024/8/17 8:54:8] 物品:召唤骷髅	怪物:18C05520恶灵尸王	地图:H201	X:165	Y:77 
[2024/8/17 8:54:10] 物品:太阳水	怪物:30DA6E50骷髅战将	地图:D003	X:328	Y:220 
[2024/8/17 8:54:11] 物品:强效太阳水	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:强效太阳水	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:强效太阳水	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:强效太阳水	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:强效太阳水	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:强效金创药	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:强效金创药	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:强效魔法药	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:强效魔法药	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:凝霜	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:黑檀手镯	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:魔力手镯	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:圣言术	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:11] 物品:半月弯刀	怪物:27A78910尸王8	地图:H201	X:170	Y:78 
[2024/8/17 8:54:13] 物品:金创药(小量)	怪物:30D7E9F0僵尸3	地图:D413	X:62	Y:60 
[2024/8/17 8:54:14] 物品:抗拒火环	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:精神力战法	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:火球术	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:治愈术	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:基本剑术	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:八荒	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:海魂	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:蓝色水晶戒指	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:坚固手套	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:魔力手镯	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:铁剑	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:短剑	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:轻型盔甲(男)	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:轻型盔甲(女)	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:青铜斧	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:黑檀项链	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:黄色水晶项链	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:黑色水晶项链	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:青铜头盔	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:金创药(小量)	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:金创药(小量)	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:金创药(小量)	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:金创药(小量)	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:魔法药(小量)	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:魔法药(小量)	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:魔法药(小量)	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:14] 物品:魔法药(小量)	怪物:279679F0僵尸50	地图:H201	X:164	Y:76 
[2024/8/17 8:54:15] 物品:魔法药(小量)	怪物:1EFC2CF0骷髅战士	地图:D002	X:313	Y:272 
[2024/8/17 8:54:19] 物品:地狱火	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:诱惑之光	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:抗拒火环	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:精神力战法	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:火球术	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:治愈术	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:基本剑术	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:八荒	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:蓝色水晶戒指	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:琥珀项链	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:魔力手镯	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:铁剑	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:短剑	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:轻型盔甲(男)	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:轻型盔甲(女)	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:青铜斧	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:黑檀项链	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:黄色水晶项链	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:黑色水晶项链	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:青铜头盔	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:金创药(小量)	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:金创药(小量)	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:金创药(小量)	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:金创药(小量)	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:魔法药(小量)	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:魔法药(小量)	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:魔法药(小量)	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:19] 物品:魔法药(小量)	怪物:27BB5870僵尸50	地图:H201	X:164	Y:77 
[2024/8/17 8:54:24] 物品:太阳水	怪物:03A74B40黑色恶蛆8	地图:H001	X:118	Y:128 
[2024/8/17 8:54:33] 物品:回城卷	怪物:03AF0E90山洞蝙蝠0	地图:D003	X:314	Y:214 
[2024/8/17 8:54:33] 物品:回城卷	怪物:03AF0E90山洞蝙蝠0	地图:D003	X:314	Y:214 
[2024/8/17 8:54:33] 物品:回城卷	怪物:03AF0E90山洞蝙蝠0	地图:D003	X:314	Y:214 
[2024/8/17 8:54:33] 物品:回城卷	怪物:03AF0E90山洞蝙蝠0	地图:D003	X:314	Y:214 
[2024/8/17 8:54:33] 物品:回城卷	怪物:03AF0E90山洞蝙蝠0	地图:D003	X:314	Y:214 
[2024/8/17 8:54:38] 物品:青铜斧	怪物:29A350E0骷髅战士	地图:D011	X:115	Y:76 
[2024/8/17 8:54:40] 物品:紫宝石矿	怪物:1F1DF530骷髅精灵8	地图:H001	X:46	Y:115 
[2024/8/17 8:54:41] 物品:召唤骷髅	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:瞬息移动	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:抗拒火环	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:精神力战法	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:火球术	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:治愈术	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:基本剑术	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:八荒	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:凌风	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:蓝色水晶戒指	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:魔鬼项链	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:琥珀项链	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:魔力手镯	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:灯笼项链	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:铁剑	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:短剑	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:轻型盔甲(男)	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:轻型盔甲(女)	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:青铜斧	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:黑檀项链	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:黄色水晶项链	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:黑色水晶项链	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:青铜头盔	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:金创药(小量)	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:金创药(小量)	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:金创药(小量)	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:金创药(小量)	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:魔法药(小量)	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:魔法药(小量)	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:魔法药(小量)	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:41] 物品:魔法药(小量)	怪物:27C24E70僵尸50	地图:H201	X:178	Y:82 
[2024/8/17 8:54:45] 物品:金创药(小量)	怪物:18870E30稻草人	地图:0	X:171	Y:100 
[2024/8/17 8:54:50] 物品:金创药(小量)	怪物:288D1680僵尸5	地图:H201	X:175	Y:83 
[2024/8/17 8:54:50] 物品:魔法药(小量)	怪物:1847AE60僵尸5	地图:H201	X:173	Y:85 
[2024/8/17 8:54:52] 物品:金创药(中量)	怪物:190DC090僵尸1	地图:H201	X:174	Y:85 
