[2024/8/18 16:0:3] 物品:金创药(小量)	怪物:15AD4780僵尸4	地图:H201	X:51	Y:97 
[2024/8/18 16:43:52] 物品:八荒	怪物:20C04450花吻蜘蛛8	地图:D10013	X:288	Y:286 
[2024/8/18 16:43:55] 物品:金创药(中量)	怪物:20C7B570天狼蜘蛛	地图:D10013	X:286	Y:287 
[2024/8/18 16:43:55] 物品:魔法药(中量)	怪物:20C7B570天狼蜘蛛	地图:D10013	X:286	Y:287 
[2024/8/18 16:43:55] 物品:六角戒指	怪物:18F2A270掷斧骷髅	地图:D002	X:99	Y:157 
[2024/8/18 16:43:55] 物品:火墙	怪物:285A3C40恶灵尸王	地图:H201	X:40	Y:148 
[2024/8/18 16:43:55] 物品:攻杀剑术	怪物:285A3C40恶灵尸王	地图:H201	X:40	Y:148 
[2024/8/18 16:43:55] 物品:大火球	怪物:285A3C40恶灵尸王	地图:H201	X:40	Y:148 
[2024/8/18 16:43:59] 物品:超级太阳水	怪物:23C7B8A0魔龙力士1	地图:EM300	X:14	Y:11 
[2024/8/18 16:43:59] 物品:超级太阳水	怪物:23C7B8A0魔龙力士1	地图:EM300	X:14	Y:11 
[2024/8/18 16:43:59] 物品:疗伤药	怪物:23C7B8A0魔龙力士1	地图:EM300	X:14	Y:11 
[2024/8/18 16:44:0] 物品:魔法药(小量)	怪物:297E9790僵尸5	地图:H201	X:41	Y:146 
[2024/8/18 16:44:5] 物品:强效太阳水	怪物:17F83380白野猪80	地图:H006	X:36	Y:39 
[2024/8/18 16:44:5] 物品:强效太阳水	怪物:17F83380白野猪80	地图:H006	X:36	Y:39 
[2024/8/18 16:44:5] 物品:太阳水	怪物:17F83380白野猪80	地图:H006	X:36	Y:39 
[2024/8/18 16:44:5] 物品:太阳水	怪物:17F83380白野猪80	地图:H006	X:36	Y:39 
[2024/8/18 16:44:5] 物品:太阳水	怪物:17F83380白野猪80	地图:H006	X:36	Y:39 
[2024/8/18 16:44:10] 物品:强效太阳水	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:10] 物品:强效太阳水	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:10] 物品:强效太阳水	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:10] 物品:强效太阳水	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:10] 物品:强效太阳水	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:10] 物品:强效金创药	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:10] 物品:强效金创药	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:10] 物品:强效魔法药	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:10] 物品:强效魔法药	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:10] 物品:黑檀手镯	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:10] 物品:群体治疗术	怪物:0D7BF760尸王8	地图:H201	X:45	Y:146 
[2024/8/18 16:44:14] 物品:强效太阳水	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:强效太阳水	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:强效太阳水	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:强效太阳水	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:强效太阳水	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:强效金创药	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:强效金创药	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:强效魔法药	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:强效魔法药	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:黑色水晶戒指	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:蛇眼戒指	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:珍珠戒指	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:道德戒指	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:14] 物品:黑檀手镯	怪物:291BE460尸王8	地图:H201	X:44	Y:146 
[2024/8/18 16:44:20] 物品:强效太阳水	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:强效太阳水	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:强效太阳水	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:强效太阳水	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:强效太阳水	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:强效金创药	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:强效金创药	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:强效魔法药	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:强效魔法药	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:珍珠戒指	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:生铁戒指	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:魅力戒指	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:20] 物品:黑檀手镯	怪物:0641EB70尸王8	地图:H201	X:45	Y:144 
[2024/8/18 16:44:22] 物品:金创药(中量)	怪物:211DCAD0天狼蜘蛛	地图:D1002	X:110	Y:86 
[2024/8/18 16:44:22] 物品:魔法药(中量)	怪物:211DCAD0天狼蜘蛛	地图:D1002	X:110	Y:86 
[2024/8/18 16:44:22] 物品:太阳水	怪物:211DCAD0天狼蜘蛛	地图:D1002	X:110	Y:86 
[2024/8/18 16:44:22] 物品:白金项链	怪物:211DCAD0天狼蜘蛛	地图:D1002	X:110	Y:86 
[2024/8/18 16:44:24] 物品:强效太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:强效太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:强效太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:强效太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:强效太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:太阳水	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:金创药(中量)	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:金创药(中量)	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:强效金创药	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:强效金创药	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:强效金创药	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:魔法药(中量)	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:魔法药(中量)	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:强效魔法药	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:强效魔法药	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:强效魔法药	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:躲避手链	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:魔鬼项链	怪物:2266ABD0沃玛卫士8	地图:H003	X:77	Y:38 
[2024/8/18 16:44:24] 物品:金创药(小量)	怪物:2EC5E460僵尸5	地图:H201	X:45	Y:144 
[2024/8/18 16:44:33] 物品:太阳水	怪物:27C035B0蜈蚣	地图:D601	X:34	Y:111 
[2024/8/18 16:44:38] 物品:绿宝石矿	怪物:1EF53F70变异史莱姆8	地图:H004	X:65	Y:174 
[2024/8/18 16:44:39] 物品:太阳水	怪物:211AAC10花吻蜘蛛	地图:D1002	X:58	Y:250 
[2024/8/18 16:44:39] 物品:强效金创药	怪物:211AAC10花吻蜘蛛	地图:D1002	X:58	Y:250 
[2024/8/18 16:44:39] 物品:强效魔法药	怪物:211AAC10花吻蜘蛛	地图:D1002	X:58	Y:250 
[2024/8/18 16:44:39] 物品:太阳水	怪物:2EA2E710花吻蜘蛛	地图:D1002	X:58	Y:251 
[2024/8/18 16:44:39] 物品:强效金创药	怪物:2EA2E710花吻蜘蛛	地图:D1002	X:58	Y:251 
[2024/8/18 16:44:39] 物品:强效魔法药	怪物:2EA2E710花吻蜘蛛	地图:D1002	X:58	Y:251 
[2024/8/18 16:44:39] 物品:道德戒指	怪物:2EA2E710花吻蜘蛛	地图:D1002	X:58	Y:251 
[2024/8/18 16:44:42] 物品:太阳水	怪物:211AEEA0花吻蜘蛛	地图:D1002	X:60	Y:250 
[2024/8/18 16:44:42] 物品:强效金创药	怪物:211AEEA0花吻蜘蛛	地图:D1002	X:60	Y:250 
[2024/8/18 16:44:42] 物品:强效魔法药	怪物:211AEEA0花吻蜘蛛	地图:D1002	X:60	Y:250 
[2024/8/18 16:44:42] 物品:小手镯	怪物:211AEEA0花吻蜘蛛	地图:D1002	X:60	Y:250 
[2024/8/18 16:44:42] 物品:半月	怪物:211AEEA0花吻蜘蛛	地图:D1002	X:60	Y:250 
[2024/8/18 16:44:46] 物品:神圣战甲术	怪物:2DAD8F90恶灵尸王	地图:H201	X:52	Y:131 
[2024/8/18 16:44:46] 物品:集体隐身术	怪物:2DAD8F90恶灵尸王	地图:H201	X:52	Y:131 
[2024/8/18 16:44:46] 物品:雷电术	怪物:2DAD8F90恶灵尸王	地图:H201	X:52	Y:131 
[2024/8/18 16:44:46] 物品:地狱火	怪物:2DAD8F90恶灵尸王	地图:H201	X:52	Y:131 
[2024/8/18 16:44:46] 物品:召唤骷髅	怪物:2DAD8F90恶灵尸王	地图:H201	X:52	Y:131 
[2024/8/18 16:44:46] 物品:瞬息移动	怪物:2DAD8F90恶灵尸王	地图:H201	X:52	Y:131 
[2024/8/18 16:44:50] 物品:强效太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:太阳水	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效金创药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效金创药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效金创药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效金创药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效金创药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效金创药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效金创药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效金创药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效金创药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效金创药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效魔法药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效魔法药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效魔法药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效魔法药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效魔法药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效魔法药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效魔法药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效魔法药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效魔法药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:50] 物品:强效魔法药	怪物:2A33EB90邪恶毒蛇8	地图:H006	X:38	Y:66 
[2024/8/18 16:44:51] 物品:金创药(中量)	怪物:2101CED0天狼蜘蛛	地图:D1002	X:180	Y:134 
[2024/8/18 16:44:51] 物品:魔法药(中量)	怪物:2101CED0天狼蜘蛛	地图:D1002	X:180	Y:134 
[2024/8/18 16:44:51] 物品:白金项链	怪物:2101CED0天狼蜘蛛	地图:D1002	X:180	Y:134 
[2024/8/18 16:44:51] 物品:灯笼项链	怪物:2101CED0天狼蜘蛛	地图:D1002	X:180	Y:134 
[2024/8/18 16:44:53] 物品:太阳水	怪物:20FDA3B0花吻蜘蛛	地图:D1002	X:178	Y:133 
[2024/8/18 16:44:53] 物品:强效金创药	怪物:20FDA3B0花吻蜘蛛	地图:D1002	X:178	Y:133 
[2024/8/18 16:44:53] 物品:强效魔法药	怪物:20FDA3B0花吻蜘蛛	地图:D1002	X:178	Y:133 
[2024/8/18 16:44:53] 物品:蛇眼戒指	怪物:20FDA3B0花吻蜘蛛	地图:D1002	X:178	Y:133 
[2024/8/18 16:44:54] 物品:金创药(中量)	怪物:2E71FE10大老鼠	地图:D501	X:152	Y:101 
[2024/8/18 16:44:55] 物品:施毒术	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:44:55] 物品:攻杀剑术	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:44:55] 物品:隐身术	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:44:55] 物品:抗拒火环	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:44:55] 物品:精神力战法	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:44:55] 物品:火球术	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:44:55] 物品:治愈术	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:44:55] 物品:基本剑术	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:44:55] 物品:铁剑	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:44:55] 物品:魔法药(小量)	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:44:55] 物品:魔法药(小量)	怪物:1B400E50僵尸40	地图:H201	X:58	Y:142 
[2024/8/18 16:45:3] 物品:太阳水	怪物:21099E70花吻蜘蛛	地图:D1002	X:242	Y:152 
[2024/8/18 16:45:3] 物品:强效金创药	怪物:21099E70花吻蜘蛛	地图:D1002	X:242	Y:152 
[2024/8/18 16:45:3] 物品:强效魔法药	怪物:21099E70花吻蜘蛛	地图:D1002	X:242	Y:152 
[2024/8/18 16:45:4] 物品:神圣战甲术	怪物:1B933150恶灵尸王	地图:H201	X:57	Y:144 
[2024/8/18 16:45:4] 物品:集体隐身术	怪物:1B933150恶灵尸王	地图:H201	X:57	Y:144 
[2024/8/18 16:45:4] 物品:诱惑之光	怪物:1B933150恶灵尸王	地图:H201	X:57	Y:144 
[2024/8/18 16:45:5] 物品:金创药(小量)	怪物:27C06210僵尸5	地图:H201	X:57	Y:143 
[2024/8/18 16:45:6] 物品:太阳水	怪物:20FF8BD0钢牙蜘蛛	地图:D1002	X:243	Y:154 
[2024/8/18 16:45:6] 物品:强效金创药	怪物:20FF8BD0钢牙蜘蛛	地图:D1002	X:243	Y:154 
[2024/8/18 16:45:6] 物品:强效魔法药	怪物:20FF8BD0钢牙蜘蛛	地图:D1002	X:243	Y:154 
[2024/8/18 16:45:12] 物品:太阳水	怪物:20D8DAC0钢牙蜘蛛	地图:D1002	X:241	Y:154 
[2024/8/18 16:45:12] 物品:强效金创药	怪物:20D8DAC0钢牙蜘蛛	地图:D1002	X:241	Y:154 
[2024/8/18 16:45:12] 物品:强效魔法药	怪物:20D8DAC0钢牙蜘蛛	地图:D1002	X:241	Y:154 
[2024/8/18 16:45:12] 物品:蓝色水晶戒指	怪物:20D8DAC0钢牙蜘蛛	地图:D1002	X:241	Y:154 
[2024/8/18 16:45:13] 物品:太阳水	怪物:20D614C0花吻蜘蛛	地图:D1002	X:242	Y:151 
[2024/8/18 16:45:13] 物品:强效金创药	怪物:20D614C0花吻蜘蛛	地图:D1002	X:242	Y:151 
[2024/8/18 16:45:13] 物品:强效魔法药	怪物:20D614C0花吻蜘蛛	地图:D1002	X:242	Y:151 
[2024/8/18 16:45:13] 物品:凝霜	怪物:20D614C0花吻蜘蛛	地图:D1002	X:242	Y:151 
[2024/8/18 16:45:13] 物品:灵魂战衣(女)	怪物:20D614C0花吻蜘蛛	地图:D1002	X:242	Y:151 
[2024/8/18 16:45:13] 物品:魔法长袍(女)	怪物:20D614C0花吻蜘蛛	地图:D1002	X:242	Y:151 
[2024/8/18 16:45:13] 物品:蛇眼戒指	怪物:20D614C0花吻蜘蛛	地图:D1002	X:242	Y:151 
[2024/8/18 16:45:19] 物品:太阳水	怪物:2EA21F60花吻蜘蛛	地图:D1002	X:243	Y:153 
[2024/8/18 16:45:19] 物品:强效金创药	怪物:2EA21F60花吻蜘蛛	地图:D1002	X:243	Y:153 
[2024/8/18 16:45:19] 物品:强效魔法药	怪物:2EA21F60花吻蜘蛛	地图:D1002	X:243	Y:153 
[2024/8/18 16:45:19] 物品:蛇眼戒指	怪物:2EA21F60花吻蜘蛛	地图:D1002	X:243	Y:153 
[2024/8/18 16:45:19] 物品:施毒术	怪物:1EF101C0僵尸40	地图:H201	X:53	Y:153 
[2024/8/18 16:45:19] 物品:灵魂火符	怪物:1EF101C0僵尸40	地图:H201	X:53	Y:153 
[2024/8/18 16:45:19] 物品:雷电术	怪物:1EF101C0僵尸40	地图:H201	X:53	Y:153 
[2024/8/18 16:45:19] 物品:抗拒火环	怪物:1EF101C0僵尸40	地图:H201	X:53	Y:153 
[2024/8/18 16:45:19] 物品:精神力战法	怪物:1EF101C0僵尸40	地图:H201	X:53	Y:153 
[2024/8/18 16:45:19] 物品:火球术	怪物:1EF101C0僵尸40	地图:H201	X:53	Y:153 
[2024/8/18 16:45:19] 物品:治愈术	怪物:1EF101C0僵尸40	地图:H201	X:53	Y:153 
[2024/8/18 16:45:19] 物品:基本剑术	怪物:1EF101C0僵尸40	地图:H201	X:53	Y:153 
[2024/8/18 16:45:19] 物品:中型盔甲(男)	怪物:1EF101C0僵尸40	地图:H201	X:53	Y:153 
[2024/8/18 16:45:19] 物品:金创药(小量)	怪物:1EF101C0僵尸40	地图:H201	X:53	Y:153 
[2024/8/18 16:45:24] 物品:强效太阳水	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:强效太阳水	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:强效太阳水	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:强效太阳水	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:强效太阳水	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:强效金创药	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:强效金创药	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:强效魔法药	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:强效魔法药	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:生铁戒指	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:蓝翡翠项链	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:黑檀手镯	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:24] 物品:魔力手镯	怪物:2A1D9480尸王8	地图:H201	X:52	Y:153 
[2024/8/18 16:45:27] 物品:强效太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:太阳水	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效金创药	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效金创药	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效金创药	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效金创药	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效金创药	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
[2024/8/18 16:45:27] 物品:强效金创药	怪物:20612480触龙神8	地图:H004	X:74	Y:164 
