[2024/8/20 11:0:18] 物品:金创药(小量)	怪物:28AC6E20僵尸4	地图:H201	X:95	Y:171 
[2024/8/20 11:38:31] 物品:强效魔法药	怪物:31F66C60魔龙刀兵2	地图:66	X:118	Y:128 
[2024/8/20 11:38:33] 物品:施毒术	怪物:24973970恶灵尸王	地图:H201	X:64	Y:31 
[2024/8/20 11:38:35] 物品:金创药(中量)	怪物:21498CA0沃玛勇士	地图:D024	X:68	Y:39 
[2024/8/20 11:38:35] 物品:施毒术	怪物:181FC490僵尸40	地图:H201	X:66	Y:31 
[2024/8/20 11:38:35] 物品:抗拒火环	怪物:181FC490僵尸40	地图:H201	X:66	Y:31 
[2024/8/20 11:38:35] 物品:精神力战法	怪物:181FC490僵尸40	地图:H201	X:66	Y:31 
[2024/8/20 11:38:35] 物品:火球术	怪物:181FC490僵尸40	地图:H201	X:66	Y:31 
[2024/8/20 11:38:35] 物品:治愈术	怪物:181FC490僵尸40	地图:H201	X:66	Y:31 
[2024/8/20 11:38:35] 物品:基本剑术	怪物:181FC490僵尸40	地图:H201	X:66	Y:31 
[2024/8/20 11:38:43] 物品:强效太阳水	怪物:1C165F40尸王8	地图:H201	X:60	Y:34 
[2024/8/20 11:38:43] 物品:强效太阳水	怪物:1C165F40尸王8	地图:H201	X:60	Y:34 
[2024/8/20 11:38:43] 物品:强效太阳水	怪物:1C165F40尸王8	地图:H201	X:60	Y:34 
[2024/8/20 11:38:43] 物品:强效太阳水	怪物:1C165F40尸王8	地图:H201	X:60	Y:34 
[2024/8/20 11:38:43] 物品:强效太阳水	怪物:1C165F40尸王8	地图:H201	X:60	Y:34 
[2024/8/20 11:38:43] 物品:强效金创药	怪物:1C165F40尸王8	地图:H201	X:60	Y:34 
[2024/8/20 11:38:43] 物品:强效金创药	怪物:1C165F40尸王8	地图:H201	X:60	Y:34 
[2024/8/20 11:38:43] 物品:强效魔法药	怪物:1C165F40尸王8	地图:H201	X:60	Y:34 
[2024/8/20 11:38:43] 物品:强效魔法药	怪物:1C165F40尸王8	地图:H201	X:60	Y:34 
[2024/8/20 11:38:43] 物品:魅力戒指	怪物:1C165F40尸王8	地图:H201	X:60	Y:34 
[2024/8/20 11:38:45] 物品:攻击力药水	怪物:2A559CF0僵尸4	地图:H201	X:61	Y:30 
[2024/8/20 11:38:46] 物品:攻击力药水	怪物:2F5D7A90沃玛勇士	地图:D024	X:63	Y:34 
[2024/8/20 11:38:47] 物品:疾风药水	怪物:08570670僵尸1	地图:H201	X:58	Y:35 
[2024/8/20 11:38:50] 物品:魔法药(中量)	怪物:0D6D9040沃玛战将	地图:D024	X:62	Y:34 
[2024/8/20 11:38:54] 物品:八荒	怪物:30F9EAF0暗黑战士	地图:D024	X:63	Y:33 
[2024/8/20 11:38:54] 物品:银手镯	怪物:30F9EAF0暗黑战士	地图:D024	X:63	Y:33 
[2024/8/20 11:38:55] 物品:强效太阳水	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:强效太阳水	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:强效太阳水	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:强效太阳水	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:强效太阳水	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:强效金创药	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:强效金创药	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:强效魔法药	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:强效魔法药	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:黑色水晶戒指	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:生铁戒指	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:凝霜	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:55] 物品:魅力戒指	怪物:1A7764A0尸王8	地图:H201	X:53	Y:37 
[2024/8/20 11:38:56] 物品:强效太阳水	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:强效太阳水	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:强效太阳水	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:强效太阳水	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:强效太阳水	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:强效金创药	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:强效金创药	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:强效魔法药	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:强效魔法药	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:蛇眼戒指	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:凝霜	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:道德戒指	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:56] 物品:魅力戒指	怪物:2EBB36D0尸王8	地图:H201	X:53	Y:36 
[2024/8/20 11:38:58] 物品:金创药(小量)	怪物:1E030CE0僵尸5	地图:H201	X:51	Y:33 
[2024/8/20 11:39:0] 物品:强效魔法药	怪物:1C3CDE60魔龙刀兵	地图:66	X:51	Y:108 
[2024/8/20 11:39:4] 物品:强效太阳水	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:强效太阳水	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:强效太阳水	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:强效太阳水	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:强效太阳水	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:强效金创药	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:强效金创药	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:强效魔法药	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:强效魔法药	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:道德戒指	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:魅力戒指	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:蓝翡翠项链	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:4] 物品:黑檀手镯	怪物:211DB4A0尸王8	地图:H201	X:48	Y:27 
[2024/8/20 11:39:9] 物品:强效魔法药	怪物:15AEC930魔龙射手	地图:66	X:48	Y:109 
[2024/8/20 11:39:11] 物品:金创药(中量)	怪物:2D71D620沃玛战将	地图:D024	X:65	Y:24 
[2024/8/20 11:39:13] 物品:强效太阳水	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:强效太阳水	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:强效太阳水	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:强效太阳水	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:强效太阳水	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:强效金创药	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:强效金创药	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:强效魔法药	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:强效魔法药	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:黑色水晶戒指	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:蛇眼戒指	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:道德戒指	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:黑檀手镯	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:13] 物品:魔力手镯	怪物:261CDC70尸王8	地图:H201	X:44	Y:30 
[2024/8/20 11:39:20] 物品:魔法药(小量)	怪物:1E030CE0僵尸5	地图:H201	X:48	Y:30 
[2024/8/20 11:39:21] 物品:强效魔法药	怪物:1A884760魔龙破甲兵	地图:66	X:39	Y:68 
[2024/8/20 11:39:21] 物品:灵魂战衣(男)	怪物:1A884760魔龙破甲兵	地图:66	X:39	Y:68 
[2024/8/20 11:39:25] 物品:基本剑术	怪物:0574A380僵尸1	地图:H201	X:43	Y:26 
[2024/8/20 11:39:31] 物品:强效太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:强效太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:强效太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:强效太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:强效太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:太阳水	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:金创药(中量)	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:金创药(中量)	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:强效金创药	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:强效金创药	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:强效金创药	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:魔法药(中量)	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:魔法药(中量)	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:强效魔法药	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:强效魔法药	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:强效魔法药	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:灵魂战衣(男)	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:大火球	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:31] 物品:召唤骷髅	怪物:2768ECB0沃玛卫士	地图:D024	X:61	Y:18 
[2024/8/20 11:39:36] 物品:降妖除魔戒指	怪物:320C2260魔龙射手2	地图:66	X:52	Y:104 
[2024/8/20 11:39:36] 物品:黑檀手镯	怪物:320C2260魔龙射手2	地图:66	X:52	Y:104 
[2024/8/20 11:39:36] 物品:太阳水	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:太阳水	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:太阳水	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:太阳水	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:金创药(中量)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:金创药(中量)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:金创药(中量)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:金创药(中量)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:魔法药(中量)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:魔法药(中量)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:魔法药(中量)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:魔法药(中量)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:八荒	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:半月	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:凌风	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:魔鬼项链	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:魔力手镯	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:灯笼项链	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:短剑	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:轻型盔甲(男)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:轻型盔甲(女)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:青铜斧	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:黑檀项链	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:黄色水晶项链	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:黑色水晶项链	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:灵魂战衣(女)	怪物:19063380暗黑战士0	地图:D024	X:54	Y:23 
[2024/8/20 11:39:36] 物品:金创药(小量)	怪物:031BE890僵尸4	地图:H201	X:50	Y:19 
[2024/8/20 11:39:40] 物品:魔法药(小量)	怪物:2999BCE0僵尸4	地图:H201	X:44	Y:26 
[2024/8/20 11:39:42] 物品:基本剑术	怪物:2ECAA730僵尸1	地图:H201	X:51	Y:20 
[2024/8/20 11:39:44] 物品:强效金创药	怪物:2CA0DA80魔龙刀兵1	地图:66	X:80	Y:223 
[2024/8/20 11:39:46] 物品:魔法药(小量)	怪物:2296EEA0僵尸5	地图:H201	X:36	Y:26 
[2024/8/20 11:39:51] 物品:金创药(小量)	怪物:2F3AB0F0僵尸4	地图:H201	X:49	Y:19 
[2024/8/20 11:39:55] 物品:金创药(小量)	怪物:30F0D8D0僵尸5	地图:H201	X:43	Y:26 
[2024/8/20 11:39:57] 物品:魔法药(中量)	怪物:1DEAE900僵尸1	地图:H201	X:44	Y:40 
[2024/8/20 11:39:57] 物品:幽灵盾	怪物:1DEAE900僵尸1	地图:H201	X:44	Y:40 
[2024/8/20 11:39:59] 物品:灯笼项链	怪物:2A057090暗黑战士	地图:D024	X:47	Y:29 
[2024/8/20 11:40:2] 物品:强效太阳水	怪物:2AAEABD0恶灵尸王	地图:H201	X:45	Y:40 
[2024/8/20 11:40:2] 物品:集体隐身术	怪物:2AAEABD0恶灵尸王	地图:H201	X:45	Y:40 
[2024/8/20 11:40:2] 物品:灵魂火符	怪物:2AAEABD0恶灵尸王	地图:H201	X:45	Y:40 
[2024/8/20 11:40:2] 物品:雷电术	怪物:2AAEABD0恶灵尸王	地图:H201	X:45	Y:40 
[2024/8/20 11:40:2] 物品:诱惑之光	怪物:2AAEABD0恶灵尸王	地图:H201	X:45	Y:40 
[2024/8/20 11:40:2] 物品:大火球	怪物:2AAEABD0恶灵尸王	地图:H201	X:45	Y:40 
[2024/8/20 11:40:5] 物品:金创药(小量)	怪物:2E0FED20僵尸4	地图:H201	X:45	Y:40 
[2024/8/20 11:40:5] 物品:魔法药(小量)	怪物:2E0FED20僵尸4	地图:H201	X:45	Y:40 
[2024/8/20 11:40:5] 物品:金创药(小量)	怪物:18C742A0僵尸5	地图:H201	X:46	Y:40 
[2024/8/20 11:40:5] 物品:强效金创药	怪物:28C6BC10魔龙破甲兵	地图:66	X:81	Y:224 
[2024/8/20 11:40:6] 物品:凝霜	怪物:0853F9A0魔龙破甲兵2	地图:66	X:76	Y:221 
[2024/8/20 11:40:8] 物品:强效太阳水	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:强效太阳水	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:强效太阳水	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:强效太阳水	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:强效太阳水	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:强效金创药	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:强效金创药	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:强效魔法药	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:强效魔法药	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:凝霜	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:魅力戒指	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:8] 物品:蓝翡翠项链	怪物:2D701BE0尸王8	地图:H201	X:46	Y:40 
[2024/8/20 11:40:9] 物品:强效金创药	怪物:2D9C8530魔龙刀兵2	地图:66	X:79	Y:224 
[2024/8/20 11:40:10] 物品:强效金创药	怪物:031DFB90魔龙破甲兵	地图:66	X:79	Y:225 
[2024/8/20 11:40:11] 物品:魔法药(小量)	怪物:206AB2A0僵尸4	地图:H201	X:47	Y:40 
[2024/8/20 11:40:11] 物品:太阳水	怪物:28985890魔龙破甲兵	地图:66	X:80	Y:223 
[2024/8/20 11:40:13] 物品:强效魔法药	怪物:2E0DD8A0魔龙刀兵1	地图:66	X:79	Y:223 
[2024/8/20 11:40:19] 物品:强效太阳水	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:强效太阳水	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:强效太阳水	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:强效太阳水	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:强效太阳水	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:强效金创药	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:强效金创药	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:强效魔法药	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:强效魔法药	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:生铁戒指	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:道德戒指	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:19] 物品:群体治疗术	怪物:235172E0尸王8	地图:H201	X:41	Y:45 
[2024/8/20 11:40:20] 物品:强效魔法药	怪物:2D699D50魔龙刀兵1	地图:66	X:78	Y:222 
[2024/8/20 11:40:27] 物品:轻型盔甲(女)	怪物:18035C20沃玛战将	地图:D024	X:29	Y:25 
[2024/8/20 11:40:28] 物品:集体隐身术	怪物:2B5D3270僵尸1	地图:H201	X:37	Y:47 
[2024/8/20 11:40:29] 物品:金创药(小量)	怪物:2A576710僵尸5	地图:H201	X:38	Y:48 
[2024/8/20 11:40:31] 物品:魔法药(小量)	怪物:27E3BB30僵尸4	地图:H201	X:39	Y:48 
[2024/8/20 11:40:32] 物品:金创药(小量)	怪物:1D220B20僵尸4	地图:H201	X:37	Y:47 
[2024/8/20 11:40:32] 物品:魔法药(小量)	怪物:1D220B20僵尸4	地图:H201	X:37	Y:47 
[2024/8/20 11:40:32] 物品:精神力药水	怪物:1D220B20僵尸4	地图:H201	X:37	Y:47 
[2024/8/20 11:40:40] 物品:金创药(小量)	怪物:05C06190僵尸5	地图:H201	X:35	Y:53 
[2024/8/20 11:40:40] 物品:基本剑术	怪物:2D4B5870僵尸1	地图:H201	X:32	Y:50 
[2024/8/20 11:40:40] 物品:疾风药水	怪物:2D4B5870僵尸1	地图:H201	X:32	Y:50 
[2024/8/20 11:40:49] 物品:火墙	怪物:299C5500恶灵尸王	地图:H201	X:37	Y:56 
[2024/8/20 11:40:49] 物品:隐身术	怪物:299C5500恶灵尸王	地图:H201	X:37	Y:56 
[2024/8/20 11:40:49] 物品:施毒术	怪物:299C5500恶灵尸王	地图:H201	X:37	Y:56 
[2024/8/20 11:40:50] 物品:金创药(小量)	怪物:2B3D4F60僵尸4	地图:H201	X:36	Y:54 
[2024/8/20 11:40:54] 物品:强效太阳水	怪物:2BFC2A50尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:54] 物品:强效太阳水	怪物:2BFC2A50尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:54] 物品:强效太阳水	怪物:2BFC2A50尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:54] 物品:强效太阳水	怪物:2BFC2A50尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:54] 物品:强效太阳水	怪物:2BFC2A50尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:54] 物品:强效金创药	怪物:2BFC2A50尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:54] 物品:强效金创药	怪物:2BFC2A50尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:54] 物品:强效魔法药	怪物:2BFC2A50尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:54] 物品:强效魔法药	怪物:2BFC2A50尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:54] 物品:珍珠戒指	怪物:2BFC2A50尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:强效太阳水	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:强效太阳水	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:强效太阳水	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:强效太阳水	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:强效太阳水	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:强效金创药	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:强效金创药	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:强效魔法药	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:强效魔法药	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:蛇眼戒指	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:57] 物品:道德戒指	怪物:276D8BA0尸王8	地图:H201	X:38	Y:55 
[2024/8/20 11:40:59] 物品:太阳水	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:太阳水	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:太阳水	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:太阳水	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:金创药(中量)	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:金创药(中量)	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:金创药(中量)	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:金创药(中量)	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:魔法药(中量)	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:魔法药(中量)	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:魔法药(中量)	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:魔法药(中量)	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:八荒	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:半月	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:海魂	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:凤凰明珠	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
[2024/8/20 11:40:59] 物品:短剑	怪物:0DB16420暗黑战士0	地图:D024	X:27	Y:31 
