[2024/8/19 4:0:6] 物品:魔法药(中量)	怪物:28F35F40祖玛雕像8	地图:H204	X:67	Y:27 
[2024/8/19 4:50:33] 物品:强效金创药	怪物:06388DF0尸王8	地图:H201	X:38	Y:121 
[2024/8/19 4:50:33] 物品:强效金创药	怪物:06388DF0尸王8	地图:H201	X:38	Y:121 
[2024/8/19 4:50:33] 物品:强效魔法药	怪物:06388DF0尸王8	地图:H201	X:38	Y:121 
[2024/8/19 4:50:33] 物品:强效魔法药	怪物:06388DF0尸王8	地图:H201	X:38	Y:121 
[2024/8/19 4:50:33] 物品:黑色水晶戒指	怪物:06388DF0尸王8	地图:H201	X:38	Y:121 
[2024/8/19 4:50:33] 物品:魔力手镯	怪物:06388DF0尸王8	地图:H201	X:38	Y:121 
[2024/8/19 4:50:35] 物品:强效太阳水	怪物:2DF3A1D0魔龙战将	地图:66	X:92	Y:203 
[2024/8/19 4:50:39] 物品:大火球	怪物:053FD390僵尸40	地图:H201	X:39	Y:119 
[2024/8/19 4:50:39] 物品:抗拒火环	怪物:053FD390僵尸40	地图:H201	X:39	Y:119 
[2024/8/19 4:50:39] 物品:精神力战法	怪物:053FD390僵尸40	地图:H201	X:39	Y:119 
[2024/8/19 4:50:39] 物品:火球术	怪物:053FD390僵尸40	地图:H201	X:39	Y:119 
[2024/8/19 4:50:39] 物品:治愈术	怪物:053FD390僵尸40	地图:H201	X:39	Y:119 
[2024/8/19 4:50:39] 物品:基本剑术	怪物:053FD390僵尸40	地图:H201	X:39	Y:119 
[2024/8/19 4:50:39] 物品:八荒	怪物:053FD390僵尸40	地图:H201	X:39	Y:119 
[2024/8/19 4:50:39] 物品:魔法药(小量)	怪物:053FD390僵尸40	地图:H201	X:39	Y:119 
[2024/8/19 4:50:41] 物品:诱惑之光	怪物:28363D20恶灵尸王	地图:H201	X:37	Y:120 
[2024/8/19 4:50:42] 物品:强效太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:太阳水	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效金创药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效金创药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效金创药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效金创药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效金创药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效金创药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效金创药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效金创药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效金创药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效金创药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效魔法药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效魔法药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效魔法药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效魔法药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效魔法药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效魔法药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效魔法药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效魔法药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效魔法药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:42] 物品:强效魔法药	怪物:149999E0虹魔蝎卫8	地图:H204	X:69	Y:73 
[2024/8/19 4:50:47] 物品:坚固手套	怪物:1EDF7F70祖玛弓箭手8	地图:H204	X:71	Y:67 
[2024/8/19 4:50:53] 物品:金创药(小量)	怪物:27DEF860僵尸5	地图:H201	X:40	Y:124 
[2024/8/19 4:50:53] 物品:强效魔法药	怪物:182F5A80魔龙射手2	地图:66	X:89	Y:208 
[2024/8/19 4:50:55] 物品:强效太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:强效太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:强效太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:强效太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:强效太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:太阳水	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:金创药(中量)	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:金创药(中量)	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:强效金创药	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:强效金创药	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:强效金创药	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:魔法药(中量)	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:魔法药(中量)	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:强效魔法药	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:强效魔法药	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:强效魔法药	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:半月	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:竹笛	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:55] 物品:珍珠戒指	怪物:19444680沃玛卫士8	地图:H204	X:82	Y:66 
[2024/8/19 4:50:59] 物品:金创药(小量)	怪物:063E0240僵尸4	地图:H201	X:40	Y:124 
[2024/8/19 4:51:10] 物品:强效太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:强效太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:强效太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:强效太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:强效太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:太阳水	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:金创药(中量)	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:金创药(中量)	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:金创药(中量)	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:强效金创药	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:强效金创药	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:魔法药(中量)	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:魔法药(中量)	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:魔法药(中量)	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:强效魔法药	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:强效魔法药	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:珍珠戒指	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:凝霜	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:魅力戒指	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:道士手镯	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:黑檀手镯	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:小手镯	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:集体隐身术	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:雷电术	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:地狱火	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:瞬息移动	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:抗拒火环	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:精神力战法	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:治愈术	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:基本剑术	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:10] 物品:火球术	怪物:204EB820尸王	地图:H201	X:45	Y:126 
[2024/8/19 4:51:16] 物品:魅力戒指	怪物:2E792150祖玛弓箭手8	地图:H204	X:95	Y:53 
[2024/8/19 4:51:16] 物品:力量戒指	怪物:21DF8ED0魔龙刀兵1	地图:66	X:85	Y:207 
[2024/8/19 4:51:27] 物品:强效太阳水	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:强效太阳水	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:强效太阳水	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:强效太阳水	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:强效太阳水	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:强效金创药	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:强效金创药	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:强效魔法药	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:强效魔法药	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:黑色水晶戒指	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:凝霜	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:魅力戒指	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:27] 物品:圣言术	怪物:249D8BA0尸王8	地图:H201	X:51	Y:132 
[2024/8/19 4:51:28] 物品:强效魔法药	怪物:28205500魔龙刀兵1	地图:66	X:80	Y:208 
[2024/8/19 4:51:30] 物品:金创药(小量)	怪物:24573A10僵尸4	地图:H201	X:52	Y:132 
[2024/8/19 4:51:36] 物品:布鞋	怪物:0D9067D0魔龙射手	地图:66	X:76	Y:206 
[2024/8/19 4:51:47] 物品:强效魔法药	怪物:2A39CED0祖玛弓箭手8	地图:H204	X:45	Y:89 
[2024/8/19 4:51:47] 物品:半月	怪物:2A39CED0祖玛弓箭手8	地图:H204	X:45	Y:89 
[2024/8/19 4:51:52] 物品:白色虎齿项链	怪物:309E8400祖玛卫士8	地图:H204	X:50	Y:89 
[2024/8/19 4:51:53] 物品:金创药(小量)	怪物:295C7AD0僵尸4	地图:H201	X:51	Y:133 
[2024/8/19 4:51:53] 物品:强效魔法药	怪物:29B62F10魔龙破甲兵	地图:66	X:76	Y:212 
[2024/8/19 4:51:53] 物品:道士手镯	怪物:29B62F10魔龙破甲兵	地图:66	X:76	Y:212 
[2024/8/19 4:51:53] 物品:鹿皮靴	怪物:29B62F10魔龙破甲兵	地图:66	X:76	Y:212 
[2024/8/19 4:52:2] 物品:强效太阳水	怪物:29233780尸王8	地图:H201	X:49	Y:138 
[2024/8/19 4:52:2] 物品:强效太阳水	怪物:29233780尸王8	地图:H201	X:49	Y:138 
[2024/8/19 4:52:2] 物品:强效太阳水	怪物:29233780尸王8	地图:H201	X:49	Y:138 
[2024/8/19 4:52:2] 物品:强效太阳水	怪物:29233780尸王8	地图:H201	X:49	Y:138 
[2024/8/19 4:52:2] 物品:强效太阳水	怪物:29233780尸王8	地图:H201	X:49	Y:138 
[2024/8/19 4:52:2] 物品:强效金创药	怪物:29233780尸王8	地图:H201	X:49	Y:138 
[2024/8/19 4:52:2] 物品:强效金创药	怪物:29233780尸王8	地图:H201	X:49	Y:138 
[2024/8/19 4:52:2] 物品:强效魔法药	怪物:29233780尸王8	地图:H201	X:49	Y:138 
[2024/8/19 4:52:2] 物品:强效魔法药	怪物:29233780尸王8	地图:H201	X:49	Y:138 
[2024/8/19 4:52:2] 物品:圣言术	怪物:29233780尸王8	地图:H201	X:49	Y:138 
[2024/8/19 4:52:7] 物品:金创药(小量)	怪物:295C7AD0僵尸4	地图:H201	X:52	Y:135 
[2024/8/19 4:52:7] 物品:强效太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:太阳水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效金创药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效金创药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效金创药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效金创药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效金创药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效金创药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效金创药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效金创药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效金创药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效金创药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效魔法药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效魔法药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效魔法药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效魔法药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效魔法药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效魔法药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效魔法药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效魔法药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效魔法药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:强效魔法药	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:攻击神水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:攻击神水	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:龙之戒指	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:魔法长袍(男)	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:偃月	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:破魂	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:降魔	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:斩马刀	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:修罗	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:骷髅头盔	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:道士头盔	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:蓝翡翠项链	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:放大镜	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:竹笛	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:小手镯	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:魔法手镯	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:黑檀手镯	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:道士手镯	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:死神手套	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:金手镯	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:黑色水晶戒指	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:蛇眼戒指	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:珍珠戒指	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:金戒指	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:骷髅戒指	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:魅力戒指	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:道德戒指	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:7] 物品:珊瑚戒指	怪物:30D86F10沃玛教主	地图:H204	X:54	Y:92 
[2024/8/19 4:52:11] 物品:强效太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:强效太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:强效太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:强效太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:强效太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:强效太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:强效太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:强效太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:强效太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:强效太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
[2024/8/19 4:52:11] 物品:太阳水	怪物:29A53780虹魔蝎卫8	地图:H204	X:75	Y:22 
