[2024/8/19 22:0:0] 物品:强效太阳水	怪物:280A5830祖玛雕像8	地图:H204	X:49	Y:10 
[2024/8/19 22:45:15] 物品:强效金创药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:强效魔法药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:强效魔法药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:强效魔法药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:强效魔法药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:强效魔法药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:强效魔法药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:强效魔法药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:强效魔法药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:强效魔法药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:强效魔法药	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:辟邪手镯	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:15] 物品:珊瑚戒指	怪物:1CAF2AF0虹魔蝎卫8	地图:H204	X:70	Y:29 
[2024/8/19 22:45:19] 物品:重盔甲(女)	怪物:2A2549B0祖玛雕像8	地图:H204	X:36	Y:62 
[2024/8/19 22:45:23] 物品:魔法药(中量)	怪物:188B23C0祖玛弓箭手8	地图:H204	X:36	Y:63 
[2024/8/19 22:45:24] 物品:强效金创药	怪物:1E4791A0魔龙射手	地图:66	X:233	Y:210 
[2024/8/19 22:45:24] 物品:强效金创药	怪物:1E4791A0魔龙射手	地图:66	X:233	Y:210 
[2024/8/19 22:45:24] 物品:降妖除魔戒指	怪物:1E4791A0魔龙射手	地图:66	X:233	Y:210 
[2024/8/19 22:45:30] 物品:强效魔法药	怪物:2EC610C0祖玛弓箭手8	地图:H204	X:61	Y:20 
[2024/8/19 22:45:31] 物品:琥珀项链	怪物:21DC8200祖玛卫士8	地图:H204	X:31	Y:67 
[2024/8/19 22:45:35] 物品:竹笛	怪物:30892BC0祖玛弓箭手8	地图:H204	X:56	Y:14 
[2024/8/19 22:45:37] 物品:重盔甲(男)	怪物:193FABD0魔龙血蛙	地图:66	X:236	Y:214 
[2024/8/19 22:45:41] 物品:强效太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:太阳水	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效金创药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效金创药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效金创药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效金创药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效金创药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效金创药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效金创药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效金创药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效金创药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效金创药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效魔法药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效魔法药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效魔法药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效魔法药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效魔法药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效魔法药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效魔法药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效魔法药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效魔法药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:强效魔法药	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:41] 物品:黑檀手镯	怪物:18675600虹魔蝎卫8	地图:H204	X:30	Y:67 
[2024/8/19 22:45:48] 物品:魔法长袍(男)	怪物:29E76190祖玛弓箭手8	地图:H204	X:31	Y:73 
[2024/8/19 22:45:48] 物品:道士头盔	怪物:29E76190祖玛弓箭手8	地图:H204	X:31	Y:73 
[2024/8/19 22:45:58] 物品:强效太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:太阳水	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效金创药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效金创药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效金创药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效金创药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效金创药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效金创药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效金创药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效金创药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效金创药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效金创药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效魔法药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效魔法药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效魔法药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效魔法药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效魔法药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效魔法药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效魔法药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效魔法药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效魔法药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:强效魔法药	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:祝福油	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:重盔甲(女)	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:偃月	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:破魂	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:降魔	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:斩马刀	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:修罗	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:凝霜	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:骷髅头盔	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:道士头盔	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:蓝翡翠项链	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:放大镜	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:竹笛	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:小手镯	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:魔法手镯	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:黑檀手镯	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:道士手镯	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:死神手套	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:金手镯	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:黑色水晶戒指	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:蛇眼戒指	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:珍珠戒指	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:金戒指	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:骷髅戒指	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:魅力戒指	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:道德戒指	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:降妖除魔戒指	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:45:58] 物品:珊瑚戒指	怪物:0D8F5D90沃玛教主	地图:H204	X:32	Y:73 
[2024/8/19 22:46:0] 物品:强效太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:太阳水	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效金创药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效金创药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效金创药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效金创药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效金创药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效金创药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效金创药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效金创药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效金创药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效金创药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效魔法药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效魔法药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效魔法药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效魔法药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效魔法药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效魔法药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效魔法药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效魔法药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效魔法药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:强效魔法药	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:0] 物品:黑色水晶戒指	怪物:189514C0虹魔蝎卫8	地图:H204	X:53	Y:11 
[2024/8/19 22:46:2] 物品:太阳水	怪物:31AE6B60黑野猪8	地图:H002	X:190	Y:91 
[2024/8/19 22:46:5] 物品:珊瑚戒指	怪物:054DDA20魔龙射手2	地图:66	X:226	Y:217 
[2024/8/19 22:46:6] 物品:铁手镯	怪物:1A64DA40蛤蟆	地图:0	X:372	Y:448 
[2024/8/19 22:46:14] 物品:金项链	怪物:20029DB0蛤蟆	地图:0	X:383	Y:449 
[2024/8/19 22:46:14] 物品:魔法药(中量)	怪物:237508D0祖玛卫士8	地图:H204	X:24	Y:71 
[2024/8/19 22:46:14] 物品:黑檀手镯	怪物:237508D0祖玛卫士8	地图:H204	X:24	Y:71 
[2024/8/19 22:46:14] 物品:蓝色水晶戒指	怪物:237508D0祖玛卫士8	地图:H204	X:24	Y:71 
[2024/8/19 22:46:24] 物品:强效太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:太阳水	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效金创药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效金创药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效金创药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效金创药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效金创药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效金创药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效金创药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效金创药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效金创药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效金创药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效魔法药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效魔法药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效魔法药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效魔法药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效魔法药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效魔法药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效魔法药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效魔法药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效魔法药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:强效魔法药	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:龙纹剑	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:生命项链	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:24] 物品:白色虎齿项链	怪物:1EDFD830虹魔蝎卫8	地图:H204	X:46	Y:12 
[2024/8/19 22:46:25] 物品:放大镜	怪物:15C52460魔龙破甲兵1	地图:66	X:226	Y:216 
[2024/8/19 22:46:35] 物品:金项链	怪物:234DE6B0蛤蟆	地图:0	X:405	Y:451 
[2024/8/19 22:46:38] 物品:强效太阳水	怪物:28B19FE0虹魔蝎卫8	地图:H204	X:46	Y:13 
[2024/8/19 22:46:38] 物品:强效太阳水	怪物:28B19FE0虹魔蝎卫8	地图:H204	X:46	Y:13 
[2024/8/19 22:46:38] 物品:强效太阳水	怪物:28B19FE0虹魔蝎卫8	地图:H204	X:46	Y:13 
[2024/8/19 22:46:38] 物品:强效太阳水	怪物:28B19FE0虹魔蝎卫8	地图:H204	X:46	Y:13 
[2024/8/19 22:46:38] 物品:强效太阳水	怪物:28B19FE0虹魔蝎卫8	地图:H204	X:46	Y:13 
[2024/8/19 22:46:38] 物品:强效太阳水	怪物:28B19FE0虹魔蝎卫8	地图:H204	X:46	Y:13 
[2024/8/19 22:46:38] 物品:强效太阳水	怪物:28B19FE0虹魔蝎卫8	地图:H204	X:46	Y:13 
[2024/8/19 22:46:38] 物品:强效太阳水	怪物:28B19FE0虹魔蝎卫8	地图:H204	X:46	Y:13 
