[2024/8/21 18:0:2] 物品:强效魔法药	怪物:249A6D30魔龙破甲兵	地图:66	X:246	Y:87 
[2024/8/21 18:50:36] 物品:太阳水	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:太阳水	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:太阳水	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:太阳水	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:太阳水	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:太阳水	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:太阳水	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:太阳水	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:太阳水	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:太阳水	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:金创药(中量)	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:金创药(中量)	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:强效金创药	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:强效金创药	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:强效金创药	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:魔法药(中量)	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:魔法药(中量)	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:强效魔法药	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:强效魔法药	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:36] 物品:强效魔法药	怪物:28E152C0沃玛卫士8	地图:H204	X:85	Y:44 
[2024/8/21 18:50:38] 物品:金创药(小量)	怪物:28CFABE0僵尸4	地图:H201	X:179	Y:85 
[2024/8/21 18:50:40] 物品:强效金创药	怪物:23012830魔龙破甲兵1	地图:66	X:122	Y:212 
[2024/8/21 18:50:41] 物品:强效太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:太阳水	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效金创药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效金创药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效金创药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效金创药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效金创药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效金创药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效金创药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效金创药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效金创药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效金创药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效魔法药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效魔法药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效魔法药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效魔法药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效魔法药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效魔法药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效魔法药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效魔法药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效魔法药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:强效魔法药	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:龙之戒指	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:41] 物品:白色虎齿项链	怪物:2CD6EC70虹魔蝎卫8	地图:H204	X:86	Y:44 
[2024/8/21 18:50:47] 物品:强效魔法药	怪物:256C8480魔龙射手	地图:66	X:117	Y:215 
[2024/8/21 18:50:48] 物品:强效太阳水	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:强效太阳水	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:强效太阳水	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:强效太阳水	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:强效太阳水	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:强效金创药	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:强效金创药	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:强效魔法药	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:强效魔法药	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:死神手套	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:凝霜	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:黑檀手镯	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:魔力手镯	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:48] 物品:圣言术	怪物:28B6C4E0尸王8	地图:H201	X:175	Y:91 
[2024/8/21 18:50:49] 物品:地狱火	怪物:28AAAED0僵尸10	地图:H201	X:174	Y:91 
[2024/8/21 18:50:49] 物品:金创药(中量)	怪物:28AAAED0僵尸10	地图:H201	X:174	Y:91 
[2024/8/21 18:50:49] 物品:魔法药(中量)	怪物:28AAAED0僵尸10	地图:H201	X:174	Y:91 
[2024/8/21 18:50:51] 物品:黑铁头盔	怪物:290A7F50魔龙刀兵1	地图:66	X:117	Y:216 
[2024/8/21 18:50:55] 物品:金创药(小量)	怪物:2924A520僵尸5	地图:H201	X:174	Y:92 
[2024/8/21 18:50:56] 物品:强效金创药	怪物:19C4E720魔龙刀兵1	地图:66	X:118	Y:215 
[2024/8/21 18:50:56] 物品:金创药(小量)	怪物:23DDDA80僵尸5	地图:H201	X:173	Y:84 
[2024/8/21 18:50:56] 物品:黑檀手镯	怪物:2B2EE4E0祖玛雕像8	地图:H204	X:84	Y:63 
[2024/8/21 18:50:56] 物品:黑色水晶戒指	怪物:2B2EE4E0祖玛雕像8	地图:H204	X:84	Y:63 
[2024/8/21 18:51:3] 物品:施毒术	怪物:2C4442E0恶灵尸王	地图:H201	X:176	Y:92 
[2024/8/21 18:51:3] 物品:雷电术	怪物:2C4442E0恶灵尸王	地图:H201	X:176	Y:92 
[2024/8/21 18:51:3] 物品:诱惑之光	怪物:2C4442E0恶灵尸王	地图:H201	X:176	Y:92 
[2024/8/21 18:51:3] 物品:地狱火	怪物:2C4442E0恶灵尸王	地图:H201	X:176	Y:92 
[2024/8/21 18:51:3] 物品:召唤骷髅	怪物:2C4442E0恶灵尸王	地图:H201	X:176	Y:92 
[2024/8/21 18:51:4] 物品:金创药(小量)	怪物:23200010僵尸5	地图:H201	X:177	Y:91 
[2024/8/21 18:51:6] 物品:生铁戒指	怪物:230E5D10祖玛卫士8	地图:H204	X:71	Y:69 
[2024/8/21 18:51:6] 物品:降妖除魔戒指	怪物:230E5D10祖玛卫士8	地图:H204	X:71	Y:69 
[2024/8/21 18:51:7] 物品:灵魂战衣(男)	怪物:29347B50魔龙破甲兵2	地图:65	X:108	Y:56 
[2024/8/21 18:51:7] 物品:诱惑之光	怪物:2B2DDAA0僵尸5	地图:H201	X:177	Y:85 
[2024/8/21 18:51:8] 物品:强效太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:强效太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:强效太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:强效太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:强效太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:太阳水	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:金创药(中量)	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:金创药(中量)	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:强效金创药	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:强效金创药	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:强效金创药	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:魔法药(中量)	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:魔法药(中量)	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:强效魔法药	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:强效魔法药	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:强效魔法药	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:竹笛	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:黑檀手镯	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:8] 物品:群体治疗术	怪物:2B35CCB0沃玛卫士8	地图:H204	X:71	Y:71 
[2024/8/21 18:51:10] 物品:强效太阳水	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:10] 物品:强效太阳水	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:10] 物品:强效太阳水	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:10] 物品:强效太阳水	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:10] 物品:强效太阳水	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:10] 物品:强效金创药	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:10] 物品:强效金创药	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:10] 物品:强效魔法药	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:10] 物品:强效魔法药	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:10] 物品:凝霜	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:10] 物品:黑檀手镯	怪物:24C21E40尸王8	地图:H201	X:177	Y:90 
[2024/8/21 18:51:13] 物品:灵魂战衣(女)	怪物:2A9DF1E0祖玛弓箭手8	地图:H204	X:78	Y:70 
[2024/8/21 18:51:13] 物品:琥珀项链	怪物:2A9DF1E0祖玛弓箭手8	地图:H204	X:78	Y:70 
[2024/8/21 18:51:13] 物品:强效太阳水	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:强效太阳水	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:强效太阳水	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:强效太阳水	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:强效太阳水	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:强效金创药	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:强效金创药	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:强效魔法药	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:强效魔法药	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:道德戒指	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:魅力戒指	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:黑檀手镯	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:13] 物品:魔力手镯	怪物:2A967570尸王8	地图:H201	X:177	Y:89 
[2024/8/21 18:51:17] 物品:竹笛	怪物:23EA8FF0祖玛卫士8	地图:H204	X:68	Y:78 
[2024/8/21 18:51:18] 物品:强效魔法药	怪物:293A2120魔龙破甲兵1	地图:65	X:106	Y:56 
[2024/8/21 18:51:38] 物品:强效金创药	怪物:23B93930魔龙破甲兵	地图:66	X:127	Y:227 
[2024/8/21 18:51:39] 物品:魔法药(小量)	怪物:28DDC420僵尸5	地图:H201	X:173	Y:103 
[2024/8/21 18:51:39] 物品:诱惑之光	怪物:28DDC420僵尸5	地图:H201	X:173	Y:103 
[2024/8/21 18:51:41] 物品:强效太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:太阳水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效金创药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效金创药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效金创药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效金创药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效金创药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效金创药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效金创药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效金创药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效金创药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效金创药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效魔法药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效魔法药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效魔法药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效魔法药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效魔法药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效魔法药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效魔法药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效魔法药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效魔法药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:强效魔法药	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:魔法力药水	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:幽灵项链	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:41] 物品:骷髅头盔	怪物:24405120虹魔蝎卫8	地图:H204	X:76	Y:77 
[2024/8/21 18:51:48] 物品:强效金创药	怪物:26CE1CE0魔龙巨蛾	地图:65	X:107	Y:56 
[2024/8/21 18:51:48] 物品:强效金创药	怪物:26CE1CE0魔龙巨蛾	地图:65	X:107	Y:56 
[2024/8/21 18:51:51] 物品:强效太阳水	怪物:23245EC0尸王8	地图:H201	X:171	Y:100 
[2024/8/21 18:51:51] 物品:强效太阳水	怪物:23245EC0尸王8	地图:H201	X:171	Y:100 
[2024/8/21 18:51:51] 物品:强效太阳水	怪物:23245EC0尸王8	地图:H201	X:171	Y:100 
[2024/8/21 18:51:51] 物品:强效太阳水	怪物:23245EC0尸王8	地图:H201	X:171	Y:100 
[2024/8/21 18:51:51] 物品:强效太阳水	怪物:23245EC0尸王8	地图:H201	X:171	Y:100 
[2024/8/21 18:51:51] 物品:强效金创药	怪物:23245EC0尸王8	地图:H201	X:171	Y:100 
[2024/8/21 18:51:51] 物品:强效金创药	怪物:23245EC0尸王8	地图:H201	X:171	Y:100 
[2024/8/21 18:51:51] 物品:强效魔法药	怪物:23245EC0尸王8	地图:H201	X:171	Y:100 
[2024/8/21 18:51:51] 物品:强效魔法药	怪物:23245EC0尸王8	地图:H201	X:171	Y:100 
[2024/8/21 18:51:51] 物品:黑檀手镯	怪物:23245EC0尸王8	地图:H201	X:171	Y:100 
[2024/8/21 18:51:52] 物品:金创药(小量)	怪物:28BFCFD0僵尸5	地图:H201	X:175	Y:102 
[2024/8/21 18:51:53] 物品:降魔	怪物:256D6260祖玛弓箭手8	地图:H204	X:80	Y:85 
[2024/8/21 18:51:58] 物品:金创药(小量)	怪物:2355F2B0僵尸5	地图:H201	X:173	Y:106 
[2024/8/21 18:51:59] 物品:强效太阳水	怪物:23C918D0魔龙射手1	地图:66	X:119	Y:228 
[2024/8/21 18:51:59] 物品:强效金创药	怪物:23C918D0魔龙射手1	地图:66	X:119	Y:228 
[2024/8/21 18:51:59] 物品:魔法药(小量)	怪物:2C02E520僵尸3	地图:D401	X:131	Y:112 
[2024/8/21 18:52:2] 物品:隐身术	怪物:245861D0僵尸1	地图:H201	X:172	Y:106 
[2024/8/21 18:52:5] 物品:强效太阳水	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:强效太阳水	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:强效太阳水	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:强效太阳水	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:强效太阳水	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:强效金创药	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:强效金创药	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:强效魔法药	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:强效魔法药	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:生铁戒指	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:道德戒指	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:5] 物品:蓝翡翠项链	怪物:2AE90DF0尸王8	地图:H201	X:174	Y:103 
[2024/8/21 18:52:6] 物品:强效太阳水	怪物:13EDF200沃玛卫士8	地图:H204	X:65	Y:66 
[2024/8/21 18:52:6] 物品:强效太阳水	怪物:13EDF200沃玛卫士8	地图:H204	X:65	Y:66 
[2024/8/21 18:52:6] 物品:强效太阳水	怪物:13EDF200沃玛卫士8	地图:H204	X:65	Y:66 
[2024/8/21 18:52:6] 物品:强效太阳水	怪物:13EDF200沃玛卫士8	地图:H204	X:65	Y:66 
[2024/8/21 18:52:6] 物品:强效太阳水	怪物:13EDF200沃玛卫士8	地图:H204	X:65	Y:66 
[2024/8/21 18:52:6] 物品:太阳水	怪物:13EDF200沃玛卫士8	地图:H204	X:65	Y:66 
