[2024/8/19 5:0:0] 物品:强效魔法药	怪物:0D6D4DB0魔龙射手	地图:66	X:29	Y:220 
[2024/8/19 5:46:32] 物品:强效魔法药	怪物:21B70830白野猪8	地图:H204	X:35	Y:25 
[2024/8/19 5:46:32] 物品:强效魔法药	怪物:21B70830白野猪8	地图:H204	X:35	Y:25 
[2024/8/19 5:46:32] 物品:强效魔法药	怪物:21B70830白野猪8	地图:H204	X:35	Y:25 
[2024/8/19 5:46:36] 物品:施毒术	怪物:2ECAA730恶灵尸王	地图:H201	X:90	Y:59 
[2024/8/19 5:46:37] 物品:魔鬼项链	怪物:2E746630祖玛弓箭手8	地图:H204	X:60	Y:39 
[2024/8/19 5:46:37] 物品:白色虎齿项链	怪物:2E746630祖玛弓箭手8	地图:H204	X:60	Y:39 
[2024/8/19 5:46:38] 物品:金创药(小量)	怪物:27F27340僵尸5	地图:H201	X:32	Y:144 
[2024/8/19 5:46:38] 物品:灵魂战衣(男)	怪物:31B09610祖玛雕像8	地图:H204	X:38	Y:21 
[2024/8/19 5:46:38] 物品:黑檀手镯	怪物:31B09610祖玛雕像8	地图:H204	X:38	Y:21 
[2024/8/19 5:46:38] 物品:强效魔法药	怪物:30A150F0魔龙破甲兵	地图:66	X:177	Y:136 
[2024/8/19 5:46:39] 物品:金创药(小量)	怪物:279CA070僵尸5	地图:H201	X:32	Y:145 
[2024/8/19 5:46:41] 物品:金创药(小量)	怪物:0D9886E0僵尸5	地图:H201	X:30	Y:144 
[2024/8/19 5:46:41] 物品:魔法药(小量)	怪物:0D9886E0僵尸5	地图:H201	X:30	Y:144 
[2024/8/19 5:46:42] 物品:强效太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:太阳水	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:金创药(中量)	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:金创药(中量)	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:金创药(中量)	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效金创药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效金创药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效金创药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:魔法药(中量)	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:魔法药(中量)	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:魔法药(中量)	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效魔法药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效魔法药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效魔法药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效金创药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效金创药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效金创药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效金创药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效金创药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效金创药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效魔法药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效魔法药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效魔法药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效魔法药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效魔法药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:强效魔法药	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:铂金戒指	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:蛇眼戒指	怪物:29F400E0白野猪8	地图:H204	X:38	Y:22 
[2024/8/19 5:46:42] 物品:施毒术	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:46:42] 物品:隐身术	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:46:42] 物品:灵魂火符	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:46:42] 物品:抗拒火环	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:46:42] 物品:精神力战法	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:46:42] 物品:火球术	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:46:42] 物品:治愈术	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:46:42] 物品:基本剑术	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:46:42] 物品:金创药(小量)	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:46:46] 物品:太阳水	怪物:2F1E5010魔龙射手	地图:66	X:178	Y:140 
[2024/8/19 5:46:47] 物品:强效太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:太阳水	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:金创药(中量)	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:金创药(中量)	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:金创药(中量)	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效金创药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效金创药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效金创药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:魔法药(中量)	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:魔法药(中量)	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:魔法药(中量)	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效魔法药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效魔法药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效魔法药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效金创药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效金创药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效金创药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效金创药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效金创药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效金创药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效魔法药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效魔法药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效魔法药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效魔法药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效魔法药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:强效魔法药	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:夏普儿手镯	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:47] 物品:蛇眼戒指	怪物:17E2D640白野猪8	地图:H204	X:37	Y:21 
[2024/8/19 5:46:48] 物品:蓝翡翠项链	怪物:2974DD10祖玛卫士8	地图:H204	X:37	Y:23 
[2024/8/19 5:46:48] 物品:蛇眼戒指	怪物:2974DD10祖玛卫士8	地图:H204	X:37	Y:23 
[2024/8/19 5:46:55] 物品:强效太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:太阳水	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:金创药(中量)	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:金创药(中量)	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:金创药(中量)	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效金创药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效金创药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效金创药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:魔法药(中量)	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:魔法药(中量)	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:魔法药(中量)	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效魔法药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效魔法药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效魔法药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效金创药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效金创药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效金创药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效金创药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效金创药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效金创药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效魔法药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效魔法药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效魔法药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效魔法药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效魔法药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:55] 物品:强效魔法药	怪物:2A49A310白野猪8	地图:H204	X:60	Y:40 
[2024/8/19 5:46:56] 物品:强效魔法药	怪物:2DD4E150魔龙射手	地图:66	X:184	Y:144 
[2024/8/19 5:46:56] 物品:放大镜	怪物:2DD4E150魔龙射手	地图:66	X:184	Y:144 
[2024/8/19 5:46:59] 物品:魔法药(小量)	怪物:27F27340僵尸5	地图:H201	X:32	Y:147 
[2024/8/19 5:47:2] 物品:偃月	怪物:0D7F6710祖玛雕像8	地图:H204	X:52	Y:12 
[2024/8/19 5:47:5] 物品:太阳水	怪物:1C18B4D0僵尸5	地图:H201	X:31	Y:146 
[2024/8/19 5:47:5] 物品:隐身术	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:47:5] 物品:灵魂火符	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:47:5] 物品:抗拒火环	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:47:5] 物品:精神力战法	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:47:5] 物品:火球术	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:47:5] 物品:治愈术	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:47:5] 物品:基本剑术	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:47:5] 物品:魔鬼项链	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:47:5] 物品:魔力手镯	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:47:5] 物品:金创药(小量)	怪物:1A49A980僵尸40	地图:H201	X:31	Y:145 
[2024/8/19 5:47:7] 物品:蓝翡翠项链	怪物:28764E70魔龙破甲兵	地图:66	X:185	Y:145 
[2024/8/19 5:47:9] 物品:金创药(小量)	怪物:19BA7270僵尸4	地图:H201	X:32	Y:148 
[2024/8/19 5:47:10] 物品:骷髅头盔	怪物:03C98650祖玛雕像8	地图:H204	X:64	Y:35 
[2024/8/19 5:47:11] 物品:强效金创药	怪物:0D6BA820魔龙破甲兵	地图:66	X:183	Y:140 
[2024/8/19 5:47:11] 物品:魔法药(小量)	怪物:1C18B4D0僵尸5	地图:H201	X:31	Y:146 
[2024/8/19 5:47:14] 物品:强效太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:太阳水	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:金创药(中量)	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:金创药(中量)	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:金创药(中量)	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效金创药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效金创药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效金创药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:魔法药(中量)	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:魔法药(中量)	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:魔法药(中量)	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效魔法药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效魔法药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效魔法药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效金创药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效金创药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效金创药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效金创药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效金创药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效金创药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效魔法药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效魔法药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效魔法药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效魔法药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效魔法药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:14] 物品:强效魔法药	怪物:1EEB64A0白野猪8	地图:H204	X:60	Y:18 
[2024/8/19 5:47:15] 物品:轻型盔甲(男)	怪物:188B23C0黑色恶蛆	地图:D601	X:74	Y:103 
[2024/8/19 5:47:18] 物品:魔法药(小量)	怪物:059DA980僵尸4	地图:H201	X:33	Y:154 
[2024/8/19 5:47:18] 物品:魔法药(小量)	怪物:28002EC0僵尸4	地图:H201	X:33	Y:155 
[2024/8/19 5:47:19] 物品:破魂	怪物:2DC737C0祖玛弓箭手8	地图:H204	X:63	Y:23 
[2024/8/19 5:47:26] 物品:魅力戒指	怪物:249D5F40祖玛雕像8	地图:H204	X:66	Y:27 
[2024/8/19 5:47:27] 物品:隐身术	怪物:23F8D390恶灵尸王	地图:H201	X:33	Y:155 
[2024/8/19 5:47:27] 物品:施毒术	怪物:23F8D390恶灵尸王	地图:H201	X:33	Y:155 
[2024/8/19 5:47:27] 物品:攻杀剑术	怪物:23F8D390恶灵尸王	地图:H201	X:33	Y:155 
[2024/8/19 5:47:27] 物品:召唤骷髅	怪物:23F8D390恶灵尸王	地图:H201	X:33	Y:155 
[2024/8/19 5:47:27] 物品:强效太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:强效太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:强效太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:强效太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:强效太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:强效太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:强效太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:强效太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:强效太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:强效太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
[2024/8/19 5:47:27] 物品:太阳水	怪物:29750970白野猪8	地图:H204	X:63	Y:35 
