[2024/8/17 17:0:5] 物品:魔法药(小量)	怪物:1BE39EC0僵尸5	地图:H201	X:94	Y:97 
[2024/8/17 17:46:29] 物品:施毒术	怪物:18DA4E90恶灵尸王	地图:H201	X:168	Y:139 
[2024/8/17 17:46:29] 物品:太阳水	怪物:1C2436B0僵尸5	地图:D2002	X:28	Y:27 
[2024/8/17 17:46:32] 物品:金创药(小量)	怪物:24596340僵尸3	地图:D2000	X:94	Y:97 
[2024/8/17 17:46:41] 物品:金创药(小量)	怪物:31E49AB0僵尸5	地图:D422	X:322	Y:368 
[2024/8/17 17:46:43] 物品:召唤骷髅	怪物:1C3BE3D0僵尸5	地图:H201	X:169	Y:140 
[2024/8/17 17:46:44] 物品:金创药(小量)	怪物:1C793ED0僵尸3	地图:D2000	X:84	Y:90 
[2024/8/17 17:46:51] 物品:心灵启示	怪物:31E3C460尸王2	地图:D2002	X:29	Y:27 
[2024/8/17 17:46:51] 物品:疾光电影	怪物:31E3C460尸王2	地图:D2002	X:29	Y:27 
[2024/8/17 17:46:51] 物品:施毒术	怪物:31E3C460尸王2	地图:D2002	X:29	Y:27 
[2024/8/17 17:46:51] 物品:诱惑之光	怪物:31E3C460尸王2	地图:D2002	X:29	Y:27 
[2024/8/17 17:46:51] 物品:地狱火	怪物:31E3C460尸王2	地图:D2002	X:29	Y:27 
[2024/8/17 17:46:54] 物品:金创药(小量)	怪物:28483ED0僵尸3	地图:D2000	X:93	Y:97 
[2024/8/17 17:46:54] 物品:魔法药(小量)	怪物:27901310僵尸4	地图:H201	X:168	Y:145 
[2024/8/17 17:46:56] 物品:金创药(小量)	怪物:1C2436B0僵尸5	地图:D2002	X:28	Y:27 
[2024/8/17 17:47:3] 物品:金创药(小量)	怪物:2A8C7D20僵尸4	地图:H201	X:86	Y:112 
[2024/8/17 17:47:7] 物品:道德戒指	怪物:18C4EB90跳跳蜂8	地图:H001	X:107	Y:99 
[2024/8/17 17:47:11] 物品:召唤骷髅	怪物:2B446940恶灵尸王	地图:H201	X:87	Y:113 
[2024/8/17 17:47:12] 物品:魔法药(小量)	怪物:181CD3B0僵尸5	地图:H201	X:86	Y:114 
[2024/8/17 17:47:17] 物品:抗拒火环	怪物:2F0D4670僵尸1	地图:H201	X:87	Y:114 
[2024/8/17 17:47:18] 物品:金创药(小量)	怪物:29E708D0僵尸5	地图:D2002	X:28	Y:26 
[2024/8/17 17:47:20] 物品:金创药(小量)	怪物:193B3D80僵尸3	地图:D2000	X:129	Y:124 
[2024/8/17 17:47:27] 物品:金创药(小量)	怪物:29807FB0僵尸3	地图:D2002	X:26	Y:27 
[2024/8/17 17:47:27] 物品:金创药(小量)	怪物:06329480僵尸5	地图:H201	X:96	Y:111 
[2024/8/17 17:47:30] 物品:太阳水	怪物:05703970黑野猪8	地图:H002	X:90	Y:234 
[2024/8/17 17:47:35] 物品:金创药(小量)	怪物:15CBDB70僵尸3	地图:D2000	X:132	Y:121 
[2024/8/17 17:47:42] 物品:金创药(小量)	怪物:188ACB00僵尸3	地图:D2000	X:132	Y:129 
[2024/8/17 17:47:44] 物品:金创药(小量)	怪物:27972B70僵尸3	地图:D2002	X:28	Y:26 
[2024/8/17 17:47:55] 物品:魔法药(小量)	怪物:27995A60僵尸3	地图:D2002	X:29	Y:27 
[2024/8/17 17:47:57] 物品:紫宝石矿	怪物:1DED5640骷髅精灵8	地图:H001	X:79	Y:46 
[2024/8/17 17:47:59] 物品:瞬息移动	怪物:220AA870僵尸1	地图:H201	X:91	Y:95 
[2024/8/17 17:48:5] 物品:金创药(小量)	怪物:1B5B6D80僵尸5	地图:H201	X:91	Y:95 
[2024/8/17 17:48:5] 物品:魔法药(小量)	怪物:1B5B6D80僵尸5	地图:H201	X:91	Y:95 
[2024/8/17 17:48:6] 物品:金创药(小量)	怪物:1907EF40僵尸4	地图:D2002	X:27	Y:28 
[2024/8/17 17:48:10] 物品:金创药(小量)	怪物:186195E0僵尸5	地图:D2002	X:26	Y:28 
[2024/8/17 17:48:19] 物品:魔法药(小量)	怪物:30159F50僵尸3	地图:D2000	X:154	Y:128 
[2024/8/17 17:48:23] 物品:金创药(小量)	怪物:27A001C0僵尸3	地图:D2000	X:153	Y:129 
[2024/8/17 17:48:23] 物品:魔法药(小量)	怪物:27A001C0僵尸3	地图:D2000	X:153	Y:129 
[2024/8/17 17:48:33] 物品:太阳水	怪物:1B8872E0黑野猪8	地图:H002	X:177	Y:51 
[2024/8/17 17:48:37] 物品:金创药(小量)	怪物:2801A670僵尸5	地图:H201	X:96	Y:70 
[2024/8/17 17:48:38] 物品:金创药(小量)	怪物:18DDC490僵尸4	地图:D2002	X:23	Y:32 
[2024/8/17 17:48:46] 物品:集体隐身术	怪物:1F173410恶灵尸王	地图:H201	X:103	Y:77 
[2024/8/17 17:48:46] 物品:灵魂火符	怪物:1F173410恶灵尸王	地图:H201	X:103	Y:77 
[2024/8/17 17:48:46] 物品:雷电术	怪物:1F173410恶灵尸王	地图:H201	X:103	Y:77 
[2024/8/17 17:48:48] 物品:魔法药(小量)	怪物:1C30DA40僵尸3	地图:D2000	X:156	Y:136 
[2024/8/17 17:48:52] 物品:金创药(小量)	怪物:18604910僵尸3	地图:D2000	X:159	Y:136 
[2024/8/17 17:48:57] 物品:金创药(小量)	怪物:2A5A6E20僵尸5	地图:D2002	X:25	Y:29 
[2024/8/17 17:49:0] 物品:火球术	怪物:1E1517F0僵尸1	地图:H201	X:96	Y:61 
[2024/8/17 17:49:2] 物品:火墙	怪物:1C3A9080僵尸1	地图:D2002	X:23	Y:30 
[2024/8/17 17:49:7] 物品:金创药(小量)	怪物:295EA1F0僵尸3	地图:D2000	X:157	Y:143 
[2024/8/17 17:49:7] 物品:金创药(小量)	怪物:1C159790僵尸4	地图:H201	X:99	Y:61 
[2024/8/17 17:49:9] 物品:重盔甲(男)	怪物:15AB8980巨型蠕虫8	地图:H004	X:74	Y:73 
[2024/8/17 17:49:11] 物品:金创药(小量)	怪物:2F0B0150僵尸4	地图:D2002	X:25	Y:33 
[2024/8/17 17:49:11] 物品:强效金创药	怪物:2B7504D0魔龙射手1	地图:6	X:463	Y:78 
[2024/8/17 17:49:13] 物品:魔法药(小量)	怪物:306FB790僵尸3	地图:D2002	X:19	Y:35 
[2024/8/17 17:49:21] 物品:太阳水	怪物:28665C30黑野猪8	地图:H002	X:181	Y:37 
[2024/8/17 17:49:21] 物品:金创药(小量)	怪物:1BFC1F00僵尸3	地图:D2000	X:157	Y:144 
[2024/8/17 17:49:27] 物品:魔法药(小量)	怪物:286817F0僵尸4	地图:H201	X:85	Y:53 
[2024/8/17 17:49:29] 物品:金创药(小量)	怪物:286D1D50僵尸3	地图:D2000	X:155	Y:151 
[2024/8/17 17:49:30] 物品:金创药(小量)	怪物:2C92DBD0僵尸4	地图:H201	X:83	Y:52 
[2024/8/17 17:49:40] 物品:金创药(小量)	怪物:195B5350僵尸3	地图:D2000	X:147	Y:148 
[2024/8/17 17:49:40] 物品:魔法药(小量)	怪物:195B5350僵尸3	地图:D2000	X:147	Y:148 
[2024/8/17 17:49:54] 物品:隐身术	怪物:29B066F0尸王2	地图:D2002	X:17	Y:28 
[2024/8/17 17:49:54] 物品:施毒术	怪物:29B066F0尸王2	地图:D2002	X:17	Y:28 
[2024/8/17 17:49:54] 物品:攻杀剑术	怪物:29B066F0尸王2	地图:D2002	X:17	Y:28 
[2024/8/17 17:49:54] 物品:大火球	怪物:29B066F0尸王2	地图:D2002	X:17	Y:28 
[2024/8/17 17:49:59] 物品:幽灵盾	怪物:05491750恶灵尸王	地图:H201	X:75	Y:76 
[2024/8/17 17:49:59] 物品:瞬息移动	怪物:05491750恶灵尸王	地图:H201	X:75	Y:76 
[2024/8/17 17:50:0] 物品:治愈术	怪物:2AA3B130僵尸2	地图:D2002	X:17	Y:27 
[2024/8/17 17:50:1] 物品:金创药(小量)	怪物:054E1CB0僵尸5	地图:H201	X:74	Y:75 
[2024/8/17 17:50:1] 物品:太阳水	怪物:054E1CB0僵尸5	地图:H201	X:74	Y:75 
[2024/8/17 17:50:10] 物品:神圣战甲术	怪物:18748800恶灵尸王	地图:H201	X:82	Y:75 
[2024/8/17 17:50:10] 物品:地狱火	怪物:18748800恶灵尸王	地图:H201	X:82	Y:75 
[2024/8/17 17:50:10] 物品:瞬息移动	怪物:18748800恶灵尸王	地图:H201	X:82	Y:75 
[2024/8/17 17:50:27] 物品:爆裂火焰	怪物:226C0E30尸王2	地图:D2002	X:21	Y:23 
[2024/8/17 17:50:27] 物品:隐身术	怪物:226C0E30尸王2	地图:D2002	X:21	Y:23 
[2024/8/17 17:50:27] 物品:攻杀剑术	怪物:226C0E30尸王2	地图:D2002	X:21	Y:23 
[2024/8/17 17:50:28] 物品:太阳水	怪物:235E4450黑野猪8	地图:H002	X:218	Y:26 
[2024/8/17 17:50:32] 物品:爆裂火焰	怪物:27BBC760僵尸4	地图:D2002	X:19	Y:22 
[2024/8/17 17:50:33] 物品:金创药(小量)	怪物:17EACC80僵尸5	地图:H201	X:13	Y:100 
[2024/8/17 17:50:40] 物品:幽灵盾	怪物:187C51F0僵尸4	地图:H201	X:14	Y:102 
[2024/8/17 17:50:49] 物品:魔法长袍(女)	怪物:2F445580魔龙破甲兵	地图:612	X:124	Y:114 
[2024/8/17 17:50:51] 物品:金创药(小量)	怪物:039DCED0僵尸3	地图:D401	X:128	Y:144 
[2024/8/17 17:50:51] 物品:魔法药(小量)	怪物:039DCED0僵尸3	地图:D401	X:128	Y:144 
[2024/8/17 17:50:55] 物品:金创药(小量)	怪物:278295E0僵尸3	地图:D401	X:61	Y:39 
[2024/8/17 17:51:5] 物品:强效金创药	怪物:2C76D8D0魔龙刺蛙1	地图:613	X:75	Y:146 
[2024/8/17 17:51:5] 物品:道士头盔	怪物:2C76D8D0魔龙刺蛙1	地图:613	X:75	Y:146 
[2024/8/17 17:51:8] 物品:魔法药(小量)	怪物:29E13BC0僵尸4	地图:H201	X:16	Y:100 
[2024/8/17 17:51:8] 物品:地狱火	怪物:29E13BC0僵尸4	地图:H201	X:16	Y:100 
[2024/8/17 17:51:10] 物品:魔法药(小量)	怪物:31E1DC40僵尸4	地图:D2002	X:17	Y:17 
[2024/8/17 17:51:10] 物品:魔法药(中量)	怪物:18D25BE0僵尸1	地图:H201	X:109	Y:157 
[2024/8/17 17:51:15] 物品:金创药(小量)	怪物:1C65DA20僵尸4	地图:H201	X:16	Y:98 
[2024/8/17 17:51:17] 物品:金创药(小量)	怪物:27BBC760僵尸4	地图:D2002	X:18	Y:19 
[2024/8/17 17:51:18] 物品:强效太阳水	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:强效太阳水	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:强效太阳水	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:强效太阳水	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:强效太阳水	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:强效金创药	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:强效金创药	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:强效魔法药	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:强效魔法药	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:凝霜	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:魅力戒指	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:18] 物品:黑檀手镯	怪物:2A3006A0尸王8	地图:H201	X:108	Y:157 
[2024/8/17 17:51:19] 物品:金创药(小量)	怪物:29E13BC0僵尸4	地图:H201	X:16	Y:100 
[2024/8/17 17:51:19] 物品:精神力药水	怪物:29E13BC0僵尸4	地图:H201	X:16	Y:100 
[2024/8/17 17:51:23] 物品:强效太阳水	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:强效太阳水	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:强效太阳水	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:强效太阳水	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:强效太阳水	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:强效金创药	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:强效金创药	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:强效魔法药	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:强效魔法药	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:蛇眼戒指	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:魅力戒指	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:魔力手镯	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:23] 物品:魔法盾	怪物:05A15020尸王8	地图:H201	X:24	Y:96 
[2024/8/17 17:51:26] 物品:精神力战法	怪物:058DEB70僵尸3	地图:D2000	X:168	Y:90 
[2024/8/17 17:51:27] 物品:金创药(小量)	怪物:2B371870僵尸5	地图:H201	X:110	Y:157 
[2024/8/17 17:51:27] 物品:隐身术	怪物:2B371870僵尸5	地图:H201	X:110	Y:157 
[2024/8/17 17:51:29] 物品:太阳水	怪物:15CC7D40僵尸5	地图:H201	X:20	Y:95 
[2024/8/17 17:51:30] 物品:魔法药(小量)	怪物:28100F10僵尸3	地图:D2002	X:20	Y:17 
[2024/8/17 17:51:32] 物品:魔法药(小量)	怪物:0D9641C0僵尸3	地图:D2000	X:167	Y:91 
[2024/8/17 17:51:33] 物品:金创药(小量)	怪物:29E13BC0僵尸4	地图:H201	X:18	Y:100 
[2024/8/17 17:51:39] 物品:强效太阳水	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:强效太阳水	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:强效太阳水	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:强效太阳水	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:强效太阳水	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:强效金创药	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:强效金创药	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:强效魔法药	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:强效魔法药	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:魅力戒指	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:黑檀手镯	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:魔力手镯	怪物:2AD044F0尸王8	地图:H201	X:104	Y:163 
[2024/8/17 17:51:39] 物品:强效太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:强效太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:强效太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:强效太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:强效太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:太阳水	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:金创药(中量)	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:金创药(中量)	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:强效金创药	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:强效金创药	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:强效金创药	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:魔法药(中量)	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:魔法药(中量)	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:强效魔法药	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:强效魔法药	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:强效魔法药	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:39] 物品:铂金戒指	怪物:0381CE90沃玛卫士8	地图:H003	X:61	Y:31 
[2024/8/17 17:51:47] 物品:魔法药(小量)	怪物:2AA7D040僵尸5	地图:H201	X:25	Y:103 
[2024/8/17 17:51:52] 物品:魔法药(小量)	怪物:28100F10僵尸3	地图:D2002	X:20	Y:17 
[2024/8/17 17:51:58] 物品:强效太阳水	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:51:58] 物品:强效太阳水	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:51:58] 物品:强效太阳水	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:51:58] 物品:强效太阳水	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:51:58] 物品:强效太阳水	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:51:58] 物品:强效金创药	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:51:58] 物品:强效金创药	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:51:58] 物品:强效魔法药	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:51:58] 物品:强效魔法药	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:51:58] 物品:黑色水晶戒指	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:51:58] 物品:烈火剑法	怪物:1BD31080尸王8	地图:H201	X:24	Y:103 
[2024/8/17 17:52:17] 物品:金创药(中量)	怪物:17FD10C0僵尸2	地图:D401	X:66	Y:40 
[2024/8/17 17:52:35] 物品:魔法药(小量)	怪物:15ABF870僵尸4	地图:H201	X:129	Y:157 
[2024/8/17 17:52:39] 物品:金创药(小量)	怪物:296AADC0僵尸5	地图:D2002	X:9	Y:29 
[2024/8/17 17:52:39] 物品:太阳水	怪物:296AADC0僵尸5	地图:D2002	X:9	Y:29 
[2024/8/17 17:52:39] 物品:魔法药(小量)	怪物:18F7AC10僵尸4	地图:H201	X:127	Y:157 
[2024/8/17 17:52:56] 物品:金手镯	怪物:2C7A4ED0魔龙刺蛙	地图:613	X:162	Y:164 
[2024/8/17 17:52:59] 物品:凝霜	怪物:1B73A790魔龙刺蛙1	地图:613	X:162	Y:162 
[2024/8/17 17:52:59] 物品:重盔甲(男)	怪物:1B73A790魔龙刺蛙1	地图:613	X:162	Y:162 
[2024/8/17 17:53:3] 物品:金创药(小量)	怪物:2AF8E480僵尸5	地图:H201	X:135	Y:156 
[2024/8/17 17:53:8] 物品:重盔甲(女)	怪物:2C826980魔龙刺蛙	地图:613	X:160	Y:162 
[2024/8/17 17:53:14] 物品:疾光电影	怪物:1DF6CE30恶灵尸王	地图:H201	X:135	Y:154 
[2024/8/17 17:53:14] 物品:幽灵盾	怪物:1DF6CE30恶灵尸王	地图:H201	X:135	Y:154 
[2024/8/17 17:53:14] 物品:大火球	怪物:1DF6CE30恶灵尸王	地图:H201	X:135	Y:154 
[2024/8/17 17:53:16] 物品:太阳水	怪物:2358E9C0僵尸5	地图:H201	X:135	Y:155 
[2024/8/17 17:53:21] 物品:魔法药(小量)	怪物:0D809DB0稻草人	地图:0	X:628	Y:602 
[2024/8/17 17:53:24] 物品:太阳水	怪物:199967D0黑野猪8	地图:H002	X:235	Y:61 
[2024/8/17 17:53:33] 物品:火球术	怪物:2B34D790僵尸10	地图:H201	X:138	Y:161 
[2024/8/17 17:53:39] 物品:金创药(小量)	怪物:06301290僵尸4	地图:H201	X:138	Y:161 
[2024/8/17 17:53:52] 物品:太阳水	怪物:1907D910僵尸5	地图:H201	X:140	Y:161 
[2024/8/17 17:53:52] 物品:金创药(小量)	怪物:29CA9100僵尸4	地图:H201	X:139	Y:161 
[2024/8/17 17:53:52] 物品:精神力战法	怪物:29CA9100僵尸4	地图:H201	X:139	Y:161 
[2024/8/17 17:53:54] 物品:金创药(小量)	怪物:1F169480僵尸4	地图:H201	X:140	Y:160 
[2024/8/17 17:53:55] 物品:魔法药(小量)	怪物:278AE150僵尸5	地图:H201	X:102	Y:170 
[2024/8/17 17:53:55] 物品:精神力战法	怪物:278AE150僵尸5	地图:H201	X:102	Y:170 
[2024/8/17 17:53:56] 物品:魔法药(小量)	怪物:227B8DF0僵尸5	地图:H201	X:106	Y:168 
[2024/8/17 17:54:7] 物品:召唤骷髅	怪物:2265CDF0僵尸40	地图:H201	X:103	Y:172 
[2024/8/17 17:54:7] 物品:抗拒火环	怪物:2265CDF0僵尸40	地图:H201	X:103	Y:172 
[2024/8/17 17:54:7] 物品:精神力战法	怪物:2265CDF0僵尸40	地图:H201	X:103	Y:172 
[2024/8/17 17:54:7] 物品:火球术	怪物:2265CDF0僵尸40	地图:H201	X:103	Y:172 
[2024/8/17 17:54:7] 物品:治愈术	怪物:2265CDF0僵尸40	地图:H201	X:103	Y:172 
[2024/8/17 17:54:7] 物品:基本剑术	怪物:2265CDF0僵尸40	地图:H201	X:103	Y:172 
[2024/8/17 17:54:7] 物品:魔鬼项链	怪物:2265CDF0僵尸40	地图:H201	X:103	Y:172 
[2024/8/17 17:54:7] 物品:轻型盔甲(男)	怪物:2265CDF0僵尸40	地图:H201	X:103	Y:172 
[2024/8/17 17:54:7] 物品:魔法药(小量)	怪物:2265CDF0僵尸40	地图:H201	X:103	Y:172 
[2024/8/17 17:54:8] 物品:金创药(中量)	怪物:2856C200沃玛勇士	地图:D024	X:22	Y:64 
[2024/8/17 17:54:9] 物品:魔法药(小量)	怪物:050C1AC0僵尸5	地图:H201	X:103	Y:168 
[2024/8/17 17:54:10] 物品:魔法药(小量)	怪物:2358E9C0僵尸5	地图:H201	X:138	Y:160 
[2024/8/17 17:54:11] 物品:强效太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:强效太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:强效太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:强效太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:强效太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:太阳水	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:金创药(中量)	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:金创药(中量)	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:金创药(中量)	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:强效金创药	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:强效金创药	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:魔法药(中量)	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:魔法药(中量)	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:魔法药(中量)	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:强效魔法药	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:强效魔法药	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:黑色水晶戒指	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:蓝色水晶戒指	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:道士手镯	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:小手镯	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:诱惑之光	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
[2024/8/17 17:54:11] 物品:大火球	怪物:2AA6BD60尸王	地图:H201	X:138	Y:161 
