[2024/8/18 2:0:0] 物品:黑檀手镯	怪物:279A7AD0牛魔侍卫8	地图:H010	X:373	Y:227 
[2024/8/18 2:42:24] 物品:施毒术	怪物:2371D560恶灵尸王	地图:H201	X:47	Y:114 
[2024/8/18 2:42:24] 物品:诱惑之光	怪物:2371D560恶灵尸王	地图:H201	X:47	Y:114 
[2024/8/18 2:42:27] 物品:太阳水	怪物:2D3B0EF0黑野猪8	地图:H002	X:176	Y:68 
[2024/8/18 2:42:38] 物品:重盔甲(女)	怪物:2B3C9100牛魔法师8	地图:H010	X:127	Y:367 
[2024/8/18 2:42:38] 物品:降魔	怪物:2B3C9100牛魔法师8	地图:H010	X:127	Y:367 
[2024/8/18 2:42:38] 物品:白色虎齿项链	怪物:2B3C9100牛魔法师8	地图:H010	X:127	Y:367 
[2024/8/18 2:42:39] 物品:重盔甲(女)	怪物:2B331D50牛魔法师8	地图:H010	X:126	Y:366 
[2024/8/18 2:42:39] 物品:金手镯	怪物:2B331D50牛魔法师8	地图:H010	X:126	Y:366 
[2024/8/18 2:42:40] 物品:刺杀剑术	怪物:309F8E40恶灵尸王	地图:H201	X:41	Y:116 
[2024/8/18 2:42:40] 物品:攻杀剑术	怪物:309F8E40恶灵尸王	地图:H201	X:41	Y:116 
[2024/8/18 2:42:40] 物品:灵魂火符	怪物:309F8E40恶灵尸王	地图:H201	X:41	Y:116 
[2024/8/18 2:42:40] 物品:雷电术	怪物:309F8E40恶灵尸王	地图:H201	X:41	Y:116 
[2024/8/18 2:42:40] 物品:地狱火	怪物:309F8E40恶灵尸王	地图:H201	X:41	Y:116 
[2024/8/18 2:42:43] 物品:黑檀手镯	怪物:0B89F3D0牛魔法师8	地图:H010	X:124	Y:365 
[2024/8/18 2:42:46] 物品:精神力药水	怪物:2EBDA410僵尸5	地图:H201	X:42	Y:117 
[2024/8/18 2:42:46] 物品:集体隐身术	怪物:1A45E6F0恶灵尸王	地图:H201	X:31	Y:145 
[2024/8/18 2:42:46] 物品:施毒术	怪物:1A45E6F0恶灵尸王	地图:H201	X:31	Y:145 
[2024/8/18 2:42:46] 物品:灵魂火符	怪物:1A45E6F0恶灵尸王	地图:H201	X:31	Y:145 
[2024/8/18 2:42:46] 物品:地狱火	怪物:1A45E6F0恶灵尸王	地图:H201	X:31	Y:145 
[2024/8/18 2:42:51] 物品:强效太阳水	怪物:2A08F4F0牛魔祭司0	地图:H010	X:123	Y:364 
[2024/8/18 2:42:51] 物品:太阳水	怪物:2A08F4F0牛魔祭司0	地图:H010	X:123	Y:364 
[2024/8/18 2:42:51] 物品:太阳水	怪物:2A08F4F0牛魔祭司0	地图:H010	X:123	Y:364 
[2024/8/18 2:42:51] 物品:修罗	怪物:2A08F4F0牛魔祭司0	地图:H010	X:123	Y:364 
[2024/8/18 2:42:51] 物品:魔法药(小量)	怪物:31AA61C0僵尸5	地图:H201	X:27	Y:150 
[2024/8/18 2:42:57] 物品:道士手镯	怪物:2973FF30牛魔侍卫8	地图:H010	X:124	Y:365 
[2024/8/18 2:42:57] 物品:金创药(小量)	怪物:28889200僵尸4	地图:H201	X:53	Y:104 
[2024/8/18 2:43:1] 物品:强效太阳水	怪物:2A18D100牛魔将军0	地图:H010	X:123	Y:365 
[2024/8/18 2:43:1] 物品:强效太阳水	怪物:2A18D100牛魔将军0	地图:H010	X:123	Y:365 
[2024/8/18 2:43:1] 物品:太阳水	怪物:2A18D100牛魔将军0	地图:H010	X:123	Y:365 
[2024/8/18 2:43:1] 物品:太阳水	怪物:2A18D100牛魔将军0	地图:H010	X:123	Y:365 
[2024/8/18 2:43:1] 物品:战神盔甲(女)	怪物:2A18D100牛魔将军0	地图:H010	X:123	Y:365 
[2024/8/18 2:43:1] 物品:金创药(中量)	怪物:245A6D80骷髅战将	地图:D002	X:77	Y:159 
[2024/8/18 2:43:3] 物品:强效太阳水	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:3] 物品:强效太阳水	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:3] 物品:强效太阳水	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:3] 物品:强效太阳水	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:3] 物品:强效太阳水	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:3] 物品:强效金创药	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:3] 物品:强效金创药	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:3] 物品:强效魔法药	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:3] 物品:强效魔法药	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:3] 物品:蛇眼戒指	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:3] 物品:黑檀手镯	怪物:0DA304D0尸王8	地图:H201	X:31	Y:139 
[2024/8/18 2:43:8] 物品:基本剑术	怪物:2A7AD870僵尸3	地图:D401	X:125	Y:114 
[2024/8/18 2:43:12] 物品:强效太阳水	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:强效太阳水	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:强效太阳水	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:强效太阳水	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:强效太阳水	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:强效金创药	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:强效金创药	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:强效魔法药	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:强效魔法药	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:珍珠戒指	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:凝霜	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:12] 物品:魔力手镯	怪物:19F92460尸王8	地图:H201	X:32	Y:139 
[2024/8/18 2:43:16] 物品:金创药(小量)	怪物:052816C0僵尸5	地图:H201	X:59	Y:100 
[2024/8/18 2:43:21] 物品:强效太阳水	怪物:29796190牛魔将军8	地图:H010	X:113	Y:360 
[2024/8/18 2:43:21] 物品:强效魔法药	怪物:29796190牛魔将军8	地图:H010	X:113	Y:360 
[2024/8/18 2:43:21] 物品:强效金创药	怪物:29796190牛魔将军8	地图:H010	X:113	Y:360 
[2024/8/18 2:43:22] 物品:强效太阳水	怪物:2A9EEA20牛魔将军8	地图:H010	X:113	Y:362 
[2024/8/18 2:43:22] 物品:太阳水	怪物:2A9EEA20牛魔将军8	地图:H010	X:113	Y:362 
[2024/8/18 2:43:22] 物品:强效金创药	怪物:2A9EEA20牛魔将军8	地图:H010	X:113	Y:362 
[2024/8/18 2:43:25] 物品:轻型盔甲(男)	怪物:063251F0骷髅战将0	地图:D002	X:92	Y:167 
[2024/8/18 2:43:25] 物品:金创药(中量)	怪物:063251F0骷髅战将0	地图:D002	X:92	Y:167 
[2024/8/18 2:43:25] 物品:金创药(中量)	怪物:063251F0骷髅战将0	地图:D002	X:92	Y:167 
[2024/8/18 2:43:25] 物品:金创药(中量)	怪物:063251F0骷髅战将0	地图:D002	X:92	Y:167 
[2024/8/18 2:43:25] 物品:金创药(中量)	怪物:063251F0骷髅战将0	地图:D002	X:92	Y:167 
[2024/8/18 2:43:25] 物品:魔法药(中量)	怪物:063251F0骷髅战将0	地图:D002	X:92	Y:167 
[2024/8/18 2:43:25] 物品:魔法药(中量)	怪物:063251F0骷髅战将0	地图:D002	X:92	Y:167 
[2024/8/18 2:43:25] 物品:魔法药(中量)	怪物:063251F0骷髅战将0	地图:D002	X:92	Y:167 
[2024/8/18 2:43:25] 物品:魔法药(中量)	怪物:063251F0骷髅战将0	地图:D002	X:92	Y:167 
[2024/8/18 2:43:27] 物品:灵魂战衣(男)	怪物:1F1F9940牛魔法师8	地图:H010	X:115	Y:359 
[2024/8/18 2:43:29] 物品:强效太阳水	怪物:194FF780牛魔将军0	地图:H010	X:112	Y:362 
[2024/8/18 2:43:29] 物品:太阳水	怪物:194FF780牛魔将军0	地图:H010	X:112	Y:362 
[2024/8/18 2:43:29] 物品:斩马刀	怪物:194FF780牛魔将军0	地图:H010	X:112	Y:362 
[2024/8/18 2:43:29] 物品:白色虎齿项链	怪物:194FF780牛魔将军0	地图:H010	X:112	Y:362 
[2024/8/18 2:43:29] 物品:降妖除魔戒指	怪物:194FF780牛魔将军0	地图:H010	X:112	Y:362 
[2024/8/18 2:43:29] 物品:火墙	怪物:2EBA42C0恶灵尸王	地图:H201	X:30	Y:134 
[2024/8/18 2:43:29] 物品:雷电术	怪物:2EBA42C0恶灵尸王	地图:H201	X:30	Y:134 
[2024/8/18 2:43:30] 物品:降魔	怪物:2F0DF7F0黑野猪8	地图:H002	X:131	Y:260 
[2024/8/18 2:43:31] 物品:魔法药(小量)	怪物:2A7AD870僵尸3	地图:D401	X:125	Y:114 
[2024/8/18 2:43:32] 物品:强效太阳水	怪物:18C210E0牛魔祭司8	地图:H010	X:113	Y:361 
[2024/8/18 2:43:32] 物品:强效太阳水	怪物:18C210E0牛魔祭司8	地图:H010	X:113	Y:361 
[2024/8/18 2:43:32] 物品:强效太阳水	怪物:18C210E0牛魔祭司8	地图:H010	X:113	Y:361 
[2024/8/18 2:43:32] 物品:强效魔法药	怪物:18C210E0牛魔祭司8	地图:H010	X:113	Y:361 
[2024/8/18 2:43:36] 物品:强效太阳水	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:36] 物品:强效太阳水	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:36] 物品:强效太阳水	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:36] 物品:强效太阳水	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:36] 物品:强效太阳水	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:36] 物品:强效金创药	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:36] 物品:强效金创药	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:36] 物品:强效魔法药	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:36] 物品:强效魔法药	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:36] 物品:黑檀手镯	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:36] 物品:困魔咒	怪物:29966940尸王8	地图:H201	X:30	Y:135 
[2024/8/18 2:43:39] 物品:灵魂战衣(男)	怪物:299C28A0牛魔法师8	地图:H010	X:108	Y:360 
[2024/8/18 2:43:39] 物品:蓝翡翠项链	怪物:299C28A0牛魔法师8	地图:H010	X:108	Y:360 
[2024/8/18 2:43:42] 物品:太阳水	怪物:2B4D2FB0黑野猪8	地图:H002	X:195	Y:100 
[2024/8/18 2:43:42] 物品:强效太阳水	怪物:28077C00牛魔将军0	地图:H010	X:110	Y:359 
[2024/8/18 2:43:42] 物品:强效太阳水	怪物:28077C00牛魔将军0	地图:H010	X:110	Y:359 
[2024/8/18 2:43:42] 物品:太阳水	怪物:28077C00牛魔将军0	地图:H010	X:110	Y:359 
[2024/8/18 2:43:42] 物品:太阳水	怪物:28077C00牛魔将军0	地图:H010	X:110	Y:359 
[2024/8/18 2:43:42] 物品:太阳水	怪物:28077C00牛魔将军0	地图:H010	X:110	Y:359 
[2024/8/18 2:43:49] 物品:魔法长袍(女)	怪物:17BC4610红野猪8	地图:H002	X:345	Y:82 
[2024/8/18 2:43:52] 物品:疾光电影	怪物:1EA7BDC0恶灵尸王	地图:H201	X:174	Y:138 
[2024/8/18 2:43:52] 物品:隐身术	怪物:1EA7BDC0恶灵尸王	地图:H201	X:174	Y:138 
[2024/8/18 2:43:52] 物品:召唤骷髅	怪物:1EA7BDC0恶灵尸王	地图:H201	X:174	Y:138 
[2024/8/18 2:43:52] 物品:道士手镯	怪物:2949BAB0牛魔侍卫8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:56] 物品:重盔甲(女)	怪物:1CF74E70牛魔法师8	地图:H010	X:113	Y:353 
[2024/8/18 2:43:56] 物品:道德戒指	怪物:1CF74E70牛魔法师8	地图:H010	X:113	Y:353 
[2024/8/18 2:43:56] 物品:偃月	怪物:1CF74E70牛魔法师8	地图:H010	X:113	Y:353 
[2024/8/18 2:43:56] 物品:生铁戒指	怪物:1CF74E70牛魔法师8	地图:H010	X:113	Y:353 
[2024/8/18 2:43:58] 物品:强效太阳水	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:强效太阳水	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:强效太阳水	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:强效太阳水	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:强效太阳水	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:强效金创药	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:强效金创药	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:强效魔法药	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:强效魔法药	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:道德戒指	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:蓝翡翠项链	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:58] 物品:黑檀手镯	怪物:27EF3A10尸王8	地图:H201	X:173	Y:138 
[2024/8/18 2:43:59] 物品:强效金创药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效金创药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效金创药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效魔法药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效魔法药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效金创药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效金创药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效金创药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效金创药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效金创药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效魔法药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效魔法药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效金创药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效金创药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效魔法药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:强效魔法药	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:虹魔手镯	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:泰坦戒指	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:43:59] 物品:魔法盾	怪物:2A5C98D0暗之牛魔王8	地图:H010	X:114	Y:354 
[2024/8/18 2:44:2] 物品:强效太阳水	怪物:29E7A420牛魔祭司0	地图:H010	X:115	Y:355 
[2024/8/18 2:44:2] 物品:强效太阳水	怪物:29E7A420牛魔祭司0	地图:H010	X:115	Y:355 
[2024/8/18 2:44:2] 物品:太阳水	怪物:29E7A420牛魔祭司0	地图:H010	X:115	Y:355 
[2024/8/18 2:44:2] 物品:太阳水	怪物:29E7A420牛魔祭司0	地图:H010	X:115	Y:355 
[2024/8/18 2:44:2] 物品:太阳水	怪物:29E7A420牛魔祭司0	地图:H010	X:115	Y:355 
[2024/8/18 2:44:2] 物品:辟邪手镯	怪物:29E7A420牛魔祭司0	地图:H010	X:115	Y:355 
[2024/8/18 2:44:9] 物品:强效太阳水	怪物:2B2CB0B0牛魔祭司8	地图:H010	X:113	Y:350 
[2024/8/18 2:44:14] 物品:道士手镯	怪物:299E3D20牛魔侍卫8	地图:H010	X:113	Y:352 
[2024/8/18 2:44:14] 物品:偃月	怪物:299E3D20牛魔侍卫8	地图:H010	X:113	Y:352 
[2024/8/18 2:44:14] 物品:重盔甲(女)	怪物:2F2A22B0牛魔侍卫8	地图:H010	X:113	Y:350 
[2024/8/18 2:44:14] 物品:灵魂战衣(男)	怪物:2F2A22B0牛魔侍卫8	地图:H010	X:113	Y:350 
[2024/8/18 2:44:14] 物品:生铁戒指	怪物:2F2A22B0牛魔侍卫8	地图:H010	X:113	Y:350 
[2024/8/18 2:44:15] 物品:强效太阳水	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:强效太阳水	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:强效太阳水	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:强效太阳水	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:强效太阳水	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:强效金创药	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:强效金创药	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:强效魔法药	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:强效魔法药	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:蓝翡翠项链	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:黑檀手镯	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:15] 物品:魔力手镯	怪物:2915A420尸王8	地图:H201	X:41	Y:91 
[2024/8/18 2:44:18] 物品:强效魔法药	怪物:2B34AB30牛魔法师8	地图:H010	X:111	Y:347 
[2024/8/18 2:44:18] 物品:魔法长袍(男)	怪物:2B34AB30牛魔法师8	地图:H010	X:111	Y:347 
[2024/8/18 2:44:19] 物品:火墙	怪物:27BAD350恶灵尸王	地图:H201	X:175	Y:140 
[2024/8/18 2:44:19] 物品:集体隐身术	怪物:27BAD350恶灵尸王	地图:H201	X:175	Y:140 
[2024/8/18 2:44:19] 物品:施毒术	怪物:27BAD350恶灵尸王	地图:H201	X:175	Y:140 
[2024/8/18 2:44:19] 物品:雷电术	怪物:27BAD350恶灵尸王	地图:H201	X:175	Y:140 
[2024/8/18 2:44:19] 物品:地狱火	怪物:27BAD350恶灵尸王	地图:H201	X:175	Y:140 
[2024/8/18 2:44:19] 物品:大火球	怪物:27BAD350恶灵尸王	地图:H201	X:175	Y:140 
[2024/8/18 2:44:19] 物品:召唤骷髅	怪物:27BAD350恶灵尸王	地图:H201	X:175	Y:140 
[2024/8/18 2:44:22] 物品:太阳水	怪物:1A36E020恶灵尸王	地图:H201	X:174	Y:140 
[2024/8/18 2:44:22] 物品:幽灵盾	怪物:1A36E020恶灵尸王	地图:H201	X:174	Y:140 
[2024/8/18 2:44:22] 物品:雷电术	怪物:1A36E020恶灵尸王	地图:H201	X:174	Y:140 
[2024/8/18 2:44:25] 物品:强效太阳水	怪物:2B2DE750牛魔祭司8	地图:H010	X:107	Y:351 
[2024/8/18 2:44:25] 物品:强效太阳水	怪物:2B2DE750牛魔祭司8	地图:H010	X:107	Y:351 
[2024/8/18 2:44:25] 物品:强效金创药	怪物:2B2DE750牛魔祭司8	地图:H010	X:107	Y:351 
[2024/8/18 2:44:25] 物品:强效魔法药	怪物:2B2DE750牛魔祭司8	地图:H010	X:107	Y:351 
[2024/8/18 2:44:25] 物品:凝霜	怪物:2B2DE750牛魔祭司8	地图:H010	X:107	Y:351 
[2024/8/18 2:44:25] 物品:道士头盔	怪物:2B2DE750牛魔祭司8	地图:H010	X:107	Y:351 
[2024/8/18 2:44:25] 物品:珍珠戒指	怪物:2B2DE750牛魔祭司8	地图:H010	X:107	Y:351 
[2024/8/18 2:44:25] 物品:金创药(小量)	怪物:23746D80僵尸5	地图:H201	X:173	Y:140 
[2024/8/18 2:44:29] 物品:青铜剑	怪物:225E4E70骷髅战将	地图:D002	X:64	Y:191 
[2024/8/18 2:44:30] 物品:强效太阳水	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:强效太阳水	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:强效太阳水	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:强效太阳水	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:强效太阳水	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:强效金创药	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:强效金创药	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:强效魔法药	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:强效魔法药	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:魅力戒指	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:黑檀手镯	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:30] 物品:魔力手镯	怪物:1EBC8910尸王8	地图:H201	X:33	Y:100 
[2024/8/18 2:44:31] 物品:太阳水	怪物:1EF101C0黑野猪8	地图:H002	X:109	Y:273 
[2024/8/18 2:44:31] 物品:强效太阳水	怪物:27DF6750牛魔将军0	地图:H010	X:109	Y:351 
[2024/8/18 2:44:31] 物品:强效太阳水	怪物:27DF6750牛魔将军0	地图:H010	X:109	Y:351 
[2024/8/18 2:44:31] 物品:强效太阳水	怪物:27DF6750牛魔将军0	地图:H010	X:109	Y:351 
[2024/8/18 2:44:31] 物品:太阳水	怪物:27DF6750牛魔将军0	地图:H010	X:109	Y:351 
[2024/8/18 2:44:31] 物品:太阳水	怪物:27DF6750牛魔将军0	地图:H010	X:109	Y:351 
[2024/8/18 2:44:31] 物品:战神盔甲(女)	怪物:27DF6750牛魔将军0	地图:H010	X:109	Y:351 
[2024/8/18 2:44:32] 物品:强效太阳水	怪物:2A106790牛魔将军0	地图:H010	X:107	Y:353 
[2024/8/18 2:44:32] 物品:强效太阳水	怪物:2A106790牛魔将军0	地图:H010	X:107	Y:353 
[2024/8/18 2:44:32] 物品:太阳水	怪物:2A106790牛魔将军0	地图:H010	X:107	Y:353 
[2024/8/18 2:44:32] 物品:躲避手链	怪物:2A106790牛魔将军0	地图:H010	X:107	Y:353 
[2024/8/18 2:44:32] 物品:魔法手镯	怪物:2A106790牛魔将军0	地图:H010	X:107	Y:353 
[2024/8/18 2:44:32] 物品:降妖除魔戒指	怪物:2A106790牛魔将军0	地图:H010	X:107	Y:353 
[2024/8/18 2:44:33] 物品:攻杀剑术	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
[2024/8/18 2:44:33] 物品:召唤骷髅	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
[2024/8/18 2:44:33] 物品:抗拒火环	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
[2024/8/18 2:44:33] 物品:精神力战法	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
[2024/8/18 2:44:33] 物品:火球术	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
[2024/8/18 2:44:33] 物品:治愈术	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
[2024/8/18 2:44:33] 物品:基本剑术	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
[2024/8/18 2:44:33] 物品:铁剑	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
[2024/8/18 2:44:35] 物品:强效太阳水	怪物:29F6C6E0牛魔将军0	地图:H010	X:106	Y:354 
[2024/8/18 2:44:35] 物品:太阳水	怪物:29F6C6E0牛魔将军0	地图:H010	X:106	Y:354 
[2024/8/18 2:44:35] 物品:魔杖	怪物:29F6C6E0牛魔将军0	地图:H010	X:106	Y:354 
[2024/8/18 2:44:35] 物品:躲避手链	怪物:29F6C6E0牛魔将军0	地图:H010	X:106	Y:354 
[2024/8/18 2:44:38] 物品:强效金创药	怪物:1DEFABD0牛魔法师8	地图:H010	X:106	Y:355 
[2024/8/18 2:44:38] 物品:灵魂战衣(女)	怪物:1DEFABD0牛魔法师8	地图:H010	X:106	Y:355 
[2024/8/18 2:44:38] 物品:道士手镯	怪物:1DEFABD0牛魔法师8	地图:H010	X:106	Y:355 
[2024/8/18 2:44:39] 物品:魔法药(小量)	怪物:0D94B3E0僵尸4	地图:H201	X:32	Y:100 
[2024/8/18 2:44:39] 物品:金创药(中量)	怪物:225AC240骷髅战士0	地图:D002	X:65	Y:190 
[2024/8/18 2:44:39] 物品:金创药(中量)	怪物:225AC240骷髅战士0	地图:D002	X:65	Y:190 
[2024/8/18 2:44:39] 物品:金创药(中量)	怪物:225AC240骷髅战士0	地图:D002	X:65	Y:190 
[2024/8/18 2:44:39] 物品:金创药(中量)	怪物:225AC240骷髅战士0	地图:D002	X:65	Y:190 
[2024/8/18 2:44:39] 物品:魔法药(中量)	怪物:225AC240骷髅战士0	地图:D002	X:65	Y:190 
[2024/8/18 2:44:39] 物品:魔法药(中量)	怪物:225AC240骷髅战士0	地图:D002	X:65	Y:190 
[2024/8/18 2:44:39] 物品:魔法药(中量)	怪物:225AC240骷髅战士0	地图:D002	X:65	Y:190 
[2024/8/18 2:44:39] 物品:魔法药(中量)	怪物:225AC240骷髅战士0	地图:D002	X:65	Y:190 
[2024/8/18 2:44:40] 物品:大火球	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
[2024/8/18 2:44:40] 物品:召唤骷髅	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
[2024/8/18 2:44:40] 物品:抗拒火环	怪物:2F0E0E20僵尸40	地图:H201	X:32	Y:99 
