[2024/8/19 8:0:11] 物品:瞬息移动	怪物:20AB5A50僵尸5	地图:H201	X:100	Y:58 
[2024/8/19 8:42:57] 物品:黑檀手镯	怪物:0D46C340尸王8	地图:H201	X:96	Y:174 
[2024/8/19 8:42:57] 物品:魔力手镯	怪物:0D46C340尸王8	地图:H201	X:96	Y:174 
[2024/8/19 8:42:57] 物品:半月弯刀	怪物:0D46C340尸王8	地图:H201	X:96	Y:174 
[2024/8/19 8:43:2] 物品:强效太阳水	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:强效太阳水	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:强效太阳水	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:强效太阳水	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:强效太阳水	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:强效金创药	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:强效金创药	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:强效魔法药	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:强效魔法药	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:骷髅戒指	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:蛇眼戒指	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:黑檀手镯	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:2] 物品:困魔咒	怪物:2D4B9B00尸王8	地图:H201	X:108	Y:181 
[2024/8/19 8:43:3] 物品:金创药(小量)	怪物:303155A0僵尸5	地图:H201	X:108	Y:179 
[2024/8/19 8:43:4] 物品:魔法药(小量)	怪物:2ECBDB70僵尸4	地图:H201	X:92	Y:174 
[2024/8/19 8:43:6] 物品:太阳水	怪物:29FC1310黑色恶蛆8	地图:H004	X:115	Y:121 
[2024/8/19 8:43:6] 物品:灵魂项链	怪物:1A4DEB70魔龙刀兵	地图:66	X:132	Y:265 
[2024/8/19 8:43:8] 物品:抗拒火环	怪物:244A9500僵尸1	地图:H201	X:90	Y:175 
[2024/8/19 8:43:8] 物品:灵魂战衣(女)	怪物:30679280黑野猪8	地图:H002	X:117	Y:235 
[2024/8/19 8:43:10] 物品:金创药(小量)	怪物:29A53780僵尸4	地图:H201	X:89	Y:175 
[2024/8/19 8:43:15] 物品:金创药(小量)	怪物:1AF02480僵尸5	地图:H201	X:93	Y:173 
[2024/8/19 8:43:17] 物品:魔法药(小量)	怪物:225DF5B0僵尸5	地图:H201	X:96	Y:174 
[2024/8/19 8:43:27] 物品:降魔	怪物:28A7B320魔龙破甲兵1	地图:66	X:127	Y:264 
[2024/8/19 8:43:31] 物品:强效金创药	怪物:284FBE50魔龙邪眼	地图:66	X:127	Y:263 
[2024/8/19 8:43:34] 物品:强效魔法药	怪物:3086A430魔龙刀兵1	地图:66	X:127	Y:262 
[2024/8/19 8:43:36] 物品:太阳水	怪物:2899D1C0黑野猪8	地图:H002	X:82	Y:219 
[2024/8/19 8:43:37] 物品:魔法力药水	怪物:2DEE2D80僵尸4	地图:H201	X:107	Y:182 
[2024/8/19 8:43:39] 物品:魔法药(小量)	怪物:303155A0僵尸5	地图:H201	X:106	Y:182 
[2024/8/19 8:43:41] 物品:魔法药(小量)	怪物:1DF77FB0僵尸4	地图:H201	X:109	Y:183 
[2024/8/19 8:43:44] 物品:基本剑术	怪物:21B70830僵尸10	地图:H201	X:109	Y:185 
[2024/8/19 8:43:45] 物品:强效魔法药	怪物:30A98B40魔龙射手	地图:66	X:131	Y:262 
[2024/8/19 8:43:46] 物品:魔法药(小量)	怪物:28FC19A0僵尸5	地图:H201	X:109	Y:186 
[2024/8/19 8:43:48] 物品:金创药(小量)	怪物:1DF77FB0僵尸4	地图:H201	X:109	Y:183 
[2024/8/19 8:43:55] 物品:重盔甲(女)	怪物:1C7B6980巨型蠕虫8	地图:H004	X:126	Y:116 
[2024/8/19 8:43:57] 物品:半月	怪物:2A4B7380祖玛弓箭手8	地图:H204	X:56	Y:89 
[2024/8/19 8:43:57] 物品:魔力手镯	怪物:2A4B7380祖玛弓箭手8	地图:H204	X:56	Y:89 
[2024/8/19 8:43:57] 物品:太阳水	怪物:1C231640魔龙射手	地图:66	X:122	Y:267 
[2024/8/19 8:44:4] 物品:黑檀手镯	怪物:17CFB2A0魔龙射手	地图:66	X:130	Y:268 
[2024/8/19 8:44:5] 物品:强效太阳水	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:强效太阳水	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:强效太阳水	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:强效太阳水	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:强效太阳水	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:强效金创药	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:强效金创药	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:强效魔法药	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:强效魔法药	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:珍珠戒指	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:凝霜	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:道德戒指	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:黑檀手镯	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:5] 物品:魔力手镯	怪物:1C182FB0尸王8	地图:H201	X:116	Y:187 
[2024/8/19 8:44:8] 物品:金手镯	怪物:2E9D32C0祖玛弓箭手8	地图:H204	X:67	Y:69 
[2024/8/19 8:44:9] 物品:金创药(小量)	怪物:1A4872E0僵尸5	地图:H201	X:117	Y:185 
[2024/8/19 8:44:10] 物品:重盔甲(女)	怪物:18B790C0祖玛弓箭手8	地图:H204	X:64	Y:66 
[2024/8/19 8:44:12] 物品:瞬息移动	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:雷电术	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:抗拒火环	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:精神力战法	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:火球术	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:治愈术	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:基本剑术	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:八荒	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:半月	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:凌风	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:蓝色水晶戒指	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:魔鬼项链	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:琥珀项链	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:凤凰明珠	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:坚固手套	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:魔力手镯	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:灯笼项链	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:铁剑	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:短剑	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:轻型盔甲(男)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:轻型盔甲(女)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:青铜斧	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:黑檀项链	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:黄色水晶项链	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:黑色水晶项链	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:青铜头盔	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:12] 物品:魔法药(小量)	怪物:1C4EE500僵尸5	地图:H201	X:116	Y:188 
[2024/8/19 8:44:12] 物品:降妖除魔戒指	怪物:2B2D1FA0魔龙射手1	地图:66	X:132	Y:268 
[2024/8/19 8:44:14] 物品:疾风药水	怪物:304ECC50僵尸1	地图:H201	X:116	Y:189 
[2024/8/19 8:44:16] 物品:诱惑之光	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:抗拒火环	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:精神力战法	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:火球术	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:治愈术	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:基本剑术	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:八荒	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:半月	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:琥珀项链	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:坚固手套	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:铁剑	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:短剑	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:轻型盔甲(男)	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:轻型盔甲(女)	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:青铜斧	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:黑檀项链	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:黄色水晶项链	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:黑色水晶项链	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:青铜头盔	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:金创药(小量)	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:金创药(小量)	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:金创药(小量)	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:金创药(小量)	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:魔法药(小量)	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:魔法药(小量)	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:魔法药(小量)	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:16] 物品:魔法药(小量)	怪物:2A4BB610僵尸50	地图:H201	X:116	Y:188 
[2024/8/19 8:44:18] 物品:太阳水	怪物:283137C0魔龙破甲兵	地图:66	X:131	Y:269 
[2024/8/19 8:44:18] 物品:魔法长袍(男)	怪物:283137C0魔龙破甲兵	地图:66	X:131	Y:269 
[2024/8/19 8:44:23] 物品:金创药(小量)	怪物:2A73A420僵尸5	地图:H201	X:113	Y:187 
[2024/8/19 8:44:26] 物品:魔法长袍(男)	怪物:064217D0祖玛弓箭手8	地图:H204	X:57	Y:55 
[2024/8/19 8:44:26] 物品:魔法手镯	怪物:064217D0祖玛弓箭手8	地图:H204	X:57	Y:55 
[2024/8/19 8:44:27] 物品:强效太阳水	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:强效太阳水	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:强效太阳水	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:强效太阳水	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:强效太阳水	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:强效金创药	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:强效金创药	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:强效魔法药	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:强效魔法药	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:黑色水晶戒指	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:蛇眼戒指	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:27] 物品:黑檀手镯	怪物:2DC91FE0尸王8	地图:H201	X:117	Y:187 
[2024/8/19 8:44:29] 物品:大火球	怪物:15AA0010僵尸30	地图:D401	X:38	Y:104 
[2024/8/19 8:44:29] 物品:治愈术	怪物:15AA0010僵尸30	地图:D401	X:38	Y:104 
[2024/8/19 8:44:29] 物品:八荒	怪物:15AA0010僵尸30	地图:D401	X:38	Y:104 
[2024/8/19 8:44:29] 物品:凌风	怪物:15AA0010僵尸30	地图:D401	X:38	Y:104 
[2024/8/19 8:44:29] 物品:蓝色水晶戒指	怪物:15AA0010僵尸30	地图:D401	X:38	Y:104 
[2024/8/19 8:44:29] 物品:魔鬼项链	怪物:15AA0010僵尸30	地图:D401	X:38	Y:104 
[2024/8/19 8:44:29] 物品:琥珀项链	怪物:15AA0010僵尸30	地图:D401	X:38	Y:104 
[2024/8/19 8:44:29] 物品:凤凰明珠	怪物:15AA0010僵尸30	地图:D401	X:38	Y:104 
[2024/8/19 8:44:29] 物品:魔力手镯	怪物:15AA0010僵尸30	地图:D401	X:38	Y:104 
[2024/8/19 8:44:29] 物品:灵魂战衣(男)	怪物:1A421830黑野猪8	地图:H002	X:40	Y:252 
[2024/8/19 8:44:32] 物品:隐身术	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:召唤骷髅	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:诱惑之光	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:抗拒火环	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:精神力战法	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:火球术	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:治愈术	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:基本剑术	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:八荒	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:凌风	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:蓝色水晶戒指	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:坚固手套	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:铁剑	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:短剑	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:轻型盔甲(男)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:轻型盔甲(女)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:中型盔甲(男)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:青铜斧	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:黑檀项链	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:黄色水晶项链	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:黑色水晶项链	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:青铜头盔	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:32] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:116	Y:187 
[2024/8/19 8:44:33] 物品:太阳水	怪物:1CB939F0僵尸5	地图:H201	X:114	Y:186 
[2024/8/19 8:44:34] 物品:强效金创药	怪物:1E9DDB20魔龙刀兵1	地图:66	X:123	Y:266 
[2024/8/19 8:44:39] 物品:太阳水	怪物:27CB7D80魔龙射手	地图:66	X:131	Y:270 
[2024/8/19 8:44:39] 物品:道士头盔	怪物:27CB7D80魔龙射手	地图:66	X:131	Y:270 
[2024/8/19 8:44:39] 物品:灵魂战衣(女)	怪物:27CB7D80魔龙射手	地图:66	X:131	Y:270 
[2024/8/19 8:44:40] 物品:魔鬼项链	怪物:036FA900祖玛卫士8	地图:H204	X:49	Y:44 
[2024/8/19 8:44:40] 物品:金创药(小量)	怪物:2A6C9890僵尸5	地图:H201	X:109	Y:185 
[2024/8/19 8:44:44] 物品:魔法长袍(女)	怪物:1A295DE0祖玛卫士8	地图:H204	X:48	Y:46 
[2024/8/19 8:44:44] 物品:金手镯	怪物:1A295DE0祖玛卫士8	地图:H204	X:48	Y:46 
[2024/8/19 8:44:45] 物品:破魂	怪物:28C13190祖玛卫士8	地图:H204	X:48	Y:45 
[2024/8/19 8:44:45] 物品:降魔	怪物:28C13190祖玛卫士8	地图:H204	X:48	Y:45 
[2024/8/19 8:44:46] 物品:放大镜	怪物:2233B4D0魔龙射手	地图:66	X:121	Y:266 
[2024/8/19 8:44:49] 物品:海魂	怪物:289464A0祖玛卫士8	地图:H204	X:48	Y:45 
[2024/8/19 8:44:49] 物品:蛇眼戒指	怪物:289464A0祖玛卫士8	地图:H204	X:48	Y:45 
[2024/8/19 8:44:49] 物品:海魂	怪物:27C41930祖玛卫士8	地图:H203	X:77	Y:27 
[2024/8/19 8:44:49] 物品:凝霜	怪物:27C41930祖玛卫士8	地图:H203	X:77	Y:27 
[2024/8/19 8:44:50] 物品:强效金创药	怪物:1F137AD0魔龙射手	地图:66	X:120	Y:268 
[2024/8/19 8:44:52] 物品:八荒	怪物:2B8EE8C0祖玛卫士8	地图:H204	X:50	Y:45 
[2024/8/19 8:44:52] 物品:偃月	怪物:2B8EE8C0祖玛卫士8	地图:H204	X:50	Y:45 
[2024/8/19 8:44:52] 物品:太阳水	怪物:2A0A57F0黑色恶蛆8	地图:H004	X:137	Y:128 
[2024/8/19 8:44:55] 物品:隐身术	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:雷电术	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:地狱火	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:诱惑之光	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:抗拒火环	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:精神力战法	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:火球术	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:治愈术	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:基本剑术	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:八荒	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:半月	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:凌风	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:蓝色水晶戒指	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:魔鬼项链	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:琥珀项链	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:铁剑	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:短剑	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:轻型盔甲(男)	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:轻型盔甲(女)	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:青铜斧	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:黑檀项链	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:黄色水晶项链	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:黑色水晶项链	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:青铜头盔	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:金创药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:55] 物品:魔法药(小量)	怪物:1A3FD8D0僵尸50	地图:H201	X:115	Y:186 
[2024/8/19 8:44:58] 物品:斩马刀	怪物:248017F0祖玛卫士8	地图:H204	X:44	Y:53 
[2024/8/19 8:44:58] 物品:白色虎齿项链	怪物:248017F0祖玛卫士8	地图:H204	X:44	Y:53 
[2024/8/19 8:44:58] 物品:竹笛	怪物:248017F0祖玛卫士8	地图:H204	X:44	Y:53 
[2024/8/19 8:45:4] 物品:白色虎齿项链	怪物:289C2750祖玛卫士8	地图:H204	X:46	Y:54 
[2024/8/19 8:45:6] 物品:金创药(小量)	怪物:2DA963D0僵尸5	地图:H201	X:108	Y:162 
[2024/8/19 8:45:12] 物品:琥珀项链	怪物:2A65B3C0祖玛弓箭手8	地图:H204	X:40	Y:59 
[2024/8/19 8:45:14] 物品:强效太阳水	怪物:27EA9100祖玛卫士00	地图:H203	X:78	Y:28 
[2024/8/19 8:45:14] 物品:强效太阳水	怪物:27EA9100祖玛卫士00	地图:H203	X:78	Y:28 
[2024/8/19 8:45:14] 物品:强效太阳水	怪物:27EA9100祖玛卫士00	地图:H203	X:78	Y:28 
