[2024/8/20 12:0:15] 物品:施毒术	怪物:2D5AC5A0僵尸1	地图:H201	X:104	Y:18 
[2024/8/20 12:44:5] 物品:强效金创药	怪物:2DF5F760尸王8	地图:H201	X:179	Y:106 
[2024/8/20 12:44:5] 物品:强效金创药	怪物:2DF5F760尸王8	地图:H201	X:179	Y:106 
[2024/8/20 12:44:5] 物品:强效魔法药	怪物:2DF5F760尸王8	地图:H201	X:179	Y:106 
[2024/8/20 12:44:5] 物品:强效魔法药	怪物:2DF5F760尸王8	地图:H201	X:179	Y:106 
[2024/8/20 12:44:5] 物品:黑色水晶戒指	怪物:2DF5F760尸王8	地图:H201	X:179	Y:106 
[2024/8/20 12:44:5] 物品:魅力戒指	怪物:2DF5F760尸王8	地图:H201	X:179	Y:106 
[2024/8/20 12:44:5] 物品:蓝翡翠项链	怪物:2DF5F760尸王8	地图:H201	X:179	Y:106 
[2024/8/20 12:44:5] 物品:黑檀手镯	怪物:2DF5F760尸王8	地图:H201	X:179	Y:106 
[2024/8/20 12:44:5] 物品:魔力手镯	怪物:2DF5F760尸王8	地图:H201	X:179	Y:106 
[2024/8/20 12:44:10] 物品:魔法力药水	怪物:1FC09100僵尸4	地图:H201	X:178	Y:107 
[2024/8/20 12:44:14] 物品:强效太阳水	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:强效太阳水	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:强效太阳水	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:强效太阳水	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:强效太阳水	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:强效金创药	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:强效金创药	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:强效魔法药	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:强效魔法药	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:凝霜	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:魅力戒指	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:14] 物品:魔力手镯	怪物:1CC889B0尸王8	地图:H201	X:180	Y:104 
[2024/8/20 12:44:22] 物品:破魂	怪物:29944010祖玛弓箭手8	地图:H204	X:66	Y:67 
[2024/8/20 12:44:29] 物品:强效太阳水	怪物:1A51E480尸王8	地图:H201	X:180	Y:114 
[2024/8/20 12:44:29] 物品:强效太阳水	怪物:1A51E480尸王8	地图:H201	X:180	Y:114 
[2024/8/20 12:44:29] 物品:强效太阳水	怪物:1A51E480尸王8	地图:H201	X:180	Y:114 
[2024/8/20 12:44:29] 物品:强效太阳水	怪物:1A51E480尸王8	地图:H201	X:180	Y:114 
[2024/8/20 12:44:29] 物品:强效太阳水	怪物:1A51E480尸王8	地图:H201	X:180	Y:114 
[2024/8/20 12:44:29] 物品:强效金创药	怪物:1A51E480尸王8	地图:H201	X:180	Y:114 
[2024/8/20 12:44:29] 物品:强效金创药	怪物:1A51E480尸王8	地图:H201	X:180	Y:114 
[2024/8/20 12:44:29] 物品:强效魔法药	怪物:1A51E480尸王8	地图:H201	X:180	Y:114 
[2024/8/20 12:44:29] 物品:强效魔法药	怪物:1A51E480尸王8	地图:H201	X:180	Y:114 
[2024/8/20 12:44:32] 物品:强效太阳水	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:强效太阳水	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:强效太阳水	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:强效太阳水	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:强效太阳水	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:强效金创药	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:强效金创药	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:强效魔法药	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:强效魔法药	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:死神手套	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:凝霜	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:32] 物品:群体治疗术	怪物:1EEB2210尸王8	地图:H201	X:181	Y:114 
[2024/8/20 12:44:35] 物品:火球术	怪物:0DA79370僵尸1	地图:H201	X:179	Y:118 
[2024/8/20 12:44:35] 物品:强效太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:太阳水	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效金创药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效金创药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效金创药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效金创药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效金创药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效金创药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效金创药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效金创药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效金创药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效金创药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效魔法药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效魔法药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效魔法药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效魔法药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效魔法药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效魔法药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效魔法药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效魔法药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效魔法药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:强效魔法药	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:降魔	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:35] 物品:金戒指	怪物:1F024A10虹魔蝎卫8	地图:H204	X:67	Y:66 
[2024/8/20 12:44:37] 物品:强效太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:太阳水	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:金创药(中量)	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:金创药(中量)	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:金创药(中量)	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效金创药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效金创药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效金创药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:魔法药(中量)	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:魔法药(中量)	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:魔法药(中量)	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效魔法药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效魔法药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效魔法药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效金创药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效金创药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效金创药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效金创药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效金创药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效金创药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效魔法药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效魔法药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效魔法药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效魔法药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效魔法药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:强效魔法药	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:37] 物品:放大镜	怪物:1C0B11C0白野猪8	地图:H204	X:66	Y:66 
[2024/8/20 12:44:48] 物品:强效太阳水	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:强效太阳水	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:强效太阳水	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:强效太阳水	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:强效太阳水	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:强效金创药	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:强效金创药	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:强效魔法药	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:强效魔法药	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:黑色水晶戒指	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:生铁戒指	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:死神手套	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:蓝翡翠项链	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:黑檀手镯	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:48] 物品:烈火剑法	怪物:1EC17C80尸王8	地图:H201	X:183	Y:125 
[2024/8/20 12:44:51] 物品:灵魂战衣(女)	怪物:190C04D0祖玛卫士8	地图:H204	X:71	Y:68 
[2024/8/20 12:44:54] 物品:死神手套	怪物:19F8F800祖玛卫士8	地图:H204	X:70	Y:69 
[2024/8/20 12:44:54] 物品:骷髅戒指	怪物:19F8F800祖玛卫士8	地图:H204	X:70	Y:69 
[2024/8/20 12:44:59] 物品:灵魂火符	怪物:19274600恶灵尸王	地图:H201	X:177	Y:127 
[2024/8/20 12:44:59] 物品:大火球	怪物:19274600恶灵尸王	地图:H201	X:177	Y:127 
[2024/8/20 12:44:59] 物品:召唤骷髅	怪物:19274600恶灵尸王	地图:H201	X:177	Y:127 
[2024/8/20 12:44:59] 物品:魔法药(中量)	怪物:19580830祖玛弓箭手8	地图:H204	X:72	Y:68 
[2024/8/20 12:44:59] 物品:道士手镯	怪物:19580830祖玛弓箭手8	地图:H204	X:72	Y:68 
[2024/8/20 12:45:9] 物品:金创药(小量)	怪物:2AF7ADE0僵尸5	地图:H201	X:171	Y:135 
[2024/8/20 12:45:11] 物品:强效太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:太阳水	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:金创药(中量)	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:金创药(中量)	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:金创药(中量)	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效金创药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效金创药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效金创药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:魔法药(中量)	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:魔法药(中量)	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:魔法药(中量)	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效魔法药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效魔法药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效魔法药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效金创药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效金创药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效金创药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效金创药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效金创药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效金创药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效魔法药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效魔法药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效魔法药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效魔法药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效魔法药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:强效魔法药	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:天珠项链	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:11] 物品:竹笛	怪物:1CD6FE90白野猪8	地图:H204	X:71	Y:73 
[2024/8/20 12:45:16] 物品:金创药(小量)	怪物:2AF7ADE0僵尸5	地图:H201	X:171	Y:135 
[2024/8/20 12:45:18] 物品:强效太阳水	怪物:262BFFD0祖玛弓箭手8	地图:H204	X:70	Y:78 
[2024/8/20 12:45:21] 物品:重盔甲(女)	怪物:28CAD5E0祖玛卫士8	地图:H204	X:70	Y:77 
[2024/8/20 12:45:21] 物品:生铁戒指	怪物:28CAD5E0祖玛卫士8	地图:H204	X:70	Y:77 
[2024/8/20 12:45:33] 物品:金创药(小量)	怪物:27FE64A0僵尸5	地图:H201	X:167	Y:140 
[2024/8/20 12:45:34] 物品:强效太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:太阳水	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效金创药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效金创药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效金创药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效金创药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效金创药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效金创药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效金创药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效金创药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效金创药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效金创药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效魔法药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效魔法药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效魔法药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
[2024/8/20 12:45:34] 物品:强效魔法药	怪物:18130F10虹魔蝎卫8	地图:H204	X:74	Y:74 
