[2024/8/22 5:0:21] 物品:魔法长袍(女)	怪物:13A22CF0跳跳蜂8	地图:H004	X:189	Y:103 
[2024/8/22 5:42:31] 物品:魔鬼项链	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:凤凰明珠	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:魔力手镯	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:铁剑	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:短剑	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:轻型盔甲(男)	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:轻型盔甲(女)	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:青铜斧	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:黑檀项链	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:黄色水晶项链	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:黑色水晶项链	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:青铜头盔	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:金创药(小量)	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:金创药(小量)	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:金创药(小量)	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:金创药(小量)	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:魔法药(小量)	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:魔法药(小量)	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:魔法药(小量)	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:31] 物品:魔法药(小量)	怪物:28AB84B0僵尸50	地图:H201	X:68	Y:173 
[2024/8/22 5:42:32] 物品:强效魔法药	怪物:24342A40魔龙破甲兵	地图:66	X:172	Y:79 
[2024/8/22 5:42:37] 物品:强效太阳水	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:37] 物品:强效太阳水	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:37] 物品:强效太阳水	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:37] 物品:强效太阳水	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:37] 物品:强效太阳水	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:37] 物品:强效金创药	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:37] 物品:强效金创药	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:37] 物品:强效魔法药	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:37] 物品:强效魔法药	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:37] 物品:骷髅戒指	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:37] 物品:黑檀手镯	怪物:236F8EF0尸王8	地图:H201	X:64	Y:170 
[2024/8/22 5:42:44] 物品:道士头盔	怪物:2B362570魔龙邪眼	地图:66	X:166	Y:83 
[2024/8/22 5:42:44] 物品:布鞋	怪物:2B362570魔龙邪眼	地图:66	X:166	Y:83 
[2024/8/22 5:42:44] 物品:精神力战法	怪物:25E31270僵尸10	地图:H201	X:58	Y:169 
[2024/8/22 5:42:44] 物品:凤凰明珠	怪物:25E31270僵尸10	地图:H201	X:58	Y:169 
[2024/8/22 5:42:44] 物品:黄色水晶项链	怪物:25E31270僵尸10	地图:H201	X:58	Y:169 
[2024/8/22 5:42:48] 物品:强效金创药	怪物:237D9D80魔龙破甲兵	地图:66	X:165	Y:84 
[2024/8/22 5:42:50] 物品:大火球	怪物:236F4C60僵尸5	地图:H201	X:52	Y:169 
[2024/8/22 5:42:50] 物品:召唤骷髅	怪物:236F4C60僵尸5	地图:H201	X:52	Y:169 
[2024/8/22 5:42:54] 物品:强效金创药	怪物:25BEA960魔龙射手	地图:66	X:161	Y:84 
[2024/8/22 5:42:56] 物品:金创药(小量)	怪物:2CA50EA0僵尸5	地图:H201	X:50	Y:166 
[2024/8/22 5:42:56] 物品:魔法药(小量)	怪物:2CA50EA0僵尸5	地图:H201	X:50	Y:166 
[2024/8/22 5:42:58] 物品:雷电术	怪物:1755C6E0僵尸40	地图:H201	X:52	Y:164 
[2024/8/22 5:42:58] 物品:抗拒火环	怪物:1755C6E0僵尸40	地图:H201	X:52	Y:164 
[2024/8/22 5:42:58] 物品:精神力战法	怪物:1755C6E0僵尸40	地图:H201	X:52	Y:164 
[2024/8/22 5:42:58] 物品:火球术	怪物:1755C6E0僵尸40	地图:H201	X:52	Y:164 
[2024/8/22 5:42:58] 物品:治愈术	怪物:1755C6E0僵尸40	地图:H201	X:52	Y:164 
[2024/8/22 5:42:58] 物品:基本剑术	怪物:1755C6E0僵尸40	地图:H201	X:52	Y:164 
[2024/8/22 5:42:58] 物品:青铜头盔	怪物:1755C6E0僵尸40	地图:H201	X:52	Y:164 
[2024/8/22 5:42:58] 物品:金创药(小量)	怪物:1755C6E0僵尸40	地图:H201	X:52	Y:164 
[2024/8/22 5:42:58] 物品:魔法药(小量)	怪物:1755C6E0僵尸40	地图:H201	X:52	Y:164 
[2024/8/22 5:43:3] 物品:强效魔法药	怪物:2341BA30魔龙破甲兵1	地图:66	X:162	Y:85 
[2024/8/22 5:43:3] 物品:金戒指	怪物:2341BA30魔龙破甲兵1	地图:66	X:162	Y:85 
[2024/8/22 5:43:3] 物品:黑檀手镯	怪物:2341BA30魔龙破甲兵1	地图:66	X:162	Y:85 
[2024/8/22 5:43:7] 物品:强效魔法药	怪物:160DAC10魔龙破甲兵	地图:66	X:160	Y:90 
[2024/8/22 5:43:7] 物品:强效金创药	怪物:160DAC10魔龙破甲兵	地图:66	X:160	Y:90 
[2024/8/22 5:43:7] 物品:死神手套	怪物:160DAC10魔龙破甲兵	地图:66	X:160	Y:90 
[2024/8/22 5:43:7] 物品:坚固手套	怪物:160DAC10魔龙破甲兵	地图:66	X:160	Y:90 
[2024/8/22 5:43:12] 物品:施毒术	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:地狱火	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:抗拒火环	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:精神力战法	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:火球术	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:治愈术	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:基本剑术	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:半月	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:蓝色水晶戒指	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:魔鬼项链	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:琥珀项链	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:坚固手套	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:灯笼项链	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:铁剑	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:短剑	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:轻型盔甲(男)	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:轻型盔甲(女)	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:青铜斧	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:黑檀项链	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:黄色水晶项链	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:黑色水晶项链	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:青铜头盔	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:金创药(小量)	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:金创药(小量)	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:金创药(小量)	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:金创药(小量)	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:魔法药(小量)	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:魔法药(小量)	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:魔法药(小量)	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:12] 物品:魔法药(小量)	怪物:290F6E80僵尸50	地图:H201	X:53	Y:157 
[2024/8/22 5:43:20] 物品:金创药(小量)	怪物:137126D0僵尸5	地图:H201	X:53	Y:153 
[2024/8/22 5:43:22] 物品:施毒术	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:抗拒火环	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:精神力战法	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:火球术	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:治愈术	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:基本剑术	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:海魂	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:凌风	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:琥珀项链	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:凤凰明珠	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:坚固手套	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:魔力手镯	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:灯笼项链	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:铁剑	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:短剑	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:轻型盔甲(男)	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:轻型盔甲(女)	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:青铜斧	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:黑檀项链	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:黄色水晶项链	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:黑色水晶项链	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:青铜头盔	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:金创药(小量)	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:金创药(小量)	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:金创药(小量)	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:金创药(小量)	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:魔法药(小量)	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:魔法药(小量)	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:魔法药(小量)	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:22] 物品:魔法药(小量)	怪物:290F6E80僵尸50	地图:H201	X:52	Y:156 
[2024/8/22 5:43:24] 物品:灵魂火符	怪物:1755C6E0僵尸40	地图:H201	X:51	Y:164 
[2024/8/22 5:43:24] 物品:地狱火	怪物:1755C6E0僵尸40	地图:H201	X:51	Y:164 
[2024/8/22 5:43:24] 物品:抗拒火环	怪物:1755C6E0僵尸40	地图:H201	X:51	Y:164 
[2024/8/22 5:43:24] 物品:精神力战法	怪物:1755C6E0僵尸40	地图:H201	X:51	Y:164 
[2024/8/22 5:43:24] 物品:火球术	怪物:1755C6E0僵尸40	地图:H201	X:51	Y:164 
[2024/8/22 5:43:24] 物品:治愈术	怪物:1755C6E0僵尸40	地图:H201	X:51	Y:164 
[2024/8/22 5:43:24] 物品:基本剑术	怪物:1755C6E0僵尸40	地图:H201	X:51	Y:164 
[2024/8/22 5:43:24] 物品:灯笼项链	怪物:1755C6E0僵尸40	地图:H201	X:51	Y:164 
[2024/8/22 5:43:25] 物品:抗拒火环	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:精神力战法	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:火球术	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:治愈术	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:基本剑术	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:八荒	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:半月	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:凤凰明珠	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:灯笼项链	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:铁剑	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:短剑	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:轻型盔甲(男)	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:轻型盔甲(女)	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:青铜斧	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:黑檀项链	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:黄色水晶项链	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:黑色水晶项链	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:青铜头盔	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:金创药(小量)	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:金创药(小量)	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:金创药(小量)	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:金创药(小量)	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:魔法药(小量)	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:魔法药(小量)	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:魔法药(小量)	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:25] 物品:魔法药(小量)	怪物:1283F530僵尸50	地图:H201	X:50	Y:154 
[2024/8/22 5:43:35] 物品:金创药(小量)	怪物:2CEB6AE0僵尸4	地图:H201	X:48	Y:151 
[2024/8/22 5:43:35] 物品:基本剑术	怪物:24D3E7D0僵尸1	地图:H201	X:55	Y:150 
[2024/8/22 5:43:40] 物品:强效金创药	怪物:12AE4260魔龙射手	地图:66	X:175	Y:84 
[2024/8/22 5:43:40] 物品:蓝翡翠项链	怪物:12AE4260魔龙射手	地图:66	X:175	Y:84 
[2024/8/22 5:43:42] 物品:强效太阳水	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:42] 物品:强效太阳水	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:42] 物品:强效太阳水	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:42] 物品:强效太阳水	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:42] 物品:强效太阳水	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:42] 物品:强效金创药	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:42] 物品:强效金创药	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:42] 物品:强效魔法药	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:42] 物品:强效魔法药	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:42] 物品:黑檀手镯	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:42] 物品:困魔咒	怪物:2A40CE90尸王8	地图:H201	X:51	Y:151 
[2024/8/22 5:43:45] 物品:强效太阳水	怪物:28CBA2A0尸王8	地图:H201	X:55	Y:151 
[2024/8/22 5:43:45] 物品:强效太阳水	怪物:28CBA2A0尸王8	地图:H201	X:55	Y:151 
[2024/8/22 5:43:45] 物品:强效太阳水	怪物:28CBA2A0尸王8	地图:H201	X:55	Y:151 
[2024/8/22 5:43:45] 物品:强效太阳水	怪物:28CBA2A0尸王8	地图:H201	X:55	Y:151 
[2024/8/22 5:43:45] 物品:强效太阳水	怪物:28CBA2A0尸王8	地图:H201	X:55	Y:151 
[2024/8/22 5:43:45] 物品:强效金创药	怪物:28CBA2A0尸王8	地图:H201	X:55	Y:151 
[2024/8/22 5:43:45] 物品:强效金创药	怪物:28CBA2A0尸王8	地图:H201	X:55	Y:151 
[2024/8/22 5:43:45] 物品:强效魔法药	怪物:28CBA2A0尸王8	地图:H201	X:55	Y:151 
[2024/8/22 5:43:45] 物品:强效魔法药	怪物:28CBA2A0尸王8	地图:H201	X:55	Y:151 
[2024/8/22 5:43:45] 物品:蓝翡翠项链	怪物:28CBA2A0尸王8	地图:H201	X:55	Y:151 
[2024/8/22 5:43:48] 物品:强效太阳水	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:48] 物品:强效太阳水	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:48] 物品:强效太阳水	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:48] 物品:强效太阳水	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:48] 物品:强效太阳水	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:48] 物品:强效金创药	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:48] 物品:强效金创药	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:48] 物品:强效魔法药	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:48] 物品:强效魔法药	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:48] 物品:死神手套	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:48] 物品:魔力手镯	怪物:244269E0尸王8	地图:H201	X:52	Y:149 
[2024/8/22 5:43:55] 物品:强效太阳水	怪物:237C2450尸王8	地图:H201	X:54	Y:149 
[2024/8/22 5:43:55] 物品:强效太阳水	怪物:237C2450尸王8	地图:H201	X:54	Y:149 
[2024/8/22 5:43:55] 物品:强效太阳水	怪物:237C2450尸王8	地图:H201	X:54	Y:149 
[2024/8/22 5:43:55] 物品:强效太阳水	怪物:237C2450尸王8	地图:H201	X:54	Y:149 
[2024/8/22 5:43:55] 物品:强效太阳水	怪物:237C2450尸王8	地图:H201	X:54	Y:149 
[2024/8/22 5:43:55] 物品:强效金创药	怪物:237C2450尸王8	地图:H201	X:54	Y:149 
[2024/8/22 5:43:55] 物品:强效金创药	怪物:237C2450尸王8	地图:H201	X:54	Y:149 
[2024/8/22 5:43:55] 物品:强效魔法药	怪物:237C2450尸王8	地图:H201	X:54	Y:149 
[2024/8/22 5:43:55] 物品:强效魔法药	怪物:237C2450尸王8	地图:H201	X:54	Y:149 
[2024/8/22 5:43:55] 物品:魔力手镯	怪物:237C2450尸王8	地图:H201	X:54	Y:149 
[2024/8/22 5:43:55] 物品:强效太阳水	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:强效太阳水	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:强效太阳水	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:强效太阳水	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:强效太阳水	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:强效金创药	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:强效金创药	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:强效魔法药	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:强效魔法药	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:骷髅戒指	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:黑色水晶戒指	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:死神手套	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:55] 物品:凝霜	怪物:23D0DD10尸王8	地图:H201	X:55	Y:152 
[2024/8/22 5:43:56] 物品:太阳水	怪物:293B1530魔龙破甲兵1	地图:66	X:174	Y:98 
[2024/8/22 5:43:56] 物品:强效太阳水	怪物:293B1530魔龙破甲兵1	地图:66	X:174	Y:98 
[2024/8/22 5:43:56] 物品:布鞋	怪物:293B1530魔龙破甲兵1	地图:66	X:174	Y:98 
[2024/8/22 5:44:4] 物品:金创药(小量)	怪物:2C495F10僵尸5	地图:H201	X:59	Y:146 
[2024/8/22 5:44:5] 物品:隐身术	怪物:254AF9A0僵尸40	地图:H201	X:60	Y:148 
[2024/8/22 5:44:5] 物品:大火球	怪物:254AF9A0僵尸40	地图:H201	X:60	Y:148 
[2024/8/22 5:44:5] 物品:瞬息移动	怪物:254AF9A0僵尸40	地图:H201	X:60	Y:148 
[2024/8/22 5:44:5] 物品:雷电术	怪物:254AF9A0僵尸40	地图:H201	X:60	Y:148 
[2024/8/22 5:44:5] 物品:抗拒火环	怪物:254AF9A0僵尸40	地图:H201	X:60	Y:148 
[2024/8/22 5:44:5] 物品:精神力战法	怪物:254AF9A0僵尸40	地图:H201	X:60	Y:148 
[2024/8/22 5:44:5] 物品:火球术	怪物:254AF9A0僵尸40	地图:H201	X:60	Y:148 
[2024/8/22 5:44:5] 物品:治愈术	怪物:254AF9A0僵尸40	地图:H201	X:60	Y:148 
[2024/8/22 5:44:5] 物品:基本剑术	怪物:254AF9A0僵尸40	地图:H201	X:60	Y:148 
[2024/8/22 5:44:5] 物品:金创药(小量)	怪物:254AF9A0僵尸40	地图:H201	X:60	Y:148 
[2024/8/22 5:44:7] 物品:治愈术	怪物:156A29D0僵尸10	地图:H201	X:60	Y:149 
[2024/8/22 5:44:7] 物品:半月	怪物:156A29D0僵尸10	地图:H201	X:60	Y:149 
[2024/8/22 5:44:7] 物品:魔法药(中量)	怪物:156A29D0僵尸10	地图:H201	X:60	Y:149 
[2024/8/22 5:44:9] 物品:魔法药(小量)	怪物:24DADBF0僵尸4	地图:H201	X:61	Y:150 
[2024/8/22 5:44:18] 物品:抗拒火环	怪物:22ED7A00僵尸5	地图:H201	X:52	Y:140 
[2024/8/22 5:44:19] 物品:强效金创药	怪物:2B5CACF0魔龙破甲兵	地图:66	X:166	Y:103 
[2024/8/22 5:44:25] 物品:强效金创药	怪物:2329FB00魔龙血蛙	地图:66	X:166	Y:105 
[2024/8/22 5:44:28] 物品:强效太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:强效太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:强效太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:强效太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:强效太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
[2024/8/22 5:44:28] 物品:太阳水	怪物:28D7EAF0尸王	地图:H201	X:55	Y:134 
