[2024/8/19 16:0:2] 物品:金创药(小量)	怪物:289C2750稻草人	地图:0	X:133	Y:127 
[2024/8/19 16:46:8] 物品:强效太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:太阳水	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效金创药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效金创药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效金创药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效金创药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效金创药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效金创药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效金创药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效金创药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效金创药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效金创药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效魔法药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效魔法药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效魔法药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效魔法药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效魔法药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效魔法药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效魔法药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效魔法药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效魔法药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:强效魔法药	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:8] 物品:辟邪手镯	怪物:2D9BD3B0虹魔蝎卫8	地图:H204	X:47	Y:45 
[2024/8/19 16:46:23] 物品:HP强化药水	怪物:27A6C160半兽人	地图:0	X:619	Y:591 
[2024/8/19 16:46:26] 物品:强效太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:太阳水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效金创药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效金创药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效金创药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效金创药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效金创药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效金创药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效金创药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效金创药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效金创药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效金创药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效魔法药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效魔法药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效魔法药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效魔法药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效魔法药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效魔法药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效魔法药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效魔法药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效魔法药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:强效魔法药	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:精神力药水	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:26] 物品:珍珠戒指	怪物:30B72240虹魔蝎卫8	地图:H204	X:44	Y:50 
[2024/8/19 16:46:27] 物品:逐日剑法	怪物:18887570魔龙巨蛾	地图:66	X:257	Y:207 
[2024/8/19 16:46:47] 物品:强效太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:强效太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:强效太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:强效太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:强效太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:太阳水	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:金创药(中量)	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:金创药(中量)	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:强效金创药	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:强效金创药	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:强效金创药	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:魔法药(中量)	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:魔法药(中量)	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:强效魔法药	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:强效魔法药	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:强效魔法药	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:幽灵手套	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:重盔甲(女)	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:魔法长袍(男)	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:47] 物品:地狱火	怪物:15B18F60沃玛卫士8	地图:H204	X:42	Y:56 
[2024/8/19 16:46:48] 物品:瞬息移动	怪物:2DE26650僵尸30	地图:D2000	X:149	Y:41 
[2024/8/19 16:46:48] 物品:灵魂火符	怪物:2DE26650僵尸30	地图:D2000	X:149	Y:41 
[2024/8/19 16:46:48] 物品:八荒	怪物:2DE26650僵尸30	地图:D2000	X:149	Y:41 
[2024/8/19 16:46:48] 物品:半月	怪物:2DE26650僵尸30	地图:D2000	X:149	Y:41 
[2024/8/19 16:46:48] 物品:魔鬼项链	怪物:2DE26650僵尸30	地图:D2000	X:149	Y:41 
[2024/8/19 16:46:48] 物品:琥珀项链	怪物:2DE26650僵尸30	地图:D2000	X:149	Y:41 
[2024/8/19 16:46:48] 物品:坚固手套	怪物:2DE26650僵尸30	地图:D2000	X:149	Y:41 
[2024/8/19 16:46:48] 物品:黄色水晶项链	怪物:2DE26650僵尸30	地图:D2000	X:149	Y:41 
[2024/8/19 16:47:0] 物品:强效太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:强效太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:强效太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:强效太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:强效太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:太阳水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:金创药(中量)	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:金创药(中量)	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:强效金创药	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:强效金创药	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:强效金创药	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:魔法药(中量)	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:魔法药(中量)	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:强效魔法药	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:强效魔法药	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:强效魔法药	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:攻击神水	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:黑檀手镯	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:0] 物品:烈火剑法	怪物:21946650沃玛卫士8	地图:H204	X:48	Y:56 
[2024/8/19 16:47:5] 物品:金手镯	怪物:27846650红野猪8	地图:H002	X:237	Y:59 
[2024/8/19 16:47:8] 物品:强效太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:强效太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:强效太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:强效太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:强效太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:太阳水	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:金创药(中量)	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:金创药(中量)	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:强效金创药	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:强效金创药	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:强效金创药	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:魔法药(中量)	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:魔法药(中量)	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:强效魔法药	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:强效魔法药	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:强效魔法药	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:黑檀手镯	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:困魔咒	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:刺杀剑术	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:8] 物品:灵魂火符	怪物:190F3840沃玛卫士8	地图:H204	X:41	Y:60 
[2024/8/19 16:47:14] 物品:强效太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:强效太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:强效太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:强效太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:强效太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:太阳水	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:金创药(中量)	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:金创药(中量)	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:强效金创药	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:强效金创药	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:强效金创药	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:魔法药(中量)	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:魔法药(中量)	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:强效魔法药	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:强效魔法药	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:强效魔法药	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:道士手镯	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:14] 物品:幽灵盾	怪物:28919A60沃玛卫士8	地图:H204	X:43	Y:60 
[2024/8/19 16:47:23] 物品:金创药(小量)	怪物:15B2D2C0僵尸3	地图:D2000	X:168	Y:34 
[2024/8/19 16:47:28] 物品:魔法药(中量)	怪物:1ECDA680僵尸2	地图:D2000	X:166	Y:33 
[2024/8/19 16:47:28] 物品:强效魔法药	怪物:28B826F0魔龙破甲兵	地图:66	X:247	Y:201 
[2024/8/19 16:47:28] 物品:坚固手套	怪物:28B826F0魔龙破甲兵	地图:66	X:247	Y:201 
[2024/8/19 16:47:31] 物品:强效太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:太阳水	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效金创药	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效金创药	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效金创药	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效金创药	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效金创药	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效金创药	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效金创药	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效金创药	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
[2024/8/19 16:47:31] 物品:强效金创药	怪物:2B979080虹魔蝎卫8	地图:H204	X:31	Y:71 
