[2024/8/16 21:0:11] 物品:皮制手套	怪物:184849B0骷髅战士	地图:D001	X:322	Y:315 
[2024/8/16 21:45:41] 物品:金创药(小量)	怪物:17C67BC0稻草人	地图:0	X:107	Y:335 
[2024/8/16 21:45:56] 物品:金创药(小量)	怪物:03847CE0稻草人	地图:0	X:287	Y:639 
[2024/8/16 21:45:59] 物品:攻击力药水	怪物:18CD2A20骷髅	地图:D001	X:235	Y:276 
[2024/8/16 21:46:6] 物品:金创药(小量)	怪物:0F0D48D0骷髅战士	地图:D001	X:24	Y:162 
[2024/8/16 21:46:14] 物品:金创药(小量)	怪物:306B1170稻草人	地图:0	X:252	Y:620 
[2024/8/16 21:46:19] 物品:匕首	怪物:0DBF6AB0稻草人	地图:0	X:254	Y:620 
[2024/8/16 21:46:29] 物品:乌木剑	怪物:039A0010钉耙猫	地图:0	X:658	Y:582 
[2024/8/16 21:46:34] 物品:乌木剑	怪物:182A50E0稻草人	地图:0	X:214	Y:413 
[2024/8/16 21:46:39] 物品:魔法药(小量)	怪物:190FBD60森林雪人	地图:0	X:120	Y:421 
[2024/8/16 21:46:41] 物品:太阳水	怪物:17E61FE0森林雪人	地图:0	X:157	Y:377 
[2024/8/16 21:46:51] 物品:精神力战法	怪物:18F67570僵尸2	地图:D401	X:35	Y:180 
[2024/8/16 21:46:55] 物品:牛角戒指	怪物:06327E50骷髅	地图:D001	X:24	Y:176 
[2024/8/16 21:46:58] 物品:大手镯	怪物:0D8FB650骷髅战士0	地图:D001	X:216	Y:326 
[2024/8/16 21:46:58] 物品:金创药(中量)	怪物:0D8FB650骷髅战士0	地图:D001	X:216	Y:326 
[2024/8/16 21:46:58] 物品:金创药(中量)	怪物:0D8FB650骷髅战士0	地图:D001	X:216	Y:326 
[2024/8/16 21:46:58] 物品:金创药(中量)	怪物:0D8FB650骷髅战士0	地图:D001	X:216	Y:326 
[2024/8/16 21:46:58] 物品:金创药(中量)	怪物:0D8FB650骷髅战士0	地图:D001	X:216	Y:326 
[2024/8/16 21:46:58] 物品:魔法药(中量)	怪物:0D8FB650骷髅战士0	地图:D001	X:216	Y:326 
[2024/8/16 21:46:58] 物品:魔法药(中量)	怪物:0D8FB650骷髅战士0	地图:D001	X:216	Y:326 
[2024/8/16 21:46:58] 物品:魔法药(中量)	怪物:0D8FB650骷髅战士0	地图:D001	X:216	Y:326 
[2024/8/16 21:46:58] 物品:魔法药(中量)	怪物:0D8FB650骷髅战士0	地图:D001	X:216	Y:326 
[2024/8/16 21:47:0] 物品:回城卷	怪物:184DC240山洞蝙蝠0	地图:D003	X:252	Y:276 
[2024/8/16 21:47:0] 物品:回城卷	怪物:184DC240山洞蝙蝠0	地图:D003	X:252	Y:276 
[2024/8/16 21:47:0] 物品:回城卷	怪物:184DC240山洞蝙蝠0	地图:D003	X:252	Y:276 
[2024/8/16 21:47:0] 物品:回城卷	怪物:184DC240山洞蝙蝠0	地图:D003	X:252	Y:276 
[2024/8/16 21:47:0] 物品:回城卷	怪物:184DC240山洞蝙蝠0	地图:D003	X:252	Y:276 
[2024/8/16 21:47:4] 物品:魔法药(小量)	怪物:19E6B3C0山洞蝙蝠	地图:D003	X:252	Y:277 
[2024/8/16 21:47:8] 物品:玻璃戒指	怪物:17F464C0骷髅	地图:D001	X:24	Y:182 
[2024/8/16 21:47:12] 物品:金创药(小量)	怪物:0DCD2E00山洞蝙蝠	地图:D001	X:161	Y:45 
[2024/8/16 21:47:12] 物品:金创药(小量)	怪物:0D80E040骷髅战士	地图:D001	X:279	Y:171 
[2024/8/16 21:47:24] 物品:小手镯	怪物:1875EEA0骷髅战士	地图:D001	X:177	Y:355 
[2024/8/16 21:47:24] 物品:金创药(小量)	怪物:057EC520山洞蝙蝠	地图:D001	X:252	Y:149 
[2024/8/16 21:47:24] 物品:精神力药水	怪物:057EC520山洞蝙蝠	地图:D001	X:252	Y:149 
[2024/8/16 21:47:39] 物品:金创药(小量)	怪物:0DBE4A40山洞蝙蝠	地图:D001	X:255	Y:114 
[2024/8/16 21:47:45] 物品:魔法药(小量)	怪物:1C22BD80骷髅战士	地图:D001	X:58	Y:175 
[2024/8/16 21:47:56] 物品:金创药(小量)	怪物:308EA1A0骷髅战士	地图:D001	X:161	Y:378 
[2024/8/16 21:48:4] 物品:魔法药(小量)	怪物:1871CFB0骷髅战士	地图:D001	X:163	Y:94 
[2024/8/16 21:48:23] 物品:金创药(小量)	怪物:19080570山洞蝙蝠	地图:D003	X:181	Y:276 
[2024/8/16 21:48:38] 物品:太阳水	怪物:2816DD10黑色恶蛆8	地图:H001	X:94	Y:108 
[2024/8/16 21:48:43] 物品:魔法药(中量)	怪物:1901F190骷髅战将	地图:D003	X:174	Y:290 
[2024/8/16 21:48:55] 物品:金创药(中量)	怪物:1DD94450红野猪	地图:D711	X:140	Y:172 
[2024/8/16 21:49:3] 物品:金创药(小量)	怪物:0D8B8A90僵尸3	地图:D401	X:53	Y:157 
[2024/8/16 21:49:4] 物品:强效太阳水	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:4] 物品:强效太阳水	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:4] 物品:强效太阳水	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:4] 物品:强效太阳水	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:4] 物品:强效太阳水	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:4] 物品:强效金创药	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:4] 物品:强效金创药	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:4] 物品:强效魔法药	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:4] 物品:强效魔法药	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:4] 物品:死神手套	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:4] 物品:魅力戒指	怪物:282C9D10尸王8	地图:H001	X:78	Y:115 
[2024/8/16 21:49:22] 物品:魔法药(小量)	怪物:17CE08D0山洞蝙蝠	地图:D001	X:198	Y:57 
[2024/8/16 21:49:31] 物品:金创药(小量)	怪物:0D77CBA0僵尸3	地图:D401	X:39	Y:138 
[2024/8/16 21:49:34] 物品:金创药(中量)	怪物:0DB50680骷髅战将	地图:D003	X:178	Y:316 
[2024/8/16 21:50:2] 物品:金创药(小量)	怪物:2A825C30山洞蝙蝠	地图:D001	X:345	Y:379 
[2024/8/16 21:50:2] 物品:银手镯	怪物:2AA22350骷髅战士0	地图:D001	X:197	Y:50 
[2024/8/16 21:50:2] 物品:金创药(中量)	怪物:2AA22350骷髅战士0	地图:D001	X:197	Y:50 
[2024/8/16 21:50:2] 物品:金创药(中量)	怪物:2AA22350骷髅战士0	地图:D001	X:197	Y:50 
[2024/8/16 21:50:2] 物品:金创药(中量)	怪物:2AA22350骷髅战士0	地图:D001	X:197	Y:50 
[2024/8/16 21:50:2] 物品:金创药(中量)	怪物:2AA22350骷髅战士0	地图:D001	X:197	Y:50 
[2024/8/16 21:50:2] 物品:魔法药(中量)	怪物:2AA22350骷髅战士0	地图:D001	X:197	Y:50 
[2024/8/16 21:50:2] 物品:魔法药(中量)	怪物:2AA22350骷髅战士0	地图:D001	X:197	Y:50 
[2024/8/16 21:50:2] 物品:魔法药(中量)	怪物:2AA22350骷髅战士0	地图:D001	X:197	Y:50 
[2024/8/16 21:50:2] 物品:魔法药(中量)	怪物:2AA22350骷髅战士0	地图:D001	X:197	Y:50 
[2024/8/16 21:50:12] 物品:金创药(小量)	怪物:185F7D20稻草人	地图:0	X:315	Y:488 
[2024/8/16 21:50:15] 物品:金创药(小量)	怪物:03B24200山洞蝙蝠	地图:D001	X:343	Y:374 
[2024/8/16 21:50:26] 物品:金创药(小量)	怪物:18434450僵尸3	地图:D401	X:31	Y:159 
[2024/8/16 21:50:39] 物品:金创药(小量)	怪物:15AA0010稻草人	地图:0	X:644	Y:665 
[2024/8/16 21:50:43] 物品:魔法药(小量)	怪物:30E4D420骷髅战士	地图:D003	X:192	Y:315 
[2024/8/16 21:50:43] 物品:MP强化药水	怪物:30E4D420骷髅战士	地图:D003	X:192	Y:315 
[2024/8/16 21:50:58] 物品:金创药(小量)	怪物:0D59ED40山洞蝙蝠	地图:D001	X:343	Y:391 
[2024/8/16 21:51:14] 物品:金创药(小量)	怪物:15C9FCC0山洞蝙蝠	地图:D001	X:327	Y:370 
[2024/8/16 21:51:25] 物品:强效太阳水	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:强效太阳水	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:强效太阳水	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:强效太阳水	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:强效太阳水	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:强效金创药	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:强效金创药	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:强效魔法药	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:强效魔法药	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:黑色水晶戒指	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:道德戒指	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:黑檀手镯	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:25] 物品:魔力手镯	怪物:282CB340尸王8	地图:H001	X:63	Y:100 
[2024/8/16 21:51:28] 物品:皮制手套	怪物:17C05F40骷髅战将	地图:D003	X:169	Y:97 
[2024/8/16 21:51:28] 物品:金创药(中量)	怪物:1DD6E9A0红野猪	地图:D711	X:156	Y:143 
[2024/8/16 21:51:28] 物品:魔法药(中量)	怪物:1DD6E9A0红野猪	地图:D711	X:156	Y:143 
[2024/8/16 21:51:28] 物品:银手镯	怪物:18659100骷髅战士0	地图:D003	X:174	Y:90 
[2024/8/16 21:51:28] 物品:金创药(中量)	怪物:18659100骷髅战士0	地图:D003	X:174	Y:90 
[2024/8/16 21:51:28] 物品:金创药(中量)	怪物:18659100骷髅战士0	地图:D003	X:174	Y:90 
[2024/8/16 21:51:28] 物品:金创药(中量)	怪物:18659100骷髅战士0	地图:D003	X:174	Y:90 
[2024/8/16 21:51:28] 物品:金创药(中量)	怪物:18659100骷髅战士0	地图:D003	X:174	Y:90 
[2024/8/16 21:51:28] 物品:魔法药(中量)	怪物:18659100骷髅战士0	地图:D003	X:174	Y:90 
[2024/8/16 21:51:28] 物品:魔法药(中量)	怪物:18659100骷髅战士0	地图:D003	X:174	Y:90 
[2024/8/16 21:51:28] 物品:魔法药(中量)	怪物:18659100骷髅战士0	地图:D003	X:174	Y:90 
[2024/8/16 21:51:28] 物品:魔法药(中量)	怪物:18659100骷髅战士0	地图:D003	X:174	Y:90 
[2024/8/16 21:51:31] 物品:金创药(小量)	怪物:0DABBF30骷髅战士	地图:D001	X:319	Y:364 
[2024/8/16 21:51:46] 物品:金创药(小量)	怪物:308D57A0骷髅0	地图:D001	X:309	Y:379 
[2024/8/16 21:51:46] 物品:金创药(小量)	怪物:308D57A0骷髅0	地图:D001	X:309	Y:379 
[2024/8/16 21:51:46] 物品:金创药(小量)	怪物:308D57A0骷髅0	地图:D001	X:309	Y:379 
[2024/8/16 21:51:46] 物品:金创药(小量)	怪物:308D57A0骷髅0	地图:D001	X:309	Y:379 
[2024/8/16 21:51:46] 物品:魔法药(小量)	怪物:308D57A0骷髅0	地图:D001	X:309	Y:379 
[2024/8/16 21:51:46] 物品:魔法药(小量)	怪物:308D57A0骷髅0	地图:D001	X:309	Y:379 
[2024/8/16 21:51:46] 物品:魔法药(小量)	怪物:308D57A0骷髅0	地图:D001	X:309	Y:379 
[2024/8/16 21:51:46] 物品:魔法药(小量)	怪物:308D57A0骷髅0	地图:D001	X:309	Y:379 
[2024/8/16 21:52:6] 物品:MP强化药水	怪物:18EDF190骷髅	地图:D003	X:176	Y:106 
[2024/8/16 21:52:7] 物品:金创药(小量)	怪物:2823A020骷髅战士	地图:D001	X:314	Y:346 
[2024/8/16 21:52:11] 物品:金创药(小量)	怪物:307FA2E0僵尸3	地图:D401	X:78	Y:168 
[2024/8/16 21:52:14] 物品:太阳水	怪物:1DD571F0红野猪	地图:D711	X:164	Y:129 
[2024/8/16 21:52:23] 物品:青铜剑	怪物:1C1F4780骷髅0	地图:D001	X:324	Y:338 
[2024/8/16 21:52:23] 物品:六角戒指	怪物:1C1F4780骷髅0	地图:D001	X:324	Y:338 
[2024/8/16 21:52:23] 物品:金创药(小量)	怪物:1C1F4780骷髅0	地图:D001	X:324	Y:338 
[2024/8/16 21:52:23] 物品:金创药(小量)	怪物:1C1F4780骷髅0	地图:D001	X:324	Y:338 
[2024/8/16 21:52:23] 物品:金创药(小量)	怪物:1C1F4780骷髅0	地图:D001	X:324	Y:338 
[2024/8/16 21:52:23] 物品:金创药(小量)	怪物:1C1F4780骷髅0	地图:D001	X:324	Y:338 
[2024/8/16 21:52:23] 物品:魔法药(小量)	怪物:1C1F4780骷髅0	地图:D001	X:324	Y:338 
[2024/8/16 21:52:23] 物品:魔法药(小量)	怪物:1C1F4780骷髅0	地图:D001	X:324	Y:338 
[2024/8/16 21:52:23] 物品:魔法药(小量)	怪物:1C1F4780骷髅0	地图:D001	X:324	Y:338 
[2024/8/16 21:52:23] 物品:魔法药(小量)	怪物:1C1F4780骷髅0	地图:D001	X:324	Y:338 
[2024/8/16 21:52:34] 物品:金创药(小量)	怪物:059B21D0稻草人	地图:0	X:579	Y:607 
[2024/8/16 21:52:49] 物品:魔法药(小量)	怪物:058D5020稻草人	地图:0	X:215	Y:359 
[2024/8/16 21:52:51] 物品:金创药(中量)	怪物:28021560恶灵僵尸8	地图:H001	X:130	Y:119 
[2024/8/16 21:53:1] 物品:金创药(小量)	怪物:1865E9C0僵尸3	地图:D401	X:85	Y:178 
[2024/8/16 21:53:10] 物品:蓝翡翠项链	怪物:281E5830蜈蚣8	地图:H001	X:130	Y:84 
[2024/8/16 21:53:14] 物品:青铜剑	怪物:18F93B70骷髅战将	地图:D003	X:150	Y:114 
[2024/8/16 21:53:46] 物品:金创药(小量)	怪物:17F39D10稻草人	地图:0	X:329	Y:517 
[2024/8/16 21:53:48] 物品:魔法长袍(女)	怪物:2836C240跳跳蜂8	地图:H001	X:99	Y:14 
[2024/8/16 21:53:56] 物品:太阳水	怪物:2A7F6B50黑野猪8	地图:H102	X:236	Y:204 
[2024/8/16 21:54:6] 物品:银手镯	怪物:18F3EF40骷髅战将	地图:D003	X:142	Y:123 
[2024/8/16 21:54:9] 物品:召唤骷髅	怪物:15C91660僵尸3	地图:D401	X:143	Y:156 
[2024/8/16 21:54:26] 物品:魔法药(小量)	怪物:0D780E30稻草人	地图:0	X:339	Y:495 
[2024/8/16 21:54:27] 物品:金创药(小量)	怪物:06204C00僵尸3	地图:D401	X:142	Y:156 
[2024/8/16 21:54:36] 物品:回城卷	怪物:1900A4C0山洞蝙蝠0	地图:D003	X:117	Y:126 
[2024/8/16 21:54:36] 物品:回城卷	怪物:1900A4C0山洞蝙蝠0	地图:D003	X:117	Y:126 
[2024/8/16 21:54:36] 物品:回城卷	怪物:1900A4C0山洞蝙蝠0	地图:D003	X:117	Y:126 
[2024/8/16 21:54:36] 物品:回城卷	怪物:1900A4C0山洞蝙蝠0	地图:D003	X:117	Y:126 
[2024/8/16 21:54:36] 物品:回城卷	怪物:1900A4C0山洞蝙蝠0	地图:D003	X:117	Y:126 
[2024/8/16 21:54:37] 物品:魔法药(小量)	怪物:308857F0稻草人	地图:0	X:341	Y:497 
[2024/8/16 21:55:2] 物品:铁手镯	怪物:28269100钉耙猫	地图:0	X:339	Y:496 
[2024/8/16 21:55:4] 物品:太阳水	怪物:2822AC10黑野猪8	地图:H102	X:161	Y:257 
[2024/8/16 21:55:21] 物品:青铜斧	怪物:19023420骷髅战将0	地图:D003	X:110	Y:119 
[2024/8/16 21:55:21] 物品:皮制手套	怪物:19023420骷髅战将0	地图:D003	X:110	Y:119 
[2024/8/16 21:55:21] 物品:金创药(中量)	怪物:19023420骷髅战将0	地图:D003	X:110	Y:119 
[2024/8/16 21:55:21] 物品:金创药(中量)	怪物:19023420骷髅战将0	地图:D003	X:110	Y:119 
[2024/8/16 21:55:21] 物品:金创药(中量)	怪物:19023420骷髅战将0	地图:D003	X:110	Y:119 
[2024/8/16 21:55:21] 物品:金创药(中量)	怪物:19023420骷髅战将0	地图:D003	X:110	Y:119 
[2024/8/16 21:55:21] 物品:魔法药(中量)	怪物:19023420骷髅战将0	地图:D003	X:110	Y:119 
[2024/8/16 21:55:21] 物品:魔法药(中量)	怪物:19023420骷髅战将0	地图:D003	X:110	Y:119 
[2024/8/16 21:55:21] 物品:魔法药(中量)	怪物:19023420骷髅战将0	地图:D003	X:110	Y:119 
[2024/8/16 21:55:21] 物品:魔法药(中量)	怪物:19023420骷髅战将0	地图:D003	X:110	Y:119 
[2024/8/16 21:55:34] 物品:金创药(小量)	怪物:27FF6710僵尸3	地图:D401	X:146	Y:158 
[2024/8/16 21:55:47] 物品:金创药(小量)	怪物:30A7E5B0骷髅0	地图:D001	X:276	Y:171 
[2024/8/16 21:55:47] 物品:金创药(小量)	怪物:30A7E5B0骷髅0	地图:D001	X:276	Y:171 
[2024/8/16 21:55:47] 物品:金创药(小量)	怪物:30A7E5B0骷髅0	地图:D001	X:276	Y:171 
[2024/8/16 21:55:47] 物品:金创药(小量)	怪物:30A7E5B0骷髅0	地图:D001	X:276	Y:171 
[2024/8/16 21:55:47] 物品:魔法药(小量)	怪物:30A7E5B0骷髅0	地图:D001	X:276	Y:171 
[2024/8/16 21:55:47] 物品:魔法药(小量)	怪物:30A7E5B0骷髅0	地图:D001	X:276	Y:171 
[2024/8/16 21:55:47] 物品:魔法药(小量)	怪物:30A7E5B0骷髅0	地图:D001	X:276	Y:171 
[2024/8/16 21:55:47] 物品:魔法药(小量)	怪物:30A7E5B0骷髅0	地图:D001	X:276	Y:171 
[2024/8/16 21:55:47] 物品:小手镯	怪物:18F6FA90骷髅战将	地图:D003	X:112	Y:125 
[2024/8/16 21:55:48] 物品:隐身术	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:召唤骷髅	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:诱惑之光	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:抗拒火环	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:精神力战法	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:火球术	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:治愈术	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:基本剑术	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:半月	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:蓝色水晶戒指	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:魔鬼项链	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:琥珀项链	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:凤凰明珠	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:魔力手镯	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:铁剑	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:短剑	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:轻型盔甲(男)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:轻型盔甲(女)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:中型盔甲(女)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:青铜斧	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:黑檀项链	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:黄色水晶项链	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:黑色水晶项链	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:青铜头盔	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:金创药(小量)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:金创药(小量)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:金创药(小量)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:金创药(小量)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:魔法药(小量)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:魔法药(小量)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:魔法药(小量)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:48] 物品:魔法药(小量)	怪物:27C23840僵尸50	地图:H201	X:113	Y:184 
[2024/8/16 21:55:54] 物品:金创药(中量)	怪物:1DFAC950红野猪	地图:D711	X:69	Y:158 
[2024/8/16 21:55:54] 物品:重盔甲(女)	怪物:1DFAC950红野猪	地图:D711	X:69	Y:158 
[2024/8/16 21:55:54] 物品:蓝色水晶戒指	怪物:1DFAC950红野猪	地图:D711	X:69	Y:158 
[2024/8/16 21:55:55] 物品:钢手镯	怪物:18522480骷髅	地图:D001	X:129	Y:60 
[2024/8/16 21:55:59] 物品:金创药(小量)	怪物:18F7AC10僵尸3	地图:D401	X:33	Y:128 
[2024/8/16 21:56:3] 物品:强效太阳水	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:强效太阳水	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:强效太阳水	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:强效太阳水	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:强效太阳水	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:强效金创药	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:强效金创药	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:强效魔法药	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:强效魔法药	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:蛇眼戒指	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:死神手套	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:魔力手镯	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:3] 物品:圣言术	怪物:2789C0E0尸王8	地图:H201	X:11	Y:102 
[2024/8/16 21:56:10] 物品:魔法药(小量)	怪物:18F3D910骷髅战士	地图:D003	X:111	Y:127 
[2024/8/16 21:56:10] 物品:金创药(小量)	怪物:278B7CA0僵尸4	地图:H201	X:13	Y:102 
[2024/8/16 21:56:17] 物品:金创药(小量)	怪物:038B9B00僵尸3	地图:D401	X:35	Y:122 
[2024/8/16 21:56:18] 物品:金创药(中量)	怪物:2881E2D0恶灵尸王	地图:H201	X:13	Y:101 
[2024/8/16 21:56:18] 物品:火墙	怪物:2881E2D0恶灵尸王	地图:H201	X:13	Y:101 
[2024/8/16 21:56:18] 物品:隐身术	怪物:2881E2D0恶灵尸王	地图:H201	X:13	Y:101 
[2024/8/16 21:56:18] 物品:攻杀剑术	怪物:2881E2D0恶灵尸王	地图:H201	X:13	Y:101 
[2024/8/16 21:56:19] 物品:灵魂战衣(女)	怪物:2AA3C760黑野猪8	地图:H102	X:114	Y:263 
[2024/8/16 21:56:21] 物品:金创药(小量)	怪物:27958760僵尸5	地图:H201	X:27	Y:103 
[2024/8/16 21:56:37] 物品:金创药(小量)	怪物:27980950僵尸4	地图:H201	X:20	Y:101 
[2024/8/16 21:56:39] 物品:回城卷	怪物:19006230山洞蝙蝠0	地图:D003	X:101	Y:110 
[2024/8/16 21:56:39] 物品:回城卷	怪物:19006230山洞蝙蝠0	地图:D003	X:101	Y:110 
[2024/8/16 21:56:39] 物品:回城卷	怪物:19006230山洞蝙蝠0	地图:D003	X:101	Y:110 
[2024/8/16 21:56:39] 物品:回城卷	怪物:19006230山洞蝙蝠0	地图:D003	X:101	Y:110 
[2024/8/16 21:56:39] 物品:回城卷	怪物:19006230山洞蝙蝠0	地图:D003	X:101	Y:110 
[2024/8/16 21:56:40] 物品:太阳水	怪物:27938910僵尸5	地图:H201	X:21	Y:104 
[2024/8/16 21:56:49] 物品:强效太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:强效太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:强效太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:强效太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:强效太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:太阳水	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:金创药(中量)	怪物:278BA900尸王	地图:H201	X:20	Y:102 
[2024/8/16 21:56:49] 物品:金创药(中量)	怪物:278BA900尸王	地图:H201	X:20	Y:102 
