[2024/8/19 21:0:3] 物品:蛇眼戒指	怪物:0D725750祖玛卫士8	地图:H204	X:70	Y:75 
[2024/8/19 21:46:49] 物品:强效太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:太阳水	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:金创药(中量)	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:金创药(中量)	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:金创药(中量)	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效金创药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效金创药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效金创药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:魔法药(中量)	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:魔法药(中量)	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:魔法药(中量)	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效魔法药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效魔法药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效魔法药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效金创药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效金创药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效金创药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效金创药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效金创药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效金创药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效魔法药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效魔法药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效魔法药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效魔法药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效魔法药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:49] 物品:强效魔法药	怪物:280D7570白野猪8	地图:H204	X:46	Y:47 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效魔法药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效魔法药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效魔法药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效魔法药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效魔法药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效魔法药	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:紫碧螺	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:骑士手镯	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:幽灵战衣(男)	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:地狱雷光	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:魔法盾	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:冰咆哮	怪物:0DA79370暗之牛魔王8	地图:H010	X:100	Y:359 
[2024/8/19 21:46:50] 物品:强效太阳水	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:强效太阳水	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:强效太阳水	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:强效太阳水	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:强效太阳水	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:强效金创药	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:强效魔法药	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:强效魔法药	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:黑色水晶戒指	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:生铁戒指	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:黑檀手镯	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:50] 物品:魔力手镯	怪物:1E20CB00尸王8	地图:H201	X:34	Y:80 
[2024/8/19 21:46:54] 物品:强效太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:太阳水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:金创药(中量)	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:金创药(中量)	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:金创药(中量)	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效金创药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效金创药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效金创药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:魔法药(中量)	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:魔法药(中量)	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:魔法药(中量)	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效魔法药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效魔法药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效魔法药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效金创药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效金创药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效金创药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效金创药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效金创药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效金创药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效魔法药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效魔法药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效魔法药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效魔法药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效魔法药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:强效魔法药	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:HP强化药水	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:54] 物品:骷髅戒指	怪物:30BA4D40白野猪8	地图:H204	X:45	Y:48 
[2024/8/19 21:46:55] 物品:强效太阳水	怪物:19EB2210牛魔祭司0	地图:H010	X:100	Y:360 
[2024/8/19 21:46:55] 物品:强效太阳水	怪物:19EB2210牛魔祭司0	地图:H010	X:100	Y:360 
[2024/8/19 21:46:55] 物品:太阳水	怪物:19EB2210牛魔祭司0	地图:H010	X:100	Y:360 
[2024/8/19 21:46:55] 物品:太阳水	怪物:19EB2210牛魔祭司0	地图:H010	X:100	Y:360 
[2024/8/19 21:46:58] 物品:魔法长袍(女)	怪物:2DED4FA0祖玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 21:46:58] 物品:半月	怪物:2DED4FA0祖玛卫士8	地图:H204	X:43	Y:48 
[2024/8/19 21:47:5] 物品:强效金创药	怪物:07EEFC30牛魔祭司8	地图:H010	X:95	Y:350 
[2024/8/19 21:47:5] 物品:强效魔法药	怪物:07EEFC30牛魔祭司8	地图:H010	X:95	Y:350 
[2024/8/19 21:47:5] 物品:生铁戒指	怪物:07EEFC30牛魔祭司8	地图:H010	X:95	Y:350 
[2024/8/19 21:47:6] 物品:强效太阳水	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:强效太阳水	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:强效太阳水	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:强效太阳水	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:强效太阳水	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:强效金创药	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:强效金创药	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:强效魔法药	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:强效魔法药	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:黑色水晶戒指	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:蛇眼戒指	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:6] 物品:黑檀手镯	怪物:053FA730尸王8	地图:H201	X:41	Y:80 
[2024/8/19 21:47:8] 物品:金创药(小量)	怪物:195A8BA0僵尸4	地图:H201	X:39	Y:80 
[2024/8/19 21:47:12] 物品:魔法长袍(男)	怪物:2AB610C0祖玛雕像8	地图:H204	X:36	Y:37 
[2024/8/19 21:47:17] 物品:强效金创药	怪物:2A22DC70祖玛雕像8	地图:H204	X:37	Y:36 
[2024/8/19 21:47:17] 物品:降魔	怪物:2A22DC70祖玛雕像8	地图:H204	X:37	Y:36 
[2024/8/19 21:47:17] 物品:金创药(中量)	怪物:228B6670天狼蜘蛛	地图:D10011	X:263	Y:381 
[2024/8/19 21:47:17] 物品:魔法药(中量)	怪物:228B6670天狼蜘蛛	地图:D10011	X:263	Y:381 
[2024/8/19 21:47:17] 物品:坚固手套	怪物:228B6670天狼蜘蛛	地图:D10011	X:263	Y:381 
[2024/8/19 21:47:18] 物品:灵魂战衣(女)	怪物:2E98D390牛魔法师8	地图:H010	X:86	Y:352 
[2024/8/19 21:47:18] 物品:魔法长袍(女)	怪物:2E98D390牛魔法师8	地图:H010	X:86	Y:352 
[2024/8/19 21:47:18] 物品:道士手镯	怪物:2E98D390牛魔法师8	地图:H010	X:86	Y:352 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:太阳水	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:金创药(中量)	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:金创药(中量)	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:金创药(中量)	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:魔法药(中量)	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:魔法药(中量)	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:魔法药(中量)	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:珍珠戒指	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:蓝色水晶戒指	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:道士手镯	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:刺杀剑术	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:神圣战甲术	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:地狱火	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:瞬息移动	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:抗拒火环	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:精神力战法	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:治愈术	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:基本剑术	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:火球术	怪物:267282E0尸王	地图:H201	X:41	Y:85 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:太阳水	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:金创药(中量)	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:金创药(中量)	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:金创药(中量)	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:魔法药(中量)	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:魔法药(中量)	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:魔法药(中量)	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效金创药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:21] 物品:强效魔法药	怪物:2A964260白野猪8	地图:H204	X:38	Y:36 
[2024/8/19 21:47:23] 物品:神圣战甲术	怪物:31FA3150僵尸1	地图:H201	X:42	Y:84 
[2024/8/19 21:47:29] 物品:强效魔法药	怪物:2623B3C0恶灵尸王	地图:H201	X:40	Y:85 
[2024/8/19 21:47:29] 物品:隐身术	怪物:2623B3C0恶灵尸王	地图:H201	X:40	Y:85 
[2024/8/19 21:47:29] 物品:召唤骷髅	怪物:2623B3C0恶灵尸王	地图:H201	X:40	Y:85 
[2024/8/19 21:47:35] 物品:强效太阳水	怪物:1EC5DB20牛魔将军8	地图:H010	X:79	Y:356 
[2024/8/19 21:47:35] 物品:蛇眼戒指	怪物:1EC5DB20牛魔将军8	地图:H010	X:79	Y:356 
[2024/8/19 21:47:36] 物品:太阳水	怪物:187D8890黑野猪8	地图:H002	X:323	Y:75 
[2024/8/19 21:47:38] 物品:道士头盔	怪物:1C4D7DC0祖玛卫士8	地图:H204	X:33	Y:25 
[2024/8/19 21:47:41] 物品:太阳水	怪物:19B8B6B0祖玛卫士8	地图:H204	X:35	Y:26 
[2024/8/19 21:47:41] 物品:灵魂战衣(男)	怪物:19B8B6B0祖玛卫士8	地图:H204	X:35	Y:26 
[2024/8/19 21:47:42] 物品:强效太阳水	怪物:18D69600尸王8	地图:H201	X:42	Y:90 
[2024/8/19 21:47:42] 物品:强效太阳水	怪物:18D69600尸王8	地图:H201	X:42	Y:90 
[2024/8/19 21:47:42] 物品:强效太阳水	怪物:18D69600尸王8	地图:H201	X:42	Y:90 
