[2024/8/20 10:0:1] 物品:金创药(中量)	怪物:1BD6CED0祖玛弓箭手	地图:H204	X:44	Y:43 
[2024/8/20 10:27:36] 物品:强效魔法药	怪物:2D662750尸王8	地图:H201	X:145	Y:150 
[2024/8/20 10:27:36] 物品:强效魔法药	怪物:2D662750尸王8	地图:H201	X:145	Y:150 
[2024/8/20 10:27:36] 物品:骷髅戒指	怪物:2D662750尸王8	地图:H201	X:145	Y:150 
[2024/8/20 10:27:36] 物品:半月弯刀	怪物:2D662750尸王8	地图:H201	X:145	Y:150 
[2024/8/20 10:27:37] 物品:强效魔法药	怪物:18082230魔龙射手	地图:66	X:257	Y:205 
[2024/8/20 10:27:47] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:强效太阳水	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:强效金创药	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:强效金创药	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:强效魔法药	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:强效魔法药	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:生铁戒指	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:魅力戒指	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:蓝翡翠项链	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:黑檀手镯	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:47] 物品:魔力手镯	怪物:234AAF00尸王8	地图:H201	X:153	Y:161 
[2024/8/20 10:27:49] 物品:强效金创药	怪物:306458D0魔龙破甲兵	地图:66	X:250	Y:200 
[2024/8/20 10:27:53] 物品:魔法药(小量)	怪物:186DA830僵尸5	地图:H201	X:155	Y:161 
[2024/8/20 10:27:54] 物品:黑檀手镯	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:黑色水晶戒指	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:珍珠戒指	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:偃月	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:白色虎齿项链	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:八荒	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:蓝色水晶戒指	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:坚固手套	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:太阳水	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:太阳水	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:太阳水	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:太阳水	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:金创药(中量)	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:金创药(中量)	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:金创药(中量)	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:金创药(中量)	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:魔法药(中量)	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:魔法药(中量)	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:魔法药(中量)	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:魔法药(中量)	怪物:1D675310钳虫0	地图:D618	X:127	Y:131 
[2024/8/20 10:27:54] 物品:魔法药(小量)	怪物:1DF24DF0僵尸4	地图:H201	X:155	Y:161 
[2024/8/20 10:27:55] 物品:偃月	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:白金项链	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:八荒	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:半月	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:海魂	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:凌风	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:蓝色水晶戒指	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:琥珀项链	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:魔力手镯	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:灯笼项链	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:太阳水	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:太阳水	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:太阳水	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:太阳水	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:金创药(中量)	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:金创药(中量)	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:金创药(中量)	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:金创药(中量)	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:魔法药(中量)	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:魔法药(中量)	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:魔法药(中量)	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:魔法药(中量)	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:27:55] 物品:重盔甲(女)	怪物:1D91C3F0跳跳蜂0	地图:D618	X:127	Y:132 
[2024/8/20 10:28:3] 物品:强效金创药	怪物:270389B0魔龙射手	地图:66	X:235	Y:201 
[2024/8/20 10:28:3] 物品:太阳水	怪物:270389B0魔龙射手	地图:66	X:235	Y:201 
[2024/8/20 10:28:3] 物品:强效魔法药	怪物:270389B0魔龙射手	地图:66	X:235	Y:201 
[2024/8/20 10:28:5] 物品:金创药(小量)	怪物:186DA830僵尸5	地图:H201	X:156	Y:160 
[2024/8/20 10:28:10] 物品:金创药(小量)	怪物:19EA01A0僵尸5	地图:H201	X:159	Y:154 
[2024/8/20 10:28:24] 物品:珊瑚戒指	怪物:2D701BE0魔龙射手2	地图:66	X:227	Y:209 
[2024/8/20 10:28:28] 物品:强效金创药	怪物:31DBA1C0魔龙刀兵	地图:66	X:230	Y:208 
[2024/8/20 10:28:28] 物品:强效魔法药	怪物:31DBA1C0魔龙刀兵	地图:66	X:230	Y:208 
[2024/8/20 10:28:35] 物品:强效太阳水	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:35] 物品:强效太阳水	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:35] 物品:强效太阳水	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:35] 物品:强效太阳水	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:35] 物品:强效太阳水	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:35] 物品:强效金创药	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:35] 物品:强效金创药	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:35] 物品:强效魔法药	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:35] 物品:强效魔法药	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:35] 物品:骷髅戒指	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:35] 物品:黑檀手镯	怪物:2A49CF70尸王8	地图:H201	X:172	Y:150 
[2024/8/20 10:28:37] 物品:金创药(小量)	怪物:29FBBA50僵尸5	地图:H201	X:172	Y:148 
[2024/8/20 10:28:40] 物品:强效魔法药	怪物:17CB8120魔龙破甲兵	地图:66	X:231	Y:211 
[2024/8/20 10:28:40] 物品:降妖除魔戒指	怪物:17CB8120魔龙破甲兵	地图:66	X:231	Y:211 
[2024/8/20 10:28:40] 物品:死神手套	怪物:17CB8120魔龙破甲兵	地图:66	X:231	Y:211 
[2024/8/20 10:28:43] 物品:强效太阳水	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:强效太阳水	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:强效太阳水	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:强效太阳水	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:强效太阳水	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:强效金创药	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:强效金创药	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:强效魔法药	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:强效魔法药	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:魅力戒指	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:蓝翡翠项链	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:43] 物品:魔力手镯	怪物:2AA0A5E0尸王8	地图:H201	X:175	Y:146 
[2024/8/20 10:28:58] 物品:刺杀剑术	怪物:05076E20僵尸1	地图:H201	X:171	Y:146 
[2024/8/20 10:29:5] 物品:强效魔法药	怪物:2F6878E0魔龙射手1	地图:66	X:219	Y:211 
[2024/8/20 10:29:5] 物品:珊瑚戒指	怪物:2F6878E0魔龙射手1	地图:66	X:219	Y:211 
[2024/8/20 10:29:12] 物品:魔法药(小量)	怪物:17C60CD0僵尸4	地图:H201	X:174	Y:140 
[2024/8/20 10:29:15] 物品:强效魔法药	怪物:07EA71E0魔龙刀兵1	地图:66	X:224	Y:207 
[2024/8/20 10:29:17] 物品:强效太阳水	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:强效太阳水	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:强效太阳水	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:强效太阳水	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:强效太阳水	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:强效金创药	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:强效金创药	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:强效魔法药	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:强效魔法药	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:黑色水晶戒指	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:珍珠戒指	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:魅力戒指	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:蓝翡翠项链	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:17] 物品:黑檀手镯	怪物:1A40F7C0尸王8	地图:H201	X:174	Y:138 
[2024/8/20 10:29:23] 物品:强效金创药	怪物:2D9B64C0魔龙破甲兵	地图:66	X:226	Y:203 
[2024/8/20 10:29:23] 物品:强效魔法药	怪物:2D9B64C0魔龙破甲兵	地图:66	X:226	Y:203 
[2024/8/20 10:29:24] 物品:道士手镯	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:黑色水晶戒指	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:白金项链	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:骷髅戒指	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:八荒	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:蓝色水晶戒指	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:魔力手镯	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:灯笼项链	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:太阳水	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:太阳水	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:太阳水	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:太阳水	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:金创药(中量)	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:金创药(中量)	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:金创药(中量)	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:金创药(中量)	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:魔法药(中量)	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:魔法药(中量)	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:魔法药(中量)	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:24] 物品:魔法药(中量)	怪物:1D6795A0巨型蠕虫0	地图:D618	X:147	Y:164 
[2024/8/20 10:29:25] 物品:爆裂火焰	怪物:27B79FE0恶灵尸王	地图:H201	X:173	Y:131 
[2024/8/20 10:29:25] 物品:诱惑之光	怪物:27B79FE0恶灵尸王	地图:H201	X:173	Y:131 
[2024/8/20 10:29:32] 物品:强效太阳水	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:强效太阳水	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:强效太阳水	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:强效太阳水	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:强效太阳水	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:强效金创药	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:强效金创药	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:强效魔法药	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:强效魔法药	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:生铁戒指	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:魔力手镯	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:32] 物品:半月弯刀	怪物:2A05C950尸王8	地图:H201	X:181	Y:129 
[2024/8/20 10:29:37] 物品:魔力手镯	怪物:1D790ED0钳虫	地图:D618	X:147	Y:164 
[2024/8/20 10:29:41] 物品:强效太阳水	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:强效太阳水	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:强效太阳水	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:强效太阳水	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:强效太阳水	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:强效金创药	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:强效金创药	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:强效魔法药	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:强效魔法药	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:蛇眼戒指	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:死神手套	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:凝霜	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:道德戒指	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:魅力戒指	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:魔力手镯	怪物:0D4B1B60尸王8	地图:H201	X:175	Y:123 
[2024/8/20 10:29:41] 物品:坚固手套	怪物:07BCF6E0魔龙邪眼	地图:66	X:228	Y:197 
[2024/8/20 10:29:42] 物品:魔法长袍(女)	怪物:307842A0巨型蠕虫	地图:D618	X:147	Y:163 
[2024/8/20 10:29:44] 物品:强效太阳水	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:强效太阳水	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:强效太阳水	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:强效太阳水	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:强效太阳水	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:强效金创药	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:强效金创药	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:强效魔法药	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:强效魔法药	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:珍珠戒指	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:魅力戒指	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:蓝翡翠项链	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:44] 物品:黑檀手镯	怪物:245C9830尸王8	地图:H201	X:174	Y:123 
[2024/8/20 10:29:52] 物品:强效魔法药	怪物:1B36CED0魔龙巨蛾	地图:66	X:229	Y:197 
[2024/8/20 10:29:52] 物品:强效金创药	怪物:1B36CED0魔龙巨蛾	地图:66	X:229	Y:197 
[2024/8/20 10:29:58] 物品:轻型盔甲(男)	怪物:1D94E130蜈蚣	地图:D618	X:146	Y:164 
[2024/8/20 10:29:58] 物品:黑檀项链	怪物:1D94E130蜈蚣	地图:D618	X:146	Y:164 
[2024/8/20 10:29:59] 物品:强效金创药	怪物:1C2D67D0魔龙射手	地图:66	X:232	Y:192 
[2024/8/20 10:29:59] 物品:灵魂战衣(男)	怪物:1C2D67D0魔龙射手	地图:66	X:232	Y:192 
[2024/8/20 10:29:59] 物品:魔法长袍(男)	怪物:1C2D67D0魔龙射手	地图:66	X:232	Y:192 
[2024/8/20 10:30:2] 物品:魔法药(小量)	怪物:28D419A0僵尸4	地图:H201	X:180	Y:105 
[2024/8/20 10:30:4] 物品:强效魔法药	怪物:1BF2B320魔龙破甲兵	地图:66	X:230	Y:193 
[2024/8/20 10:30:6] 物品:强效太阳水	怪物:0336F2A0魔龙破甲兵2	地图:66	X:232	Y:193 
[2024/8/20 10:30:11] 物品:强效太阳水	怪物:2A4D4570尸王8	地图:H201	X:176	Y:101 
[2024/8/20 10:30:11] 物品:强效太阳水	怪物:2A4D4570尸王8	地图:H201	X:176	Y:101 
[2024/8/20 10:30:11] 物品:强效太阳水	怪物:2A4D4570尸王8	地图:H201	X:176	Y:101 
[2024/8/20 10:30:11] 物品:强效太阳水	怪物:2A4D4570尸王8	地图:H201	X:176	Y:101 
[2024/8/20 10:30:11] 物品:强效太阳水	怪物:2A4D4570尸王8	地图:H201	X:176	Y:101 
[2024/8/20 10:30:11] 物品:强效金创药	怪物:2A4D4570尸王8	地图:H201	X:176	Y:101 
[2024/8/20 10:30:11] 物品:强效金创药	怪物:2A4D4570尸王8	地图:H201	X:176	Y:101 
[2024/8/20 10:30:11] 物品:强效魔法药	怪物:2A4D4570尸王8	地图:H201	X:176	Y:101 
[2024/8/20 10:30:11] 物品:强效魔法药	怪物:2A4D4570尸王8	地图:H201	X:176	Y:101 
[2024/8/20 10:30:15] 物品:金创药(小量)	怪物:21E40F10僵尸4	地图:H201	X:175	Y:103 
[2024/8/20 10:30:15] 物品:魔法药(小量)	怪物:21E40F10僵尸4	地图:H201	X:175	Y:103 
[2024/8/20 10:30:18] 物品:强效太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:强效太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:强效太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:强效太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:强效太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:太阳水	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:金创药(中量)	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:金创药(中量)	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:金创药(中量)	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:强效金创药	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:强效金创药	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:魔法药(中量)	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:魔法药(中量)	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:魔法药(中量)	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:强效魔法药	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:强效魔法药	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:骷髅戒指	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:凝霜	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:魔力手镯	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:雷电术	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:地狱火	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:抗拒火环	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:精神力战法	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:治愈术	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:基本剑术	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:18] 物品:火球术	怪物:23532EA0尸王	地图:H201	X:175	Y:102 
[2024/8/20 10:30:20] 物品:火球术	怪物:1E9D5600僵尸1	地图:H201	X:174	Y:101 
[2024/8/20 10:30:21] 物品:金创药(小量)	怪物:0386A790僵尸5	地图:H201	X:175	Y:100 
[2024/8/20 10:30:22] 物品:强效太阳水	怪物:1B7AF5B0尸王8	地图:H201	X:174	Y:100 
