[2024/8/21 0:0:0] 物品:魔法药(小量)	怪物:2334F420僵尸5	地图:H201	X:77	Y:73 
[2024/8/21 0:45:54] 物品:回城卷	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效太阳水	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效金创药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效金创药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效金创药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效金创药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效金创药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效金创药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效金创药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效金创药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效金创药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效金创药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效魔法药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效魔法药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效魔法药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效魔法药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效魔法药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效魔法药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效魔法药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效魔法药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效魔法药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:强效魔法药	怪物:232C6FF0暗之骷髅精灵	地图:T339	X:18	Y:27 
[2024/8/21 0:45:54] 物品:重盔甲(男)	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:重盔甲(女)	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:灵魂战衣(女)	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:灵魂战衣(男)	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:魔法长袍(男)	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:魔法长袍(女)	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:金戒指	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:蓝翡翠项链	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:金手镯	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:道德戒指	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:魅力戒指	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:降魔	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:偃月	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:降魔	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:54] 物品:白色虎齿项链	怪物:253E2A10黑锷蜘蛛8	地图:H009	X:192	Y:108 
[2024/8/21 0:45:56] 物品:太阳水	怪物:2524EB40花吻蜘蛛8	地图:H009	X:190	Y:109 
[2024/8/21 0:45:56] 物品:强效金创药	怪物:2524EB40花吻蜘蛛8	地图:H009	X:190	Y:109 
[2024/8/21 0:45:56] 物品:强效魔法药	怪物:2524EB40花吻蜘蛛8	地图:H009	X:190	Y:109 
[2024/8/21 0:45:56] 物品:海魂	怪物:2524EB40花吻蜘蛛8	地图:H009	X:190	Y:109 
[2024/8/21 0:45:56] 物品:蓝色水晶戒指	怪物:2524EB40花吻蜘蛛8	地图:H009	X:190	Y:109 
[2024/8/21 0:46:2] 物品:强效太阳水	怪物:25C6C840牛魔祭司8	地图:H010	X:45	Y:52 
[2024/8/21 0:46:2] 物品:强效太阳水	怪物:25C6C840牛魔祭司8	地图:H010	X:45	Y:52 
[2024/8/21 0:46:2] 物品:强效太阳水	怪物:25C6C840牛魔祭司8	地图:H010	X:45	Y:52 
[2024/8/21 0:46:2] 物品:蓝翡翠项链	怪物:25C6C840牛魔祭司8	地图:H010	X:45	Y:52 
[2024/8/21 0:46:6] 物品:强效太阳水	怪物:25A567C0牛魔祭司0	地图:H010	X:164	Y:175 
[2024/8/21 0:46:6] 物品:强效太阳水	怪物:25A567C0牛魔祭司0	地图:H010	X:164	Y:175 
[2024/8/21 0:46:6] 物品:强效太阳水	怪物:25A567C0牛魔祭司0	地图:H010	X:164	Y:175 
[2024/8/21 0:46:6] 物品:太阳水	怪物:25A567C0牛魔祭司0	地图:H010	X:164	Y:175 
[2024/8/21 0:46:6] 物品:太阳水	怪物:25A567C0牛魔祭司0	地图:H010	X:164	Y:175 
[2024/8/21 0:46:6] 物品:强效太阳水	怪物:25CC6D30牛魔祭司8	地图:H010	X:45	Y:50 
[2024/8/21 0:46:8] 物品:强效太阳水	怪物:2AA311B0牛魔将军0	地图:H010	X:166	Y:172 
[2024/8/21 0:46:8] 物品:强效太阳水	怪物:2AA311B0牛魔将军0	地图:H010	X:166	Y:172 
[2024/8/21 0:46:8] 物品:太阳水	怪物:2AA311B0牛魔将军0	地图:H010	X:166	Y:172 
[2024/8/21 0:46:8] 物品:太阳水	怪物:2AA311B0牛魔将军0	地图:H010	X:166	Y:172 
[2024/8/21 0:46:8] 物品:太阳水	怪物:2AA311B0牛魔将军0	地图:H010	X:166	Y:172 
[2024/8/21 0:46:8] 物品:太阳水	怪物:2AA311B0牛魔将军0	地图:H010	X:166	Y:172 
[2024/8/21 0:46:8] 物品:生铁戒指	怪物:2AA311B0牛魔将军0	地图:H010	X:166	Y:172 
[2024/8/21 0:46:9] 物品:强效太阳水	怪物:25C84170牛魔将军0	地图:H010	X:165	Y:174 
[2024/8/21 0:46:9] 物品:太阳水	怪物:25C84170牛魔将军0	地图:H010	X:165	Y:174 
[2024/8/21 0:46:10] 物品:强效魔法药	怪物:2ACD0D20牛魔祭司8	地图:H010	X:164	Y:173 
[2024/8/21 0:46:10] 物品:灵魂战衣(女)	怪物:2ACD0D20牛魔祭司8	地图:H010	X:164	Y:173 
[2024/8/21 0:46:12] 物品:灵魂战衣(男)	怪物:256F1E20牛魔侍卫8	地图:H010	X:40	Y:57 
[2024/8/21 0:46:13] 物品:强效太阳水	怪物:259FF890牛魔祭司0	地图:H010	X:165	Y:172 
[2024/8/21 0:46:13] 物品:强效太阳水	怪物:259FF890牛魔祭司0	地图:H010	X:165	Y:172 
[2024/8/21 0:46:13] 物品:太阳水	怪物:259FF890牛魔祭司0	地图:H010	X:165	Y:172 
[2024/8/21 0:46:13] 物品:珊瑚戒指	怪物:259FF890牛魔祭司0	地图:H010	X:165	Y:172 
[2024/8/21 0:46:20] 物品:强效魔法药	怪物:2585E9C0牛魔法师8	地图:H010	X:174	Y:175 
[2024/8/21 0:46:20] 物品:魔法长袍(男)	怪物:2585E9C0牛魔法师8	地图:H010	X:174	Y:175 
[2024/8/21 0:46:20] 物品:降魔	怪物:2585E9C0牛魔法师8	地图:H010	X:174	Y:175 
[2024/8/21 0:46:20] 物品:蓝翡翠项链	怪物:2CA92C20牛魔法师8	地图:H010	X:171	Y:174 
[2024/8/21 0:46:20] 物品:生铁戒指	怪物:2CA92C20牛魔法师8	地图:H010	X:171	Y:174 
[2024/8/21 0:46:20] 物品:强效太阳水	怪物:257CC4F0牛魔祭司0	地图:H010	X:41	Y:59 
[2024/8/21 0:46:20] 物品:强效太阳水	怪物:257CC4F0牛魔祭司0	地图:H010	X:41	Y:59 
[2024/8/21 0:46:20] 物品:强效太阳水	怪物:257CC4F0牛魔祭司0	地图:H010	X:41	Y:59 
[2024/8/21 0:46:20] 物品:太阳水	怪物:257CC4F0牛魔祭司0	地图:H010	X:41	Y:59 
[2024/8/21 0:46:21] 物品:魔法长袍(女)	怪物:24419DF0牛魔侍卫8	地图:H010	X:174	Y:176 
[2024/8/21 0:46:21] 物品:偃月	怪物:24419DF0牛魔侍卫8	地图:H010	X:174	Y:176 
[2024/8/21 0:46:22] 物品:强效太阳水	怪物:2D2F8400牛魔祭司8	地图:H010	X:172	Y:172 
[2024/8/21 0:46:22] 物品:强效太阳水	怪物:2D2F8400牛魔祭司8	地图:H010	X:172	Y:172 
[2024/8/21 0:46:22] 物品:强效太阳水	怪物:2D2F8400牛魔祭司8	地图:H010	X:172	Y:172 
[2024/8/21 0:46:22] 物品:死神手套	怪物:2D2F8400牛魔祭司8	地图:H010	X:172	Y:172 
[2024/8/21 0:46:24] 物品:重盔甲(男)	怪物:2ADB88F0牛魔法师8	地图:H010	X:41	Y:59 
[2024/8/21 0:46:24] 物品:道德戒指	怪物:2ADB88F0牛魔法师8	地图:H010	X:41	Y:59 
[2024/8/21 0:46:24] 物品:降魔	怪物:2ADB88F0牛魔法师8	地图:H010	X:41	Y:59 
[2024/8/21 0:46:25] 物品:道士手镯	怪物:2B613250牛魔侍卫8	地图:H010	X:40	Y:59 
[2024/8/21 0:46:34] 物品:强效太阳水	怪物:25CAEFC0牛魔祭司8	地图:H010	X:170	Y:180 
[2024/8/21 0:46:34] 物品:疾风药水	怪物:25CAEFC0牛魔祭司8	地图:H010	X:170	Y:180 
[2024/8/21 0:46:36] 物品:强效太阳水	怪物:25950A20牛魔将军0	地图:H010	X:35	Y:62 
[2024/8/21 0:46:36] 物品:强效太阳水	怪物:25950A20牛魔将军0	地图:H010	X:35	Y:62 
[2024/8/21 0:46:36] 物品:强效太阳水	怪物:25950A20牛魔将军0	地图:H010	X:35	Y:62 
[2024/8/21 0:46:36] 物品:强效太阳水	怪物:25950A20牛魔将军0	地图:H010	X:35	Y:62 
[2024/8/21 0:46:36] 物品:太阳水	怪物:25950A20牛魔将军0	地图:H010	X:35	Y:62 
[2024/8/21 0:46:36] 物品:三眼手镯	怪物:25950A20牛魔将军0	地图:H010	X:35	Y:62 
[2024/8/21 0:46:36] 物品:蓝翡翠项链	怪物:25950A20牛魔将军0	地图:H010	X:35	Y:62 
[2024/8/21 0:46:38] 物品:强效太阳水	怪物:2C4EEBA0牛魔祭司8	地图:H010	X:173	Y:179 
[2024/8/21 0:46:38] 物品:强效太阳水	怪物:2C4EEBA0牛魔祭司8	地图:H010	X:173	Y:179 
[2024/8/21 0:46:38] 物品:强效太阳水	怪物:2C4EEBA0牛魔祭司8	地图:H010	X:173	Y:179 
[2024/8/21 0:46:38] 物品:强效金创药	怪物:2C4EEBA0牛魔祭司8	地图:H010	X:173	Y:179 
[2024/8/21 0:46:38] 物品:降妖除魔戒指	怪物:2C4EEBA0牛魔祭司8	地图:H010	X:173	Y:179 
[2024/8/21 0:46:39] 物品:强效魔法药	怪物:2BC71FC0牛魔将军8	地图:H010	X:35	Y:62 
[2024/8/21 0:46:39] 物品:白色虎齿项链	怪物:2BC71FC0牛魔将军8	地图:H010	X:35	Y:62 
[2024/8/21 0:46:44] 物品:强效太阳水	怪物:25E56980牛魔将军8	地图:H010	X:176	Y:183 
[2024/8/21 0:46:46] 物品:降妖除魔戒指	怪物:25C6DE70牛魔祭司8	地图:H010	X:38	Y:67 
[2024/8/21 0:46:46] 物品:道士手镯	怪物:244253B0牛魔侍卫8	地图:H010	X:178	Y:181 
[2024/8/21 0:46:48] 物品:强效太阳水	怪物:254E5970牛魔将军8	地图:H010	X:179	Y:183 
[2024/8/21 0:46:48] 物品:强效金创药	怪物:254E5970牛魔将军8	地图:H010	X:179	Y:183 
[2024/8/21 0:46:51] 物品:金手镯	怪物:2AE70FA0牛魔法师8	地图:H010	X:42	Y:68 
[2024/8/21 0:46:51] 物品:道士手镯	怪物:2AE70FA0牛魔法师8	地图:H010	X:42	Y:68 
[2024/8/21 0:46:54] 物品:强效魔法药	怪物:2ABFD170牛魔法师8	地图:H010	X:185	Y:178 
[2024/8/21 0:46:54] 物品:道德戒指	怪物:2ABFD170牛魔法师8	地图:H010	X:185	Y:178 
[2024/8/21 0:46:56] 物品:魔法长袍(女)	怪物:25FCDF80牛魔侍卫8	地图:H010	X:184	Y:180 
[2024/8/21 0:46:56] 物品:黑檀手镯	怪物:25FCDF80牛魔侍卫8	地图:H010	X:184	Y:180 
[2024/8/21 0:46:57] 物品:重盔甲(男)	怪物:25D388D0牛魔祭司8	地图:H010	X:186	Y:179 
[2024/8/21 0:47:2] 物品:强效太阳水	怪物:25E8DF80牛魔将军8	地图:H010	X:43	Y:71 
[2024/8/21 0:47:2] 物品:放大镜	怪物:25E8DF80牛魔将军8	地图:H010	X:43	Y:71 
[2024/8/21 0:47:5] 物品:重盔甲(男)	怪物:255B0170牛魔法师8	地图:H010	X:45	Y:71 
[2024/8/21 0:47:5] 物品:偃月	怪物:255B0170牛魔法师8	地图:H010	X:45	Y:71 
[2024/8/21 0:47:5] 物品:强效太阳水	怪物:2573E330牛魔祭司0	地图:H010	X:189	Y:174 
[2024/8/21 0:47:5] 物品:强效太阳水	怪物:2573E330牛魔祭司0	地图:H010	X:189	Y:174 
[2024/8/21 0:47:5] 物品:太阳水	怪物:2573E330牛魔祭司0	地图:H010	X:189	Y:174 
[2024/8/21 0:47:5] 物品:太阳水	怪物:2573E330牛魔祭司0	地图:H010	X:189	Y:174 
[2024/8/21 0:47:5] 物品:斩马刀	怪物:2573E330牛魔祭司0	地图:H010	X:189	Y:174 
[2024/8/21 0:47:7] 物品:强效太阳水	怪物:257F46E0牛魔祭司0	地图:H010	X:191	Y:175 
[2024/8/21 0:47:7] 物品:强效太阳水	怪物:257F46E0牛魔祭司0	地图:H010	X:191	Y:175 
[2024/8/21 0:47:7] 物品:太阳水	怪物:257F46E0牛魔祭司0	地图:H010	X:191	Y:175 
[2024/8/21 0:47:7] 物品:放大镜	怪物:257F46E0牛魔祭司0	地图:H010	X:191	Y:175 
[2024/8/21 0:47:7] 物品:生铁戒指	怪物:257F46E0牛魔祭司0	地图:H010	X:191	Y:175 
[2024/8/21 0:47:7] 物品:强效太阳水	怪物:2598F5B0牛魔祭司0	地图:H010	X:188	Y:173 
[2024/8/21 0:47:7] 物品:太阳水	怪物:2598F5B0牛魔祭司0	地图:H010	X:188	Y:173 
[2024/8/21 0:47:7] 物品:太阳水	怪物:2598F5B0牛魔祭司0	地图:H010	X:188	Y:173 
[2024/8/21 0:47:7] 物品:幽灵手套	怪物:2598F5B0牛魔祭司0	地图:H010	X:188	Y:173 
[2024/8/21 0:47:13] 物品:强效太阳水	怪物:25760DE0牛魔祭司0	地图:H010	X:190	Y:171 
[2024/8/21 0:47:13] 物品:强效太阳水	怪物:25760DE0牛魔祭司0	地图:H010	X:190	Y:171 
[2024/8/21 0:47:13] 物品:强效太阳水	怪物:25760DE0牛魔祭司0	地图:H010	X:190	Y:171 
[2024/8/21 0:47:13] 物品:太阳水	怪物:25760DE0牛魔祭司0	地图:H010	X:190	Y:171 
[2024/8/21 0:47:13] 物品:死神手套	怪物:25760DE0牛魔祭司0	地图:H010	X:190	Y:171 
[2024/8/21 0:47:15] 物品:魔法力药水	怪物:2551B940牛魔将军8	地图:H010	X:45	Y:70 
[2024/8/21 0:47:15] 物品:降妖除魔戒指	怪物:2551B940牛魔将军8	地图:H010	X:45	Y:70 
[2024/8/21 0:47:15] 物品:强效金创药	怪物:2A40A230牛魔将军8	地图:H010	X:191	Y:170 
[2024/8/21 0:47:19] 物品:生铁戒指	怪物:255CE990牛魔法师8	地图:H010	X:191	Y:167 
[2024/8/21 0:47:21] 物品:强效太阳水	怪物:25CF8A70牛魔祭司8	地图:H010	X:193	Y:165 
[2024/8/21 0:47:23] 物品:重盔甲(女)	怪物:256CDD40牛魔侍卫8	地图:H010	X:193	Y:168 
[2024/8/21 0:47:23] 物品:魔法长袍(男)	怪物:256CDD40牛魔侍卫8	地图:H010	X:193	Y:168 
[2024/8/21 0:47:29] 物品:金手镯	怪物:2564ADC0牛魔法师8	地图:H010	X:200	Y:171 
[2024/8/21 0:47:29] 物品:偃月	怪物:2564ADC0牛魔法师8	地图:H010	X:200	Y:171 
[2024/8/21 0:47:29] 物品:强效太阳水	怪物:2AAF42A0牛魔祭司0	地图:H010	X:197	Y:170 
[2024/8/21 0:47:29] 物品:强效太阳水	怪物:2AAF42A0牛魔祭司0	地图:H010	X:197	Y:170 
[2024/8/21 0:47:29] 物品:强效太阳水	怪物:2AAF42A0牛魔祭司0	地图:H010	X:197	Y:170 
[2024/8/21 0:47:29] 物品:强效太阳水	怪物:2AAF42A0牛魔祭司0	地图:H010	X:197	Y:170 
[2024/8/21 0:47:29] 物品:太阳水	怪物:2AAF42A0牛魔祭司0	地图:H010	X:197	Y:170 
[2024/8/21 0:47:29] 物品:太阳水	怪物:2AAF42A0牛魔祭司0	地图:H010	X:197	Y:170 
[2024/8/21 0:47:29] 物品:黑檀手镯	怪物:2AAF42A0牛魔祭司0	地图:H010	X:197	Y:170 
[2024/8/21 0:47:32] 物品:金戒指	怪物:2AE27AB0牛魔法师8	地图:H010	X:50	Y:78 
[2024/8/21 0:47:32] 物品:蓝翡翠项链	怪物:2AE27AB0牛魔法师8	地图:H010	X:50	Y:78 
[2024/8/21 0:47:32] 物品:降魔	怪物:2AE27AB0牛魔法师8	地图:H010	X:50	Y:78 
[2024/8/21 0:47:32] 物品:强效太阳水	怪物:2B695AB0牛魔将军8	地图:H010	X:195	Y:173 
[2024/8/21 0:47:32] 物品:强效魔法药	怪物:2B695AB0牛魔将军8	地图:H010	X:195	Y:173 
[2024/8/21 0:47:32] 物品:放大镜	怪物:2B695AB0牛魔将军8	地图:H010	X:195	Y:173 
[2024/8/21 0:47:34] 物品:强效太阳水	怪物:257ED7F0牛魔祭司0	地图:H010	X:194	Y:170 
[2024/8/21 0:47:34] 物品:强效太阳水	怪物:257ED7F0牛魔祭司0	地图:H010	X:194	Y:170 
[2024/8/21 0:47:34] 物品:太阳水	怪物:257ED7F0牛魔祭司0	地图:H010	X:194	Y:170 
[2024/8/21 0:47:39] 物品:魅力戒指	怪物:2ADB9F20牛魔法师8	地图:H010	X:58	Y:75 
[2024/8/21 0:47:40] 物品:重盔甲(男)	怪物:2584C950牛魔法师8	地图:H010	X:186	Y:162 
[2024/8/21 0:47:40] 物品:蓝翡翠项链	怪物:2584C950牛魔法师8	地图:H010	X:186	Y:162 
[2024/8/21 0:47:42] 物品:道士手镯	怪物:2B5B0760牛魔侍卫8	地图:H010	X:56	Y:71 
[2024/8/21 0:47:42] 物品:黑檀手镯	怪物:2B5B0760牛魔侍卫8	地图:H010	X:56	Y:71 
[2024/8/21 0:47:42] 物品:辟邪手镯	怪物:2B5B0760牛魔侍卫8	地图:H010	X:56	Y:71 
[2024/8/21 0:47:43] 物品:太阳水	怪物:254DBE20牛魔将军8	地图:H010	X:187	Y:161 
[2024/8/21 0:47:43] 物品:强效金创药	怪物:254DBE20牛魔将军8	地图:H010	X:187	Y:161 
[2024/8/21 0:47:43] 物品:灵魂战衣(男)	怪物:256E9900牛魔侍卫8	地图:H010	X:57	Y:74 
[2024/8/21 0:47:43] 物品:魔法长袍(男)	怪物:256E9900牛魔侍卫8	地图:H010	X:57	Y:74 
[2024/8/21 0:47:43] 物品:魅力戒指	怪物:256E9900牛魔侍卫8	地图:H010	X:57	Y:74 
[2024/8/21 0:47:43] 物品:生铁戒指	怪物:256E9900牛魔侍卫8	地图:H010	X:57	Y:74 
[2024/8/21 0:47:46] 物品:强效太阳水	怪物:25A0D670牛魔祭司0	地图:H010	X:185	Y:160 
[2024/8/21 0:47:46] 物品:太阳水	怪物:25A0D670牛魔祭司0	地图:H010	X:185	Y:160 
[2024/8/21 0:47:46] 物品:太阳水	怪物:25A0D670牛魔祭司0	地图:H010	X:185	Y:160 
[2024/8/21 0:47:46] 物品:战神盔甲(女)	怪物:25A0D670牛魔祭司0	地图:H010	X:185	Y:160 
[2024/8/21 0:47:48] 物品:强效太阳水	怪物:25A5B0F0牛魔将军0	地图:H010	X:185	Y:159 
[2024/8/21 0:47:48] 物品:强效太阳水	怪物:25A5B0F0牛魔将军0	地图:H010	X:185	Y:159 
[2024/8/21 0:47:48] 物品:太阳水	怪物:25A5B0F0牛魔将军0	地图:H010	X:185	Y:159 
[2024/8/21 0:47:48] 物品:太阳水	怪物:25A5B0F0牛魔将军0	地图:H010	X:185	Y:159 
[2024/8/21 0:47:48] 物品:太阳水	怪物:25A5B0F0牛魔将军0	地图:H010	X:185	Y:159 
[2024/8/21 0:47:48] 物品:太阳水	怪物:25A5B0F0牛魔将军0	地图:H010	X:185	Y:159 
[2024/8/21 0:47:48] 物品:黑檀手镯	怪物:25A5B0F0牛魔将军0	地图:H010	X:185	Y:159 
[2024/8/21 0:47:50] 物品:强效太阳水	怪物:25786370牛魔祭司0	地图:H010	X:184	Y:158 
[2024/8/21 0:47:50] 物品:强效太阳水	怪物:25786370牛魔祭司0	地图:H010	X:184	Y:158 
[2024/8/21 0:47:50] 物品:强效太阳水	怪物:25786370牛魔祭司0	地图:H010	X:184	Y:158 
[2024/8/21 0:47:50] 物品:太阳水	怪物:25786370牛魔祭司0	地图:H010	X:184	Y:158 
[2024/8/21 0:47:50] 物品:太阳水	怪物:25786370牛魔祭司0	地图:H010	X:184	Y:158 
[2024/8/21 0:47:50] 物品:魔法手镯	怪物:25786370牛魔祭司0	地图:H010	X:184	Y:158 
[2024/8/21 0:47:51] 物品:强效太阳水	怪物:2BDC1450牛魔祭司8	地图:H010	X:183	Y:159 
[2024/8/21 0:47:51] 物品:道德戒指	怪物:25F2B7F0牛魔法师8	地图:H010	X:63	Y:69 
[2024/8/21 0:47:57] 物品:强效金创药	怪物:2BDC6D10牛魔祭司8	地图:H010	X:179	Y:160 
[2024/8/21 0:48:0] 物品:灵魂战衣(男)	怪物:2ADB72C0牛魔法师8	地图:H010	X:63	Y:64 
[2024/8/21 0:48:0] 物品:魔法长袍(男)	怪物:2ADB72C0牛魔法师8	地图:H010	X:63	Y:64 
[2024/8/21 0:48:0] 物品:白色虎齿项链	怪物:2ADB72C0牛魔法师8	地图:H010	X:63	Y:64 
[2024/8/21 0:48:5] 物品:强效太阳水	怪物:2D2DB390牛魔祭司8	地图:H010	X:66	Y:65 
[2024/8/21 0:48:5] 物品:强效金创药	怪物:2D2DB390牛魔祭司8	地图:H010	X:66	Y:65 
[2024/8/21 0:48:5] 物品:魅力戒指	怪物:25FD7AD0牛魔侍卫8	地图:H010	X:175	Y:154 
[2024/8/21 0:48:13] 物品:强效太阳水	怪物:25A00EC0牛魔祭司0	地图:H010	X:69	Y:61 
[2024/8/21 0:48:13] 物品:太阳水	怪物:25A00EC0牛魔祭司0	地图:H010	X:69	Y:61 
[2024/8/21 0:48:13] 物品:太阳水	怪物:25A00EC0牛魔祭司0	地图:H010	X:69	Y:61 
[2024/8/21 0:48:13] 物品:太阳水	怪物:25A00EC0牛魔祭司0	地图:H010	X:69	Y:61 
[2024/8/21 0:48:13] 物品:道士手镯	怪物:25DBF370牛魔侍卫8	地图:H010	X:171	Y:153 
[2024/8/21 0:48:15] 物品:金创药(小量)	怪物:06420D30盔甲虫	地图:3	X:618	Y:118 
[2024/8/21 0:48:16] 物品:金手镯	怪物:2AB81320牛魔侍卫8	地图:H010	X:175	Y:153 
[2024/8/21 0:48:16] 物品:生铁戒指	怪物:2AB81320牛魔侍卫8	地图:H010	X:175	Y:153 
[2024/8/21 0:48:16] 物品:强效太阳水	怪物:257519D0牛魔祭司0	地图:H010	X:168	Y:152 
[2024/8/21 0:48:16] 物品:太阳水	怪物:257519D0牛魔祭司0	地图:H010	X:168	Y:152 
[2024/8/21 0:48:16] 物品:太阳水	怪物:257519D0牛魔祭司0	地图:H010	X:168	Y:152 
[2024/8/21 0:48:16] 物品:灵魂战衣(女)	怪物:257519D0牛魔祭司0	地图:H010	X:168	Y:152 
[2024/8/21 0:48:16] 物品:斩马刀	怪物:257519D0牛魔祭司0	地图:H010	X:168	Y:152 
