[2024/8/22 17:0:4] 物品:生铁戒指	怪物:242583F0祖玛雕像8	地图:H204	X:69	Y:27 
[2024/8/22 17:27:49] 物品:魔力手镯	怪物:24D5A210祖玛卫士8	地图:H204	X:30	Y:28 
[2024/8/22 17:27:58] 物品:黑铁头盔	怪物:2A7EBF00祖玛雕像83	地图:H008	X:51	Y:34 
[2024/8/22 17:27:58] 物品:金手镯	怪物:2A7EBF00祖玛雕像83	地图:H008	X:51	Y:34 
[2024/8/22 17:28:6] 物品:强效太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:太阳水	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:金创药(中量)	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:金创药(中量)	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:金创药(中量)	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效金创药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效金创药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效金创药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:魔法药(中量)	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:魔法药(中量)	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:魔法药(中量)	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效魔法药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效魔法药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效魔法药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效金创药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效金创药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效金创药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效金创药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效金创药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效金创药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效魔法药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效魔法药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效魔法药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效魔法药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效魔法药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:强效魔法药	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:6] 物品:虹魔手镯	怪物:26699230虹魔猪卫8	地图:H204	X:39	Y:20 
[2024/8/22 17:28:21] 物品:幽灵手套	怪物:15284F60祖玛弓箭手83	地图:H008	X:53	Y:43 
[2024/8/22 17:28:21] 物品:金手镯	怪物:15284F60祖玛弓箭手83	地图:H008	X:53	Y:43 
[2024/8/22 17:28:29] 物品:强效金创药	怪物:209EE7B0祖玛弓箭手83	地图:H008	X:59	Y:38 
[2024/8/22 17:28:30] 物品:斩马刀	怪物:235DBBD0祖玛雕像8	地图:H204	X:28	Y:23 
[2024/8/22 17:28:30] 物品:道士手镯	怪物:235DBBD0祖玛雕像8	地图:H204	X:28	Y:23 
[2024/8/22 17:28:38] 物品:魔法药(中量)	怪物:141FFEF0祖玛卫士8	地图:H204	X:26	Y:23 
[2024/8/22 17:28:40] 物品:强效魔法药	怪物:1EDB3F40祖玛雕像83	地图:H008	X:62	Y:44 
[2024/8/22 17:28:47] 物品:魔力手镯	怪物:1BDF8210祖玛雕像8	地图:H204	X:21	Y:25 
[2024/8/22 17:28:51] 物品:放大镜	怪物:235124A0祖玛雕像83	地图:H008	X:63	Y:42 
[2024/8/22 17:28:57] 物品:强效太阳水	怪物:2439E6C0祖玛弓箭手83	地图:H008	X:68	Y:48 
[2024/8/22 17:29:9] 物品:强效太阳水	怪物:257A8E20虹魔猪卫80	地图:H008	X:73	Y:45 
[2024/8/22 17:29:9] 物品:强效太阳水	怪物:257A8E20虹魔猪卫80	地图:H008	X:73	Y:45 
[2024/8/22 17:29:9] 物品:太阳水	怪物:257A8E20虹魔猪卫80	地图:H008	X:73	Y:45 
[2024/8/22 17:29:9] 物品:太阳水	怪物:257A8E20虹魔猪卫80	地图:H008	X:73	Y:45 
[2024/8/22 17:29:9] 物品:求婚戒指	怪物:257A8E20虹魔猪卫80	地图:H008	X:73	Y:45 
[2024/8/22 17:29:9] 物品:心灵手镯	怪物:257A8E20虹魔猪卫80	地图:H008	X:73	Y:45 
[2024/8/22 17:29:9] 物品:金戒指	怪物:257A8E20虹魔猪卫80	地图:H008	X:73	Y:45 
[2024/8/22 17:29:11] 物品:强效太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:太阳水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:金创药(中量)	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:金创药(中量)	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:金创药(中量)	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效金创药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效金创药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效金创药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:魔法药(中量)	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:魔法药(中量)	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:魔法药(中量)	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效魔法药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效魔法药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效魔法药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效金创药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效金创药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效金创药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效金创药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效金创药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效金创药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效魔法药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效魔法药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效魔法药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效魔法药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效魔法药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:强效魔法药	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:疾风药水	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:11] 物品:生命项链	怪物:2C65AE30白野猪8	地图:H204	X:28	Y:31 
[2024/8/22 17:29:28] 物品:金创药(中量)	怪物:291F40D0祖玛雕像83	地图:H008	X:65	Y:37 
[2024/8/22 17:29:34] 物品:强效金创药	怪物:2812B980祖玛雕像83	地图:H008	X:66	Y:38 
[2024/8/22 17:29:36] 物品:幽灵战衣(男)	怪物:1B1BA570祖玛雕像83	地图:H008	X:67	Y:38 
[2024/8/22 17:29:53] 物品:金创药(中量)	怪物:250F6310天狼蜘蛛8	地图:H009	X:285	Y:148 
[2024/8/22 17:29:53] 物品:魔法药(中量)	怪物:250F6310天狼蜘蛛8	地图:H009	X:285	Y:148 
[2024/8/22 17:29:53] 物品:破魂	怪物:250F6310天狼蜘蛛8	地图:H009	X:285	Y:148 
[2024/8/22 17:29:55] 物品:太阳水	怪物:251A20C0钢牙蜘蛛8	地图:H009	X:285	Y:150 
[2024/8/22 17:29:55] 物品:强效金创药	怪物:251A20C0钢牙蜘蛛8	地图:H009	X:285	Y:150 
[2024/8/22 17:29:55] 物品:强效魔法药	怪物:251A20C0钢牙蜘蛛8	地图:H009	X:285	Y:150 
[2024/8/22 17:29:58] 物品:强效太阳水	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:强效太阳水	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:强效太阳水	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:强效太阳水	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:强效太阳水	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:强效金创药	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:强效金创药	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:强效魔法药	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:强效魔法药	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:珍珠戒指	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:魔力手镯	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:29:58] 物品:群体治疗术	怪物:1F141350尸王8	地图:H001	X:21	Y:57 
[2024/8/22 17:30:24] 物品:强效太阳水	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:24] 物品:强效太阳水	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:24] 物品:强效太阳水	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:24] 物品:强效太阳水	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:24] 物品:强效太阳水	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:24] 物品:强效金创药	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:24] 物品:强效金创药	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:24] 物品:强效魔法药	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:24] 物品:强效魔法药	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:24] 物品:黑色水晶戒指	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:24] 物品:魅力戒指	怪物:25B6F430尸王8	地图:H001	X:14	Y:38 
[2024/8/22 17:30:44] 物品:金创药(中量)	怪物:25302B30天狼蜘蛛8	地图:H009	X:193	Y:221 
[2024/8/22 17:30:44] 物品:魔法药(中量)	怪物:25302B30天狼蜘蛛8	地图:H009	X:193	Y:221 
[2024/8/22 17:30:44] 物品:魔鬼项链	怪物:25302B30天狼蜘蛛8	地图:H009	X:193	Y:221 
[2024/8/22 17:30:44] 物品:重盔甲(男)	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:重盔甲(女)	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:灵魂战衣(女)	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:灵魂战衣(男)	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:魔法长袍(男)	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:魔法长袍(女)	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:金戒指	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:蓝翡翠项链	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:金手镯	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:道德戒指	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:魅力戒指	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:降魔	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:偃月	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:降魔	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:44] 物品:白色虎齿项链	怪物:25342BF0黑锷蜘蛛8	地图:H009	X:192	Y:219 
[2024/8/22 17:30:49] 物品:金创药(中量)	怪物:251DB410天狼蜘蛛8	地图:H009	X:193	Y:219 
[2024/8/22 17:30:49] 物品:魔法药(中量)	怪物:251DB410天狼蜘蛛8	地图:H009	X:193	Y:219 
[2024/8/22 17:30:55] 物品:太阳水	怪物:25192E30钢牙蜘蛛8	地图:H009	X:197	Y:101 
[2024/8/22 17:30:55] 物品:强效金创药	怪物:25192E30钢牙蜘蛛8	地图:H009	X:197	Y:101 
[2024/8/22 17:30:55] 物品:强效魔法药	怪物:25192E30钢牙蜘蛛8	地图:H009	X:197	Y:101 
[2024/8/22 17:30:55] 物品:骷髅戒指	怪物:25192E30钢牙蜘蛛8	地图:H009	X:197	Y:101 
[2024/8/22 17:30:55] 物品:蓝色水晶戒指	怪物:25192E30钢牙蜘蛛8	地图:H009	X:197	Y:101 
[2024/8/22 17:31:28] 物品:强效太阳水	怪物:230E1A80牛魔将军8	地图:H010	X:188	Y:179 
[2024/8/22 17:31:28] 物品:黑铁头盔(封印)	怪物:230E1A80牛魔将军8	地图:H010	X:188	Y:179 
[2024/8/22 17:31:28] 物品:强效魔法药	怪物:230E1A80牛魔将军8	地图:H010	X:188	Y:179 
[2024/8/22 17:31:28] 物品:阎罗手套	怪物:230E1A80牛魔将军8	地图:H010	X:188	Y:179 
[2024/8/22 17:31:31] 物品:强效太阳水	怪物:2562DBD0牛魔祭司8	地图:H010	X:186	Y:178 
[2024/8/22 17:31:31] 物品:强效太阳水	怪物:2562DBD0牛魔祭司8	地图:H010	X:186	Y:178 
[2024/8/22 17:31:31] 物品:泰坦戒指	怪物:2562DBD0牛魔祭司8	地图:H010	X:186	Y:178 
[2024/8/22 17:31:35] 物品:强效太阳水	怪物:2AAA8420牛魔将军0	地图:H010	X:186	Y:179 
[2024/8/22 17:31:35] 物品:强效太阳水	怪物:2AAA8420牛魔将军0	地图:H010	X:186	Y:179 
[2024/8/22 17:31:35] 物品:强效太阳水	怪物:2AAA8420牛魔将军0	地图:H010	X:186	Y:179 
[2024/8/22 17:31:35] 物品:太阳水	怪物:2AAA8420牛魔将军0	地图:H010	X:186	Y:179 
[2024/8/22 17:31:35] 物品:太阳水	怪物:2AAA8420牛魔将军0	地图:H010	X:186	Y:179 
[2024/8/22 17:31:35] 物品:道德戒指	怪物:2AAA8420牛魔将军0	地图:H010	X:186	Y:179 
[2024/8/22 17:31:37] 物品:修罗	怪物:17810010牛魔将军8	地图:H010	X:186	Y:177 
[2024/8/22 17:31:40] 物品:蓝翡翠项链	怪物:13DD95E0钳虫8	地图:H004	X:24	Y:39 
[2024/8/22 17:31:52] 物品:太阳水	怪物:24B38750牛魔将军8	地图:H010	X:261	Y:370 
[2024/8/22 17:32:12] 物品:魅力戒指	怪物:2538A1F0牛魔法师8	地图:H010	X:279	Y:358 
[2024/8/22 17:32:41] 物品:万年雪霜	怪物:1AC37BB0骷髅长枪兵8	地图:H005	X:79	Y:169 
[2024/8/22 17:32:50] 物品:赤月恶魔油	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:疗伤药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:疗伤药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:疗伤药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:疗伤药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效太阳水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效金创药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效金创药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效金创药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效金创药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效金创药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效金创药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效金创药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效金创药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效金创药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效金创药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效魔法药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效魔法药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效魔法药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效魔法药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效魔法药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效魔法药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效魔法药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效魔法药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效魔法药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:强效魔法药	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:HP强化药水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:MP强化药水	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:力量戒指	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:铂金戒指	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:幽灵战衣(男)	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:魔法长袍(男)	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:偃月	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:破魂	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
[2024/8/22 17:32:50] 物品:降魔	怪物:2378C220赤月恶魔8	地图:H010	X:326	Y:327 
