[2024/8/22 16:0:1] 物品:白金项链	怪物:1780B140祖玛弓箭手8	地图:H204	X:40	Y:57 
[2024/8/22 16:55:20] 物品:魔法药(中量)	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效魔法药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效魔法药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效魔法药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效金创药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效金创药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效金创药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效金创药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效金创药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效金创药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效魔法药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效魔法药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效魔法药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效魔法药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效魔法药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:20] 物品:强效魔法药	怪物:1EC69900白野猪8	地图:H204	X:43	Y:53 
[2024/8/22 16:55:23] 物品:强效太阳水	怪物:2331FE00祖玛雕像83	地图:H008	X:68	Y:33 
[2024/8/22 16:55:23] 物品:龙之戒指	怪物:2331FE00祖玛雕像83	地图:H008	X:68	Y:33 
[2024/8/22 16:55:23] 物品:破魂	怪物:2331FE00祖玛雕像83	地图:H008	X:68	Y:33 
[2024/8/22 16:55:28] 物品:强效太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:太阳水	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:金创药(中量)	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:金创药(中量)	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:金创药(中量)	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效金创药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效金创药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效金创药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:魔法药(中量)	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:魔法药(中量)	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:魔法药(中量)	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效魔法药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效魔法药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效魔法药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效金创药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效金创药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效金创药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效金创药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效金创药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效金创药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效魔法药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效魔法药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效魔法药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效魔法药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效魔法药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:28] 物品:强效魔法药	怪物:143C2190白野猪8	地图:H204	X:46	Y:52 
[2024/8/22 16:55:30] 物品:强效太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:强效太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:强效太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:强效太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:强效太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:太阳水	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:金创药(中量)	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:金创药(中量)	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:强效金创药	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:强效金创药	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:强效金创药	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:魔法药(中量)	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:魔法药(中量)	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:强效魔法药	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:强效魔法药	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:强效魔法药	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:骷髅头盔	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:珊瑚戒指	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:地狱雷光	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:30] 物品:爆裂火焰	怪物:2CF0AC50沃玛卫士8	地图:H204	X:44	Y:51 
[2024/8/22 16:55:31] 物品:强效太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:太阳水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效金创药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效金创药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效金创药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效金创药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效金创药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效金创药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效金创药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效金创药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效金创药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效金创药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效魔法药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效魔法药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效魔法药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效魔法药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效魔法药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效魔法药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效魔法药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效魔法药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效魔法药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:强效魔法药	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:攻击神水	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:夏普儿手镯	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:重盔甲(女)	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:灵魂战衣(男)	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:灵魂战衣(女)	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:偃月	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:破魂	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:降魔	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:斩马刀	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:修罗	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:凝霜	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:骷髅头盔	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:道士头盔	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:蓝翡翠项链	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:放大镜	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:竹笛	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:小手镯	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:魔法手镯	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:黑檀手镯	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:道士手镯	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:死神手套	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:金手镯	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:黑色水晶戒指	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:蛇眼戒指	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:珍珠戒指	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:金戒指	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:骷髅戒指	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:魅力戒指	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:道德戒指	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:31] 物品:困魔咒	怪物:24DFA720沃玛教主	地图:H204	X:44	Y:53 
[2024/8/22 16:55:34] 物品:坚固手套	怪物:29A40C70祖玛弓箭手8	地图:H204	X:45	Y:49 
[2024/8/22 16:55:36] 物品:魅力戒指	怪物:238141F0跳跳蜂8	地图:H004	X:62	Y:87 
[2024/8/22 16:55:43] 物品:灵魂战衣(男)	怪物:249CDC80祖玛卫士8	地图:H204	X:44	Y:48 
[2024/8/22 16:55:43] 物品:黑檀手镯	怪物:249CDC80祖玛卫士8	地图:H204	X:44	Y:48 
[2024/8/22 16:55:47] 物品:太阳水	怪物:13AAE4F0黑色恶蛆8	地图:H004	X:62	Y:87 
[2024/8/22 16:55:51] 物品:强效太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:强效太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:强效太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:强效太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:强效太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:太阳水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:金创药(中量)	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:金创药(中量)	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:强效金创药	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:强效金创药	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:强效金创药	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:魔法药(中量)	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:魔法药(中量)	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:强效魔法药	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:强效魔法药	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:强效魔法药	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:HP强化药水	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:刺杀剑术	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:51] 物品:雷电术	怪物:1D0FFA30沃玛卫士8	地图:H204	X:43	Y:46 
[2024/8/22 16:55:55] 物品:铂金戒指	怪物:29347B50祖玛雕像83	地图:H008	X:53	Y:29 
[2024/8/22 16:55:58] 物品:金创药(小量)	怪物:2A7EBF00僵尸3	地图:D401	X:173	Y:27 
[2024/8/22 16:55:59] 物品:魔法长袍(女)	怪物:1B916D90黑色恶蛆8	地图:H004	X:61	Y:85 
[2024/8/22 16:56:3] 物品:珍珠戒指	怪物:122D9A50祖玛雕像83	地图:H008	X:51	Y:30 
[2024/8/22 16:56:16] 物品:强效太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:疗伤药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:疗伤药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:疗伤药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:疗伤药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:疗伤药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:疗伤药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:疗伤药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:太阳水	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:金创药(中量)	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:金创药(中量)	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效金创药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效金创药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效金创药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:魔法药(中量)	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:魔法药(中量)	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效魔法药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效魔法药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效魔法药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
[2024/8/22 16:56:16] 物品:强效金创药	怪物:1EF8A6D0虹魔教主8	地图:H204	X:44	Y:48 
